name,ORF,description,name_meaning
aep2,,,
ash1,,,
die2,,,
gas1,,,
hst1,,,
nto1,,,
pet18,,,
pex1,,,
pex12,,,
pex14,,,
pex19,,,
pex6,,,
rpb4,,,
