name,ORF,description,name_meaning
chl4,,,
ctf19,,,
iml3,,,
irc15,,,
mad1,,,
mad2,,,
mad3,,,
mcm16,,,
mcm21,,,
mcm22,,,
nkp1,,,
pby1,,,
rmi1,,,
