

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190315_GAP_assay2.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	3/15/2019
Time	5:22:19 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:23:00 (HH:MM:SS), Interval 0:00:05, 997 Reads
    Read	Fluorescence Endpoint
	E2..E10
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E		SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11			Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	E2	E3	E4	E5	E6	E7	E8	E9	E10
0:01:15	30.0	5751	6596	7072	9655	12419	11911	6523	9113	8695
0:01:20	30.0	5757	6653	7092	9720	12677	12062	6507	9206	8785
0:01:25	30.0	5840	6715	7160	9783	12716	12119	6515	9304	8926
0:01:30	30.0	5801	6794	7204	9789	12884	12267	6502	9444	8955
0:01:35	30.0	5771	6849	7238	9759	12901	12432	6447	9658	9110
0:01:40	30.0	5826	6911	7374	9735	13103	12407	6522	9740	9156
0:01:45	30.0	5841	6931	7412	9786	13122	12570	6524	9884	9322
0:01:50	30.0	5841	6961	7435	9802	13363	12746	6510	10033	9386
0:01:55	30.0	5787	7089	7523	9870	13423	12771	6502	10159	9548
0:02:00	30.0	5858	7151	7623	9732	13651	12999	6526	10256	9574
0:02:05	30.0	5863	7196	7617	9818	13665	13079	6627	10331	9748
0:02:10	30.0	5861	7205	7702	9826	13823	13127	6554	10500	9837
0:02:15	30.0	5822	7317	7764	9843	13910	13307	6563	10603	9910
0:02:20	30.0	5874	7316	7842	9885	14171	13354	6536	10719	10147
0:02:25	30.0	5780	7443	7833	9908	14229	13569	6579	10931	10155
0:02:30	30.0	5831	7553	7982	9914	14367	13535	6631	10978	10306
0:02:35	30.0	5837	7583	8001	9963	14455	13685	6557	11092	10351
0:02:40	30.0	5853	7562	8060	9955	14744	13880	6574	11322	10465
0:02:45	30.0	5888	7665	8111	9957	14836	14038	6549	11339	10634
0:02:50	30.0	5877	7712	8234	9947	15007	14102	6571	11499	10651
0:02:55	30.0	5840	7792	8258	9894	15073	14289	6589	11575	10841
0:03:00	30.0	5850	7907	8287	10034	15279	14401	6593	11770	11018
0:03:05	30.0	5912	7898	8372	9880	15381	14554	6569	11852	10947
0:03:10	30.0	5865	7927	8380	9969	15506	14567	6586	12054	11076
0:03:15	30.0	5796	8020	8460	9989	15525	14623	6557	12147	11243
0:03:20	30.0	5828	8036	8572	10083	15702	14827	6608	12288	11228
0:03:25	30.0	5861	8135	8598	9993	16018	15028	6602	12441	11395
0:03:30	30.0	5881	8207	8627	10062	16076	14982	6613	12427	11490
0:03:35	30.0	5888	8216	8695	10050	16178	15199	6645	12654	11732
0:03:40	30.0	5877	8258	8791	10006	16380	15214	6663	12816	11752
0:03:45	30.0	5835	8308	8925	10081	16460	15458	6598	12824	11794
0:03:50	30.0	5862	8338	8866	10092	16551	15349	6661	12995	11831
0:03:55	30.0	5847	8485	8853	10016	16725	15660	6595	13189	12048
0:04:00	30.0	5907	8425	8999	10120	16771	15738	6587	13263	12123
0:04:05	30.0	5901	8480	9109	10086	17076	15745	6645	13377	12252
0:04:10	30.0	5851	8533	9117	10090	17006	15756	6642	13554	12268
0:04:15	30.0	5897	8577	9124	10122	17371	15975	6583	13707	12414
0:04:20	30.0	5919	8676	9250	10135	17355	16110	6660	13742	12550
0:04:25	30.0	5920	8745	9339	10044	17471	16188	6611	13919	12666
0:04:30	30.0	5907	8836	9372	10121	17746	16248	6599	13926	12777
0:04:35	30.0	5901	8858	9397	10238	17801	16416	6663	14117	12933
0:04:40	30.0	5877	8832	9507	10179	17966	16616	6670	14322	12937
0:04:45	30.0	5878	8870	9587	10177	18012	16671	6629	14313	13048
0:04:50	30.0	5902	8933	9591	10155	18113	16877	6644	14628	13094
0:04:55	30.0	5869	9046	9719	10301	18239	16904	6611	14666	13298
0:05:00	30.0	5841	9030	9721	10254	18328	17101	6664	14805	13428
0:05:05	30.0	5871	9078	9744	10229	18549	17188	6701	14908	13434
0:05:10	30.0	5896	9176	9800	10236	18733	17248	6673	15069	13554
0:05:15	30.0	5900	9289	9863	10302	18864	17382	6685	15162	13570
0:05:20	30.0	5856	9282	9907	10271	18960	17503	6734	15290	13717
0:05:25	30.0	5877	9334	9986	10362	19059	17597	6706	15245	13833
0:05:30	30.0	5856	9454	9997	10280	19202	17739	6660	15574	13900
0:05:35	30.0	5915	9397	10099	10333	19343	17781	6672	15650	14091
0:05:40	30.0	5915	9525	10206	10285	19389	17885	6650	15754	14133
0:05:45	30.0	5857	9517	10204	10249	19620	17982	6698	15905	14216
0:05:50	30.0	5844	9531	10347	10266	19795	18156	6698	15899	14361
0:05:55	30.0	5892	9613	10326	10332	19907	18218	6725	16078	14498
0:06:00	30.0	5940	9631	10369	10283	19866	18341	6720	16133	14527
0:06:05	30.0	5874	9760	10473	10336	20123	18398	6698	16286	14625
0:06:10	30.0	5919	9788	10489	10380	20329	18560	6720	16528	14643
0:06:15	30.0	5922	9776	10541	10404	20261	18694	6707	16610	14779
0:06:20	30.0	5894	9950	10571	10376	20509	18623	6662	16642	14888
0:06:25	30.0	5903	9964	10687	10378	20636	18869	6730	16861	14964
0:06:30	30.0	5882	10072	10653	10388	20617	18995	6740	17124	15252
0:06:35	30.0	5928	10117	10824	10391	20670	19256	6731	17005	15247
0:06:40	30.0	5887	10088	10838	10417	20973	19118	6743	17224	15401
0:06:45	30.0	5922	10159	10835	10475	21131	19272	6759	17346	15542
0:06:50	30.0	5931	10277	10917	10453	21169	19378	6719	17382	15475
0:06:55	30.0	5895	10258	11031	10393	21399	19628	6684	17433	15598
0:07:00	30.0	5902	10314	11141	10403	21475	19650	6704	17603	15758
0:07:05	30.0	5933	10453	11088	10440	21525	19685	6730	17715	15788
0:07:10	30.0	5926	10377	11119	10456	21686	19764	6754	17935	15950
0:07:15	30.0	5901	10416	11175	10473	21840	19826	6767	18050	16084
0:07:20	30.0	5917	10466	11248	10520	21920	20211	6754	18093	16147
0:07:25	30.0	5899	10579	11335	10550	21961	20109	6763	18294	16230
0:07:30	30.0	5911	10623	11444	10553	22296	20121	6727	18461	16317
0:07:35	30.0	5934	10735	11429	10535	22336	20457	6830	18508	16475
0:07:40	30.0	5942	10761	11504	10537	22457	20472	6790	18560	16543
0:07:45	30.0	5983	10737	11526	10524	22664	20662	6766	18663	16603
0:07:50	30.0	5940	10797	11634	10643	22675	20606	6793	19025	16754
0:07:55	30.0	5879	10944	11702	10690	22802	20808	6746	18821	16832
0:08:00	30.0	5908	10965	11686	10647	23005	20928	6758	19094	16987
0:08:05	30.0	5919	10949	11852	10623	23078	21055	6752	19182	17106
0:08:10	30.0	5934	11034	11874	10675	23214	21155	6801	19432	17132
0:08:15	30.0	5916	11157	11853	10611	23400	21373	6816	19446	17212
0:08:20	30.0	5916	11157	12032	10666	23337	21472	6785	19542	17250
0:08:25	30.0	5876	11191	12060	10599	23432	21559	6780	19600	17530
0:08:30	30.0	5919	11388	12083	10611	23712	21564	6832	19751	17511
0:08:35	30.0	5914	11409	12116	10656	23829	21705	6827	19970	17598
0:08:40	30.0	5920	11470	12249	10656	23793	21828	6839	19982	17841
0:08:45	30.0	5953	11477	12216	10581	23782	21896	6772	20079	17932
0:08:50	30.0	5997	11512	12333	10787	24163	21974	6780	20186	17961
0:08:55	30.0	5950	11610	12368	10690	24095	22121	6839	20322	18042
0:09:00	30.0	5938	11619	12363	10742	24328	22315	6815	20620	18183
0:09:05	30.0	5912	11659	12438	10673	24536	22195	6836	20695	18016
0:09:10	30.0	5933	11758	12562	10726	24606	22313	6807	20650	18361
0:09:15	30.0	5944	11794	12716	10749	24937	22498	6834	20828	18353
0:09:20	30.0	5906	11819	12614	10793	24796	22892	6808	20983	18503
0:09:25	30.0	5907	11800	12740	10791	25024	22713	6871	20927	18601
0:09:30	30.0	5946	11915	12743	10773	25128	22910	6810	21154	18694
0:09:35	30.0	5937	11998	12839	10808	25123	22926	6836	21243	18846
0:09:40	30.0	5876	12028	12867	10768	25216	23089	6876	21399	18969
0:09:45	30.0	5939	12078	12948	10814	25595	23028	6915	21359	18911
0:09:50	30.0	5921	12131	12941	10803	25479	23409	6853	21749	18944
0:09:55	30.0	5931	12151	13012	10799	25525	23253	6903	21701	19157
0:10:00	30.0	5986	12232	13102	10865	25602	23437	6810	21708	19124
0:10:05	30.0	5957	12228	13188	10833	25816	23368	6863	21895	19386
0:10:10	30.0	5925	12447	13224	10786	26046	23729	6893	22085	19388
0:10:15	30.0	5938	12315	13271	10857	25982	23845	6889	22161	19647
0:10:20	30.0	5949	12390	13305	10825	26247	23716	6855	22224	19674
0:10:25	30.0	5973	12602	13476	10946	26362	23906	6860	22317	19799
0:10:30	30.0	5913	12561	13503	10976	26321	23993	6832	22421	19965
0:10:35	30.0	5913	12582	13562	10848	26374	24266	6863	22365	19906
0:10:40	30.0	5924	12769	13516	10931	26397	24333	6917	22585	20136
0:10:45	30.0	5908	12684	13660	10902	26752	24268	6870	22716	20124
0:10:50	30.0	5931	12811	13671	10862	26767	24397	6867	22894	20248
0:10:55	30.0	5964	12787	13708	10994	26704	24604	6921	22963	20409
0:11:00	30.0	5944	12820	13768	10992	27094	24628	6883	23234	20578
0:11:05	30.0	5960	12807	13798	10934	27076	24923	6841	23002	20617
0:11:10	30.0	5980	13010	13912	11015	27140	24693	6882	23280	20660
0:11:15	30.0	5958	13022	13884	10918	27249	25078	6899	23346	20713
0:11:20	30.0	5921	13112	14007	10954	27332	24963	6863	23540	20790
0:11:25	30.0	5979	13091	13970	11034	27330	25116	6925	23620	20832
0:11:30	30.0	5987	13269	14124	11067	27667	25210	6902	23625	21014
0:11:35	30.0	6015	13363	14038	10977	27747	25380	6894	23620	21094
0:11:40	30.0	5978	13229	14310	11025	27675	25351	6906	23911	21082
0:11:45	30.0	5906	13300	14358	10956	28095	25270	6999	24150	21234
0:11:50	30.0	6032	13370	14414	11080	28126	25619	7006	24033	21367
0:11:55	30.0	5936	13380	14467	11090	28309	25667	6945	23911	21409
0:12:00	30.0	5947	13543	14442	11045	28167	25946	6911	24347	21463
0:12:05	30.0	5935	13573	14485	11029	28660	25869	6962	24477	21440
0:12:10	30.0	5975	13644	14622	11145	28308	25900	6949	24146	21705
0:12:15	30.0	5989	13602	14605	11115	28545	26065	6951	24536	21770
0:12:20	30.0	5974	13666	14546	11201	28557	26069	6956	24623	21955
0:12:25	30.0	5983	13702	14676	11097	28654	26042	6967	24636	22032
0:12:30	30.0	5941	13841	14715	11135	28743	26624	6901	24654	21903
0:12:35	30.0	5910	13919	14887	11159	28773	26462	6946	24708	22171
0:12:40	30.0	5974	13963	14953	11112	28894	26442	6991	24883	22199
0:12:45	30.0	5986	13904	14936	11158	28860	26638	6972	25173	22333
0:12:50	30.0	5999	14015	15092	11155	29164	26772	6980	25286	22299
0:12:55	30.0	5977	13950	14989	11221	28972	26898	6996	25276	22478
0:13:00	30.0	5979	14067	15144	11172	29279	26990	6961	25330	22443
0:13:05	30.0	5962	14169	15147	11256	29388	26863	6978	25261	22598
0:13:10	30.0	5932	14222	15319	11249	29407	27099	6957	25464	22670
0:13:15	30.0	5973	14337	15219	11227	29505	27231	6927	25596	22723
0:13:20	30.0	5918	14218	15281	11226	29876	27385	7008	25669	22886
0:13:25	30.0	6022	14227	15298	11133	29721	27397	6973	25754	22919
0:13:30	30.0	5929	14257	15402	11213	29747	27538	6931	25781	23089
0:13:35	30.0	5949	14385	15525	11270	29947	27617	7023	25908	23016
0:13:40	30.0	5998	14520	15549	11353	30113	27743	7001	25908	23232
0:13:45	30.0	6018	14517	15547	11220	29958	27691	6979	25911	23239
0:13:50	30.0	6020	14613	15715	11252	30166	27827	6989	26205	23353
0:13:55	30.0	5977	14638	15692	11359	30277	27872	7022	26281	23470
0:14:00	30.0	6000	14638	15864	11329	30306	27994	6995	26363	23653
0:14:05	30.0	5947	14676	15838	11357	30501	28043	7051	26204	23544
0:14:10	30.0	5987	14671	15852	11371	30617	28112	7041	26502	23745
0:14:15	30.0	6017	14934	15976	11369	30587	28399	7018	26569	23666
0:14:20	30.0	5985	14809	15852	11405	30695	28394	6983	26464	23878
0:14:25	30.0	6023	15065	15944	11323	30649	28240	7006	26638	23884
0:14:30	30.0	6003	14893	15981	11330	31056	28622	7007	26725	24095
0:14:35	30.0	6034	15144	16114	11315	30756	28560	7012	26671	23908
0:14:40	30.0	6023	15043	16122	11449	30841	28477	7086	26801	24151
0:14:45	30.0	6000	15052	16183	11418	31139	28480	7080	26875	24544
0:14:50	30.0	5997	15199	16341	11408	31131	28855	7035	27003	24390
0:14:55	30.0	5976	15185	16325	11482	31284	29009	7073	27293	24398
0:15:00	30.0	6022	15295	16299	11343	31287	29152	7052	27116	24512
0:15:05	30.0	5964	15373	16466	11500	31396	29135	7034	27265	24680
0:15:10	30.0	6038	15290	16557	11420	31634	29366	7052	27199	24495
0:15:15	30.0	6057	15461	16528	11530	31694	29091	7029	27396	24583
0:15:20	30.0	6043	15488	16735	11484	31631	29425	6975	27373	24886
0:15:25	30.0	5987	15512	16652	11508	31911	29315	7104	27380	24881
0:15:30	30.0	5997	15574	16767	11464	31663	29500	7086	27738	25081
0:15:35	30.0	6003	15656	16812	11606	31681	29419	7098	27600	24844
0:15:40	30.0	5989	15605	16784	11588	31929	29688	7088	27751	25079
0:15:45	30.0	6026	15712	17100	11547	31834	29558	7076	27770	25074
0:15:50	30.0	6028	15784	16971	11529	32082	29925	7098	27701	25310
0:15:55	30.0	5969	15774	16993	11533	32102	29704	7090	27842	25455
0:16:00	30.0	6027	15883	17052	11579	32191	29706	7127	27759	25521
0:16:05	30.0	6020	15881	16992	11551	32109	29926	7150	27788	25327
0:16:10	30.0	5973	16045	17142	11646	32040	29867	7042	27797	25357
0:16:15	30.0	5991	16105	17302	11502	32158	30102	7155	28090	25536
0:16:20	30.0	6008	16090	17209	11633	32313	30080	7127	27925	25649
0:16:25	30.0	6031	16086	17230	11633	32519	30294	7089	28285	25584
0:16:30	30.0	6047	16112	17312	11725	32636	30246	7110	28260	25789
0:16:35	30.0	6020	16151	17389	11646	32540	30263	7096	28232	25960
0:16:40	30.0	6074	16173	17381	11589	32661	30311	7117	28156	25944
0:16:45	30.0	6029	16290	17568	11634	32757	30564	7118	28308	25995
0:16:50	30.0	5991	16271	17573	11711	33000	30805	7100	28328	25996
0:16:55	30.0	5999	16527	17555	11661	32732	30826	7150	28309	26007
0:17:00	30.0	6018	16505	17642	11639	32715	30630	7193	28546	26174
0:17:05	30.0	6069	16460	17789	11586	33013	30857	7106	28572	26343
0:17:10	30.0	6024	16688	17864	11693	32816	30981	7061	28406	26420
0:17:15	30.0	6025	16479	17891	11701	32906	31194	7128	28428	26451
0:17:20	30.0	6033	16744	17897	11689	33039	31014	7111	28481	26367
0:17:25	30.0	6000	16753	18005	11716	33081	31021	7188	28841	26588
0:17:30	30.0	5992	16821	17940	11734	33049	31273	7147	28847	26717
0:17:35	30.0	5990	16702	17955	11808	33066	31069	7147	28855	26687
0:17:40	30.0	6039	16891	18065	11862	33332	31369	7182	28897	26683
0:17:45	30.0	6011	16889	18070	11830	33168	31392	7126	29024	26784
0:17:50	30.0	6038	16772	18208	11797	33532	31369	7142	29008	26845
0:17:55	30.0	6026	16955	18198	11802	33584	31689	7178	29074	26819
0:18:00	30.0	6008	17085	18191	11835	33463	31476	7194	29192	26906
0:18:05	30.0	6047	17034	18397	11811	33316	31665	7157	29339	27178
0:18:10	30.0	6036	16961	18318	11778	33591	31446	7152	29002	27023
0:18:15	30.0	6006	17204	18309	11801	33682	31823	7233	29210	26961
0:18:20	30.0	6003	17251	18473	11860	33551	31956	7184	29240	27115
0:18:25	30.0	6089	17300	18551	11891	33887	31896	7195	29298	27332
0:18:30	30.0	6061	17384	18496	11854	33883	32066	7181	29390	27206
0:18:35	30.0	6009	17319	18802	11859	33719	32139	7236	29531	27422
0:18:40	30.0	6037	17382	18701	11915	33886	32132	7177	29564	27505
0:18:45	30.0	6051	17430	18741	11916	33928	32023	7236	29384	27358
0:18:50	30.0	6098	17331	18714	11930	33835	32100	7253	29884	27773
0:18:55	30.0	6073	17572	18773	11965	34076	32022	7224	29795	27574
0:19:00	30.0	6087	17540	18864	11938	34014	32379	7193	29685	27548
0:19:05	30.0	6058	17612	18878	11910	34155	32166	7227	29753	27756
0:19:10	30.0	6068	17686	18964	12079	34024	32427	7183	29630	27717
0:19:15	30.0	6071	17711	18779	11894	34084	32506	7283	29774	27867
0:19:20	30.0	6079	17683	19030	11964	34244	32411	7196	29837	27771
0:19:25	30.0	6034	17824	19205	11997	34103	32419	7252	29720	27723
0:19:30	30.0	6092	17774	19180	12045	34466	32426	7298	29875	27673
0:19:35	30.0	6055	17967	19230	12131	34269	32683	7262	29902	27896
0:19:40	30.0	6107	17926	19218	12033	34305	32559	7253	30032	28111
0:19:45	30.0	6098	18025	19463	12025	34457	32540	7268	30099	28181
0:19:50	30.0	6086	18165	19408	12087	34293	32997	7292	29783	28024
0:19:55	30.0	6060	17963	19432	12142	34310	33011	7257	30238	28008
0:20:00	30.0	6084	18139	19433	11997	34443	32761	7252	30036	28164
0:20:05	30.0	6075	18285	19499	12062	34530	33205	7205	30080	28140
0:20:10	30.0	6112	18188	19601	12099	34436	33070	7258	30180	28125
0:20:15	30.0	6071	18349	19634	12114	34529	32950	7273	30271	28545
0:20:20	30.0	6110	18324	19535	12157	34513	32884	7253	30228	28328
0:20:25	30.0	6103	18442	19655	12181	34590	33040	7307	30293	28561
0:20:30	30.0	6078	18361	19770	12117	34588	33139	7302	30290	28386
0:20:35	30.0	6069	18438	19836	12208	34697	33551	7339	30181	28285
0:20:40	30.0	6089	18417	19711	12150	34765	33250	7269	30442	28553
0:20:45	30.0	6058	18502	19746	12189	34791	33241	7296	30411	28777
0:20:50	30.0	6062	18618	20099	12175	34873	33422	7241	30404	28587
0:20:55	30.0	6087	18711	19995	12286	34999	33387	7311	30536	28637
0:21:00	30.0	6094	18656	20198	12253	34914	33383	7307	30715	28662
0:21:05	30.0	6094	18775	20020	12269	34685	33594	7353	30752	28721
0:21:10	30.0	6073	18766	20127	12299	35188	33385	7280	30423	28804
0:21:15	30.0	6072	18758	20043	12279	34965	33376	7316	30630	28899
0:21:20	30.0	6075	18677	20211	12298	34844	33613	7318	30722	28899
0:21:25	30.0	6069	18863	20423	12331	34939	33604	7268	30903	28931
0:21:30	30.1	6083	19075	20327	12387	34996	33342	7381	30790	28798
0:21:35	30.0	6097	19022	20290	12312	34800	33788	7308	30852	28814
0:21:40	30.0	6079	18982	20462	12318	35078	33748	7346	30702	29045
0:21:45	30.0	6109	19092	20301	12223	35149	33873	7343	30788	29238
0:21:50	30.0	6089	19117	20423	12240	35221	33898	7346	30752	29104
0:21:55	30.0	6052	19049	20523	12314	35016	33828	7343	30862	29225
0:22:00	30.0	6121	19172	20523	12342	35094	33871	7341	31053	29335
0:22:05	30.0	6114	19217	20652	12454	35181	33901	7351	30764	29182
0:22:10	30.0	6091	19167	20725	12407	35190	34113	7343	30828	29275
0:22:15	30.0	6092	19380	20725	12357	35208	34186	7382	31164	29262
0:22:20	30.0	6173	19229	20792	12422	35359	34132	7352	30719	29201
0:22:25	30.0	6111	19433	20684	12392	35352	34146	7352	30936	29259
0:22:30	30.0	6131	19455	20970	12425	35119	34179	7381	31171	29316
0:22:35	30.0	6108	19492	20884	12394	35236	34059	7401	30973	29469
0:22:40	30.0	6138	19602	20905	12384	35384	34118	7402	31410	29506
0:22:45	30.0	6091	19526	20954	12540	35393	34121	7359	31282	29355
0:22:50	30.0	6140	19515	20941	12498	35598	34376	7341	31202	29589
0:22:55	30.0	6128	19621	21052	12436	35494	34412	7404	31211	29455
0:23:00	30.0	6116	19550	21149	12404	35292	34624	7398	31183	29846
0:23:05	30.0	6124	19680	21152	12472	35835	34436	7428	31176	29865
0:23:10	30.0	6117	19754	21177	12449	35680	34460	7406	31737	29527
0:23:15	30.0	6109	19661	21129	12666	35401	34435	7373	31281	29952
0:23:20	30.0	6099	19924	21223	12529	35627	34423	7382	31303	29711
0:23:25	30.0	6165	20029	21251	12534	35619	34460	7373	31339	29693
0:23:30	30.0	6110	19983	21465	12476	35609	34770	7402	31537	29831
0:23:35	30.0	6100	19953	21392	12588	35707	34745	7417	31285	29820
0:23:40	30.0	6103	19903	21511	12514	35726	34709	7394	31638	29689
0:23:45	30.0	6130	20165	21396	12539	35379	34910	7377	31433	30050
0:23:50	30.0	6088	20052	21653	12588	35968	34999	7420	31747	29874
0:23:55	30.0	6103	20168	21573	12600	35723	34672	7441	31603	30076
0:24:00	30.0	6155	20144	21681	12711	35531	34822	7441	31579	29958
0:24:05	30.0	6128	20292	21522	12551	35633	34923	7415	31462	30217
0:24:10	30.0	6124	20224	21708	12605	35841	34781	7477	31615	30154
0:24:15	30.0	6113	20146	21661	12623	35663	34995	7459	31873	30205
0:24:20	30.0	6101	20196	21811	12692	35960	34856	7479	31714	30170
0:24:25	30.0	6117	20339	21890	12711	35805	35038	7425	31280	30070
0:24:30	30.0	6132	20456	21731	12729	35877	34996	7460	31609	30170
0:24:35	30.0	6117	20460	21970	12782	35953	34677	7460	31619	30217
0:24:40	30.0	6140	20486	21988	12670	35682	35034	7492	31777	30289
0:24:45	30.0	6166	20446	21965	12665	35784	34886	7473	31821	30393
0:24:50	30.0	6088	20558	22008	12683	35832	35007	7497	31703	30307
0:24:55	30.1	6159	20668	22071	12690	35710	34996	7486	31806	30258
0:25:00	30.0	6112	20838	22143	12708	35757	35159	7478	31671	30450
0:25:05	30.0	6189	20693	22312	12887	35797	34991	7503	31752	30376
0:25:10	30.1	6080	20707	22264	12773	35899	34893	7460	31869	30477
0:25:15	30.1	6195	20788	22130	12712	35781	35278	7475	31916	30587
0:25:20	30.1	6130	20846	22268	12864	36089	35062	7463	31947	30663
0:25:25	30.1	6165	20895	22317	12745	35817	35162	7450	32048	30512
0:25:30	30.0	6134	20847	22369	12812	36017	35137	7489	31999	30562
0:25:35	30.1	6143	20987	22641	12721	35780	35536	7460	32051	30527
0:25:40	30.1	6160	20885	22515	12800	35855	35315	7507	31893	30602
0:25:45	30.1	6147	20991	22575	12795	36182	35356	7505	32236	30804
0:25:50	30.0	6135	21159	22338	12795	35986	35235	7530	31957	30860
0:25:55	30.1	6134	21042	22646	12741	36176	35276	7510	32178	30902
0:26:00	30.1	6185	20998	22689	12823	36115	35365	7474	32080	30659
0:26:05	30.1	6155	20949	22635	12954	36021	35378	7521	32003	30623
0:26:10	30.0	6155	21116	22787	12932	35656	35481	7535	31999	30975
0:26:15	30.1	6202	21468	22642	12867	36185	35658	7505	32176	30794
0:26:20	30.1	6180	21276	22796	12865	36472	35291	7525	32145	30891
0:26:25	30.1	6140	21355	22717	12965	35969	35530	7566	32049	30584
0:26:30	30.0	6211	21275	22754	12876	35958	35561	7527	32093	30681
0:26:35	30.1	6184	21416	22889	12855	36139	35244	7584	32378	30892
0:26:40	30.1	6156	21421	23030	12915	36050	35362	7517	32150	31031
0:26:45	30.1	6185	21292	23081	12893	36246	35335	7516	32282	31185
0:26:50	30.0	6151	21397	22984	13037	36123	35490	7516	32017	30966
0:26:55	30.1	6130	21447	23156	13037	36253	35550	7522	32169	31257
0:27:00	30.1	6194	21568	23214	13017	36256	35565	7595	32448	31060
0:27:05	30.1	6110	21734	23243	13003	36216	35593	7593	32192	31304
0:27:10	30.0	6203	21760	23111	13094	36183	35723	7559	32323	31037
0:27:15	30.1	6199	21613	23260	13120	36257	35635	7614	32226	31035
0:27:20	30.1	6127	21528	23134	13001	35999	35763	7670	32503	31309
0:27:25	30.1	6161	21734	23399	13099	36321	35682	7604	32372	31108
0:27:30	30.1	6125	21843	23303	13052	36328	35823	7533	32218	31144
0:27:35	30.0	6164	21638	23336	13120	36157	35879	7573	32513	31200
0:27:40	30.1	6168	21957	23504	13111	36032	35840	7552	32367	31167
0:27:45	30.1	6151	21788	23464	13050	36220	35644	7533	32518	31289
0:27:50	30.1	6173	21895	23550	13192	36230	35838	7584	32394	31290
0:27:55	30.1	6133	22046	23537	13096	36253	35612	7588	32378	31210
0:28:00	30.1	6210	21971	23528	13173	36373	35989	7572	32593	31355
0:28:05	30.1	6140	22012	23664	13085	36219	35777	7603	32518	31418
0:28:10	30.1	6173	22121	23472	13128	36138	36073	7641	32272	31270
0:28:15	30.0	6190	21964	23442	13151	36336	35843	7674	32561	31398
0:28:20	30.1	6149	22281	23691	13083	36458	35847	7656	32334	31504
0:28:25	30.1	6192	22043	23602	13204	36289	36047	7640	32804	31398
0:28:30	30.0	6185	22109	23549	13171	36361	35738	7628	32366	31364
0:28:35	30.1	6193	22056	23852	13148	36284	35654	7642	32565	31562
0:28:40	30.1	6177	22193	23903	13211	36542	35855	7608	32480	31379
0:28:45	30.1	6193	22424	23894	13342	36075	36172	7620	32447	31404
