

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190220_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	2/20/2019
Time	3:32:21 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:20:00 (HH:MM:SS), Interval 0:00:05, 961 Reads
    Read	Fluorescence Endpoint
	E2..E6
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E		SPL2	SPL3	SPL4	SPL5	SPL6							Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	E2	E3	E4	E5	E6
1:03:00	30.0	7137	23248	23098	6230	13919
1:03:05	30.0	7046	23387	23047	6219	14058
1:03:10	30.0	7041	23247	23240	6226	14059
1:03:15	30.0	7062	23215	23192	6292	13994
1:03:20	30.0	7004	23225	23045	6216	13939
1:03:25	30.0	7054	23316	23175	6199	13933
1:03:30	30.0	7085	23223	23207	6197	13879
1:03:35	30.0	7104	23466	23236	6211	13885
1:03:40	30.0	7018	23399	23264	6266	13939
1:03:45	30.0	7126	23463	23065	6208	13937
1:03:50	30.0	7039	23180	23095	6220	13892
1:03:55	30.0	7109	23395	23161	6235	13934
1:04:00	30.0	7015	23212	23318	6200	13985
1:04:05	30.0	7095	23240	23154	6153	13976
1:04:10	30.0	6970	23213	23429	6266	13966
1:04:15	30.0	7116	23350	23169	6215	13952
1:04:20	30.0	7117	23343	23313	6189	14010
1:04:25	30.0	7169	23267	23194	6223	13912
1:04:30	30.0	7038	23496	23280	6189	13991
1:04:35	30.0	7115	23272	23325	6172	14090
1:04:40	30.0	7089	23173	23134	6259	13860
1:04:45	30.0	7123	23397	23148	6186	13899
1:04:50	30.0	7096	23242	23080	6194	14006
1:04:55	30.0	7099	23115	23310	6159	13975
1:05:00	30.0	7093	23335	23127	6288	13926
1:05:05	30.0	7105	23113	23212	6239	13969
1:05:10	30.0	7105	23299	23128	6266	13868
1:05:15	30.0	7084	23334	23121	6227	13946
1:05:20	30.0	7054	23253	23314	6231	13896
1:05:25	30.0	7159	23314	23191	6261	14013
1:05:30	30.0	7109	23311	23047	6256	13983
1:05:35	30.0	7150	23122	23163	6228	13944
1:05:40	30.0	7037	23307	23096	6229	14017
1:05:45	30.0	7166	23315	23206	6237	13878
1:05:50	30.0	7076	23291	23292	6245	14026
1:05:55	30.0	7044	23213	23228	6215	13942
1:06:00	30.0	7139	23338	23158	6252	13863
1:06:05	30.0	7139	23218	23047	6265	13998
1:06:10	30.0	7100	23309	23277	6243	13903
1:06:15	30.0	7097	23232	23265	6280	13990
1:06:20	30.0	7059	23269	23125	6247	13987
1:06:25	30.0	7117	23346	23082	6228	13982
1:06:30	30.0	7088	23336	23238	6266	13847
1:06:35	30.0	7107	23164	23177	6219	13816
1:06:40	30.0	7121	23255	23284	6247	13981
1:06:45	30.0	7126	23249	23149	6218	13967
1:06:50	30.0	7083	23306	23128	6291	13972
1:06:55	30.0	7085	23259	23156	6225	13951
1:07:00	30.0	7151	23198	23148	6214	13846
1:07:05	30.0	7137	23498	23326	6230	14014
1:07:10	30.0	7073	23372	23132	6277	13909
1:07:15	30.0	7098	23316	23238	6242	13792
1:07:20	30.0	7108	23172	23187	6230	13911
1:07:25	30.0	7071	23414	23095	6252	13960
1:07:30	30.0	7086	23338	23234	6257	13962
1:07:35	30.0	7133	23250	23260	6310	14000
1:07:40	30.0	7146	23278	23137	6218	13795
1:07:45	30.0	7205	23398	23172	6252	13946
1:07:50	30.0	7096	23194	22990	6207	13915
1:07:55	30.0	7066	23351	23228	6309	13994
1:08:00	30.0	7115	23020	23218	6261	13811
1:08:05	30.0	7178	23395	23026	6294	13951
1:08:10	30.0	7131	23256	22982	6220	13935
1:08:15	30.0	7123	23364	23150	6194	13992
1:08:20	30.0	7186	23218	23073	6227	14028
1:08:25	30.0	7080	23281	23040	6285	14040
1:08:30	30.0	7150	23271	23263	6205	13870
1:08:35	30.0	7128	23095	23120	6213	13959
1:08:40	30.0	7122	23252	23164	6231	13938
1:08:45	30.0	7109	23352	23005	6241	13921
1:08:50	30.0	7108	23151	23258	6258	13963
1:08:55	30.0	7114	23104	23226	6232	13901
1:09:00	30.0	7114	23217	23241	6258	13982
1:09:05	30.0	7147	23290	23157	6202	13968
1:09:10	30.0	7195	23228	23242	6241	13924
1:09:15	30.0	7154	23438	23080	6207	13948
1:09:20	30.0	7138	23266	23420	6274	14002
1:09:25	30.0	7118	23182	23091	6350	13915
1:09:30	30.0	7122	23222	23124	6269	14029
1:09:35	30.0	7141	23254	23271	6261	13884
1:09:40	30.0	7120	23325	23060	6288	13910
1:09:45	30.0	7120	23067	23017	6246	14033
1:09:50	30.0	7164	23413	23124	6284	14006
1:09:55	30.0	7098	23260	23200	6264	13945
1:10:00	30.0	7178	23293	23009	6256	13994
1:10:05	30.0	7157	23265	23309	6227	14037
1:10:10	30.0	7222	23508	23255	6250	13984
1:10:15	30.0	7130	23335	23038	6272	13878
1:10:20	30.0	7091	23136	23105	6289	13880
1:10:25	30.0	7151	23298	23176	6223	13943
1:10:30	30.0	7179	23205	23038	6234	13918
1:10:35	30.0	7134	23310	23317	6286	13877
1:10:40	30.0	7216	23117	23341	6225	13920
1:10:45	30.0	7142	23298	23214	6316	14023
1:10:50	30.0	7182	23247	23332	6210	14051
1:10:55	30.0	7136	23405	23077	6315	13998
1:11:00	30.0	7112	23483	23281	6273	14157
1:11:05	30.0	7117	23156	23100	6249	13953
1:11:10	30.0	7133	23143	23023	6239	13966
1:11:15	30.0	7201	23202	23038	6235	13979
1:11:20	30.0	7160	23169	23196	6247	13851
1:11:25	30.0	7246	23389	23161	6235	14114
1:11:30	30.0	7198	23339	23202	6218	13982
1:11:35	30.0	7216	23293	23259	6266	13796
1:11:40	30.0	7200	23363	23061	6264	13874
1:11:45	30.0	7231	23171	22973	6258	13904
1:11:50	30.0	7167	23306	23098	6226	14047
1:11:55	30.0	7200	23280	23200	6233	13962
1:12:00	30.0	7147	23313	23019	6298	14015
1:12:05	30.0	7119	23463	23474	6196	13912
1:12:10	30.0	7165	23541	23204	6199	13963
1:12:15	30.0	7174	23358	23088	6270	13946
1:12:20	30.0	7222	23158	23234	6316	13888
1:12:25	30.0	7166	23303	23063	6244	13907
1:12:30	30.0	7169	23312	23318	6235	13978
1:12:35	30.0	7188	23372	23143	6263	13999
1:12:40	30.0	7239	23331	23103	6246	13942
1:12:45	30.0	7180	23110	23145	6245	14024
1:12:50	30.0	7159	23283	23288	6244	13926
1:12:55	30.0	7172	23350	23091	6260	14011
1:13:00	30.0	7233	23473	23105	6282	13929
1:13:05	30.0	7209	23354	23201	6303	13957
1:13:10	30.0	7180	23387	23159	6234	14009
1:13:15	30.0	7133	23428	23063	6322	13789
1:13:20	30.0	7271	23333	23303	6262	14039
1:13:25	30.0	7197	23279	23175	6269	13958
1:13:30	30.0	7230	23316	23152	6281	14031
1:13:35	30.0	7180	23157	23084	6243	13883
1:13:40	30.0	7179	23188	23065	6286	13968
1:13:45	30.0	7234	23308	23176	6318	13906
1:13:50	30.0	7191	23209	23250	6253	13834
1:13:55	30.0	7170	23125	22985	6307	13948
1:14:00	30.0	7183	23318	23287	6281	13899
1:14:05	30.0	7197	23112	23167	6247	13886
1:14:10	30.0	7199	23412	23222	6279	13861
1:14:15	30.0	7281	23198	23148	6267	13850
1:14:20	30.0	7232	23187	23139	6282	13851
1:14:25	30.0	7183	23240	23097	6289	14072
1:14:30	30.0	7256	23474	23075	6277	13920
1:14:35	30.0	7256	23195	23281	6256	13885
1:14:40	30.0	7179	23206	23363	6317	13994
1:14:45	30.0	7273	23290	23157	6257	14044
1:14:50	30.0	7171	23255	22998	6271	14075
1:14:55	30.0	7165	23134	23065	6236	13889
1:15:00	30.0	7267	23251	23238	6304	13908
1:15:05	30.0	7228	23321	23195	6334	13955
1:15:10	30.0	7292	23309	23057	6284	13851
1:15:15	30.0	7256	23282	23051	6285	13980
1:15:20	30.0	7252	23254	23196	6267	14024
1:15:25	30.0	7269	23280	23209	6271	14036
1:15:30	30.0	7211	23324	23279	6215	13897
1:15:35	30.0	7232	23399	23050	6230	14011
1:15:40	30.0	7220	23279	23048	6273	13929
1:15:45	30.0	7220	23283	23301	6311	13959
1:15:50	30.0	7211	23143	23011	6271	13871
1:15:55	30.0	7240	23154	23079	6217	13974
1:16:00	30.0	7182	23118	23190	6309	13972
1:16:05	30.0	7260	23186	23266	6278	13952
1:16:10	30.0	7220	23186	23044	6253	13890
1:16:15	30.0	7235	23279	23262	6334	13978
1:16:20	30.0	7213	23393	23110	6261	13962
1:16:25	30.0	7270	23401	23160	6284	13984
1:16:30	30.0	7226	23399	23099	6315	14005
1:16:35	30.0	7277	23366	23031	6290	13949
1:16:40	30.0	7230	23419	23034	6217	13828
1:16:45	30.0	7226	23161	23074	6299	14020
1:16:50	30.0	7253	23188	23011	6234	13914
1:16:55	30.0	7212	23312	22985	6324	14027
1:17:00	30.0	7302	23141	23193	6266	13962
1:17:05	30.0	7250	23381	23220	6330	13898
1:17:10	30.0	7285	23326	23096	6284	13884
1:17:15	30.0	7237	23327	23087	6315	13960
1:17:20	30.0	7177	23302	23204	6287	13978
1:17:25	30.0	7222	23185	23100	6312	13985
1:17:30	30.0	7237	23049	23156	6305	13973
1:17:35	30.0	7183	23252	23112	6224	14009
1:17:40	30.0	7213	23224	23095	6305	13911
1:17:45	30.0	7195	23106	23166	6276	13913
1:17:50	30.0	7278	23132	22847	6261	13881
1:17:55	30.0	7302	23383	23214	6269	13892
1:18:00	30.0	7212	23256	23133	6296	13869
1:18:05	30.0	7264	23342	23188	6271	13970
1:18:10	30.0	7302	23384	23245	6237	14015
1:18:15	30.0	7199	23305	23033	6305	13872
1:18:20	30.0	7251	23459	23226	6303	13934
1:18:25	30.0	7264	23496	23132	6309	13846
1:18:30	30.0	7248	23414	23250	6315	13844
1:18:35	30.0	7255	23180	23013	6269	13846
1:18:40	30.0	7267	23167	23317	6304	13958
1:18:45	30.0	7292	23253	23103	6282	13943
1:18:50	30.0	7238	23366	23086	6297	13984
1:18:55	30.0	7302	23242	23113	6301	13873
1:19:00	30.0	7209	23216	23182	6249	14003
1:19:05	30.0	7174	23195	23073	6303	13896
1:19:10	30.0	7296	23185	23034	6282	13917
1:19:15	30.0	7267	23349	23148	6294	13875
1:19:20	30.0	7291	23401	23096	6299	13932
1:19:25	30.0	7263	23221	23243	6258	13978
1:19:30	30.0	7262	23178	23098	6318	14070
1:19:35	30.0	7349	23260	23376	6294	13993
1:19:40	30.0	7297	23338	23070	6370	13929
1:19:45	30.0	7302	23347	23151	6261	13965
1:19:50	30.0	7289	23097	23182	6267	13931
1:19:55	30.0	7244	23269	23208	6337	13925
1:20:00	30.0	7239	23215	23212	6288	13887

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
B													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
C													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
D													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
E		-1956000.000	5724000.000	-5940000.000	-1668000.000	4104000.000							Max V [425,457]
		1.000	1.000	1.000	1.000	1.000							R-Squared [425,457]
		0:32:28	0:32:18	0:36:33	0:52:03	0:26:18							t at Max V [425,457]
		0:32:41	0:29:23	0:39:23	0:52:14	0:24:23							Lagtime [425,457]
F													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
G													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
H													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]

