

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190606_GAP_assay2.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	6/6/2019
Time	5:02:03 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:23:00 (HH:MM:SS), Interval 0:00:05, 997 Reads
    Read	Fluorescence Endpoint
	A4..A9
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A				SPL1	SPL2	SPL3	SPL4	SPL5	SPL6				Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	A4	A5	A6	A7	A8	A9
0:34:35	30.0	7794	32373	6699	15505	7791	32961
0:34:40	30.1	7859	32366	6713	15516	7773	32888
0:34:45	30.1	7771	32303	6656	15406	7767	32888
0:34:50	30.1	7796	32540	6682	15565	7723	33075
0:34:55	30.1	7797	32513	6692	15538	7709	33160
0:35:00	30.1	7793	32705	6679	15597	7767	33071
0:35:05	30.1	7766	32618	6726	15502	7762	32927
0:35:10	30.1	7742	32784	6743	15528	7681	32982
0:35:15	30.0	7766	32854	6712	15588	7720	32972
0:35:20	30.1	7813	32914	6672	15571	7784	33144
0:35:25	30.1	7825	32734	6688	15584	7760	33101
0:35:30	30.1	7771	33028	6710	15441	7706	33140
0:35:35	30.1	7796	33007	6742	15617	7726	33190
0:35:40	30.1	7767	32892	6676	15524	7752	33293
0:35:45	30.0	7813	33165	6702	15649	7706	33021
0:35:50	30.1	7794	33097	6668	15608	7741	33065
0:35:55	30.0	7778	33117	6645	15557	7704	33186
0:36:00	30.1	7828	33204	6733	15468	7756	33073
0:36:05	30.1	7799	33024	6703	15593	7727	33270
0:36:10	30.1	7824	33100	6694	15472	7764	33228
0:36:15	30.1	7731	33450	6728	15472	7786	33257
0:36:20	30.1	7781	33173	6684	15528	7807	33362
0:36:25	30.1	7793	33478	6701	15504	7687	33356
0:36:30	30.1	7825	33545	6730	15433	7783	33147
0:36:35	30.1	7821	33648	6680	15470	7741	33369
0:36:40	30.0	7798	33561	6672	15526	7707	33214
0:36:45	30.1	7758	33576	6729	15619	7719	33066
0:36:50	30.1	7837	33486	6680	15497	7749	33301
0:36:55	30.1	7794	33962	6673	15600	7791	33305
0:37:00	30.1	7859	33764	6716	15610	7767	33269
0:37:05	30.0	7811	33529	6673	15597	7803	33256
0:37:10	30.1	7774	33840	6699	15546	7728	33487
0:37:15	30.1	7871	33820	6730	15511	7722	33165
0:37:20	30.1	7783	33816	6748	15527	7764	33348
0:37:25	30.1	7840	33678	6711	15583	7774	33269
0:37:30	30.1	7783	33865	6757	15473	7752	33362
0:37:35	30.1	7812	34033	6698	15543	7749	33540
0:37:40	30.1	7804	34021	6778	15532	7763	33468
0:37:45	30.1	7793	33965	6709	15621	7678	33457
0:37:50	30.0	7762	34249	6761	15463	7687	33353
0:37:55	30.1	7791	33930	6703	15561	7723	33442
0:38:00	30.0	7803	34235	6702	15524	7686	33356
0:38:05	30.1	7779	34416	6727	15569	7768	33598
0:38:10	30.1	7755	34067	6730	15556	7699	33502
0:38:15	30.1	7810	34297	6781	15597	7755	33459
0:38:20	30.1	7816	34313	6692	15615	7695	33471
0:38:25	30.1	7843	34403	6737	15542	7766	33518
0:38:30	30.1	7781	34404	6746	15432	7754	33372
0:38:35	30.0	7859	34545	6717	15533	7716	33470
0:38:40	30.1	7836	34362	6722	15607	7756	33374
0:38:45	30.0	7810	34674	6723	15583	7775	33429
0:38:50	30.1	7808	34669	6715	15553	7769	33738
0:38:55	30.1	7816	34744	6724	15542	7755	33557
0:39:00	30.1	7761	34650	6713	15545	7693	33372
0:39:05	30.1	7814	34604	6734	15612	7773	33440
0:39:10	30.1	7767	34669	6718	15477	7781	33496
0:39:15	30.1	7789	34685	6714	15459	7797	33381
0:39:20	30.0	7790	34960	6754	15597	7754	33637
0:39:25	30.0	7791	34638	6770	15519	7734	33345
0:39:30	30.1	7787	34789	6761	15506	7717	33505
0:39:35	30.1	7826	34726	6778	15527	7760	33214
0:39:40	30.1	7792	34779	6712	15567	7710	33817
0:39:45	30.1	7817	35012	6744	15460	7710	33497
0:39:50	30.1	7805	34718	6782	15581	7763	33667
0:39:55	30.1	7875	35088	6727	15555	7791	33406
0:40:00	30.0	7837	35058	6746	15611	7728	33347
0:40:05	30.0	7828	34981	6704	15507	7774	33514
0:40:10	30.0	7757	34856	6761	15527	7736	33349
0:40:15	30.1	7801	35092	6788	15517	7745	33455
0:40:20	30.1	7797	35047	6761	15473	7675	33688
0:40:25	30.1	7826	35343	6794	15473	7717	33762
0:40:30	30.1	7770	35019	6751	15632	7701	33562
0:40:35	30.1	7788	35222	6678	15511	7706	33700
0:40:40	30.1	7794	35111	6752	15636	7733	33535
0:40:45	30.1	7854	35134	6752	15365	7748	33494
0:40:50	30.1	7801	35195	6752	15558	7702	33651
0:40:55	30.1	7824	35402	6744	15586	7721	33781
0:41:00	30.1	7824	35372	6807	15532	7747	33651
0:41:05	30.1	7778	35235	6739	15540	7796	33830
0:41:10	30.1	7792	35082	6712	15636	7742	33710
0:41:15	30.1	7834	35378	6725	15659	7759	33689
0:41:20	30.1	7749	35242	6722	15510	7767	33592
0:41:25	30.1	7777	35421	6758	15574	7779	33620
0:41:30	30.0	7770	35239	6740	15548	7742	33721
0:41:35	30.1	7791	35735	6726	15452	7721	33647
0:41:40	30.1	7794	35342	6718	15497	7769	33722
0:41:45	30.1	7847	35451	6800	15559	7693	33691
0:41:50	30.1	7797	35571	6759	15712	7748	33745
0:41:55	30.1	7849	35454	6787	15615	7812	33625
0:42:00	30.1	7776	35562	6738	15581	7753	33730
0:42:05	30.1	7781	35438	6846	15453	7763	33709
0:42:10	30.1	7800	35652	6707	15464	7752	33589
0:42:15	30.1	7812	35822	6734	15426	7715	33995
0:42:20	30.1	7795	36020	6706	15586	7733	33741
0:42:25	30.1	7806	35570	6744	15529	7732	33543
0:42:30	30.1	7816	35660	6828	15565	7762	33860
0:42:35	30.1	7784	35913	6717	15456	7737	33800
0:42:40	30.1	7739	35538	6741	15589	7662	33845
0:42:45	30.1	7858	35728	6757	15580	7702	33919
0:42:50	30.1	7809	35480	6751	15589	7730	33812
0:42:55	30.1	7782	35802	6779	15524	7787	33953
0:43:00	30.1	7812	35885	6734	15402	7726	33877
0:43:05	30.1	7785	35996	6818	15509	7778	33757
0:43:10	30.1	7813	35804	6735	15468	7805	33796
0:43:15	30.1	7764	35770	6799	15536	7755	33648
0:43:20	30.1	7753	35883	6812	15567	7731	33767
0:43:25	30.1	7831	35863	6808	15428	7796	33734
0:43:30	30.1	7767	35600	6811	15456	7749	33760
0:43:35	30.1	7791	36082	6810	15502	7745	33774
0:43:40	30.1	7814	35938	6735	15488	7768	33710
0:43:45	30.1	7817	35941	6763	15545	7720	34033
0:43:50	30.1	7820	35745	6776	15544	7722	33709
0:43:55	30.1	7827	35773	6751	15448	7783	33756
0:44:00	30.1	7797	36253	6710	15428	7762	33820
0:44:05	30.1	7804	35610	6814	15434	7747	33613
0:44:10	30.1	7753	36346	6698	15558	7710	33635
0:44:15	30.1	7804	35732	6780	15537	7725	33796
0:44:20	30.1	7822	35859	6847	15585	7713	33770
0:44:25	30.1	7791	35569	6732	15475	7710	33579
0:44:30	30.1	7800	36071	6790	15533	7784	33884
0:44:35	30.1	7789	35971	6770	15479	7708	33907
0:44:40	30.1	7753	35913	6782	15406	7733	33576
0:44:45	30.1	7775	35973	6733	15543	7675	33754
0:44:50	30.1	7797	35917	6739	15491	7763	33775
0:44:55	30.1	7761	36312	6741	15502	7778	33722
0:45:00	30.1	7733	35759	6738	15443	7739	33826
0:45:05	30.1	7756	36030	6756	15451	7702	33580
0:45:10	30.1	7770	36236	6793	15448	7782	33611
0:45:15	30.1	7816	35974	6797	15498	7807	33793
0:45:20	30.1	7780	35889	6821	15421	7685	33484
0:45:25	30.1	7736	36294	6766	15506	7732	33721
0:45:30	30.1	7819	36333	6781	15405	7698	33667
0:45:35	30.1	7759	36066	6782	15434	7660	33647
0:45:40	30.1	7812	36154	6856	15513	7684	33929
0:45:45	30.1	7744	36093	6782	15472	7687	33878
0:45:50	30.1	7791	35969	6823	15504	7722	33658
0:45:55	30.1	7807	36113	6799	15424	7779	33983
0:46:00	30.1	7787	36380	6729	15405	7734	33690
0:46:05	30.1	7785	36194	6767	15448	7714	33638
0:46:10	30.1	7825	36473	6800	15467	7668	33660
0:46:15	30.1	7710	36135	6785	15419	7778	33687
0:46:20	30.1	7733	36123	6766	15449	7762	33811
0:46:25	30.1	7819	36166	6812	15397	7759	33714
0:46:30	30.1	7820	36104	6733	15401	7690	33717
0:46:35	30.1	7759	36569	6761	15467	7763	33637
0:46:40	30.1	7749	36111	6829	15442	7669	33662
0:46:45	30.1	7785	36061	6750	15477	7646	33652
0:46:50	30.1	7815	36209	6782	15367	7694	33568
0:46:55	30.1	7781	36066	6813	15363	7721	33761
0:47:00	30.1	7784	36249	6790	15415	7668	33543
0:47:05	30.1	7757	36206	6785	15421	7694	33672
0:47:10	30.1	7721	36144	6736	15460	7680	33734
0:47:15	30.1	7750	36273	6759	15499	7718	33890
0:47:20	30.1	7818	36303	6791	15428	7743	34078
0:47:25	30.1	7791	36342	6766	15433	7787	33627
0:47:30	30.1	7750	36564	6747	15363	7749	33786
0:47:35	30.1	7761	36280	6793	15357	7716	33787
0:47:40	30.1	7740	36285	6791	15430	7718	33518
0:47:45	30.1	7824	36185	6835	15414	7694	33854
0:47:50	30.1	7778	36230	6794	15497	7766	33711
0:47:55	30.1	7747	36274	6753	15446	7707	33805
0:48:00	30.1	7798	36066	6787	15398	7710	33694
0:48:05	30.1	7797	36406	6762	15450	7693	33550
0:48:10	30.0	7748	36308	6824	15475	7717	33619
0:48:15	30.1	7767	36396	6794	15407	7720	33828
0:48:20	30.1	7826	36493	6824	15399	7736	33947
0:48:25	30.1	7779	36355	6812	15391	7722	33712
0:48:30	30.1	7783	36191	6785	15324	7770	33619
0:48:35	30.1	7759	36331	6808	15316	7707	33771
0:48:40	30.1	7701	36508	6771	15428	7693	33739
0:48:45	30.1	7760	36273	6763	15444	7718	33651
0:48:50	30.1	7740	36301	6756	15547	7725	33659
0:48:55	30.0	7737	36346	6811	15377	7705	33851
0:49:00	30.1	7762	36401	6826	15495	7715	33798
0:49:05	30.1	7777	36303	6775	15465	7693	33733
0:49:10	30.1	7744	36215	6812	15483	7709	33455
0:49:15	30.1	7745	36531	6816	15341	7720	33819
0:49:20	30.1	7795	36267	6818	15414	7762	33798
0:49:25	30.1	7735	36468	6792	15392	7748	33902
0:49:30	30.1	7760	36238	6839	15401	7769	33657
0:49:35	30.1	7788	36460	6837	15431	7705	33759
0:49:40	30.0	7804	36599	6787	15388	7757	33900
0:49:45	30.1	7821	36253	6791	15443	7694	33744
0:49:50	30.1	7746	36573	6772	15452	7721	33766
0:49:55	30.1	7767	36299	6804	15360	7640	33811
0:50:00	30.1	7692	36305	6817	15338	7665	33576
0:50:05	30.1	7796	36350	6818	15494	7709	33713
0:50:10	30.1	7755	36632	6792	15415	7733	33732
0:50:15	30.1	7772	36317	6817	15416	7723	33718
0:50:20	30.1	7729	36185	6819	15515	7791	33599
0:50:25	30.1	7711	36286	6810	15348	7726	33532
0:50:30	30.1	7822	36094	6818	15402	7684	33739
0:50:35	30.1	7710	36539	6838	15447	7696	33593
0:50:40	30.1	7764	36556	6847	15404	7659	33904
0:50:45	30.1	7771	36010	6849	15429	7697	33924
0:50:50	30.1	7745	36387	6851	15419	7698	33741
0:50:55	30.1	7832	36476	6827	15493	7716	33941
0:51:00	30.1	7729	36283	6797	15488	7697	33789
0:51:05	30.0	7778	36576	6798	15424	7661	33836
0:51:10	30.1	7754	36437	6842	15364	7712	33647
0:51:15	30.1	7767	36624	6816	15347	7637	33683
0:51:20	30.1	7695	36473	6852	15281	7721	33674
0:51:25	30.1	7774	36642	6810	15333	7740	33739
0:51:30	30.1	7688	36456	6902	15352	7695	33871
0:51:35	30.1	7758	36577	6836	15383	7701	33790
0:51:40	30.1	7793	36365	6832	15389	7705	33752
0:51:45	30.1	7682	36703	6780	15539	7725	33805
0:51:50	30.1	7799	36398	6798	15312	7708	33909
0:51:55	30.1	7761	36382	6836	15382	7700	33573
0:52:00	30.1	7686	36374	6877	15389	7707	33898
0:52:05	30.1	7809	36380	6853	15521	7765	33927
0:52:10	30.1	7753	36429	6787	15442	7692	33854
0:52:15	30.1	7712	36651	6829	15536	7709	33775
0:52:20	30.1	7786	36397	6823	15526	7772	33915
0:52:25	30.1	7796	36762	6851	15488	7723	33792
0:52:30	30.1	7789	36534	6852	15268	7752	33646
0:52:35	30.1	7847	36490	6823	15504	7676	33827
0:52:40	30.1	7808	36613	6818	15428	7778	33814
0:52:45	30.1	7713	36397	6867	15376	7727	33997
0:52:50	30.1	7723	36535	6819	15475	7700	33797
0:52:55	30.1	7777	36870	6825	15564	7684	33879
0:53:00	30.1	7772	36595	6843	15420	7738	33933
0:53:05	30.1	7735	36873	6819	15399	7740	33814
0:53:10	30.1	7773	36686	6824	15571	7656	33894
0:53:15	30.1	7793	36764	6845	15431	7731	33846
0:53:20	30.1	7865	36858	6846	15402	7674	33982
0:53:25	30.1	7799	36494	6861	15329	7717	33837
0:53:30	30.1	7848	36839	6862	15341	7671	33923
0:53:35	30.1	7772	36869	6849	15400	7740	33816
0:53:40	30.1	7818	36869	6905	15396	7777	33656
0:53:45	30.1	7764	36273	6827	15352	7718	33744
0:53:50	30.1	7816	36747	6914	15382	7723	33647
0:53:55	30.1	7795	36502	6769	15458	7740	33878
0:54:00	30.1	7776	36544	6831	15452	7715	33850
0:54:05	30.1	7794	36386	6862	15434	7748	33732
0:54:10	30.1	7761	36903	6867	15414	7781	33671
0:54:15	30.1	7788	36669	6824	15503	7750	33807
0:54:20	30.1	7723	36478	6899	15323	7758	33821
0:54:25	30.1	7779	36579	6846	15547	7773	33966
0:54:30	30.1	7749	36835	6888	15313	7739	33882
0:54:35	30.1	7801	36408	6837	15557	7690	33772
0:54:40	30.1	7760	36678	6896	15357	7721	33702
0:54:45	30.1	7757	36570	6888	15440	7779	33705
0:54:50	30.1	7824	36841	6913	15316	7705	33691
0:54:55	30.1	7768	36452	6850	15407	7704	33559
0:55:00	30.1	7771	36718	6848	15378	7692	33721
0:55:05	30.1	7818	37014	6861	15317	7762	34084
0:55:10	30.1	7771	36758	6847	15355	7760	33919
0:55:15	30.1	7783	36522	6852	15455	7715	33838
0:55:20	30.1	7786	36692	6907	15352	7704	33904
0:55:25	30.1	7813	36485	6854	15375	7731	33919
0:55:30	30.1	7811	36697	6889	15535	7799	33969
0:55:35	30.1	7762	36733	6849	15321	7739	33877
0:55:40	30.1	7780	36755	6854	15538	7774	33725
0:55:45	30.1	7737	36542	6889	15475	7730	33904
0:55:50	30.1	7791	36602	6896	15399	7685	33917
0:55:55	30.1	7772	36917	6860	15412	7777	33887
0:56:00	30.1	7809	36768	6932	15397	7757	33813
0:56:05	30.1	7778	36499	6888	15349	7701	33907
0:56:10	30.0	7748	36733	6932	15445	7722	33676
0:56:15	30.1	7783	36690	6887	15402	7710	33718
0:56:20	30.0	7765	36889	6858	15435	7705	33692
0:56:25	30.1	7770	36830	6907	15478	7743	33951
0:56:30	30.1	7761	36992	6906	15427	7715	33864
0:56:35	30.1	7762	36622	6887	15485	7729	33801
0:56:40	30.1	7782	36775	6891	15392	7712	33987
0:56:45	30.1	7838	36655	6885	15341	7768	33926
0:56:50	30.1	7761	36604	6912	15409	7757	34165
0:56:55	30.0	7770	36693	6936	15336	7792	33962
0:57:00	30.1	7767	36692	6942	15489	7696	33947
0:57:05	30.0	7853	36937	6827	15374	7778	33646
0:57:10	30.1	7776	36760	6878	15449	7693	33893
0:57:15	30.1	7815	36446	6858	15520	7803	34003
0:57:20	30.1	7772	36850	6930	15468	7703	34033
0:57:25	30.1	7808	36723	6920	15384	7737	33643
0:57:30	30.1	7767	36705	6920	15409	7653	33939
0:57:35	30.1	7752	36984	6906	15447	7813	33658
0:57:40	30.1	7775	36680	6850	15332	7743	33897
0:57:45	30.0	7795	36698	6953	15431	7749	33984
0:57:50	30.1	7785	36566	6944	15396	7817	33911
0:57:55	30.1	7776	37008	6902	15468	7765	33751
0:58:00	30.1	7760	36791	6887	15463	7769	33867
0:58:05	30.1	7773	36892	6935	15446	7759	34000
0:58:10	30.1	7830	36826	6937	15458	7739	34022
0:58:15	30.1	7833	37012	6917	15476	7762	33757
0:58:20	30.0	7843	36772	6919	15592	7710	33888
0:58:25	30.1	7770	36857	6925	15468	7766	33917
0:58:30	30.1	7745	36776	6932	15337	7712	33838
0:58:35	30.0	7786	36804	6991	15465	7757	33736
0:58:40	30.1	7758	36904	6958	15411	7753	33908
0:58:45	30.1	7806	36543	6942	15352	7757	33788
0:58:50	30.1	7791	36672	6943	15420	7785	33773
0:58:55	30.1	7757	36917	6976	15469	7734	34067
0:59:00	30.0	7787	36591	6953	15481	7703	34046
0:59:05	30.1	7753	36903	6914	15579	7742	34129
0:59:10	30.1	7833	37059	6950	15476	7750	33965
0:59:15	30.0	7822	36967	6909	15358	7754	34249
0:59:20	30.1	7765	36992	6929	15482	7735	33894
0:59:25	30.1	7802	36922	6945	15470	7800	33793
0:59:30	30.1	7779	36923	6955	15419	7780	33908
0:59:35	30.1	7863	36908	6945	15405	7814	33879
0:59:40	30.1	7875	36572	7016	15418	7812	33919
0:59:45	30.0	7776	36934	6960	15427	7772	33954
0:59:50	30.1	7775	36726	6958	15561	7758	33805
0:59:55	30.0	7816	37033	6926	15412	7743	33926
1:00:00	30.1	7812	36749	6920	15493	7730	33676
1:00:05	30.1	7808	37033	6968	15445	7737	34014
1:00:10	30.1	7808	37126	7005	15463	7741	33812
1:00:15	30.1	7806	36850	6966	15394	7722	34056
1:00:20	30.1	7798	37220	6906	15483	7794	34064
1:00:25	30.1	7836	37017	6970	15494	7705	33943
1:00:30	30.1	7822	36820	6953	15455	7717	33753
1:00:35	30.1	7797	36973	6997	15446	7757	33757
1:00:40	30.0	7821	37132	6944	15394	7798	34026
1:00:45	30.1	7835	36955	6999	15460	7700	33908
1:00:50	30.1	7800	37026	6917	15496	7789	33880
1:00:55	30.1	7816	37020	6993	15462	7747	34051
1:01:00	30.1	7819	36748	6970	15424	7727	33940
1:01:05	30.1	7780	36838	6926	15397	7769	33902
1:01:10	30.0	7802	36735	6971	15414	7790	33888
1:01:15	30.1	7858	36765	6970	15401	7774	33799
1:01:20	30.1	7842	36709	7014	15430	7778	33815
1:01:25	30.1	7794	36949	6966	15424	7713	34065
1:01:30	30.1	7861	36939	7001	15442	7770	34048
1:01:35	30.1	7789	37023	6956	15397	7733	34281
1:01:40	30.1	7771	36918	7029	15494	7741	34077
1:01:45	30.1	7874	37058	7007	15406	7789	33875
1:01:50	30.1	7750	36781	6963	15519	7771	34087
1:01:55	30.0	7824	36994	6939	15447	7758	33990
1:02:00	30.0	7796	36885	6977	15495	7815	33826
1:02:05	30.1	7816	37112	6991	15458	7824	34110
1:02:10	30.1	7775	37055	7011	15371	7763	33941
1:02:15	30.1	7831	36682	6986	15547	7728	34218
1:02:20	30.1	7760	36838	7009	15480	7735	33990
1:02:25	30.1	7818	36789	7003	15471	7802	33996
1:02:30	30.1	7804	36974	6968	15559	7771	33682
1:02:35	30.0	7840	37004	6983	15409	7773	34036
1:02:40	30.1	7793	36927	6972	15550	7807	33917
1:02:45	30.0	7871	37134	7005	15525	7744	34027
1:02:50	30.1	7782	37103	6925	15558	7770	34160
1:02:55	30.1	7824	36952	6993	15489	7762	34146
1:03:00	30.1	7782	37024	6999	15520	7740	34101
1:03:05	30.1	7831	36709	7045	15492	7793	34098
1:03:10	30.1	7881	36789	7030	15395	7780	34004
1:03:15	30.1	7822	36978	7040	15354	7786	33948
1:03:20	30.1	7902	37166	7023	15453	7808	33871
1:03:25	30.0	7808	37004	6941	15369	7778	34150
1:03:30	30.1	7833	36828	7022	15403	7786	34086
1:03:35	30.1	7876	36926	6982	15400	7809	33967
1:03:40	30.1	7823	37019	7038	15530	7765	34041
1:03:45	30.1	7794	37194	6983	15425	7810	34042
1:03:50	30.1	7856	36980	7024	15390	7786	33874
1:03:55	30.1	7838	36839	7003	15505	7760	34070
1:04:00	30.1	7885	36997	6994	15508	7760	34244
1:04:05	30.0	7824	37177	7001	15457	7743	34081
1:04:10	30.0	7718	36881	6994	15678	7767	34034
1:04:15	30.1	7860	37095	7017	15406	7769	33949
1:04:20	30.1	7806	36881	6992	15515	7794	34106
1:04:25	30.1	7835	36867	7089	15435	7766	34139
1:04:30	30.1	7824	37118	7056	15481	7758	33930
1:04:35	30.1	7842	37114	7007	15495	7806	34157
1:04:40	30.0	7803	36952	7045	15564	7853	34097
1:04:45	30.1	7830	36912	7025	15431	7779	34009
1:04:50	30.0	7869	37072	7011	15547	7798	34016
1:04:55	30.1	7823	37049	7033	15518	7782	34072
1:05:00	30.1	7853	37100	6985	15525	7760	34339
1:05:05	30.1	7862	36928	7073	15563	7822	34085
1:05:10	30.1	7821	37092	7050	15398	7807	33978
1:05:15	30.1	7850	37303	7047	15414	7836	34087
1:05:20	30.0	7874	37090	7023	15559	7805	34118
1:05:25	30.1	7917	37062	7063	15494	7843	33915
1:05:30	30.1	7850	36907	7033	15490	7749	34061
1:05:35	30.0	7813	37177	7097	15462	7851	34042
1:05:40	30.1	7873	36953	7069	15450	7798	34034
1:05:45	30.0	7880	36898	7058	15584	7782	33942
1:05:50	30.1	7760	36993	7055	15611	7883	34276
1:05:55	30.1	7837	37225	7047	15487	7864	34186
1:06:00	30.0	7854	37207	7035	15589	7830	34058
1:06:05	30.1	7865	37071	7035	15511	7775	34283
1:06:10	30.0	7789	36986	7134	15416	7820	34155
1:06:15	30.0	7832	37252	7080	15488	7843	34329
1:06:20	30.0	7915	37241	7066	15398	7792	33994
1:06:25	30.1	7886	37198	7016	15626	7867	34171
1:06:30	30.1	7831	37121	7128	15637	7806	34172
1:06:35	30.0	7877	37316	7146	15577	7849	34200
1:06:40	30.0	7848	36933	7114	15544	7783	34509
1:06:45	30.1	7838	37069	7061	15525	7761	34295
1:06:50	30.1	7927	36890	7116	15492	7856	34021
1:06:55	30.1	7881	37489	7090	15548	7822	34259
1:07:00	30.0	7884	37364	7081	15539	7859	34233
1:07:05	30.1	7930	37152	7076	15488	7791	34686
1:07:10	30.1	7866	37274	7152	15610	7799	34368
1:07:15	30.1	7918	37170	7106	15602	7829	34346
1:07:20	30.0	7821	37214	7087	15561	7831	34417
1:07:25	30.0	7858	37475	7106	15634	7796	34272
1:07:30	30.1	7879	37215	7134	15536	7813	34257
1:07:35	30.1	7862	37210	7111	15513	7846	34211
1:07:40	30.0	7857	37264	7091	15583	7846	34002
1:07:45	30.1	7814	37128	7102	15398	7895	34262
1:07:50	30.0	7900	37232	7088	15614	7827	34191
1:07:55	30.1	7919	37287	7106	15580	7834	34213
1:08:00	30.0	7855	37212	7193	15529	7805	34405
1:08:05	30.1	7882	37125	7093	15627	7828	34282
1:08:10	30.1	7809	37055	7111	15486	7812	34304
1:08:15	30.1	7813	37286	7118	15499	7868	34247
1:08:20	30.1	7876	37505	7143	15698	7832	34371
1:08:25	30.1	7849	37158	7123	15540	7840	34340
1:08:30	30.0	7890	37115	7142	15619	7788	34183
1:08:35	30.0	7880	37300	7120	15564	7825	34317
1:08:40	30.0	7865	36978	7182	15580	7823	34310
1:08:45	30.0	7861	37419	7098	15538	7846	34365
1:08:50	30.0	7894	37349	7177	15616	7876	34327
1:08:55	30.1	7911	37260	7092	15593	7790	34201
1:09:00	30.1	7927	37250	7074	15557	7915	34639
1:09:05	30.1	7864	37422	7124	15572	7850	34205
1:09:10	30.1	7857	37243	7152	15579	7845	34295
1:09:15	30.0	7892	37273	7146	15599	7824	34450
1:09:20	30.0	7893	37312	7175	15730	7893	34611
1:09:25	30.1	7868	37468	7122	15566	7847	34279
1:09:30	30.0	7881	37419	7118	15612	7888	34093
1:09:35	30.1	7911	37182	7147	15646	7847	34304
1:09:40	30.1	7904	37330	7152	15690	7861	34288
1:09:45	30.1	7939	37385	7148	15591	7862	34417
1:09:50	30.1	7889	37059	7157	15496	7845	34295
1:09:55	30.0	7844	37013	7148	15549	7836	34422
1:10:00	30.0	7963	37349	7191	15550	7844	34512
1:10:05	30.1	7878	37388	7131	15690	7833	34063
1:10:10	30.1	7910	37055	7176	15569	7861	34497
1:10:15	30.1	7889	37500	7129	15564	7810	34229
1:10:20	30.1	7895	37200	7192	15470	7886	34232
1:10:25	30.1	7858	37441	7244	15572	7828	34385
1:10:30	30.1	7934	37340	7128	15589	7832	34390
1:10:35	30.1	7909	37429	7162	15496	7848	34272
1:10:40	30.0	7904	37228	7182	15600	7849	34592
1:10:45	30.0	7914	37329	7133	15559	7911	34325
1:10:50	30.0	7855	37441	7163	15566	7857	34471
1:10:55	30.1	7917	37224	7180	15560	7883	34228
1:11:00	30.1	7882	37364	7197	15591	7863	34555
1:11:05	30.1	7876	37433	7159	15529	7873	34300
1:11:10	30.1	7886	37260	7121	15656	7895	34135
1:11:15	30.1	7899	37314	7139	15580	7891	34309
1:11:20	30.0	7873	37378	7186	15493	7853	34519
1:11:25	30.0	7865	37347	7182	15597	7882	34389
1:11:30	30.1	7986	37336	7193	15448	7860	34371
1:11:35	30.1	7896	37464	7204	15599	7896	34386
1:11:40	30.1	7918	37500	7202	15483	7924	34348
1:11:45	30.1	7905	37379	7161	15555	7827	34405
1:11:50	30.1	7882	37254	7151	15621	7859	34292
1:11:55	30.1	7922	37452	7169	15607	7925	34457
1:12:00	30.1	7951	37285	7155	15564	7848	34285
1:12:05	30.1	7913	37733	7104	15625	7837	34141
1:12:10	30.0	7891	37366	7174	15631	7879	34268
1:12:15	30.1	7923	37189	7196	15585	7872	34149
1:12:20	30.1	7931	37141	7251	15664	7878	34530
1:12:25	30.1	7903	37402	7117	15666	7921	34388
1:12:30	30.1	7877	37238	7177	15584	7938	34319
1:12:35	30.1	7956	37462	7182	15526	7902	34296
1:12:40	30.1	7884	37393	7174	15482	7821	34158
1:12:45	30.1	7901	37181	7165	15589	7864	34316
1:12:50	30.0	7905	37611	7212	15571	7898	34207
1:12:55	30.0	7856	37457	7192	15616	7859	34196
1:13:00	30.1	7868	37382	7201	15666	7870	34300
1:13:05	30.1	7881	37379	7202	15537	7915	34494
1:13:10	30.1	7926	37390	7153	15462	7937	34300
1:13:15	30.1	7874	37283	7246	15651	7901	34398
1:13:20	30.1	7865	37428	7171	15602	7896	34317
1:13:25	30.1	7868	37487	7195	15604	7910	34335
1:13:30	30.1	7873	37208	7229	15624	7849	34513
1:13:35	30.0	7947	37282	7164	15536	7833	34306
1:13:40	30.1	7907	37305	7193	15535	7952	34280
1:13:45	30.1	7920	37109	7177	15631	7878	34479
1:13:50	30.1	7911	37489	7187	15648	7883	34520
1:13:55	30.1	7878	37394	7145	15474	7872	34292
1:14:00	30.1	7907	37415	7202	15511	7919	34608
1:14:05	30.1	7910	37607	7293	15683	7878	34231
1:14:10	30.1	7936	37610	7244	15470	7831	34274
1:14:15	30.0	7892	37325	7216	15574	7847	34330
1:14:20	30.1	7880	37341	7231	15634	7848	34418
1:14:25	30.1	7932	37436	7224	15603	7886	34337
1:14:30	30.1	7880	37681	7218	15596	7838	34375
