

Software Version	3.03.14




Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20200604_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	6/4/2020
Time	1:57:17 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details
Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:23:00 (HH:MM:SS), Interval 0:00:05, 997 Reads
    Read	Fluorescence Endpoint
	E2..E9
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout

	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E		SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8				Well ID
F													Well ID
G													Well ID
H													Well ID
425,457

Time	T° 425,457	E2	E3	E4	E5	E6	E7	E8	E9
0:07:15	30.0	6257	12835	6563	12490	4338	11349	10495	27460
0:07:20	30.0	6291	12841	6634	12575	4338	11303	10606	27647
0:07:25	30.0	6240	12962	6618	12559	4356	11333	10564	27529
0:07:30	30.0	6305	13017	6610	12600	4344	11514	10569	27848
0:07:35	30.0	6295	12918	6675	12637	4374	11463	10555	27966
0:07:40	30.0	6289	12964	6610	12662	4350	11460	10607	28206
0:07:45	30.0	6313	12990	6653	12709	4354	11563	10566	28393
0:07:50	30.0	6286	12964	6652	12778	4318	11577	10623	28489
0:07:55	30.0	6276	13036	6668	12710	4373	11706	10584	28639
0:08:00	30.0	6284	13103	6648	12777	4354	11638	10660	28818
0:08:05	30.0	6314	13100	6633	12743	4355	11645	10611	29091
0:08:10	30.0	6335	13129	6617	12804	4353	11699	10630	29095
0:08:15	30.0	6312	13148	6650	12883	4360	11839	10690	29244
0:08:20	30.0	6322	13150	6680	12865	4404	11815	10630	29493
0:08:25	30.0	6290	13263	6690	12842	4397	11849	10589	29879
0:08:30	30.0	6313	13105	6648	13001	4410	11962	10655	29886
0:08:35	30.0	6330	13238	6645	12930	4348	11993	10650	29851
0:08:40	30.0	6333	13372	6710	12908	4361	11980	10653	30090
0:08:45	30.0	6305	13283	6668	12835	4394	12028	10678	30167
0:08:50	30.0	6342	13218	6678	12975	4363	12048	10639	30119
0:08:55	30.0	6361	13298	6680	13025	4370	12017	10727	30632
0:09:00	30.0	6373	13353	6629	12975	4348	12100	10638	30465
0:09:05	30.0	6363	13246	6704	13071	4395	12219	10758	30509
0:09:10	30.0	6348	13429	6670	13058	4366	12214	10713	30881
0:09:15	30.0	6337	13280	6694	12976	4383	12273	10674	30928
0:09:20	30.0	6331	13400	6649	13075	4424	12252	10801	31355
0:09:25	30.0	6385	13398	6673	13101	4352	12194	10712	31074
0:09:30	30.0	6332	13333	6718	13100	4379	12305	10714	31264
0:09:35	30.0	6339	13425	6734	13109	4382	12274	10754	31613
0:09:40	30.0	6359	13447	6680	13124	4364	12361	10697	31680
0:09:45	30.0	6365	13519	6711	13150	4336	12444	10740	31858
0:09:50	30.0	6396	13444	6692	13188	4378	12379	10753	31812
0:09:55	30.0	6400	13455	6681	13070	4415	12460	10837	32031
0:10:00	30.0	6389	13447	6708	13189	4404	12493	10728	32218
0:10:05	30.0	6412	13541	6719	13178	4388	12442	10771	32277
0:10:10	30.0	6406	13547	6711	13185	4381	12556	10821	32223
0:10:15	30.0	6416	13543	6714	13229	4388	12562	10830	32487
0:10:20	30.0	6392	13507	6757	13139	4391	12572	10859	32643
0:10:25	30.0	6368	13519	6729	13212	4410	12586	10756	32701
0:10:30	30.0	6378	13565	6716	13296	4418	12637	10794	32961
0:10:35	30.0	6419	13557	6706	13376	4354	12742	10849	33127
0:10:40	30.0	6428	13558	6776	13350	4422	12739	10787	32866
0:10:45	30.0	6408	13607	6734	13271	4404	12717	10918	33240
0:10:50	30.0	6430	13600	6727	13346	4369	12795	10854	33239
0:10:55	30.0	6426	13583	6752	13350	4403	12765	10757	33420
0:11:00	30.0	6460	13554	6808	13330	4418	12756	10874	33479
0:11:05	30.0	6499	13672	6762	13323	4431	12816	10886	33520
0:11:10	30.0	6434	13634	6743	13229	4391	12758	10846	33614
0:11:15	30.0	6433	13611	6790	13307	4387	12882	10929	33876
0:11:20	30.0	6451	13660	6749	13378	4409	12869	10855	33850
0:11:25	30.0	6377	13640	6772	13355	4416	12846	10879	34091
0:11:30	30.0	6494	13619	6752	13292	4423	12879	10815	33918
0:11:35	30.0	6461	13729	6813	13357	4398	12957	10813	34288
0:11:40	30.0	6448	13701	6787	13377	4399	12897	10910	34186
0:11:45	30.0	6521	13739	6773	13397	4420	12966	10868	34529
0:11:50	30.0	6421	13786	6805	13366	4405	12991	10863	34558
0:11:55	30.0	6497	13643	6766	13479	4408	12993	10889	34544
0:12:00	30.0	6451	13786	6785	13351	4447	13064	10931	34741
0:12:05	30.0	6479	13668	6772	13451	4406	13036	10940	34874
0:12:10	30.0	6475	13633	6802	13454	4431	13046	10885	34928
0:12:15	30.0	6473	13747	6796	13520	4408	13155	10931	34851
0:12:20	30.0	6472	13761	6787	13498	4421	13109	10944	35172
0:12:25	30.0	6506	13750	6763	13468	4442	13056	10899	34968
0:12:30	30.0	6524	13635	6851	13356	4472	13213	10903	35308
0:12:35	30.0	6506	13742	6845	13489	4421	13218	10908	35318
0:12:40	30.0	6516	13748	6756	13673	4460	13160	10928	35336
0:12:45	30.0	6454	13730	6837	13524	4406	13077	11003	35312
0:12:50	30.0	6535	13748	6752	13580	4388	13182	10984	35399
0:12:55	30.0	6476	13787	6797	13382	4398	13243	10989	35635
0:13:00	30.0	6476	13715	6751	13581	4458	13164	10955	35357
0:13:05	30.0	6508	13880	6792	13516	4403	13202	11095	35510
0:13:10	30.0	6523	13803	6820	13503	4427	13228	10951	35840
0:13:15	30.0	6528	13767	6823	13577	4411	13255	10988	36114
0:13:20	30.0	6534	13903	6861	13481	4438	13266	11018	35898
0:13:25	30.0	6529	13846	6880	13565	4424	13249	10994	35900
0:13:30	30.0	6558	13872	6827	13487	4445	13225	10951	35978
0:13:35	30.0	6577	13878	6852	13502	4426	13281	11014	36051
0:13:40	30.0	6495	13889	6799	13571	4416	13434	11060	36111
0:13:45	30.0	6550	13831	6823	13553	4409	13376	11006	36204
0:13:50	30.0	6486	13790	6860	13496	4453	13284	11010	36393
0:13:55	30.0	6548	13858	6840	13558	4443	13349	11042	36123
0:14:00	30.0	6538	13792	6870	13468	4462	13362	11076	36456
0:14:05	30.0	6608	13893	6907	13522	4425	13429	11075	36394
0:14:10	30.0	6528	13881	6919	13587	4456	13421	11029	36252
0:14:15	30.0	6528	13830	6921	13631	4479	13366	11134	36535
0:14:20	30.0	6609	13861	6884	13603	4409	13360	11000	36636
0:14:25	30.0	6573	13865	6896	13545	4438	13409	11109	37048
0:14:30	30.0	6510	13965	6864	13587	4470	13426	11077	36592
0:14:35	30.0	6542	13960	6873	13533	4466	13462	11049	36798
0:14:40	30.0	6613	13891	6869	13594	4444	13412	11136	36616
0:14:45	30.0	6540	13951	6901	13603	4441	13411	11103	37047
0:14:50	30.0	6555	13844	6908	13661	4507	13498	11225	36871
0:14:55	30.0	6605	13872	6908	13667	4446	13507	11055	36931
0:15:00	30.0	6602	13932	6901	13574	4439	13457	11144	36918
0:15:05	30.0	6572	13990	6907	13485	4487	13476	11163	36943
0:15:10	30.0	6651	13869	6951	13476	4504	13507	11092	37143
0:15:15	30.0	6604	13985	6851	13559	4435	13515	11265	37396
0:15:20	30.0	6622	13851	6851	13652	4452	13518	11174	37478
0:15:25	30.0	6607	13819	6911	13614	4445	13641	11245	37332
0:15:30	30.0	6574	13919	6901	13596	4456	13505	11182	37133
0:15:35	30.0	6571	13855	6933	13559	4514	13586	11144	37159
0:15:40	30.0	6644	13950	6948	13623	4477	13620	11244	37285
0:15:45	30.0	6618	13925	6893	13595	4446	13614	11228	37419
0:15:50	30.0	6602	13912	6941	13711	4465	13579	11215	37368
0:15:55	30.0	6590	13986	6890	13606	4518	13629	11208	37416
0:16:00	30.0	6638	13972	6899	13658	4517	13575	11256	37392
0:16:05	30.0	6633	13873	6979	13632	4453	13531	11162	37466
0:16:10	30.0	6608	13915	6933	13629	4442	13538	11230	37689
0:16:15	30.0	6613	13893	6927	13596	4496	13592	11208	37501
0:16:20	30.0	6671	13955	6933	13664	4526	13597	11255	37592
0:16:25	30.0	6659	13902	6902	13614	4476	13549	11244	37481
0:16:30	30.0	6634	13833	6909	13681	4486	13691	11267	37351
0:16:35	30.0	6667	13879	6977	13683	4543	13663	11238	37867
0:16:40	30.0	6624	13915	6940	13578	4502	13655	11306	37661
0:16:45	30.0	6708	13862	7018	13684	4491	13690	11275	37511
0:16:50	30.0	6666	13906	6981	13695	4508	13663	11313	37680
0:16:55	30.0	6671	13962	7001	13578	4460	13581	11272	37749
0:17:00	30.0	6632	13922	7002	13557	4503	13679	11301	37883
0:17:05	30.0	6671	13840	6971	13669	4486	13630	11295	37889
0:17:10	30.0	6676	13840	6990	13745	4498	13663	11351	37871
0:17:15	30.0	6621	13857	6995	13654	4545	13679	11252	37890
0:17:20	30.0	6685	13871	7052	13616	4534	13675	11272	37790
0:17:25	30.0	6693	13907	6979	13677	4485	13745	11305	37718
0:17:30	30.0	6717	13818	6994	13563	4497	13700	11263	37899
0:17:35	30.0	6673	13880	6938	13612	4530	13732	11281	37635
0:17:40	30.0	6697	13852	6987	13650	4480	13709	11245	37956
0:17:45	30.0	6711	13872	7007	13600	4532	13651	11316	37945
0:17:50	30.0	6738	13882	6957	13646	4493	13654	11290	37923
0:17:55	30.0	6688	13889	6982	13696	4524	13673	11330	38020
0:18:00	30.0	6653	13914	7022	13662	4527	13617	11425	37964
0:18:05	30.0	6757	13845	6993	13527	4525	13771	11348	37621
0:18:10	30.0	6676	13974	6982	13587	4520	13746	11346	38012
0:18:15	30.0	6724	13810	6997	13663	4523	13610	11429	38090
0:18:20	30.0	6834	13793	7026	13626	4548	13766	11301	37926
0:18:25	30.0	6720	13877	7026	13490	4494	13687	11358	38014
0:18:30	30.0	6681	13999	6990	13663	4539	13817	11387	37775
0:18:35	30.0	6762	13959	7060	13647	4541	13769	11402	38229
0:18:40	30.0	6724	13890	7009	13632	4524	13680	11369	38338
0:18:45	30.0	6786	13939	7031	13552	4560	13675	11437	38239
0:18:50	30.0	6768	14018	6973	13654	4511	13829	11341	38167
0:18:55	30.0	6745	13829	7012	13648	4514	13693	11419	37892
0:19:00	30.0	6721	14004	7042	13572	4561	13790	11408	38108
0:19:05	30.0	6768	13863	7067	13531	4530	13800	11445	38158
0:19:10	30.0	6680	13844	7072	13630	4549	13716	11442	37899
0:19:15	30.0	6732	13837	7033	13759	4509	13722	11449	37995
0:19:20	30.0	6795	13800	7074	13565	4523	13874	11557	37989
0:19:25	30.0	6758	13833	7092	13547	4534	13802	11438	38199
0:19:30	30.0	6780	13901	7052	13578	4547	13755	11526	38095
0:19:35	30.0	6783	13830	7057	13623	4547	13758	11464	38222
0:19:40	30.0	6761	13890	7101	13647	4561	13780	11539	38073
0:19:45	30.0	6787	13840	7079	13548	4554	13755	11499	37868
0:19:50	30.0	6770	13848	7052	13512	4585	13768	11529	38111
0:19:55	30.0	6750	13899	7033	13578	4586	13686	11495	38521
0:20:00	30.0	6759	13781	7057	13554	4596	13855	11477	38277
0:20:05	30.0	6818	13823	7051	13592	4556	13864	11485	38005
0:20:10	30.0	6799	13866	7082	13670	4552	13906	11498	38004
0:20:15	30.0	6758	13757	7087	13599	4580	13788	11543	38029
0:20:20	30.0	6852	13837	7120	13625	4564	13803	11506	37967
0:20:25	30.0	6895	13918	7157	13507	4567	13867	11503	38076
0:20:30	30.0	6816	13962	7110	13572	4565	13773	11581	38081
0:20:35	30.0	6859	13911	7129	13615	4600	13796	11496	38262
0:20:40	30.0	6829	13742	7130	13553	4584	13748	11651	38181
0:20:45	30.0	6813	13774	7125	13568	4571	13762	11568	38128
0:20:50	30.0	6857	13863	7121	13505	4534	13990	11551	38069
0:20:55	30.0	6819	13871	7126	13586	4593	13837	11558	38020
0:21:00	30.0	6833	13808	7145	13615	4554	13767	11608	38036
0:21:05	30.0	6836	13874	7159	13639	4579	13869	11625	37996
0:21:10	30.0	6830	13900	7118	13598	4603	13849	11567	38215
0:21:15	30.0	6871	13885	7176	13475	4598	13787	11577	38110
0:21:20	30.0	6883	13885	7162	13539	4590	13853	11551	38259
0:21:25	30.0	6896	13850	7103	13539	4590	13852	11587	37981
0:21:30	30.0	6899	13891	7122	13561	4608	13795	11639	38147
0:21:35	30.0	6857	13800	7136	13714	4564	13888	11631	37943
0:21:40	30.0	6867	13882	7138	13503	4635	13848	11630	38001
0:21:45	30.0	6871	13799	7172	13562	4586	13850	11715	38292
0:21:50	30.0	6875	13796	7158	13613	4598	13925	11626	38301
0:21:55	30.0	6850	13854	7152	13549	4593	13878	11706	38185
0:22:00	30.0	6887	13824	7174	13701	4562	13830	11676	38000
0:22:05	30.0	6888	13868	7127	13539	4612	13893	11682	37889
