

Software Version	3.03.14




Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20200604_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	6/4/2020
Time	1:57:17 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details
Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:23:00 (HH:MM:SS), Interval 0:00:05, 997 Reads
    Read	Fluorescence Endpoint
	E2..E9
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout

	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E		SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8				Well ID
F													Well ID
G													Well ID
H													Well ID
425,457

Time	T° 425,457	E2	E3	E4	E5	E6	E7	E8	E9
0:28:05	30.0	7099	13715	7416	13435	4745	13941	12090	38277
0:28:10	30.0	7134	13797	7354	13467	4725	13889	12083	37940
0:28:15	30.0	7192	13701	7384	13392	4733	14039	12044	37937
0:28:20	30.0	7142	13763	7412	13480	4719	13833	12169	37877
0:28:25	30.0	7164	13741	7433	13403	4738	13900	12215	38175
0:28:30	30.0	7161	13734	7421	13390	4770	13834	12212	38329
0:28:35	30.0	7162	13713	7467	13411	4712	13946	12198	37837
0:28:40	30.0	7148	13862	7371	13395	4739	13851	12153	38028
0:28:45	30.0	7130	13683	7443	13402	4733	13980	12269	37936
0:28:50	30.0	7193	13778	7388	13491	4768	13895	12233	38186
0:28:55	30.0	7193	13722	7426	13441	4756	13999	12113	37942
0:29:00	30.0	7161	13674	7410	13513	4723	13910	12240	37969
0:29:05	30.0	7136	13740	7418	13427	4736	13896	12232	38121
0:29:10	30.0	7149	13782	7459	13503	4709	13931	12173	37914
0:29:15	30.0	7151	13803	7476	13381	4758	13941	12182	38035
0:29:20	30.0	7188	13670	7403	13414	4747	13941	12161	38159
0:29:25	30.0	7220	13740	7457	13432	4792	13965	12199	38335
0:29:30	30.0	7164	13780	7491	13506	4727	13944	12326	37937
0:29:35	30.0	7182	13758	7430	13394	4746	13927	12259	38094
0:29:40	30.0	7217	13658	7460	13503	4748	13928	12268	37767
0:29:45	30.0	7231	13726	7465	13580	4764	13947	12293	37925
0:29:50	30.0	7175	13740	7428	13497	4754	13842	12348	37821
0:29:55	30.0	7235	13676	7469	13429	4761	13838	12246	38118
0:30:00	30.0	7196	13803	7484	13271	4738	13977	12290	37976
0:30:05	30.0	7252	13721	7436	13497	4815	13895	12249	37844
0:30:10	30.0	7261	13759	7507	13422	4793	13858	12354	37974
0:30:15	30.0	7229	13822	7436	13495	4739	13877	12318	38055
0:30:20	30.0	7235	13772	7499	13521	4766	13876	12332	38254
0:30:25	30.0	7239	13689	7449	13340	4789	13908	12441	38188
0:30:30	30.0	7204	13717	7474	13506	4730	13926	12385	38056
0:30:35	30.0	7324	13776	7527	13394	4751	13875	12344	37913
0:30:40	30.0	7207	13772	7511	13401	4794	13954	12306	37821
0:30:45	30.0	7240	13716	7481	13388	4780	13876	12299	37895
0:30:50	30.0	7262	13690	7453	13455	4771	14021	12276	38030
0:30:55	30.0	7238	13885	7549	13370	4795	13872	12285	37798
0:31:00	30.0	7272	13800	7534	13437	4798	13897	12367	37962
0:31:05	30.0	7242	13755	7518	13400	4812	13931	12353	38031
0:31:10	30.0	7261	13766	7485	13484	4785	13913	12344	37851
0:31:15	30.0	7243	13831	7533	13420	4789	13967	12334	37959
0:31:20	30.0	7249	13761	7518	13418	4843	13946	12481	37966
0:31:25	30.0	7254	13844	7574	13400	4776	13904	12393	38204
0:31:30	30.0	7259	13703	7483	13313	4776	13932	12357	37896
0:31:35	30.0	7265	13681	7539	13434	4773	13841	12400	37806
0:31:40	30.0	7350	13683	7545	13393	4817	13951	12418	37570
0:31:45	30.0	7247	13739	7485	13403	4789	13923	12377	37877
0:31:50	30.0	7307	13707	7473	13412	4792	13863	12415	38103
0:31:55	30.0	7322	13584	7487	13337	4805	13953	12458	38128
0:32:00	30.0	7273	13880	7570	13332	4809	13896	12446	38115
0:32:05	30.0	7239	13689	7607	13478	4851	13946	12465	37864
0:32:10	30.0	7333	13746	7511	13364	4826	13929	12413	37871
0:32:15	30.0	7286	13761	7548	13280	4807	13850	12418	37723
0:32:20	30.0	7271	13688	7593	13354	4816	14016	12409	38050
0:32:25	30.0	7251	13781	7587	13423	4806	13901	12481	37820
0:32:30	30.0	7277	13698	7544	13453	4799	14027	12511	38115
0:32:35	30.0	7336	13772	7576	13483	4797	13864	12498	38085
0:32:40	30.0	7315	13737	7527	13331	4814	13875	12485	38263
0:32:45	30.0	7317	13713	7548	13324	4816	13775	12554	38154
0:32:50	30.0	7266	13715	7567	13276	4828	13870	12462	38042
0:32:55	30.0	7308	13647	7628	13335	4818	13972	12521	37904
0:33:00	30.0	7310	13618	7574	13421	4816	13884	12476	37941
0:33:05	30.0	7299	13690	7586	13373	4797	13802	12453	37917
0:33:10	30.0	7342	13718	7628	13500	4823	13875	12526	37881
0:33:15	30.0	7327	13642	7542	13301	4827	13867	12523	38378
0:33:20	30.0	7308	13646	7594	13427	4886	13834	12571	38111
0:33:25	30.0	7350	13668	7582	13447	4818	13915	12632	37969
0:33:30	30.0	7368	13734	7564	13364	4842	13912	12567	38083
0:33:35	30.0	7350	13654	7609	13342	4873	13858	12589	37919
0:33:40	30.0	7391	13704	7581	13369	4856	13860	12608	37957
0:33:45	30.0	7359	13793	7557	13422	4858	13821	12509	37813
0:33:50	30.0	7379	13609	7535	13415	4835	13850	12577	38037
0:33:55	30.0	7345	13738	7617	13290	4853	13903	12661	38131
0:34:00	30.0	7402	13634	7617	13418	4803	13779	12580	38106
0:34:05	30.0	7411	13651	7606	13324	4861	13798	12614	38149
0:34:10	30.0	7355	13720	7661	13294	4883	13920	12643	37834
0:34:15	30.0	7382	13640	7623	13514	4865	13908	12557	37983
0:34:20	30.0	7385	13712	7598	13417	4834	13986	12627	38067
0:34:25	30.0	7414	13738	7684	13333	4865	13918	12641	38343
0:34:30	30.0	7402	13688	7612	13417	4853	13883	12648	38001
0:34:35	30.0	7378	13706	7660	13439	4835	13959	12696	37936
0:34:40	30.0	7445	13739	7631	13321	4839	13937	12687	38021
0:34:45	30.0	7434	13668	7692	13466	4814	13907	12650	38302
0:34:50	30.0	7438	13700	7633	13481	4849	13942	12751	37897
0:34:55	30.0	7393	13710	7643	13281	4868	13826	12687	37793
0:35:00	30.0	7396	13615	7630	13353	4867	13847	12554	38098
0:35:05	30.0	7459	13697	7663	13338	4846	13986	12715	37829
0:35:10	30.0	7400	13746	7615	13365	4904	13861	12703	37755
0:35:15	30.0	7388	13826	7688	13349	4894	13866	12780	37855
0:35:20	30.0	7412	13766	7695	13381	4884	13926	12747	37871
0:35:25	30.0	7457	13746	7626	13407	4848	13818	12709	37964
0:35:30	30.0	7391	13787	7641	13361	4900	13953	12776	38162
0:35:35	30.0	7390	13606	7687	13390	4893	13904	12643	37723
0:35:40	30.0	7396	13625	7673	13345	4875	13831	12828	37904
0:35:45	30.0	7381	13563	7670	13309	4905	13820	12767	37977
0:35:50	30.0	7472	13706	7694	13303	4860	13891	12696	38151
0:35:55	30.0	7410	13706	7703	13291	4845	13949	12708	37937
0:36:00	30.0	7431	13703	7706	13235	4890	13768	12772	37907
0:36:05	30.0	7464	13605	7688	13336	4900	13922	12745	37838
0:36:10	30.0	7433	13772	7693	13379	4889	13831	12787	37782
0:36:15	30.0	7480	13696	7681	13334	4896	13884	12851	37947
0:36:20	30.0	7437	13669	7671	13330	4867	13923	12834	38061
0:36:25	30.0	7391	13695	7668	13276	4855	13894	12742	37797
0:36:30	30.0	7477	13713	7713	13456	4881	13835	12728	38132
0:36:35	30.0	7420	13625	7749	13299	4890	13879	12770	38234
0:36:40	30.0	7502	13734	7741	13384	4912	13768	12813	37935
0:36:45	30.0	7459	13747	7711	13328	4880	13881	12768	38026
0:36:50	30.0	7450	13657	7722	13299	4876	13897	12918	37777
0:36:55	30.0	7424	13749	7700	13337	4891	13916	12778	37808
0:37:00	30.0	7481	13623	7693	13377	4942	13903	12812	37898
0:37:05	30.0	7472	13609	7707	13233	4898	13802	12777	38042
0:37:10	30.0	7479	13757	7762	13325	4894	13852	12836	37792
0:37:15	30.0	7483	13636	7734	13342	4959	13905	12803	37943
0:37:20	30.0	7489	13689	7689	13353	4937	13910	12811	37810
0:37:25	30.0	7549	13704	7733	13329	4935	13900	12805	37838
0:37:30	30.0	7481	13666	7735	13306	4910	13921	12875	37893
0:37:35	30.0	7457	13786	7819	13380	4920	13959	12855	37836
0:37:40	30.0	7514	13645	7796	13306	4979	13849	12860	37534
0:37:45	30.0	7491	13717	7762	13405	4931	13860	13060	37954
0:37:50	30.0	7520	13647	7776	13300	4911	13991	12908	38103
0:37:55	30.0	7494	13668	7727	13250	4923	13829	12828	37675
0:38:00	30.0	7535	13713	7736	13275	4929	13913	12874	37988
0:38:05	30.0	7593	13694	7796	13376	4976	13862	12875	38019
0:38:10	30.0	7509	13596	7786	13294	4922	13867	13010	37809
0:38:15	30.0	7490	13649	7773	13244	4956	13880	12873	37812
0:38:20	30.0	7565	13672	7774	13326	4954	13905	12957	37866
0:38:25	30.0	7547	13593	7760	13321	4941	13898	12926	38115
0:38:30	30.0	7561	13653	7733	13278	4963	13810	13064	37780
0:38:35	30.0	7512	13677	7775	13276	4954	13964	12958	37971
0:38:40	30.0	7546	13786	7811	13250	4937	13870	12947	37832
0:38:45	30.0	7563	13660	7756	13266	4960	13833	13067	37935
0:38:50	30.0	7540	13770	7849	13350	4940	13832	13088	37814
0:38:55	30.0	7580	13689	7841	13277	4929	13885	12858	37843
0:39:00	30.0	7586	13752	7816	13291	4943	13939	12988	37624
0:39:05	30.0	7551	13569	7802	13235	4963	13871	12936	37721
0:39:10	30.0	7548	13660	7773	13360	4972	13963	12982	37873
0:39:15	30.0	7607	13603	7760	13218	4972	13887	13068	38079
0:39:20	30.0	7594	13720	7844	13290	4959	13819	12979	37859
0:39:25	30.0	7583	13688	7822	13334	4943	13855	13091	37938
0:39:30	30.0	7566	13664	7798	13410	4977	13922	13066	38057
0:39:35	30.0	7584	13626	7810	13283	4940	13892	13113	37739
0:39:40	30.0	7583	13645	7841	13259	4971	13852	13076	37797
0:39:45	30.0	7525	13665	7793	13367	4955	13951	13044	37978
0:39:50	30.0	7611	13709	7810	13378	4967	13902	13100	37833
0:39:55	30.0	7620	13694	7822	13290	4973	13920	13101	37921
0:40:00	30.0	7649	13649	7819	13285	4966	13827	13025	37744
0:40:05	30.0	7677	13740	7827	13231	4989	13857	13068	37637
0:40:10	30.0	7603	13674	7796	13262	5014	13804	13097	37932
0:40:15	30.0	7625	13694	7824	13310	4939	13983	13039	37885
0:40:20	30.0	7600	13599	7775	13272	4949	13919	13092	37820
0:40:25	30.0	7624	13765	7820	13232	4972	13874	13076	37756
0:40:30	30.0	7633	13651	7813	13391	4969	13825	13141	38041
0:40:35	30.0	7563	13608	7830	13335	5009	13899	13169	37641
0:40:40	30.0	7606	13695	7782	13267	4982	13828	13074	37784
0:40:45	30.0	7635	13593	7870	13199	4955	13895	13121	38150
0:40:50	30.0	7607	13646	7863	13361	4990	13941	13063	38161
0:40:55	30.0	7636	13631	7884	13327	5010	13865	13203	37856
0:41:00	30.0	7661	13705	7893	13353	5018	13762	13077	37941
0:41:05	30.0	7644	13621	7908	13323	4997	13795	13082	38227
0:41:10	30.0	7681	13705	7835	13306	5022	13871	13093	38143
0:41:15	30.0	7607	13684	7869	13298	5045	13860	13128	37643
0:41:20	30.0	7673	13635	7849	13274	5007	13787	13144	37800
0:41:25	30.0	7653	13608	7831	13260	4999	13814	13136	37666
0:41:30	30.0	7624	13644	7855	13219	5007	13947	13279	38023
0:41:35	30.0	7667	13668	7808	13263	4983	13807	13154	37945
0:41:40	30.0	7628	13573	7898	13372	5016	13896	13260	37790
0:41:45	30.0	7697	13654	7882	13294	5032	13902	13170	37876
0:41:50	30.0	7623	13611	7824	13305	5016	13830	13213	37713
0:41:55	30.0	7671	13695	7953	13317	4999	13894	13294	37758
0:42:00	30.0	7643	13715	7840	13302	5003	13801	13162	37721
0:42:05	30.0	7697	13649	7947	13285	5044	13948	13171	37913
0:42:10	30.0	7682	13726	7818	13255	4992	13889	13283	37892
0:42:15	30.0	7711	13693	7916	13250	5034	13880	13233	38074
0:42:20	30.0	7671	13583	7932	13346	5048	13936	13249	38033
0:42:25	30.0	7719	13710	7928	13388	4988	13822	13211	37932
0:42:30	30.0	7712	13687	7884	13404	5018	13830	13313	37784
0:42:35	30.0	7648	13672	7934	13381	4980	13943	13277	37836
0:42:40	30.0	7720	13545	7966	13242	5002	13839	13249	37938
0:42:45	30.0	7704	13595	7901	13379	5045	13876	13265	38211
0:42:50	30.0	7683	13695	7916	13297	5015	13898	13225	37875
0:42:55	30.0	7732	13647	7954	13249	5065	13768	13287	37602
0:43:00	30.0	7716	13627	7908	13293	5079	13810	13269	38013
0:43:05	30.0	7737	13629	7959	13270	5009	13764	13376	37809
0:43:10	30.0	7746	13648	7930	13230	5056	13736	13341	37896
0:43:15	30.0	7688	13626	7956	13296	5052	13800	13275	38024
0:43:20	30.0	7663	13634	7858	13336	5068	13790	13386	37823
0:43:25	30.0	7745	13694	7951	13361	5057	13790	13248	37958
0:43:30	30.0	7698	13585	7972	13352	5053	13882	13327	37955
0:43:35	30.0	7773	13568	7928	13360	5057	13882	13335	37756
0:43:40	30.0	7703	13626	7990	13332	5097	13754	13394	37718
0:43:45	30.0	7754	13615	7906	13307	5089	13762	13258	37972
0:43:50	30.0	7696	13565	7923	13288	5015	13759	13322	37835
0:43:55	30.0	7732	13656	7902	13306	5065	13789	13325	37915
0:44:00	30.0	7723	13631	7957	13161	5071	13795	13290	37603
0:44:05	30.0	7726	13624	7958	13275	5060	13884	13441	37939
0:44:10	30.0	7794	13719	7961	13250	5121	13855	13297	37655
0:44:15	30.0	7740	13664	8011	13337	5065	13796	13408	37930
0:44:20	30.0	7717	13697	7989	13212	5037	13865	13476	37677
0:44:25	30.0	7695	13687	7924	13177	5065	13932	13345	37969
0:44:30	30.0	7795	13749	7896	13159	5088	13826	13429	37700
0:44:35	30.0	7704	13539	8002	13260	5093	13798	13427	37700
0:44:40	30.0	7756	13651	8013	13248	5053	13739	13414	37658
0:44:45	30.0	7807	13628	7995	13232	5122	13717	13421	37997
0:44:50	30.0	7833	13578	8018	13280	5114	13872	13345	37758
0:44:55	30.0	7783	13528	7970	13312	5088	13768	13432	37615
0:45:00	30.0	7819	13551	7955	13338	5067	13841	13430	37548
0:45:05	30.0	7819	13519	8014	13274	5092	13842	13434	37505
0:45:10	30.0	7788	13622	7994	13170	5084	13923	13416	37830
0:45:15	30.0	7771	13686	8006	13283	5076	13776	13542	37657
0:45:20	30.0	7765	13626	7930	13202	5091	13790	13456	37913
0:45:25	30.0	7791	13690	7975	13217	5098	13835	13429	37789
0:45:30	30.0	7782	13536	7974	13228	5040	13881	13483	37607
0:45:35	30.0	7792	13572	7997	13382	5105	13807	13426	37553
0:45:40	30.0	7774	13612	8023	13268	5071	13806	13523	37754
0:45:45	30.0	7799	13615	8074	13227	5091	13879	13562	37714
0:45:50	30.0	7842	13531	8030	13262	5102	13755	13595	37902
0:45:55	30.0	7805	13612	8019	13276	5121	13787	13526	37968
0:46:00	30.0	7777	13729	8045	13221	5140	13880	13596	37863
0:46:05	30.0	7845	13561	8039	13280	5125	13839	13541	37896
0:46:10	30.0	7824	13645	8051	13255	5131	13762	13510	37953
0:46:15	30.0	7793	13591	8067	13160	5142	13764	13435	37802
0:46:20	30.0	7855	13561	8029	13246	5120	13706	13579	37650
0:46:25	30.0	7868	13575	8100	13320	5119	13784	13607	37947
0:46:30	30.0	7873	13640	8032	13278	5112	13739	13525	37602
0:46:35	30.0	7827	13524	8040	13258	5159	13672	13567	37580
0:46:40	30.0	7772	13648	8020	13228	5109	13715	13585	37883
0:46:45	30.0	7882	13641	8035	13217	5094	13831	13650	37748
0:46:50	30.0	7871	13600	8066	13241	5113	13826	13537	37842
0:46:55	30.0	7829	13541	8034	13251	5128	13773	13525	37800
0:47:00	30.0	7847	13631	8032	13232	5119	13865	13606	37909
0:47:05	30.0	7878	13553	8030	13268	5145	13840	13724	37831
0:47:10	30.0	7877	13599	8103	13318	5117	13919	13588	38045
0:47:15	30.0	7906	13632	8039	13146	5186	13743	13594	37576
0:47:20	30.0	7828	13656	8008	13237	5172	13834	13657	37877
0:47:25	30.0	7904	13599	8117	13306	5121	13833	13637	37850
0:47:30	30.0	7872	13588	8083	13222	5149	13794	13609	38082
0:47:35	30.0	7870	13561	8098	13284	5130	13795	13624	37616
0:47:40	30.0	7871	13670	8107	13247	5111	13862	13664	37797
0:47:45	30.0	7892	13602	8063	13173	5141	13797	13655	37574
0:47:50	30.0	7858	13639	8128	13183	5077	13783	13592	37766
0:47:55	30.0	7855	13644	8100	13227	5160	13823	13680	37918
0:48:00	30.0	7922	13642	8019	13279	5145	13743	13714	38028
0:48:05	30.0	7932	13623	8115	13100	5125	13853	13613	37884
0:48:10	30.0	7941	13712	8046	13206	5156	13754	13675	37833
0:48:15	30.0	7948	13532	8090	13184	5095	13733	13616	37823
0:48:20	30.0	7917	13584	8110	13239	5128	13864	13570	37844
0:48:25	30.0	7864	13680	8066	13333	5148	13817	13798	37900
0:48:30	30.0	7965	13604	8141	13232	5183	13826	13719	37770
0:48:35	30.0	7909	13591	8096	13192	5180	13803	13683	37845
0:48:40	30.0	7887	13618	8098	13163	5162	13899	13793	37479
0:48:45	30.0	7894	13520	8135	13132	5151	13876	13785	37677
0:48:50	30.0	7871	13600	8118	13251	5188	13695	13767	37767
0:48:55	30.0	7952	13613	8144	13178	5164	13876	13735	37569
0:49:00	30.0	7931	13488	8156	13172	5142	13753	13609	37804
0:49:05	30.0	7830	13663	8118	13222	5169	13915	13750	38070
0:49:10	30.0	7925	13621	8137	13168	5145	13745	13758	37992
0:49:15	30.0	7942	13581	8194	13287	5173	13818	13797	38050
0:49:20	30.0	8033	13621	8148	13221	5135	13843	13836	37762
0:49:25	30.0	7949	13491	8085	13111	5165	13767	13735	37864
0:49:30	30.0	7840	13549	8145	13175	5178	13880	13850	37863
0:49:35	30.0	7928	13553	8048	13227	5192	13793	13739	37383
0:49:40	30.0	7931	13536	8208	13131	5218	13876	13829	37738
0:49:45	30.0	7967	13602	8090	13165	5200	13754	13800	37850
0:49:50	30.0	7926	13668	8081	13204	5179	13800	13846	37453
0:49:55	30.0	8014	13568	8110	13164	5206	13753	13807	37596
0:50:00	30.0	8025	13552	8094	13225	5160	13732	13956	37757
0:50:05	30.0	7957	13611	8188	13266	5204	13834	13720	37544
0:50:10	30.0	7942	13610	8171	13208	5225	13825	13821	37773
0:50:15	30.0	7953	13534	8137	13288	5203	13819	13759	37901
0:50:20	30.0	7939	13533	8140	13099	5190	13796	13936	37682
0:50:25	30.0	8001	13595	8152	13175	5166	13773	13816	37982
0:50:30	30.0	8018	13609	8134	13175	5196	13796	13928	37798
0:50:35	30.0	8019	13601	8170	13184	5192	13715	13886	37744
0:50:40	30.0	8080	13592	8146	13183	5152	13749	13910	37276
0:50:45	30.0	7961	13591	8144	13210	5172	13787	13943	37669
0:50:50	30.0	7974	13596	8195	13138	5230	13780	13860	37651
0:50:55	30.0	7980	13573	8220	13148	5220	13838	13876	37757
0:51:00	30.0	8002	13538	8129	13080	5252	13768	13926	37790
0:51:05	30.0	8004	13620	8085	13193	5274	13862	13950	37958
0:51:10	30.0	7999	13666	8135	13205	5210	13822	13823	37466
0:51:15	30.0	8068	13525	8137	13137	5237	13834	13948	37536
0:51:20	30.0	8024	13581	8161	13223	5247	13814	13952	37682
0:51:25	30.0	7983	13509	8280	13189	5156	13793	13958	37754
0:51:30	30.0	7985	13567	8228	13146	5241	13786	13999	37870
0:51:35	30.0	7966	13561	8228	13178	5185	13740	14048	37783
0:51:40	30.0	8020	13531	8226	13188	5217	13755	13923	37649
0:51:45	30.0	8049	13608	8182	13044	5200	13919	14010	37824
0:51:50	30.0	8014	13577	8206	13301	5273	13803	13912	37611
0:51:55	30.0	8024	13575	8206	13168	5167	13803	13991	37700
0:52:00	30.0	7970	13619	8204	13150	5254	13796	13997	37576
0:52:05	30.0	8011	13643	8188	13141	5232	13694	14010	37716
0:52:10	30.0	7999	13536	8169	13167	5227	13910	13989	37613
0:52:15	30.0	8122	13633	8214	13160	5207	13789	14050	37604
0:52:20	30.0	8056	13582	8212	13169	5208	13798	13952	37598
0:52:25	30.0	8033	13543	8230	13220	5209	13811	13974	37781
0:52:30	30.0	8060	13681	8181	13220	5265	13837	13984	37812
0:52:35	30.0	8035	13606	8241	13148	5252	13805	14024	37698
0:52:40	30.0	8066	13547	8222	13116	5247	13782	14046	37535
0:52:45	30.0	8060	13578	8235	13106	5210	13818	14051	37449
0:52:50	30.0	8016	13515	8213	13240	5212	13785	14016	37702
0:52:55	30.0	8035	13576	8213	13221	5242	13861	14034	37944
0:53:00	30.0	8076	13591	8220	13211	5241	13893	14031	37752
0:53:05	30.0	8164	13581	8262	13152	5261	13822	14000	37808
0:53:10	30.0	8083	13662	8202	13061	5250	13782	13970	37578
0:53:15	30.0	8072	13567	8259	13065	5234	13680	14183	37809
0:53:20	30.0	8062	13631	8287	13187	5250	13873	14122	37950
0:53:25	30.0	8015	13598	8287	13135	5276	13789	14015	37622
0:53:30	30.0	8098	13588	8331	13097	5264	13754	14147	37711
0:53:35	30.0	8093	13508	8237	13185	5256	13737	14030	37598
0:53:40	30.0	8095	13577	8264	13188	5274	13706	14136	37931
0:53:45	30.0	8153	13599	8197	13187	5270	13735	14176	37680
0:53:50	30.0	8045	13545	8268	13118	5254	13812	14145	37889
0:53:55	30.0	8113	13486	8276	13191	5264	13830	14135	37573
0:54:00	30.0	8145	13576	8269	13154	5259	13764	14099	37642
0:54:05	30.0	8120	13610	8293	13166	5249	13905	14172	37904
0:54:10	30.0	8165	13596	8269	13109	5269	13834	14196	37968
0:54:15	30.0	8099	13590	8262	13144	5235	13880	14151	37532
0:54:20	30.0	8064	13604	8252	13126	5270	13772	14173	37576
0:54:25	30.0	8171	13590	8284	13139	5278	13658	14213	37550
0:54:30	30.0	8136	13480	8322	13103	5291	13744	14244	37586
0:54:35	30.0	8122	13547	8316	13179	5306	13742	14100	37561
0:54:40	30.0	8114	13526	8279	13223	5271	13909	14092	37784
0:54:45	30.0	8118	13654	8338	13177	5256	13780	14086	37749
0:54:50	30.0	8102	13640	8256	13115	5243	13772	14235	38029
0:54:55	30.0	8120	13572	8253	13163	5308	13818	14257	37698
0:55:00	30.0	8141	13550	8290	13125	5276	13741	14188	37518
0:55:05	30.0	8194	13484	8293	13118	5285	13777	14140	37655
0:55:10	30.0	8125	13576	8288	13074	5295	13727	14081	37613
0:55:15	30.0	8125	13563	8337	13176	5256	13729	14201	37669
0:55:20	30.0	8194	13554	8360	13131	5288	13773	14277	37636
0:55:25	30.0	8182	13616	8301	13118	5300	13787	14259	37526
0:55:30	30.0	8150	13561	8289	13099	5293	13716	14250	37526
0:55:35	30.0	8147	13561	8312	13178	5296	13764	14211	37574
0:55:40	30.0	8209	13596	8310	13146	5272	13714	14408	37535
0:55:45	30.0	8213	13496	8289	13131	5279	13813	14126	37544
0:55:50	30.0	8162	13623	8309	13196	5316	13675	14356	37752
0:55:55	30.1	8166	13538	8325	13009	5294	13739	14182	37565
0:56:00	30.0	8194	13594	8328	13113	5310	13729	14237	37645
0:56:05	30.0	8191	13575	8349	13262	5352	13787	14274	37845
0:56:10	30.0	8149	13541	8276	13100	5335	13847	14328	37709
0:56:15	30.0	8153	13543	8339	13203	5257	13697	14261	37562
0:56:20	30.0	8198	13552	8306	13142	5327	13797	14253	37651
0:56:25	30.0	8148	13501	8369	13114	5325	13729	14344	37761
0:56:30	30.0	8155	13581	8315	13143	5289	13742	14317	37672
0:56:35	30.0	8196	13583	8326	13250	5352	13754	14410	37598
0:56:40	30.0	8204	13553	8352	13193	5313	13841	14319	37503
0:56:45	30.1	8150	13618	8395	13104	5312	13666	14290	37739
0:56:50	30.0	8240	13578	8284	13133	5325	13839	14254	37627
0:56:55	30.0	8141	13570	8331	13166	5339	13688	14409	37729
0:57:00	30.0	8240	13476	8383	13102	5340	13778	14356	37374
0:57:05	30.0	8193	13559	8326	13053	5341	13774	14414	37748
0:57:10	30.0	8173	13478	8436	13124	5350	13902	14419	37649
0:57:15	30.0	8200	13583	8359	13133	5325	13851	14421	37727
0:57:20	30.0	8222	13496	8346	13066	5330	13811	14417	37781
0:57:25	30.0	8240	13497	8408	13103	5375	13831	14385	37569
0:57:30	30.0	8201	13498	8346	13146	5315	13791	14412	37735
0:57:35	30.0	8247	13507	8389	13088	5352	13751	14415	37539
0:57:40	30.0	8206	13455	8354	13029	5345	13741	14518	37536
0:57:45	30.0	8206	13563	8461	13142	5381	13824	14437	37710
0:57:50	30.0	8234	13521	8412	13115	5347	13840	14450	37656
0:57:55	30.0	8229	13465	8309	13083	5371	13782	14542	37767
0:58:00	30.0	8223	13466	8363	13111	5350	13751	14451	37783
0:58:05	30.0	8238	13543	8334	13122	5321	13769	14446	37544
0:58:10	30.1	8186	13466	8385	13197	5320	13789	14471	37481
0:58:15	30.1	8187	13519	8413	13121	5349	13793	14517	37806
0:58:20	30.0	8289	13505	8400	13119	5339	13758	14418	37369
0:58:25	30.0	8258	13445	8451	13085	5361	13806	14389	37687
0:58:30	30.0	8300	13507	8359	13033	5358	13712	14460	37724
0:58:35	30.0	8253	13576	8462	13144	5353	13724	14554	37728
0:58:40	30.0	8248	13491	8449	13128	5342	13836	14547	37624
0:58:45	30.0	8284	13454	8423	13174	5357	13738	14547	37594
0:58:50	30.0	8261	13510	8382	13090	5341	13734	14377	37602
0:58:55	30.0	8278	13449	8418	13171	5362	13743	14424	37714
0:59:00	30.0	8338	13453	8409	13123	5320	13793	14476	37623
0:59:05	30.0	8221	13566	8411	13073	5393	13812	14517	37575
0:59:10	30.0	8311	13547	8411	13092	5356	13790	14611	37625
0:59:15	30.0	8306	13494	8440	13094	5383	13740	14524	37512
0:59:20	30.0	8219	13513	8408	13172	5368	13792	14568	37450
0:59:25	30.0	8269	13492	8476	13075	5386	13772	14492	37712
0:59:30	30.0	8241	13504	8462	13051	5362	13704	14588	37804
0:59:35	30.0	8304	13617	8481	12981	5387	13725	14603	37667
0:59:40	30.0	8214	13547	8458	13029	5403	13763	14506	37694
0:59:45	30.0	8245	13505	8469	13106	5331	13770	14627	37490
0:59:50	30.0	8273	13536	8436	13126	5359	13678	14581	37839
0:59:55	30.0	8239	13405	8370	13111	5358	13767	14611	37460
1:00:00	30.0	8272	13429	8391	13084	5377	13673	14561	37550
1:00:05	30.0	8238	13532	8433	13142	5403	13730	14543	37554
1:00:10	30.0	8363	13608	8519	13134	5360	13718	14656	37589
1:00:15	30.0	8290	13574	8441	13118	5362	13722	14579	37461
1:00:20	30.0	8281	13521	8455	13146	5412	13763	14601	37682
1:00:25	30.0	8266	13462	8475	13091	5393	13730	14553	37714
1:00:30	30.0	8300	13540	8447	13032	5438	13718	14609	37549
1:00:35	30.0	8333	13589	8511	13055	5395	13835	14531	37590
1:00:40	30.0	8331	13528	8462	13135	5428	13747	14613	37419
1:00:45	30.0	8343	13574	8515	13047	5405	13727	14679	37746
1:00:50	30.1	8350	13461	8458	13061	5391	13671	14602	37257
