

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190605_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	6/5/2019
Time	2:15:25 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:20:00 (HH:MM:SS), Interval 0:00:05, 961 Reads
    Read	Fluorescence Endpoint
	G1..G6
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6							Well ID
H													Well ID

425,457

Time	T° 425,457	G1	G2	G3	G4	G5	G6
0:03:10	30.0	6735	10865	6660	11390	6662	10663
0:03:15	30.0	6689	10948	6698	11431	6631	10828
0:03:20	30.0	6696	11081	6691	11577	6652	10809
0:03:25	30.0	6797	11149	6696	11792	6681	10982
0:03:30	30.0	6790	11233	6660	11885	6622	11139
0:03:35	30.0	6778	11408	6705	11974	6724	11162
0:03:40	30.0	6811	11514	6668	12149	6714	11316
0:03:45	30.0	6753	11654	6722	12219	6681	11408
0:03:50	30.0	6800	11761	6750	12417	6676	11432
0:03:55	30.0	6750	11793	6796	12510	6685	11552
0:04:00	30.0	6798	11831	6728	12601	6718	11722
0:04:05	30.0	6779	12057	6722	12801	6652	11696
0:04:10	30.0	6779	12092	6759	12899	6745	11803
0:04:15	30.0	6827	12260	6779	13002	6680	11922
0:04:20	30.0	6762	12352	6743	13161	6718	12031
0:04:25	30.0	6795	12384	6737	13307	6688	12156
0:04:30	30.0	6861	12513	6824	13425	6699	12160
0:04:35	30.0	6805	12655	6755	13493	6710	12339
0:04:40	30.0	6814	12782	6790	13659	6711	12434
0:04:45	30.0	6802	12901	6765	13772	6745	12430
0:04:50	30.0	6779	12970	6767	14007	6737	12529
0:04:55	30.0	6832	13083	6773	14057	6750	12646
0:05:00	30.0	6785	13113	6739	14234	6732	12674
0:05:05	30.0	6820	13278	6775	14379	6800	12759
0:05:10	30.0	6808	13350	6756	14538	6733	12780
0:05:15	30.0	6788	13460	6731	14525	6745	12963
0:05:20	30.0	6839	13543	6813	14836	6808	12946
0:05:25	30.0	6852	13682	6764	14797	6741	12982
0:05:30	30.0	6836	13767	6811	15044	6756	13143
0:05:35	30.0	6822	13943	6804	15131	6748	13193
0:05:40	30.0	6909	13943	6806	15248	6711	13305
0:05:45	30.1	6924	14108	6847	15263	6812	13291
0:05:50	30.0	6817	14184	6759	15581	6785	13379
0:05:55	30.0	6896	14287	6789	15549	6737	13620
0:06:00	30.0	6814	14418	6801	15796	6818	13648
0:06:05	30.0	6874	14515	6775	15906	6728	13636
0:06:10	30.0	6860	14635	6767	16063	6821	13823
0:06:15	30.0	6892	14683	6775	16107	6841	13964
0:06:20	30.0	6869	14782	6850	16184	6824	13986
0:06:25	30.0	6823	14869	6783	16319	6796	13983
0:06:30	30.0	6904	15025	6773	16477	6764	14182
0:06:35	30.0	6843	15086	6813	16682	6808	14195
0:06:40	30.0	6840	15300	6797	16783	6784	14261
0:06:45	30.0	6883	15371	6755	16823	6796	14282
0:06:50	30.0	6845	15467	6787	16944	6771	14469
0:06:55	30.0	6885	15406	6778	17148	6828	14568
0:07:00	30.0	6839	15581	6740	17115	6788	14598
0:07:05	30.0	6893	15804	6814	17251	6776	14721
0:07:10	30.0	6882	15798	6796	17369	6844	14901
0:07:15	30.0	6868	15868	6814	17563	6774	14864
0:07:20	30.0	6872	16024	6878	17745	6817	15042
0:07:25	30.0	6858	16110	6762	17838	6769	15087
0:07:30	30.0	6807	16343	6815	17814	6770	15299
0:07:35	30.0	6861	16261	6756	18005	6794	15290
0:07:40	30.0	6859	16435	6780	18054	6823	15433
0:07:45	30.0	6842	16559	6807	18155	6826	15575
0:07:50	30.0	6921	16650	6839	18235	6826	15700
0:07:55	30.0	6840	16705	6836	18147	6838	15670
0:08:00	30.0	6820	16867	6830	18430	6874	15942
0:08:05	30.0	6827	16939	6830	18508	6844	15981
0:08:10	30.0	6882	17056	6792	18605	6848	16132
0:08:15	30.0	6820	17277	6824	18743	6838	16107
0:08:20	30.0	6868	17153	6802	18877	6824	16178
0:08:25	30.0	6832	17276	6796	19036	6841	16405
0:08:30	30.0	6913	17422	6812	18849	6830	16326
0:08:35	30.1	6870	17713	6798	18995	6856	16724
0:08:40	30.0	6929	17603	6852	19273	6788	16599
0:08:45	30.0	6900	17702	6802	19315	6891	16695
0:08:50	30.0	6879	17811	6866	19321	6825	16872
0:08:55	30.0	6960	17908	6791	19539	6829	17009
0:09:00	30.0	6896	18042	6824	19413	6875	16980
0:09:05	30.0	6927	18036	6817	19600	6832	17307
0:09:10	30.0	6818	18278	6796	19795	6822	17384
0:09:15	30.0	6890	18346	6798	19855	6857	17370
0:09:20	30.0	6897	18530	6805	19776	6830	17581
0:09:25	30.0	6869	18640	6870	19978	6859	17555
0:09:30	30.1	6900	18670	6814	20033	6843	17797
0:09:35	30.0	6901	18783	6822	20226	6846	17862
0:09:40	30.0	6831	18831	6845	20290	6827	17959
0:09:45	30.0	6944	18917	6779	20408	6872	18081
0:09:50	30.0	6840	19083	6799	20324	6864	18284
0:09:55	30.0	6878	19130	6867	20564	6859	18329
0:10:00	30.0	6935	19321	6786	20520	6868	18377
0:10:05	30.0	6907	19319	6802	20705	6874	18422
0:10:10	30.0	6894	19580	6849	20692	6915	18660
0:10:15	30.1	6905	19465	6830	20949	6931	18752
0:10:20	30.0	6898	19733	6856	20956	6923	18979
0:10:25	30.0	6897	19685	6824	21161	6829	18948
0:10:30	30.0	6892	19986	6846	21012	6892	19046
0:10:35	30.0	6922	19982	6826	21207	6838	19171
0:10:40	30.0	6912	20186	6862	21365	6890	19170
0:10:45	30.0	6935	20079	6878	21341	6850	19417
0:10:50	30.0	6893	20362	6840	21329	6899	19494
0:10:55	30.0	6884	20332	6879	21742	6930	19575
0:11:00	30.0	6900	20436	6859	21641	6889	19775
0:11:05	30.0	6941	20406	6892	21631	6853	19886
0:11:10	30.0	6929	20550	6833	21856	6931	19876
0:11:15	30.0	6854	20703	6799	21820	6869	20038
0:11:20	30.0	6897	20630	6827	21890	6884	20021
0:11:25	30.0	6890	21000	6867	22049	6870	20323
0:11:30	30.0	6976	21164	6883	21949	6876	20469
0:11:35	30.0	6946	21057	6884	22052	6896	20350
0:11:40	30.0	6923	21100	6837	22347	6860	20544
0:11:45	30.0	6931	21472	6878	22188	6917	20596
0:11:50	30.0	6906	21454	6866	22306	6923	20641
0:11:55	30.0	6901	21465	6880	22337	6920	20663
0:12:00	30.0	6904	21664	6856	22604	6896	20777
0:12:05	30.0	6903	21667	6829	22650	6871	20924
0:12:10	30.0	6919	21832	6870	22712	6948	20868
0:12:15	30.0	6936	21798	6905	22844	6974	20918
0:12:20	30.0	6962	21910	6857	22905	6929	20979
0:12:25	30.0	6957	21994	6870	22966	6943	21017
0:12:30	30.0	6920	22229	6938	22966	6861	20971
0:12:35	30.0	6949	22132	6874	22973	6922	21067
0:12:40	30.0	6968	22336	6851	23124	6910	21252
0:12:45	30.0	6912	22325	6810	23172	6933	21097
0:12:50	30.0	6941	22496	6828	23353	6908	21265
0:12:55	30.0	6975	22511	6870	23404	6989	21133
0:13:00	30.0	6982	22683	6899	23430	6951	21307
0:13:05	30.0	6918	22705	6882	23457	6954	21324
0:13:10	30.0	6959	22954	6855	23358	6911	21314
0:13:15	30.0	6926	23086	6883	23518	6893	21206
0:13:20	30.0	6913	23001	6880	23753	6936	21321
0:13:25	30.0	6965	23181	6946	23822	6971	21324
0:13:30	30.0	7002	23173	6858	23797	6949	21357
0:13:35	30.0	6952	23262	6940	23956	6932	21286
0:13:40	30.0	6992	23387	6887	23895	6936	21488
0:13:45	30.0	6983	23409	6927	24017	6971	21266
0:13:50	30.0	6907	23444	6893	24017	7012	21326
0:13:55	30.0	6899	23683	6922	24085	6963	21314
0:14:00	30.1	6947	23689	6869	24064	6965	21377
0:14:05	30.0	6967	23811	6955	24217	6954	21315
0:14:10	30.0	7006	23768	6874	24198	6945	21434
0:14:15	30.0	6957	24069	6891	24478	6952	21213
0:14:20	30.0	6965	23948	6900	24230	6980	21254
0:14:25	30.0	6941	24076	6894	24427	6962	21538
0:14:30	30.0	6945	24134	6863	24626	7031	21455
0:14:35	30.0	6947	24388	6911	24611	6973	21346
0:14:40	30.0	6923	24471	6942	24501	6974	21357
0:14:45	30.0	6958	24342	6889	24561	6949	21600
0:14:50	30.0	6989	24535	6950	24639	6967	21234
0:14:55	30.0	7047	24580	6889	24828	6945	21341
0:15:00	30.0	7029	24677	6885	24805	6969	21339
0:15:05	30.0	6999	24932	6949	25000	6998	21340
0:15:10	30.0	6978	24954	6979	24850	6980	21387
0:15:15	30.0	6913	24695	6937	24934	6965	21391
0:15:20	30.0	6979	24823	6888	25075	7020	21381
0:15:25	30.0	7035	24956	6950	25121	7080	21438
0:15:30	30.0	6990	25191	6978	25086	6972	21487
0:15:35	30.0	7011	25196	6923	25151	7011	21190
0:15:40	30.0	6996	25191	6929	25240	7011	21278
0:15:45	30.0	7022	25288	6929	25530	7005	21442
0:15:50	30.0	7018	25317	6958	25390	7057	21315
0:15:55	30.0	6977	25341	6933	25408	7015	21175
0:16:00	30.0	6971	25537	6932	25426	7002	21354
0:16:05	30.0	7030	25446	6966	25435	7093	21391
0:16:10	30.0	7003	25576	6964	25476	7012	21513
0:16:15	30.0	7035	25545	6918	25596	7001	21477
0:16:20	30.0	6935	25569	6938	25499	7005	21453
0:16:25	30.0	6980	25737	6897	25590	7050	21320
0:16:30	30.0	7048	25649	6953	25673	7037	21466
0:16:35	30.0	7028	25883	6966	25742	7029	21387
0:16:40	30.0	7025	25922	6981	25755	7044	21532
0:16:45	30.0	6982	26152	6962	25818	7016	21499
0:16:50	30.0	7002	26068	6932	25682	7035	21331
0:16:55	30.0	6982	25973	6957	25796	6995	21407
0:17:00	30.0	7001	25986	6942	26005	7015	21369
0:17:05	30.0	7028	26087	6976	26048	7080	21457
0:17:10	30.0	6996	25998	6989	26030	7034	21293
0:17:15	30.0	6986	26134	6963	26089	7095	21337
0:17:20	30.0	7012	26157	6957	25958	7053	21377
0:17:25	30.0	6957	26171	6966	26230	7003	21433
0:17:30	30.0	7028	26239	6992	26064	7091	21598
0:17:35	30.0	6991	26268	6959	26262	7044	21284
0:17:40	30.0	6956	26266	7041	26241	7041	21501
0:17:45	30.0	7073	26189	6967	26194	7050	21358
0:17:50	30.0	6981	26193	6960	26232	6995	21371
0:17:55	30.0	7005	26387	6964	26380	7126	21619
0:18:00	30.0	7010	26390	6959	26215	7025	21307
0:18:05	30.0	7003	26376	6987	26330	7008	21419
0:18:10	30.0	6987	26414	6972	26330	7088	21450
0:18:15	30.0	7020	26363	7053	26195	7064	21388
0:18:20	30.0	7011	26336	7003	26422	7038	21400
0:18:25	30.0	7055	26417	6989	26343	7064	21284
0:18:30	30.0	7009	26202	7075	26636	7099	21351
0:18:35	30.0	7037	26499	7012	26559	7046	21282
0:18:40	30.0	6936	26596	6973	26387	7045	21288
0:18:45	30.0	7024	26374	6991	26647	7102	21275
0:18:50	30.0	6999	26289	6984	26412	7062	21318
0:18:55	30.0	7013	26327	6961	26610	7070	21223
0:19:00	30.0	7058	26371	6987	26546	7059	21393
0:19:05	30.0	6973	26215	6995	26398	7030	21267
0:19:10	30.0	6974	26286	6983	26551	7021	21309
0:19:15	30.0	7008	26303	7023	26691	7088	21304
0:19:20	30.0	6974	26368	6972	26670	7072	21292
0:19:25	30.0	6996	26337	7048	26569	7123	21292
0:19:30	30.1	6991	26430	6985	26751	7051	21432
0:19:35	30.0	7084	26377	7005	26571	7088	21306
0:19:40	30.0	7037	26262	7015	26775	7129	21246
0:19:45	30.0	7052	26382	6983	26851	7099	21375
0:19:50	30.0	7090	26277	7051	26602	7063	21300
0:19:55	30.0	6990	26347	7031	26785	7113	21159
0:20:00	30.0	7092	26359	6999	26556	7108	21230
0:20:05	30.0	7042	26425	6965	26736	7142	21431
0:20:10	30.0	7027	26427	7005	26557	7161	21285
0:20:15	30.0	7024	26634	7013	26715	7126	21358
0:20:20	30.0	7091	26417	7045	26801	7156	21257
0:20:25	30.0	7035	26543	7048	26854	7175	21440
0:20:30	30.0	7041	26330	7021	26739	7173	21361
0:20:35	30.0	7066	26318	7063	26800	7203	21391
0:20:40	30.0	7067	26415	7129	26711	7158	21355
0:20:45	30.0	7014	26370	7063	26825	7161	21311
0:20:50	30.0	7082	26231	7060	26631	7074	21438
0:20:55	30.0	7117	26311	7007	26876	7170	21294
0:21:00	30.0	7062	26379	7016	26782	7132	21375
0:21:05	30.0	7069	26143	7022	26803	7156	21321
0:21:10	30.0	7100	26278	7082	26894	7162	21326
0:21:15	30.0	7099	26221	7052	26949	7176	21351
0:21:20	30.0	7093	26465	7043	26760	7140	21238
0:21:25	30.0	7089	26351	7068	26814	7136	21410
0:21:30	30.0	7071	26434	7073	26752	7132	21337
0:21:35	30.0	7106	26340	7043	26579	7133	21480
0:21:40	30.0	7094	26326	7055	26942	7093	21320
0:21:45	30.0	7118	26357	7035	26836	7184	21416
0:21:50	30.0	7075	26423	7074	26744	7197	21307
0:21:55	30.0	7088	26382	7068	26946	7124	21394
0:22:00	30.0	7066	26261	7046	26776	7154	21306
0:22:05	30.0	7059	26347	7028	26714	7155	21291
0:22:10	30.0	7091	26295	7082	27006	7126	21321
0:22:15	30.0	7131	26371	7093	26878	7180	21304
0:22:20	30.0	7076	26422	7070	26973	7213	21227
0:22:25	30.0	7080	26559	7128	26909	7157	21217
0:22:30	30.0	7116	26349	7117	27091	7184	21414
0:22:35	30.0	7108	26422	7103	27000	7144	21227
0:22:40	30.0	7107	26315	7035	27015	7159	21389
0:22:45	30.0	7082	26330	7117	27078	7172	21258
0:22:50	30.0	7098	26127	7052	27166	7216	21355
0:22:55	30.0	7100	26251	7112	27023	7136	21291
0:23:00	30.0	7101	26360	7086	27054	7152	21241
0:23:05	30.0	7079	26278	7125	26929	7175	21343
0:23:10	30.0	7033	26412	7031	26943	7203	21376
0:23:15	30.0	7100	26378	7122	26906	7232	21246
0:23:20	30.1	7128	26342	7087	27052	7227	21329
0:23:25	30.1	7105	26315	7083	26863	7223	21281
0:23:30	30.1	7100	26206	7095	27172	7184	21242
0:23:35	30.0	7124	26294	7117	26931	7238	21287
0:23:40	30.0	7086	26421	7149	27069	7150	21248
0:23:45	30.0	7116	26271	7163	27051	7147	21169
0:23:50	30.0	7173	26439	7081	27029	7206	21384
0:23:55	30.0	7128	26369	7113	26828	7261	21323
0:24:00	30.0	7139	26271	7150	26980	7202	21254
0:24:05	30.0	7119	26433	7069	27055	7221	21376
0:24:10	30.0	7154	26317	7132	26959	7188	21227
0:24:15	30.0	7131	26276	7125	27073	7209	21311
0:24:20	30.0	7151	26484	7127	26977	7256	21282
0:24:25	30.0	7164	26382	7087	27137	7193	21227
0:24:30	30.0	7167	26384	7115	27030	7223	21321
0:24:35	30.0	7180	26264	7134	26879	7273	21391
0:24:40	30.0	7166	26232	7114	27036	7259	21199
0:24:45	30.0	7176	26332	7104	27077	7274	21255
0:24:50	30.0	7110	26438	7187	27034	7223	21152
0:24:55	30.0	7181	26402	7129	26961	7240	21428
0:25:00	30.0	7205	26406	7099	26962	7241	21224
0:25:05	30.0	7153	26392	7159	26913	7250	21203
0:25:10	30.0	7133	26236	7128	27020	7255	21377
0:25:15	30.0	7098	26222	7134	27071	7254	21163
0:25:20	30.0	7151	26363	7087	27051	7223	21291
0:25:25	30.0	7163	26356	7145	26986	7251	21235
0:25:30	30.0	7218	26171	7101	27034	7224	21295
0:25:35	30.0	7148	26223	7143	27236	7256	21212
0:25:40	30.0	7195	26581	7111	27059	7286	21133
0:25:45	30.0	7146	26276	7164	27091	7281	21206
0:25:50	30.0	7150	26422	7145	26920	7297	21184
0:25:55	30.0	7136	26384	7163	27045	7255	21300
0:26:00	30.0	7157	26315	7177	27264	7277	21265
0:26:05	30.0	7181	26279	7161	27218	7279	21184
0:26:10	30.0	7183	26357	7143	27144	7243	21244
0:26:15	30.0	7222	26256	7103	27044	7325	21242
0:26:20	30.0	7197	26422	7195	27081	7268	21148
0:26:25	30.0	7164	26394	7182	27221	7291	21160
0:26:30	30.0	7171	26252	7129	27060	7276	21115
0:26:35	30.0	7172	26444	7212	27180	7319	21271
0:26:40	30.0	7175	26289	7168	27102	7270	21300
0:26:45	30.0	7219	26314	7168	27083	7294	21210
0:26:50	30.0	7240	26298	7113	27152	7284	21307
0:26:55	30.0	7224	26319	7180	27111	7280	21371
0:27:00	30.0	7201	26464	7186	27117	7300	21220
0:27:05	30.0	7231	26382	7171	27038	7308	21260
0:27:10	30.0	7177	26164	7210	26987	7287	21215
0:27:15	30.0	7188	26226	7211	27301	7321	21258
0:27:20	30.0	7153	26350	7196	27210	7269	21074
0:27:25	30.0	7164	26422	7200	27140	7252	21294
0:27:30	30.0	7233	26318	7181	27329	7304	21201
0:27:35	30.0	7281	26143	7158	26964	7322	21241
0:27:40	30.0	7193	26260	7202	27106	7289	21336
0:27:45	30.0	7195	26311	7192	27189	7375	21235
0:27:50	30.0	7208	26080	7223	27051	7319	21290
0:27:55	30.0	7184	26392	7174	27281	7292	21167
0:28:00	30.0	7239	26365	7224	27065	7272	21316
0:28:05	30.0	7251	26385	7226	27210	7307	21175
0:28:10	30.0	7238	26364	7181	26979	7317	21242
0:28:15	30.0	7225	26168	7229	27201	7319	21123
0:28:20	30.0	7255	26125	7166	27320	7319	21108
0:28:25	30.0	7300	26306	7162	27167	7313	21164
0:28:30	30.0	7190	26267	7193	27149	7369	21165
0:28:35	30.0	7265	26079	7255	27171	7351	21167
0:28:40	30.1	7300	26218	7169	27187	7286	21171
0:28:45	30.0	7240	26245	7265	27136	7356	21283
0:28:50	30.0	7278	26099	7252	26926	7390	21178
0:28:55	30.0	7195	26272	7198	27093	7321	21155
0:29:00	30.0	7277	26408	7215	27266	7409	21167
0:29:05	30.0	7244	26281	7227	27102	7364	21271
0:29:10	29.9	7315	26242	7215	27030	7388	21116
0:29:15	30.0	7259	26234	7178	27031	7378	21250
0:29:20	30.0	7298	26259	7235	27013	7375	21231
0:29:25	30.0	7314	26269	7237	27144	7397	21281
0:29:30	30.0	7255	26202	7259	27259	7396	21187
0:29:35	30.0	7262	26249	7205	27149	7357	21231
0:29:40	30.0	7247	26312	7203	27194	7327	21144
0:29:45	30.0	7210	26197	7248	27179	7349	21133
0:29:50	30.0	7246	26242	7220	27224	7393	21033
0:29:55	30.0	7299	26227	7248	27109	7387	21174
0:30:00	30.0	7295	26448	7254	27063	7382	21117
0:30:05	30.0	7314	26121	7277	27155	7403	21085
0:30:10	30.0	7231	26197	7236	27113	7358	21183
0:30:15	30.0	7272	26358	7266	27344	7368	21328
0:30:20	30.0	7309	26123	7288	27040	7374	21011
0:30:25	30.0	7315	26225	7296	27251	7384	21095
0:30:30	30.0	7295	26136	7243	27294	7385	21136
0:30:35	30.0	7321	26338	7260	26990	7432	21284
0:30:40	30.0	7276	26250	7292	27110	7365	21231
0:30:45	30.0	7303	26273	7267	27434	7392	21205
0:30:50	30.0	7286	26124	7304	27262	7376	21123
0:30:55	30.0	7294	26201	7298	27166	7358	21092
0:31:00	30.0	7331	26116	7216	26961	7423	21227
0:31:05	30.0	7311	26285	7255	27186	7394	21201
0:31:10	30.0	7287	26300	7330	27250	7413	21114
0:31:15	30.0	7301	26140	7267	27220	7403	21172
0:31:20	30.0	7288	26286	7280	27134	7447	21251
0:31:25	30.0	7294	26268	7309	27062	7431	21202
0:31:30	30.0	7319	26314	7246	27215	7454	21053
0:31:35	30.0	7258	26280	7268	27121	7458	21112
0:31:40	30.0	7326	26086	7263	27204	7374	21122
0:31:45	30.0	7355	26135	7274	27206	7395	21071
0:31:50	30.0	7300	26332	7250	27248	7418	21107
0:31:55	30.0	7363	26133	7267	27048	7427	21107
0:32:00	30.0	7359	26199	7242	27306	7391	21310
0:32:05	30.0	7387	26216	7238	27208	7427	21173
0:32:10	30.0	7350	26340	7250	27200	7477	21154
0:32:15	30.0	7312	26182	7377	27357	7397	21121
0:32:20	30.0	7334	26232	7295	27030	7437	21195
0:32:25	30.0	7325	26315	7288	27279	7419	21143
0:32:30	30.0	7277	26237	7314	27273	7411	21173
0:32:35	30.0	7358	26268	7294	27200	7437	21118
0:32:40	30.0	7310	26135	7331	27133	7396	21048
0:32:45	30.0	7347	26325	7291	27396	7422	21187
0:32:50	30.0	7243	26338	7300	27240	7455	21291
0:32:55	30.0	7320	26130	7337	26998	7484	21164
0:33:00	30.0	7342	26138	7329	27215	7419	21080
0:33:05	30.0	7341	26121	7300	27358	7424	21289
0:33:10	30.0	7330	26129	7352	27258	7482	21043
0:33:15	30.0	7375	26165	7255	27003	7522	21145
0:33:20	30.0	7360	26150	7345	27194	7495	21198
0:33:25	30.0	7371	26302	7350	27348	7451	21239
0:33:30	30.0	7352	26195	7306	27157	7423	20988
0:33:35	30.0	7287	26070	7335	27344	7488	20989
0:33:40	30.0	7329	26170	7311	27379	7439	21089
0:33:45	30.0	7367	26170	7342	27086	7542	21255
0:33:50	30.0	7360	26075	7388	27112	7473	21296
0:33:55	30.0	7367	26159	7312	27056	7462	21235
0:34:00	30.0	7410	26040	7291	26932	7384	21274
0:34:05	30.0	7332	26293	7320	27517	7474	21164
0:34:10	30.0	7362	26120	7296	27219	7470	21172
0:34:15	30.0	7336	26163	7373	27045	7492	21228
0:34:20	30.0	7400	26498	7307	27205	7471	21101
0:34:25	30.0	7346	26140	7373	27354	7470	21123
0:34:30	30.0	7431	26335	7357	27196	7480	21046
0:34:35	30.0	7363	26409	7353	27264	7504	21189
0:34:40	30.0	7351	25904	7400	27308	7488	21241
0:34:45	30.0	7376	26120	7405	27186	7464	21282
0:34:50	30.0	7492	26213	7324	27335	7521	21307
0:34:55	30.0	7403	25971	7354	27123	7579	21197
0:35:00	30.0	7397	26332	7346	27305	7511	21262
0:35:05	30.0	7381	26165	7405	27310	7472	21149
0:35:10	30.0	7392	26169	7396	27085	7475	21182
0:35:15	30.0	7442	26156	7392	27165	7475	21128
0:35:20	30.0	7417	26260	7326	27214	7490	21257
0:35:25	30.0	7423	26085	7384	27063	7531	21228
0:35:30	30.0	7413	26315	7383	27316	7494	21114
0:35:35	30.0	7360	26229	7398	27290	7565	21131
0:35:40	30.0	7409	26279	7374	27278	7509	21099
0:35:45	30.0	7345	26174	7346	27218	7476	21086
0:35:50	30.0	7433	26042	7361	27234	7496	21015
0:35:55	30.0	7414	26112	7331	27313	7536	21052
0:36:00	30.0	7425	26212	7413	27393	7545	21127
0:36:05	30.0	7433	26178	7392	27219	7515	21172
0:36:10	30.0	7416	26266	7369	27266	7564	21223
0:36:15	30.0	7445	26074	7338	27235	7543	20992
0:36:20	30.0	7455	26317	7426	27252	7495	21027
0:36:25	30.0	7398	26233	7403	27173	7576	21179
0:36:30	30.0	7475	26053	7417	27046	7556	21130
0:36:35	30.0	7403	26061	7390	27297	7550	20991
0:36:40	30.0	7402	26084	7412	27310	7523	21173
0:36:45	30.0	7423	26248	7383	27268	7507	21100
0:36:50	30.0	7413	26014	7399	27223	7532	21079
0:36:55	30.0	7488	26309	7381	27238	7558	21227
0:37:00	30.0	7462	26257	7347	27177	7522	21053
0:37:05	30.0	7455	26020	7433	27299	7585	21102
0:37:10	30.0	7438	26207	7361	27282	7587	21187
0:37:15	30.0	7450	26269	7408	27131	7528	20959
0:37:20	30.0	7418	26024	7398	27043	7600	21049
0:37:25	30.0	7484	26089	7377	27112	7525	21164
0:37:30	30.0	7463	26046	7370	27207	7548	20979
0:37:35	30.0	7441	26077	7386	27194	7543	21025
0:37:40	30.0	7396	26340	7452	27180	7518	21110
0:37:45	30.0	7411	26146	7454	27226	7576	21141
0:37:50	30.0	7452	26110	7391	27156	7525	21153
0:37:55	30.0	7511	26156	7498	27303	7558	21035
0:38:00	30.0	7449	26085	7451	27223	7635	21029
0:38:05	30.0	7463	25938	7419	27482	7583	21128
0:38:10	30.0	7497	26171	7409	27101	7563	21111
0:38:15	30.0	7483	26184	7448	27347	7621	21076
