

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190522_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	5/22/2019
Time	4:18:55 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:23:00 (HH:MM:SS), Interval 0:00:05, 997 Reads
    Read	Fluorescence Endpoint
	G1..G6
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6							Well ID
H													Well ID

425,457

Time	T° 425,457	G1	G2	G3	G4	G5	G6
0:05:15	30.0	8087	19103	9670	19607	8394	18687
0:05:20	30.0	8147	19392	9642	19968	8407	18901
0:05:25	30.0	8146	19429	9660	20289	8366	19027
0:05:30	30.0	8117	19726	9613	20328	8365	19185
0:05:35	30.0	8117	19961	9626	20365	8393	19344
0:05:40	30.0	8118	20104	9694	20576	8451	19466
0:05:45	30.0	8142	20159	9664	20600	8403	19506
0:05:50	30.0	8158	20325	9691	20774	8408	19895
0:05:55	30.0	8212	20465	9621	21007	8459	19930
0:06:00	30.0	8168	20776	9773	21176	8462	20116
0:06:05	30.0	8134	20833	9692	21365	8443	20217
0:06:10	30.0	8146	20884	9664	21526	8445	20398
0:06:15	30.0	8168	21140	9655	21710	8423	20666
0:06:20	30.0	8102	21441	9663	21665	8486	20650
0:06:25	30.0	8167	21503	9784	21854	8412	20851
0:06:30	30.0	8154	21647	9704	21889	8447	20888
0:06:35	30.0	8259	21762	9671	22089	8471	21131
0:06:40	30.0	8158	21957	9695	22111	8483	21263
0:06:45	30.0	8190	22334	9689	22397	8462	21361
0:06:50	30.0	8217	22309	9787	22495	8496	21589
0:06:55	30.0	8211	22454	9699	22670	8461	21712
0:07:00	30.0	8149	22597	9664	22673	8424	22009
0:07:05	30.0	8238	22641	9752	22842	8539	22010
0:07:10	30.0	8193	22828	9762	23229	8560	22363
0:07:15	30.0	8207	23076	9700	23377	8487	22332
0:07:20	30.0	8250	23161	9742	23431	8514	22418
0:07:25	30.0	8267	23397	9807	23569	8519	22633
0:07:30	30.0	8216	23561	9809	23647	8486	22719
0:07:35	30.0	8242	23705	9737	23900	8511	23062
0:07:40	30.0	8232	23743	9824	23976	8550	22984
0:07:45	30.0	8249	23940	9752	24045	8521	23085
0:07:50	30.0	8265	24123	9834	24161	8561	23280
0:07:55	30.0	8294	24110	9743	24417	8511	23540
0:08:00	30.0	8253	24435	9794	24531	8603	23447
0:08:05	30.0	8240	24631	9858	24864	8518	23691
0:08:10	30.0	8254	24888	9820	24779	8528	23900
0:08:15	30.0	8273	24864	9818	24763	8580	24133
0:08:20	30.0	8272	24981	9877	25188	8535	24134
0:08:25	30.0	8338	25095	9761	25064	8562	24228
0:08:30	30.0	8215	25496	9769	25211	8525	24438
0:08:35	30.0	8292	25477	9899	25416	8532	24665
0:08:40	30.0	8267	25607	9849	25559	8573	24746
0:08:45	30.0	8217	25742	9786	25738	8530	25107
0:08:50	30.0	8308	25659	9943	25819	8657	24925
0:08:55	30.0	8230	26206	9903	25744	8565	25177
0:09:00	30.0	8291	26346	9896	25850	8617	25198
0:09:05	30.0	8351	26362	9873	26267	8563	25563
0:09:10	30.0	8341	26675	9892	26163	8546	25443
0:09:15	30.0	8270	26647	9936	26475	8614	25650
0:09:20	30.0	8287	26691	9853	26668	8560	25714
0:09:25	30.0	8314	27019	9912	26660	8648	25966
0:09:30	30.0	8415	26923	10014	26667	8632	25946
0:09:35	30.0	8267	27241	9931	26950	8628	26099
0:09:40	30.0	8353	27157	9959	26994	8682	26197
0:09:45	30.0	8307	27490	9950	27320	8632	26536
0:09:50	30.0	8309	27475	9859	27166	8638	26395
0:09:55	30.0	8350	27698	9894	27589	8664	26687
0:10:00	30.0	8346	27774	9920	27675	8556	26795
0:10:05	30.0	8364	28176	9885	27648	8600	27083
0:10:10	30.0	8332	28076	9938	27902	8656	27038
0:10:15	30.0	8356	28158	9895	27937	8637	27143
0:10:20	30.0	8373	28187	9985	28062	8667	27361
0:10:25	30.0	8359	28490	10013	28295	8666	27515
0:10:30	30.0	8381	28613	9995	28321	8615	27639
0:10:35	30.0	8383	28789	10007	28321	8621	27883
0:10:40	30.0	8349	28714	10022	28497	8628	27826
0:10:45	30.0	8378	28953	9992	28806	8672	28084
0:10:50	30.0	8417	29208	10028	28766	8657	28003
0:10:55	30.0	8348	29173	10001	28977	8734	28172
0:11:00	30.0	8408	29481	10045	28926	8695	28235
0:11:05	29.9	8417	29425	10117	28902	8653	28526
0:11:10	30.0	8396	29736	10037	29275	8676	28350
0:11:15	30.0	8379	29950	10046	29478	8683	28618
0:11:20	30.1	8307	29746	10046	29376	8721	29036
0:11:25	30.1	8381	29980	10071	29705	8736	28894
0:11:30	30.0	8372	30150	10054	29692	8688	29243
0:11:35	30.0	8376	30420	10058	29690	8747	29370
0:11:40	30.0	8346	30424	10093	29916	8731	29202
0:11:45	30.0	8487	30538	10014	30189	8711	29476
0:11:50	30.0	8445	30892	10153	30154	8703	29569
0:11:55	30.0	8466	30698	10137	30203	8719	29731
0:12:00	30.0	8424	31017	10048	30254	8705	29983
0:12:05	30.0	8385	31072	10093	30516	8725	29964
0:12:10	30.0	8406	31109	10069	30730	8787	30179
0:12:15	30.0	8450	31099	10134	30621	8722	30316
0:12:20	30.0	8448	31437	10070	30799	8774	30476
0:12:25	30.0	8494	31378	10127	30728	8806	30475
0:12:30	30.0	8432	31674	10122	30940	8768	30596
0:12:35	30.0	8440	31627	10176	31179	8841	30632
0:12:40	30.0	8444	31733	10135	31363	8770	30869
0:12:45	30.0	8456	31823	10055	31329	8804	30966
0:12:50	30.0	8432	31881	10140	31284	8786	31144
0:12:55	30.0	8455	32168	10151	31322	8858	31120
0:13:00	30.0	8492	32100	10118	31591	8789	31102
0:13:05	30.0	8442	32383	10149	31685	8820	31219
0:13:10	30.0	8566	32117	10237	31816	8831	31580
0:13:15	30.0	8531	32474	10156	31860	8870	31487
0:13:20	30.0	8520	32658	10199	31808	8844	31647
0:13:25	30.0	8487	32560	10239	32235	8821	31769
0:13:30	30.0	8472	32586	10191	32152	8859	31879
0:13:35	30.0	8524	32904	10182	32105	8809	32083
0:13:40	30.0	8469	32894	10207	32134	8843	32266
0:13:45	30.0	8467	33130	10208	32439	8846	32268
0:13:50	30.0	8470	33260	10215	32514	8838	32320
0:13:55	30.0	8434	33311	10237	32458	8827	32279
0:14:00	30.0	8525	33029	10246	32659	8878	32404
0:14:05	30.0	8458	33091	10287	32715	8831	32677
0:14:10	30.0	8495	33319	10210	32788	8921	32742
0:14:15	30.0	8553	33721	10249	32815	8880	32798
0:14:20	30.0	8477	33599	10266	32814	8852	32975
0:14:25	30.0	8452	33809	10287	33110	8839	32960
0:14:30	30.0	8505	33797	10304	33165	8900	33059
0:14:35	30.0	8453	33866	10307	33222	8976	33187
0:14:40	30.0	8599	33847	10316	33176	8855	33352
0:14:45	30.0	8496	33893	10261	33254	8881	33354
0:14:50	30.1	8557	34125	10268	33307	8880	33801
0:14:55	30.0	8495	34155	10324	33859	8938	33426
0:15:00	30.0	8522	34005	10265	33546	8920	33524
0:15:05	30.0	8582	34353	10304	33894	8954	33644
0:15:10	30.0	8537	34235	10342	33720	8888	33827
0:15:15	30.0	8505	34349	10304	33809	8909	33849
0:15:20	30.0	8595	34565	10314	33890	8900	33960
0:15:25	30.0	8597	34275	10428	34103	8945	34000
0:15:30	30.0	8634	34360	10318	34023	8934	34021
0:15:35	30.0	8576	34938	10409	34200	8999	34404
0:15:40	30.0	8538	34473	10294	34244	8939	34331
0:15:45	30.0	8648	34909	10309	34136	8940	34420
0:15:50	30.0	8618	34449	10403	34437	9009	34770
0:15:55	30.0	8550	34793	10373	34457	8979	34578
0:16:00	30.0	8565	34816	10433	34595	8991	34647
0:16:05	30.0	8562	34808	10381	34622	8932	34684
0:16:10	30.0	8632	34812	10334	34745	8976	34627
0:16:15	30.0	8581	34909	10332	34863	8969	34995
0:16:20	30.0	8655	34857	10428	34759	8945	34792
0:16:25	30.0	8650	34914	10399	34965	9016	35080
0:16:30	30.1	8596	34869	10393	34650	9000	35159
0:16:35	30.0	8653	35017	10317	35008	9070	35367
0:16:40	30.0	8648	34947	10452	35157	8988	35252
0:16:45	30.0	8581	34976	10414	35376	9042	35584
0:16:50	30.0	8698	34999	10419	34978	9024	35510
0:16:55	30.0	8637	34978	10423	35290	8984	35438
0:17:00	30.0	8711	35068	10480	35123	9122	35606
0:17:05	30.0	8715	34953	10496	35679	8987	35512
0:17:10	30.0	8670	35149	10454	35670	9033	35515
0:17:15	30.1	8706	34819	10465	35327	9045	35735
0:17:20	30.1	8723	35049	10489	35721	9089	35720
0:17:25	30.0	8632	35240	10412	35517	8952	35700
0:17:30	30.0	8642	35014	10473	35602	9109	35858
0:17:35	30.0	8661	34933	10521	35784	8998	35958
0:17:40	30.0	8683	34932	10483	35811	9088	36173
0:17:45	30.0	8716	35110	10463	35561	9045	36290
0:17:50	30.0	8680	34920	10557	35795	9035	36376
0:17:55	30.0	8675	35261	10449	35901	9065	36269
0:18:00	30.0	8761	34854	10486	36038	9114	36211
0:18:05	30.0	8754	34922	10621	35831	9079	36432
0:18:10	30.0	8759	35245	10501	35859	9173	36696
0:18:15	30.0	8743	35127	10562	36177	9121	36605
0:18:20	30.0	8734	34975	10546	35927	9182	36501
0:18:25	30.0	8719	34931	10517	36457	9138	36569
0:18:30	30.0	8703	34889	10585	36177	9126	36451
0:18:35	30.0	8685	34853	10641	36200	9115	36957
0:18:40	30.0	8771	35053	10545	36318	9173	36635
0:18:45	30.0	8711	35204	10596	36441	9192	36815
0:18:50	30.0	8717	35196	10540	36537	9168	36609
0:18:55	30.0	8670	35202	10663	36366	9144	36961
0:19:00	30.0	8804	34929	10643	36402	9129	37226
0:19:05	30.0	8690	34987	10523	36837	9164	36961
0:19:10	30.0	8758	34841	10636	36624	9180	36665
0:19:15	30.0	8825	35115	10546	36477	9173	37024
0:19:20	30.0	8766	35134	10543	36748	9144	37221
0:19:25	30.0	8737	34884	10602	36684	9255	37150
0:19:30	30.0	8785	34958	10643	36745	9183	37109
0:19:35	30.0	8780	34862	10687	36521	9193	36977
0:19:40	30.0	8769	35131	10674	36829	9170	37281
0:19:45	30.0	8763	35038	10675	36867	9118	37390
0:19:50	30.0	8798	34790	10655	36762	9203	37126
0:19:55	30.0	8847	35001	10628	36925	9235	37257
0:20:00	30.0	8735	35161	10641	36535	9242	37473
0:20:05	30.0	8872	34995	10742	36892	9245	37644
0:20:10	30.0	8824	34975	10702	36650	9312	37184
0:20:15	30.0	8754	35024	10681	37029	9235	37432
0:20:20	30.0	8772	34973	10646	36840	9238	37609
0:20:25	30.0	8833	34985	10747	36847	9235	37327
0:20:30	30.0	8787	34940	10671	36891	9208	37569
0:20:35	30.0	8817	34754	10783	36807	9297	37608
0:20:40	30.0	8867	35122	10785	36691	9225	37314
0:20:45	30.0	8793	34851	10777	36708	9315	37418
0:20:50	30.0	8865	34868	10732	36787	9225	37440
0:20:55	30.0	8814	34917	10759	36818	9306	37370
0:21:00	30.0	8866	34832	10768	36610	9289	37545
0:21:05	30.0	8804	35165	10711	36706	9277	37422
0:21:10	30.0	8805	34990	10735	36497	9294	37537
0:21:15	30.0	8813	34959	10707	36820	9334	37412
0:21:20	30.0	8869	34792	10777	36873	9294	37346
0:21:25	30.0	8898	34991	10757	36725	9353	37555
0:21:30	30.0	8882	34990	10776	36770	9364	37279
0:21:35	30.0	8885	35027	10713	36920	9265	37638
0:21:40	30.0	8921	34965	10887	36834	9275	37354
0:21:45	30.0	8847	34699	10829	36765	9293	37498
0:21:50	30.1	8864	34817	10830	36787	9447	37264
0:21:55	30.0	8851	35145	10835	36932	9367	37785
0:22:00	30.0	8944	34720	10791	36617	9355	37515
0:22:05	30.0	8845	34751	10800	36690	9277	37426
0:22:10	30.0	8884	34958	10849	36521	9309	37452
0:22:15	30.0	8959	34956	10797	36686	9331	37415
0:22:20	30.0	8895	34993	10787	36814	9392	37471
0:22:25	30.0	8947	34768	10820	36792	9333	37475
0:22:30	30.0	8833	34681	10818	36694	9379	37513
0:22:35	30.0	8950	34959	10883	36702	9389	37649
0:22:40	30.0	8881	34839	10897	36673	9368	37517
0:22:45	30.0	8906	35021	10921	36766	9403	37439
0:22:50	30.0	8905	34979	10833	36522	9374	37383
0:22:55	30.0	8881	34793	10897	36909	9430	37528
0:23:00	30.0	8932	34715	10923	36825	9458	37306
0:23:05	30.0	8923	34842	10934	36601	9420	37495
0:23:10	30.0	9005	34597	10911	36457	9495	37649
0:23:15	30.0	8943	34800	10905	36529	9399	37690
0:23:20	30.0	8948	34731	10914	36588	9405	37446
0:23:25	30.0	8960	34851	10853	36828	9459	37261
0:23:30	30.0	8974	34869	10948	36561	9468	37337
0:23:35	30.0	8952	34927	10922	36607	9446	37465
0:23:40	30.0	8914	34795	10911	36679	9407	37282
0:23:45	30.0	8976	34994	11073	36514	9449	37321
0:23:50	30.0	8946	34839	10960	36640	9455	37482
0:23:55	30.0	8928	34848	11043	36792	9477	37424
0:24:00	30.0	8986	34950	10988	36298	9421	37681
0:24:05	30.0	9004	34751	11033	36703	9474	37416
0:24:10	30.0	9003	34811	10977	36598	9463	37364
0:24:15	30.0	9044	34772	10916	36610	9493	37456
0:24:20	30.0	9078	34919	10964	36536	9465	37350
0:24:25	30.0	8989	34746	10951	36558	9491	37292
0:24:30	30.0	8999	34864	10999	36642	9498	37492
0:24:35	30.0	9068	34972	10952	36730	9580	37613
0:24:40	30.0	9095	34754	11030	36380	9493	37189
0:24:45	30.0	9079	34797	11030	36665	9518	37327
0:24:50	30.0	9019	34843	11100	36473	9427	37322
0:24:55	30.0	9018	34920	11037	36752	9593	37192
0:25:00	30.0	9078	34786	11083	36419	9527	37363
0:25:05	30.0	9106	34843	11016	36534	9533	37407
0:25:10	30.0	8983	34727	11090	36550	9494	37242
0:25:15	30.0	9003	34961	11064	36703	9554	37206
0:25:20	30.0	9107	34852	11097	36505	9561	37369
0:25:25	30.0	9072	34664	11097	36543	9461	37385
0:25:30	30.0	9113	34537	11043	36813	9516	37392
0:25:35	30.0	9015	34656	11097	36570	9544	37329
0:25:40	30.0	9119	35030	11013	36589	9564	37198
0:25:45	30.0	9106	34917	11105	36684	9586	37310
0:25:50	30.0	9111	34957	11109	36581	9601	37343
0:25:55	30.0	9118	34993	11158	36442	9623	37376
0:26:00	30.0	9093	34800	11079	36673	9519	37318
0:26:05	30.0	9142	34684	11165	36416	9644	37555
0:26:10	30.0	9143	34810	11136	36616	9602	37388
0:26:15	30.0	9104	34808	11154	36815	9612	37230
0:26:20	30.0	9095	34952	11122	36589	9602	37348
0:26:25	30.0	9083	34803	11166	36400	9603	37197
0:26:30	30.0	9108	34615	11141	36572	9616	37437
0:26:35	30.0	9151	34729	11113	36590	9582	37264
0:26:40	30.0	9091	34822	11195	36440	9607	37306
0:26:45	30.0	9125	34579	11123	36248	9641	37358
0:26:50	30.0	9138	34689	11128	36542	9681	37119
0:26:55	30.0	9195	34779	11132	36467	9610	37260
0:27:00	30.0	9134	34768	11267	36656	9574	37373
0:27:05	30.0	9124	34796	11171	36470	9651	37183
0:27:10	30.0	9204	34902	11237	36443	9675	37533
0:27:15	30.0	9106	34833	11142	36409	9686	37241
0:27:20	30.0	9180	34674	11227	36392	9612	37379
0:27:25	30.0	9203	34807	11182	36493	9650	37374
0:27:30	30.0	9179	34902	11156	36756	9709	37159
0:27:35	30.0	9188	34928	11293	36688	9737	37381
0:27:40	30.0	9215	34534	11180	36338	9694	37255
0:27:45	30.0	9183	34589	11280	36254	9714	37129
0:27:50	30.0	9142	34835	11254	36362	9666	37033
0:27:55	30.0	9221	34674	11292	36706	9687	37192
0:28:00	30.0	9193	34714	11292	36481	9658	37304
0:28:05	30.0	9205	34746	11239	36661	9740	37194
0:28:10	30.0	9204	34643	11212	36250	9707	37423
0:28:15	30.0	9226	34515	11289	36457	9671	37441
0:28:20	30.0	9241	34644	11300	36413	9708	37310
0:28:25	30.0	9232	34657	11257	36498	9759	37244
0:28:30	30.0	9172	34937	11271	36387	9800	37250
0:28:35	30.0	9238	34800	11296	36381	9725	37247
0:28:40	30.0	9211	34812	11343	36577	9828	37144
0:28:45	30.0	9286	34746	11306	36335	9825	37413
0:28:50	30.1	9283	34393	11361	36206	9740	37144
0:28:55	30.0	9248	34675	11352	36372	9786	37277
0:29:00	30.0	9233	34622	11297	36365	9770	37290
0:29:05	30.0	9176	34709	11280	36399	9842	37105
0:29:10	30.0	9296	34755	11386	36330	9817	37290
0:29:15	30.0	9289	34749	11316	36143	9810	37164
0:29:20	30.0	9196	34686	11303	36308	9800	37599
0:29:25	30.0	9233	34633	11385	36381	9785	37350
0:29:30	30.0	9319	34580	11403	36368	9729	37187
0:29:35	30.0	9216	34757	11237	36154	9854	37041
0:29:40	30.0	9331	34859	11300	36450	9792	36924
0:29:45	30.1	9402	34734	11334	36528	9856	37368
0:29:50	30.0	9239	34687	11403	36327	9816	37222
0:29:55	30.0	9334	34843	11256	36641	9872	37246
0:30:00	30.0	9281	34539	11481	36085	9864	37084
0:30:05	30.0	9287	34369	11425	36415	9791	37339
0:30:10	30.0	9301	34645	11491	36307	9781	37282
0:30:15	30.0	9341	34607	11346	36179	9861	37216
0:30:20	30.0	9299	34803	11393	36388	9900	37456
0:30:25	30.0	9289	34677	11526	36280	9841	37456
0:30:30	30.0	9314	34867	11444	36619	9878	37086
0:30:35	30.0	9349	34538	11520	36094	9822	37270
0:30:40	30.0	9409	34619	11531	36294	9827	37164
0:30:45	30.0	9359	34831	11484	36292	9965	37329
0:30:50	30.0	9392	34592	11521	36166	9838	37080
0:30:55	30.0	9295	34688	11487	36366	9907	37190
0:31:00	30.0	9334	34555	11486	36298	9868	37243
0:31:05	30.0	9351	34663	11526	36385	9862	37186
0:31:10	30.0	9359	34616	11461	36481	9967	37065
0:31:15	30.0	9355	34597	11461	36234	9950	36923
0:31:20	30.0	9368	34708	11459	36112	9882	37131
0:31:25	30.0	9372	34685	11475	36424	9954	37077
0:31:30	30.0	9357	34432	11514	36163	9938	37291
0:31:35	30.0	9381	34501	11463	36048	9944	37641
0:31:40	30.0	9434	34568	11491	36490	9913	36936
0:31:45	30.0	9450	34580	11518	36284	9919	37055
0:31:50	30.0	9389	34600	11536	36262	9950	37044
0:31:55	30.0	9437	34510	11551	36234	9987	37209
0:32:00	30.0	9516	34610	11541	36272	9968	37544
0:32:05	30.0	9443	34858	11497	36162	9948	37116
0:32:10	30.1	9389	34473	11561	36383	9973	37328
0:32:15	30.0	9431	34638	11607	36539	10060	37100
0:32:20	30.0	9364	34506	11527	36354	9938	37135
0:32:25	30.0	9460	34534	11515	36315	9963	36903
0:32:30	30.0	9453	34663	11487	36279	10087	37072
0:32:35	30.0	9456	34723	11588	36517	9946	37078
0:32:40	30.0	9532	34549	11646	36153	10021	37084
0:32:45	30.0	9362	34728	11527	36418	10010	36986
0:32:50	30.0	9489	34595	11647	36164	10042	37357
0:32:55	30.0	9373	34604	11529	36412	9963	37128
0:33:00	30.0	9432	34571	11633	36064	9956	37072
0:33:05	30.0	9479	34600	11604	36185	10114	37213
0:33:10	30.0	9476	34623	11672	36385	10061	37022
0:33:15	30.0	9466	34709	11585	36142	10033	37203
0:33:20	30.0	9483	34579	11615	36092	10070	37117
0:33:25	30.0	9498	34661	11633	36253	10022	37026
0:33:30	30.0	9564	34643	11618	35962	10019	37160
0:33:35	30.0	9512	34483	11730	36412	10060	37135
0:33:40	30.0	9448	34784	11688	36272	10084	37172
0:33:45	30.0	9408	34615	11631	36056	10023	37065
0:33:50	30.0	9492	34801	11727	36257	10036	37170
0:33:55	30.0	9578	34767	11727	36257	10048	37139
0:34:00	30.0	9493	34663	11767	36268	10139	37134
0:34:05	30.0	9558	34396	11719	35859	10068	37211
0:34:10	30.0	9507	34556	11751	36004	10098	37296
0:34:15	30.0	9508	34461	11623	36496	10094	37327
0:34:20	30.0	9488	34689	11684	36268	10061	37157
0:34:25	30.0	9648	34607	11729	35912	10086	37084
0:34:30	30.0	9544	34794	11696	36148	10132	37233
0:34:35	30.0	9530	34745	11717	36248	10115	37188
0:34:40	30.0	9521	34476	11665	36105	10136	37518
0:34:45	30.0	9565	34457	11816	36168	10139	37100
0:34:50	30.0	9588	34673	11846	35985	10138	36982
0:34:55	30.0	9535	34367	11725	35969	10182	37168
0:35:00	30.0	9530	34527	11766	36293	10105	37236
0:35:05	30.0	9564	34666	11731	36251	10219	37122
0:35:10	30.0	9603	34548	11771	36177	10218	37234
0:35:15	30.0	9498	34468	11687	36061	10145	37249
0:35:20	30.0	9577	34490	11704	36348	10168	37028
0:35:25	30.0	9554	34619	11766	35883	10153	37059
0:35:30	30.1	9583	34566	11796	36037	10116	37161
0:35:35	30.0	9595	34410	11853	36279	10174	36687
0:35:40	30.0	9621	34728	11760	36074	10148	36943
0:35:45	30.0	9615	34629	11821	36175	10157	37110
0:35:50	30.0	9585	34529	11859	36040	10271	36793
0:35:55	30.0	9613	34538	11793	36057	10178	37000
0:36:00	30.0	9616	34548	11723	36084	10222	36996
0:36:05	30.0	9661	34580	11861	36075	10178	37217
0:36:10	30.0	9672	34545	11827	35920	10253	36918
0:36:15	30.0	9653	34544	11929	36101	10154	37007
0:36:20	30.0	9636	34397	11916	36206	10188	36960
0:36:25	30.0	9646	34472	11871	36068	10247	37081
0:36:30	30.0	9668	34465	11819	36008	10253	37300
0:36:35	30.0	9641	34589	11817	36043	10235	37132
0:36:40	30.0	9627	34475	11909	36069	10266	36961
0:36:45	30.0	9620	34620	11863	35916	10202	37017
0:36:50	30.0	9665	34369	11903	35707	10267	37155
0:36:55	30.0	9675	34275	11911	36024	10262	37032
0:37:00	30.0	9668	34383	11884	35868	10188	37102
0:37:05	30.0	9655	34545	11908	35987	10230	36958
0:37:10	30.0	9711	34289	11897	36013	10316	36950
0:37:15	30.0	9648	34555	11890	35963	10236	37018
0:37:20	30.0	9712	34462	11936	35779	10243	36900
0:37:25	30.0	9754	34654	11943	36076	10362	36979
0:37:30	30.0	9727	34488	11903	35899	10355	36878
0:37:35	30.0	9760	34436	11935	36121	10309	37143
0:37:40	30.0	9684	34459	11908	35909	10293	37020
0:37:45	30.0	9752	34590	11986	36124	10289	36977
0:37:50	30.0	9729	34676	11873	36152	10354	37277
0:37:55	30.0	9716	34476	12015	35849	10289	37074
0:38:00	30.0	9694	34628	11976	35983	10347	37227
0:38:05	30.0	9698	34567	11976	36063	10347	36923
0:38:10	30.0	9733	34572	11883	36057	10371	37027
0:38:15	30.0	9728	34544	11942	36063	10307	37270
