

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190227_GAP_assay2.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	2/27/2019
Time	4:59:05 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:20:00 (HH:MM:SS), Interval 0:00:05, 961 Reads
    Read	Fluorescence Endpoint
	E2..E10
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E		SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10			Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	E2	E3	E4	E5	E6	E7	E8	E9	E10
0:07:10	30.0	6691	9948	9962	6611	11245	10285	6491	11370	10558
0:07:15	30.0	6690	10093	9964	6625	11294	10457	6435	11375	10585
0:07:20	30.0	6726	10107	10073	6585	11355	10300	6451	11477	10695
0:07:25	30.0	6664	10084	10061	6636	11304	10491	6487	11455	10712
0:07:30	30.0	6618	10216	10090	6573	11370	10524	6500	11550	10727
0:07:35	30.0	6659	10205	10107	6592	11560	10535	6440	11639	10881
0:07:40	30.0	6695	10231	10215	6637	11489	10478	6430	11626	10926
0:07:45	30.0	6696	10299	10270	6583	11669	10645	6492	11731	10910
0:07:50	30.0	6684	10437	10295	6586	11824	10737	6521	11840	11015
0:07:55	30.0	6663	10410	10321	6616	11647	10670	6448	11747	11059
0:08:00	30.0	6715	10528	10387	6642	11713	10753	6492	11908	11106
0:08:05	30.0	6718	10457	10373	6641	11891	10769	6515	12019	11162
0:08:10	30.0	6741	10466	10346	6633	11891	10947	6492	11984	11177
0:08:15	30.0	6716	10530	10450	6606	12051	10901	6540	12110	11284
0:08:20	30.0	6736	10564	10455	6642	12014	10923	6493	12102	11245
0:08:25	30.0	6678	10664	10526	6619	12062	10977	6534	12224	11374
0:08:30	30.0	6728	10649	10557	6652	12064	11032	6427	12285	11355
0:08:35	30.0	6731	10700	10627	6619	12210	11082	6549	12311	11444
0:08:40	30.0	6661	10737	10657	6594	12148	11159	6518	12333	11425
0:08:45	30.0	6741	10721	10711	6584	12301	11202	6541	12389	11413
0:08:50	30.0	6767	10953	10791	6611	12308	11314	6564	12572	11499
0:08:55	30.0	6723	10908	10826	6640	12348	11329	6576	12572	11587
0:09:00	30.0	6708	10927	10836	6709	12441	11309	6481	12741	11619
0:09:05	30.0	6727	11034	10960	6597	12568	11356	6507	12663	11619
0:09:10	30.0	6744	10970	10912	6678	12573	11448	6558	12775	11765
0:09:15	30.0	6707	11120	10921	6684	12651	11443	6540	12755	11819
0:09:20	30.0	6728	11074	11017	6672	12640	11488	6491	12891	11816
0:09:25	30.0	6740	11130	10929	6649	12783	11570	6537	12827	11903
0:09:30	30.0	6777	11269	11147	6616	12890	11690	6533	12963	11977
0:09:35	30.0	6752	11296	10993	6651	12931	11588	6484	13094	12066
0:09:40	30.0	6697	11223	11148	6631	12821	11723	6576	13116	12091
0:09:45	30.0	6754	11292	11187	6656	12821	11788	6551	13116	12102
0:09:50	30.0	6774	11273	11217	6670	13006	11798	6528	13249	12137
0:09:55	30.0	6754	11404	11342	6604	13047	11908	6519	13229	12272
0:10:00	30.0	6830	11436	11299	6673	13066	11910	6523	13342	12252
0:10:05	30.0	6792	11437	11384	6647	13168	11990	6546	13328	12301
0:10:10	30.0	6788	11515	11366	6672	13159	11934	6591	13423	12385
0:10:15	30.0	6730	11627	11393	6683	13248	12028	6564	13544	12484
0:10:20	30.0	6833	11651	11502	6691	13241	11970	6517	13560	12501
0:10:25	30.0	6737	11636	11506	6656	13285	12083	6528	13485	12541
0:10:30	30.0	6771	11738	11509	6697	13328	12153	6601	13734	12592
0:10:35	30.0	6760	11770	11585	6646	13533	12178	6586	13770	12582
0:10:40	30.0	6788	11748	11554	6670	13629	12239	6564	13739	12601
0:10:45	30.0	6758	11796	11640	6690	13586	12243	6574	13807	12754
0:10:50	30.0	6832	11855	11651	6647	13531	12375	6571	13864	12862
0:10:55	30.0	6759	11957	11653	6712	13735	12321	6500	14100	12855
0:11:00	30.0	6794	12029	11728	6691	13669	12449	6592	14016	12871
0:11:05	30.0	6793	12069	11781	6616	13768	12443	6595	14032	13025
0:11:10	30.0	6788	12129	11936	6669	13761	12557	6592	14131	12975
0:11:15	30.0	6782	12108	11978	6714	13960	12594	6561	14180	12929
0:11:20	30.0	6807	12090	11948	6686	13913	12583	6624	14265	13056
0:11:25	30.0	6836	12205	12021	6670	13934	12653	6664	14426	13186
0:11:30	30.0	6795	12186	12054	6718	14108	12675	6598	14371	13051
0:11:35	30.0	6807	12373	12013	6686	14095	12793	6616	14315	13256
0:11:40	30.0	6854	12374	12096	6720	14059	12836	6576	14447	13310
0:11:45	30.0	6862	12244	12091	6651	14244	12763	6573	14588	13356
0:11:50	30.0	6807	12450	12121	6626	14410	12886	6576	14605	13322
0:11:55	30.0	6849	12478	12234	6714	14350	13031	6582	14639	13449
0:12:00	30.0	6842	12528	12216	6689	14251	12974	6614	14761	13363
0:12:05	30.0	6833	12531	12317	6649	14413	13014	6604	14786	13477
0:12:10	30.0	6848	12558	12293	6730	14464	13080	6621	14799	13531
0:12:15	30.0	6849	12655	12456	6751	14601	13200	6631	14860	13677
0:12:20	30.0	6909	12635	12390	6681	14592	13132	6648	14992	13685
0:12:25	30.0	6812	12760	12463	6733	14640	13258	6617	14961	13668
0:12:30	30.0	6859	12751	12520	6718	14880	13337	6593	15050	13665
0:12:35	30.0	6907	12694	12621	6721	14842	13267	6609	15010	13825
0:12:40	30.0	6870	12879	12637	6710	14801	13288	6606	15237	13883
0:12:45	30.0	6839	12774	12740	6775	14987	13286	6610	15211	13895
0:12:50	30.0	6840	12946	12601	6693	14880	13381	6633	15354	13938
0:12:55	30.0	6838	12969	12777	6779	15008	13466	6592	15289	14048
0:13:00	30.0	6855	13042	12787	6698	14964	13469	6649	15422	14094
0:13:05	30.0	6865	13020	12756	6734	14985	13586	6667	15623	14208
0:13:10	30.0	6869	13048	12957	6757	15195	13559	6634	15515	14147
0:13:15	30.0	6874	13139	12764	6774	15233	13633	6678	15599	14179
0:13:20	30.0	6877	13270	12972	6774	15219	13796	6682	15657	14073
0:13:25	30.0	6899	13241	13052	6793	15303	13831	6624	15725	14363
0:13:30	30.0	6887	13252	13115	6694	15305	13830	6692	15792	14416
0:13:35	30.0	6900	13319	13101	6728	15434	13737	6624	15804	14272
0:13:40	30.0	6896	13348	13149	6770	15533	13910	6654	15935	14469
0:13:45	30.0	6884	13288	13083	6688	15610	13918	6579	15917	14542
0:13:50	30.0	6917	13553	13109	6744	15521	14030	6663	15917	14521
0:13:55	30.0	6926	13527	13208	6777	15580	14074	6692	16107	14682
0:14:00	30.0	6956	13474	13239	6671	15688	13980	6654	16130	14610
0:14:05	30.0	6894	13565	13445	6781	15759	14126	6665	16067	14640
0:14:10	30.0	6904	13603	13340	6842	15770	14284	6621	16318	14652
0:14:15	30.0	6941	13531	13427	6810	15832	14182	6743	16257	14913
0:14:20	30.0	6944	13679	13330	6759	16009	14237	6724	16251	14903
0:14:25	30.0	6942	13733	13460	6793	16020	14310	6697	16502	14996
0:14:30	30.0	6951	13663	13521	6796	15972	14326	6670	16398	14910
0:14:35	30.0	6902	13782	13640	6720	16069	14411	6731	16341	14987
0:14:40	30.0	6991	13883	13574	6761	16231	14435	6692	16507	14986
0:14:45	30.0	6993	13812	13620	6773	16191	14426	6668	16700	15032
0:14:50	30.0	6902	13825	13631	6753	16208	14405	6662	16693	15192
0:14:55	30.0	6945	14122	13781	6872	16338	14691	6672	16873	15180
0:15:00	30.0	6909	14000	13748	6791	16435	14700	6616	16707	15161
0:15:05	30.0	6972	14087	13802	6791	16442	14764	6669	16904	15248
0:15:10	30.0	6965	14035	13915	6765	16383	14785	6690	16944	15276
0:15:15	30.0	6995	14048	14049	6764	16477	14716	6667	17049	15334
0:15:20	30.0	6938	14142	13798	6830	16466	14684	6666	17107	15311
0:15:25	30.0	6976	14193	13997	6771	16646	14775	6738	17038	15442
0:15:30	30.0	6985	14119	13975	6808	16753	14941	6725	17228	15529
0:15:35	30.0	6976	14218	14143	6859	16767	15062	6712	17274	15585
0:15:40	30.0	7002	14307	14026	6814	16773	14956	6679	17285	15667
0:15:45	30.0	6960	14372	14163	6828	16930	15043	6762	17367	15706
0:15:50	30.0	7050	14408	14169	6842	16906	15106	6776	17394	15676
0:15:55	30.0	6987	14484	14295	6792	16966	15144	6740	17424	15738
0:16:00	30.0	6984	14472	14171	6807	17024	15269	6741	17482	15941
0:16:05	30.0	7018	14517	14318	6826	17032	15208	6729	17590	15842
0:16:10	30.0	7072	14614	14345	6796	17070	15314	6666	17474	15924
0:16:15	30.0	7024	14777	14367	6842	17185	15321	6710	17677	15960
0:16:20	30.0	6970	14781	14408	6863	17277	15365	6681	17683	15985
0:16:25	30.0	7102	14820	14411	6862	17171	15256	6761	17701	15916
0:16:30	30.0	7030	14713	14615	6843	17299	15265	6805	17749	16188
0:16:35	30.0	7080	14908	14619	6792	17417	15420	6715	18023	16153
0:16:40	30.0	7068	14884	14440	6831	17374	15486	6744	18052	16330
0:16:45	30.0	7079	14966	14477	6860	17457	15630	6709	18119	16242
0:16:50	30.0	6994	14938	14773	6851	17577	15675	6790	18215	16377
0:16:55	30.0	7049	14965	14721	6860	17526	15645	6837	18137	16360
0:17:00	30.0	7069	15072	14653	6842	17656	15759	6774	18002	16523
0:17:05	30.0	7000	15108	14792	6844	17595	15762	6760	18113	16623
0:17:10	30.0	7068	15110	14792	6824	17785	15802	6729	18319	16470
0:17:15	30.0	7001	15106	14794	6884	17692	15818	6726	18405	16670
0:17:20	30.0	7061	15183	14830	6846	17719	15903	6709	18387	16670
0:17:25	30.0	7109	15262	14993	6912	17811	15862	6711	18428	16572
0:17:30	30.0	7091	15382	15130	6834	17965	15932	6742	18428	16809
0:17:35	30.0	7107	15314	15014	6859	18039	15946	6728	18578	16830
0:17:40	30.0	7071	15449	15100	6872	18067	16010	6806	18657	17017
0:17:45	30.0	7024	15389	15210	6905	18176	16163	6687	18742	16861
0:17:50	30.0	7085	15548	15129	6956	18083	16202	6742	18724	16872
0:17:55	30.0	7038	15521	15186	6855	18194	16130	6743	18795	17097
0:18:00	30.0	7077	15477	15217	6848	18217	16349	6818	18788	16915
0:18:05	30.0	7044	15582	15349	6873	18378	16378	6808	18944	17171
0:18:10	30.0	7113	15694	15350	6896	18269	16329	6811	18881	17228
0:18:15	30.0	7104	15719	15467	6839	18381	16431	6850	18801	17150
0:18:20	30.0	7065	15889	15475	6900	18696	16423	6807	19173	17130
0:18:25	30.0	7107	15859	15400	6931	18576	16589	6750	19200	17281
0:18:30	30.0	7139	15858	15511	6907	18556	16444	6868	19197	17312
0:18:35	30.0	7155	15771	15448	6922	18662	16477	6848	19080	17256
0:18:40	30.0	7121	15891	15642	6896	18549	16678	6756	19196	17423
0:18:45	30.0	7093	15923	15627	6977	18767	16640	6868	19323	17461
0:18:50	30.0	7112	16007	15577	6926	18791	16659	6778	19275	17497
0:18:55	30.0	7123	16005	15712	6869	18826	16687	6779	19359	17569
0:19:00	30.0	7095	16164	15750	6904	19083	16701	6864	19534	17580
0:19:05	30.0	7158	16122	15825	6895	18886	16944	6818	19433	17646
0:19:10	30.0	7141	16118	15822	6951	19054	16901	6853	19715	17626
0:19:15	30.0	7135	16244	15843	6890	19262	16876	6804	19623	17708
0:19:20	30.0	7231	16262	15899	6952	19062	17008	6822	19702	17781
0:19:25	30.0	7142	16217	15991	6919	19091	16915	6848	19594	17949
0:19:30	30.0	7165	16376	15981	6901	19192	17021	6836	19719	17926
0:19:35	30.0	7165	16467	16056	6943	19114	17003	6788	19791	17769
0:19:40	30.0	7155	16550	16039	6960	19118	17219	6847	19832	18014
0:19:45	30.0	7204	16458	16021	6934	19552	17246	6792	19908	18092
0:19:50	30.0	7145	16621	16005	6978	19368	17415	6781	20152	18128
0:19:55	30.0	7165	16597	16125	6946	19585	17184	6846	20172	18006
0:20:00	30.0	7189	16592	16239	6939	19609	17315	6866	20278	18199
0:20:05	30.0	7216	16591	16243	6957	19606	17393	6868	20091	18045
0:20:10	30.0	7222	16634	16356	7017	19704	17532	6783	20249	18245
0:20:15	30.0	7124	16681	16369	7027	19761	17604	6892	20433	18268
0:20:20	30.0	7286	16717	16366	6930	19720	17541	6831	20426	18348
0:20:25	30.0	7236	16660	16421	6930	19666	17492	6856	20433	18402
0:20:30	30.0	7218	16775	16417	6976	19822	17583	6854	20435	18398
0:20:35	30.0	7219	16865	16613	6938	19867	17763	6889	20435	18530
0:20:40	30.0	7194	16982	16433	7052	19861	17771	6778	20639	18559
0:20:45	30.0	7181	16939	16710	6961	20034	17847	6923	20501	18600
0:20:50	30.0	7237	16988	16595	6969	20008	17800	6853	20689	18718
0:20:55	30.0	7264	16972	16550	6931	19950	17816	6874	20938	18698
0:21:00	30.0	7198	16956	16694	7016	20190	17867	6913	20803	18672
0:21:05	30.0	7212	17112	16682	7011	20461	17874	6832	20843	18772
0:21:10	30.0	7272	17166	16927	6977	20125	17993	6895	20727	18806
0:21:15	30.0	7236	17252	16937	6960	20278	17897	6854	20859	18908
0:21:20	30.0	7235	17207	16818	7000	20322	18107	6852	20862	18952
0:21:25	30.0	7220	17338	16894	6974	20355	17922	6941	20990	19003
0:21:30	30.0	7235	17334	17082	7026	20467	18148	6971	21109	19069
0:21:35	30.0	7296	17274	17073	6955	20407	18272	6880	21126	19061
0:21:40	30.0	7279	17467	17037	7054	20503	18148	6878	21268	19096
0:21:45	30.0	7294	17348	17054	7019	20713	18413	6873	21334	19189
0:21:50	30.0	7254	17372	17035	7011	20675	18258	6878	21169	19267
0:21:55	30.0	7247	17444	17163	7011	20568	18237	6962	21459	19294
0:22:00	30.0	7335	17630	17243	7091	20723	18298	6910	21407	19321
0:22:05	30.0	7245	17731	17331	7042	20840	18460	6878	21383	19324
0:22:10	30.0	7279	17580	17222	6972	20719	18376	6898	21518	19343
0:22:15	30.0	7339	17566	17409	7110	20737	18441	6870	21565	19354
0:22:20	30.0	7258	17865	17262	7014	20868	18701	6889	21477	19616
0:22:25	30.0	7268	17802	17403	7053	21022	18566	6936	21639	19665
0:22:30	30.0	7265	17831	17418	7013	20969	18805	6898	21597	19501
0:22:35	30.0	7257	17878	17556	7049	21092	18680	6984	21670	19642
0:22:40	30.0	7281	17856	17485	7038	20961	18697	6920	21623	19685
0:22:45	30.0	7315	17796	17602	7044	21396	18691	6929	21627	19696
0:22:50	30.0	7262	17857	17505	7077	21275	18874	6934	21845	19865
0:22:55	30.0	7331	18114	17568	7005	21367	18825	6927	21781	19688
0:23:00	30.0	7243	17924	17683	7035	21439	18919	6925	21772	19831
0:23:05	30.0	7286	18113	17812	7072	21458	18995	6888	21820	20036
0:23:10	30.0	7294	18063	17757	7014	21346	19113	6934	22012	20097
0:23:15	30.0	7333	18108	17795	7082	21346	19036	6951	22181	20073
0:23:20	30.0	7358	18235	17930	7113	21524	19080	6896	22229	20105
0:23:25	30.0	7310	18370	17709	7110	21584	19151	6983	22142	20011
0:23:30	30.0	7333	18332	18003	7076	21702	19172	6925	22030	20210
0:23:35	30.0	7327	18385	17948	7098	21546	19142	6927	22224	20028
0:23:40	30.0	7388	18371	17912	7127	21755	19145	7003	22089	20168
0:23:45	30.0	7393	18342	18012	7057	21697	19460	6933	22302	20277
0:23:50	30.0	7369	18587	17975	7102	21723	19337	6976	22124	20407
0:23:55	30.0	7335	18440	18170	7113	21802	19555	6977	22074	20305
0:24:00	30.0	7343	18579	18215	7124	21864	19444	6952	22298	20337
0:24:05	30.0	7345	18565	18239	7104	21832	19497	6970	22243	20168
0:24:10	30.0	7346	18803	18095	7129	21996	19411	6998	22217	20462
0:24:15	30.0	7429	18650	18355	7164	21966	19641	6921	22291	20652
0:24:20	30.0	7337	18818	18379	7123	22081	19673	6989	22484	20509
0:24:25	30.0	7375	18728	18359	7065	22073	19600	6934	22235	20646
0:24:30	30.0	7327	18770	18335	7080	21978	19878	6938	22157	20708
0:24:35	30.0	7361	18682	18528	7099	22100	19799	7014	22229	20589
0:24:40	30.0	7410	18624	18501	7103	22252	19689	7056	22289	20784
0:24:45	30.0	7408	18849	18587	7135	22231	19922	6968	22412	20731
0:24:50	30.0	7413	19090	18389	7040	22412	19725	6976	22350	20730
0:24:55	30.0	7442	18940	18501	7162	22387	19832	7002	22433	20762
0:25:00	30.0	7411	18938	18513	7149	22454	19922	6995	22251	21006
0:25:05	30.0	7474	18979	18614	7066	22476	19839	7062	22407	20967
0:25:10	30.0	7397	19254	18686	7211	22397	19874	6972	22360	21140
0:25:15	30.0	7397	19026	18795	7148	22689	20137	7014	22212	21138
0:25:20	30.0	7374	19261	18803	7160	22669	20156	6950	22165	21112
0:25:25	30.0	7449	19189	18957	7123	22732	20136	6989	22203	21285
0:25:30	30.0	7475	19297	18770	7190	22697	20231	7038	22383	21153
0:25:35	30.0	7441	19267	18938	7093	22692	20037	7028	22514	21179
0:25:40	30.0	7417	19423	18851	7138	22833	20169	6963	22262	21126
0:25:45	30.0	7399	19343	18902	7141	22941	20276	7028	22254	21209
0:25:50	30.0	7519	19529	19214	7201	22706	20217	6994	22319	21308
0:25:55	30.0	7480	19377	19040	7121	23011	20390	7052	22415	21259
0:26:00	30.0	7484	19489	19109	7154	22966	20562	6993	22343	21287
0:26:05	30.0	7444	19418	19290	7145	22860	20431	7002	22283	21352
0:26:10	30.0	7434	19659	19194	7116	23143	20513	7034	22454	21277
0:26:15	30.0	7407	19604	19184	7151	23075	20435	7014	22208	21457
0:26:20	30.0	7484	19609	19159	7207	23054	20604	7045	22293	21529
0:26:25	30.0	7392	19806	19249	7061	23322	20512	7077	22403	21508
0:26:30	30.0	7456	19824	19247	7173	23164	20888	7007	22431	21577
0:26:35	30.0	7490	19748	19404	7164	23305	20759	7047	22414	21564
0:26:40	30.0	7417	19872	19411	7177	23360	20749	7021	22344	21584
0:26:45	30.0	7466	19820	19574	7131	23381	20878	7043	22371	21667
0:26:50	30.0	7513	19894	19412	7200	23626	20737	7040	22430	21696
0:26:55	30.0	7557	19922	19581	7247	23378	21087	7079	22176	21748
0:27:00	30.0	7479	19943	19639	7167	23397	20895	7071	22407	21696
0:27:05	30.0	7510	19975	19470	7210	23521	20798	7073	22385	21779
0:27:10	30.0	7545	20198	19571	7196	23467	20938	7046	22439	21794
0:27:15	30.0	7562	20140	19882	7248	23725	21149	7032	22341	21964
0:27:20	30.0	7460	20129	19721	7249	23686	21094	7072	22338	21857
0:27:25	30.0	7470	20200	19563	7223	23665	21138	7134	22371	21888
0:27:30	30.0	7531	20243	19751	7250	23809	21253	7110	22273	22067
0:27:35	30.0	7508	20148	19885	7196	23755	21139	7094	22339	22128
0:27:40	30.0	7570	20304	19920	7174	23744	21428	7101	22428	21821
0:27:45	30.0	7560	20249	20053	7205	23783	21325	7083	22311	22090
0:27:50	30.0	7534	20411	19849	7172	24064	21305	7096	22279	22135
0:27:55	30.0	7528	20555	19979	7224	23916	21255	7103	22372	22199
0:28:00	30.0	7464	20485	19999	7259	24059	21365	7096	22409	21862
0:28:05	30.0	7589	20458	20051	7278	23877	21490	7139	22280	22196
0:28:10	30.0	7649	20457	20260	7265	24094	21432	7102	22406	22093
0:28:15	30.0	7513	20659	20152	7196	24155	21490	7114	22248	22161
0:28:20	30.0	7549	20416	20174	7203	24185	21695	7085	22534	22273
0:28:25	30.0	7535	20773	20181	7209	24252	21559	7077	22258	21953
0:28:30	30.0	7564	20582	20252	7245	24153	21590	7101	22176	21895
0:28:35	30.0	7578	20841	20240	7243	24258	21831	7139	22515	22007
0:28:40	30.0	7522	20699	20187	7291	24397	21710	7132	22354	21937
0:28:45	30.0	7563	20915	20339	7256	24522	21821	7155	22389	22223
