

Software Version	3.03.14





Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20200608_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt


Plate Number	Plate 1
Date	6/8/2020
Time	1:49:09 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details
Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:23:00 (HH:MM:SS), Interval 0:00:05, 997 Reads
    Read	Fluorescence Endpoint
	G2..G9
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout

	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G		SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8				Well ID
H													Well ID
425,457

Time	T° 425,457	G2	G3	G4	G5	G6	G7	G8	G9
0:01:30	30.0	6468	8151	6751	9009	8396	9157	8495	12177
0:01:35	30.0	6521	8220	6714	9111	8424	9145	8561	12303
0:01:40	30.0	6495	8321	6776	9135	8423	9287	8560	12472
0:01:45	30.0	6460	8436	6756	9253	8478	9225	8510	12715
0:01:50	30.0	6492	8557	6707	9310	8368	9354	8532	12866
0:01:55	30.0	6472	8564	6767	9419	8400	9441	8547	13091
0:02:00	30.0	6532	8619	6748	9580	8473	9572	8567	13307
0:02:05	30.0	6484	8674	6751	9717	8393	9530	8553	13493
0:02:10	30.0	6505	8825	6807	9795	8456	9709	8510	13654
0:02:15	30.0	6469	8778	6730	9884	8378	9790	8572	13978
0:02:20	30.0	6470	8905	6786	10000	8408	9904	8578	14066
0:02:25	30.0	6534	8971	6813	10156	8453	10023	8580	14296
0:02:30	30.0	6567	9182	6868	10349	8387	10152	8582	14436
0:02:35	30.0	6517	9050	6872	10326	8366	10139	8575	14661
0:02:40	30.0	6501	9176	6810	10538	8434	10254	8504	14770
0:02:45	30.0	6552	9281	6874	10676	8469	10289	8595	15056
0:02:50	30.0	6597	9409	6823	10674	8421	10394	8537	15145
0:02:55	30.0	6519	9465	6850	10770	8431	10484	8549	15357
0:03:00	30.0	6508	9546	6852	10949	8422	10559	8631	15598
0:03:05	30.0	6579	9553	6900	11011	8411	10664	8558	15726
0:03:10	30.0	6518	9713	6881	11213	8479	10720	8606	15937
0:03:15	30.0	6571	9715	6883	11366	8386	10817	8621	16068
0:03:20	30.0	6549	9854	6891	11347	8442	10896	8625	16361
0:03:25	30.0	6527	9907	6884	11512	8400	11049	8720	16573
0:03:30	30.0	6594	9996	6900	11551	8440	11055	8574	16786
0:03:35	30.0	6541	10013	6882	11672	8481	11174	8601	16866
0:03:40	30.0	6559	10147	6909	11843	8457	11315	8616	17156
0:03:45	30.0	6585	10195	6850	11915	8430	11370	8647	17244
0:03:50	30.0	6535	10359	6882	12007	8484	11371	8631	17557
0:03:55	30.0	6581	10361	6885	12033	8387	11395	8688	17769
0:04:00	30.0	6767	10417	6920	12242	8503	11501	8677	17939
0:04:05	30.0	6721	10439	6894	12355	8399	11582	8686	18102
0:04:10	30.0	6794	10611	6982	12329	8445	11687	8678	18297
0:04:15	30.0	6726	10661	6863	12556	8463	11713	8748	18501
0:04:20	30.0	6782	10666	6923	12581	8468	11849	8724	18598
0:04:25	30.0	6861	10792	6880	12648	8447	11815	8781	18902
0:04:30	30.0	6825	10929	6903	12941	8508	11940	8707	18944
0:04:35	30.0	6755	10926	6938	12977	8447	12073	8705	19111
0:04:40	30.0	6803	11071	6904	13034	8436	12154	8740	19400
0:04:45	30.0	6791	11020	6945	13238	8430	12247	8732	19562
0:04:50	30.0	6852	11058	6885	13259	8414	12390	8720	19816
0:04:55	30.0	6841	11212	6915	13310	8428	12398	8719	20048
0:05:00	30.0	6904	11291	6929	13459	8480	12447	8719	20229
0:05:05	30.0	6929	11384	6878	13599	8440	12470	8726	20479
0:05:10	30.0	6970	11384	6984	13690	8513	12573	8740	20555
0:05:15	30.0	6930	11517	6934	13786	8419	12674	8776	20758
0:05:20	30.0	6973	11559	6944	13933	8473	12690	8780	20864
0:05:25	30.0	6967	11671	6919	14019	8387	12803	8773	21068
0:05:30	30.0	6985	11725	6939	14126	8418	12912	8791	21423
0:05:35	30.0	7003	11771	6867	14267	8477	13000	8898	21462
0:05:40	30.0	7026	11887	6968	14398	8459	13186	8846	21918
0:05:45	30.0	6959	11835	6900	14384	8449	13155	8850	21680
0:05:50	30.0	6999	12022	6936	14479	8474	13144	8891	22136
0:05:55	30.0	7078	12143	6902	14617	8429	13303	8868	22233
0:06:00	30.0	7036	12212	6888	14767	8450	13346	8900	22445
0:06:05	30.0	6978	12254	6952	14900	8416	13526	8797	22632
0:06:10	30.0	7035	12348	6958	14934	8445	13453	8940	22868
0:06:15	30.0	7000	12490	6942	14958	8508	13535	8889	23022
0:06:20	30.0	7001	12505	6980	15141	8487	13688	8904	23178
0:06:25	30.0	7048	12539	6958	15200	8474	13738	8953	23433
0:06:30	30.0	7014	12623	6928	15299	8498	13761	8885	23507
0:06:35	30.0	7030	12759	6913	15604	8459	13879	8888	23623
0:06:40	30.0	7012	12816	6891	15604	8450	14061	8948	23825
0:06:45	30.0	7049	12922	6927	15563	8441	14094	8965	24096
0:06:50	30.0	7042	12942	6891	15697	8485	14305	8933	24114
0:06:55	30.0	7087	13011	6908	15808	8510	14269	8944	24470
0:07:00	30.0	7051	13048	6950	15960	8439	14247	8970	24789
0:07:05	30.0	7008	13182	6970	15958	8543	14387	8972	24714
0:07:10	30.0	7034	13310	6892	16286	8455	14539	8991	24953
0:07:15	30.0	7052	13275	6903	16224	8444	14516	8954	25069
0:07:20	30.0	6988	13438	6946	16439	8489	14724	8985	25218
0:07:25	30.0	7073	13511	6893	16515	8541	14711	9062	25699
0:07:30	30.0	7054	13640	6922	16714	8472	14869	9020	25559
0:07:35	30.0	7040	13646	6915	16717	8482	14938	9024	26042
0:07:40	30.0	7050	13711	6959	16900	8514	15037	9121	26220
0:07:45	30.0	7064	13772	6927	17052	8513	15169	9010	26140
0:07:50	30.0	7073	13981	6960	16904	8547	15139	9038	26391
0:07:55	30.0	7059	13969	6926	17214	8458	15233	9065	26740
0:08:00	30.0	6999	14042	6965	17246	8512	15392	9046	26763
0:08:05	30.0	6991	14259	6919	17375	8530	15489	8968	26974
0:08:10	30.0	7060	14211	6895	17386	8512	15509	9031	26993
0:08:15	30.0	7004	14264	6904	17519	8475	15646	9091	27375
0:08:20	30.0	7021	14348	6874	17635	8447	15534	9005	27327
0:08:25	30.0	7037	14390	7003	17816	8465	15760	9063	27465
0:08:30	30.0	7057	14583	6941	17772	8460	15706	9119	27745
0:08:35	30.0	7031	14601	6958	17985	8465	15945	9126	28093
0:08:40	30.0	7023	14653	6944	18033	8515	15978	9066	28185
0:08:45	30.0	7079	14776	6941	18249	8447	16131	9044	28540
0:08:50	30.0	7051	14830	6967	18268	8475	16178	9011	28612
0:08:55	30.0	7054	14949	6961	18373	8437	16386	9058	28653
0:09:00	30.0	7083	14868	6991	18471	8496	16402	9163	29156
0:09:05	30.0	7060	15098	6989	18809	8469	16412	9020	29073
0:09:10	30.0	7102	15087	6990	18679	8524	16477	9054	29212
0:09:15	30.0	7099	15175	6955	18728	8473	16604	9089	29282
0:09:20	30.0	7049	15252	7026	18985	8609	16593	9128	29429
0:09:25	30.0	7107	15275	6996	19100	8497	16739	9135	29528
0:09:30	30.0	7054	15524	6972	19016	8497	16894	9080	29704
0:09:35	30.0	7107	15477	6969	19153	8502	16781	9088	29914
0:09:40	30.0	7150	15637	6964	19222	8492	16982	9125	30223
0:09:45	30.0	7086	15679	6932	19359	8511	17184	9110	30317
0:09:50	30.0	7138	15786	6951	19547	8555	17187	9092	30481
0:09:55	30.0	7068	15725	6969	19604	8526	17207	9083	30554
0:10:00	30.0	7067	15887	6981	19772	8489	17417	9211	30702
0:10:05	30.0	7078	15922	6935	19851	8545	17449	9181	31186
0:10:10	30.0	7071	16084	6949	19978	8569	17517	9099	31072
0:10:15	30.0	7099	16151	7007	20004	8535	17504	9024	31324
0:10:20	30.0	7075	16093	7086	20053	8519	17627	9082	31458
0:10:25	30.0	7076	16232	6976	20151	8558	17950	9185	31756
0:10:30	30.0	7110	16399	6935	20295	8538	17730	9148	31742
0:10:35	30.0	7107	16337	7011	20517	8575	17873	9138	32041
0:10:40	30.0	7087	16384	6934	20479	8646	17941	9063	32291
0:10:45	30.0	7125	16471	6965	20619	8567	18082	9148	32330
0:10:50	30.0	7112	16599	7066	20786	8557	18091	9169	32398
0:10:55	30.0	7129	16639	6999	20897	8500	18206	9152	32760
0:11:00	30.0	7094	16719	6971	20885	8537	18325	9152	32479
0:11:05	30.0	7188	16853	6945	21218	8536	18410	9155	32808
0:11:10	30.0	7135	16891	7007	21177	8494	18490	9165	33123
0:11:15	30.0	7131	17066	7057	21138	8497	18597	9141	33197
0:11:20	30.0	7110	17065	7016	21236	8580	18559	9161	33193
0:11:25	30.0	7129	17104	6926	21201	8516	18736	9194	33434
0:11:30	30.0	7183	17244	7073	21567	8507	18921	9268	33450
0:11:35	30.0	7121	17227	7102	21562	8548	18921	9226	33414
0:11:40	30.0	7117	17425	7003	21739	8552	19058	9152	34066
0:11:45	30.0	7183	17429	6981	21785	8609	19114	9263	33778
0:11:50	30.0	7167	17496	7090	21872	8538	19197	9150	34258
0:11:55	30.0	7163	17508	6997	22049	8565	19283	9160	33964
0:12:00	30.0	7131	17644	6947	22069	8469	19339	9167	34380
0:12:05	30.0	7099	17664	7031	22088	8535	19362	9203	34433
0:12:10	30.0	7136	17734	7050	22225	8581	19481	9184	34476
0:12:15	30.0	7105	17889	7050	22316	8557	19615	9171	34884
0:12:20	30.0	7125	17973	7060	22568	8596	19703	9208	34786
0:12:25	30.0	7152	18052	7043	22470	8611	19749	9193	35023
0:12:30	30.0	7142	18052	7073	22685	8545	19745	9167	34963
0:12:35	30.0	7134	18158	7037	22975	8582	19939	9199	35411
0:12:40	30.0	7128	18323	7036	22684	8540	19964	9270	35381
0:12:45	30.0	7171	18342	7067	22858	8635	20005	9263	35392
0:12:50	30.0	7169	18331	7019	23184	8551	20092	9207	35518
0:12:55	30.0	7151	18459	7077	22977	8607	20070	9239	35597
0:13:00	30.0	7189	18619	7033	23109	8582	20235	9171	35765
0:13:05	30.0	7180	18602	7098	23171	8589	20349	9290	35782
0:13:10	30.0	7177	18755	7075	23358	8602	20306	9288	35786
0:13:15	30.0	7204	18865	7077	23332	8644	20454	9257	35849
0:13:20	30.0	7183	18832	7005	23643	8568	20582	9239	36366
0:13:25	30.0	7181	18911	7119	23695	8589	20772	9247	36467
0:13:30	30.0	7225	18948	7019	23583	8623	20758	9267	36365
0:13:35	30.0	7145	19038	7099	23744	8632	20927	9217	36619
0:13:40	30.0	7153	19127	7105	23655	8627	20923	9285	36622
0:13:45	30.0	7122	19382	7099	23850	8590	20963	9206	36606
0:13:50	30.0	7151	19300	7155	23830	8587	21147	9271	36774
0:13:55	30.0	7190	19383	7035	23811	8546	21277	9259	37164
0:14:00	30.0	7200	19380	7078	24000	8565	21149	9310	37015
0:14:05	30.0	7180	19531	7063	24012	8650	21308	9279	37092
0:14:10	30.0	7212	19461	7140	23997	8544	21352	9252	37135
0:14:15	30.0	7171	19712	7089	24055	8574	21521	9261	37213
0:14:20	30.0	7203	19712	7142	24309	8571	21389	9338	37165
0:14:25	30.0	7178	19878	7104	24136	8625	21809	9323	37383
0:14:30	30.0	7188	19852	7073	23976	8652	21758	9291	37634
0:14:35	30.0	7157	19996	7112	24262	8621	21677	9279	37530
0:14:40	30.0	7171	19985	7107	24234	8588	21912	9242	37639
0:14:45	30.0	7143	20170	7130	24174	8553	22036	9215	37848
0:14:50	30.0	7232	20081	7088	24209	8585	22195	9273	37797
0:14:55	30.0	7170	20222	7128	24144	8629	22179	9326	38250
0:15:00	30.0	7201	20350	7158	24120	8622	22284	9288	38208
0:15:05	30.0	7247	20330	7116	24171	8593	22237	9309	38262
0:15:10	30.0	7189	20354	7164	24015	8559	22349	9295	38094
0:15:15	30.0	7188	20530	7092	24034	8644	22551	9336	38313
0:15:20	30.0	7184	20576	7115	24280	8662	22439	9288	38505
0:15:25	30.0	7232	20683	7088	24207	8654	22536	9327	38446
0:15:30	30.0	7250	20645	7136	24278	8670	22707	9340	38458
0:15:35	30.0	7177	20786	7190	24232	8609	22660	9294	38865
0:15:40	30.0	7185	20861	7127	24121	8637	22905	9325	39138
0:15:45	30.0	7219	21012	7120	24117	8643	22874	9390	38627
0:15:50	30.0	7176	21222	7145	24076	8625	22953	9370	38595
0:15:55	30.0	7233	21153	7084	24060	8585	23027	9324	38885
0:16:00	30.0	7183	20982	7162	24254	8599	23204	9341	38867
0:16:05	30.0	7193	21136	7098	24214	8688	23165	9330	39153
0:16:10	30.0	7160	21291	7116	24051	8623	23409	9353	39081
0:16:15	30.0	7261	21377	7155	24022	8623	23525	9367	39206
0:16:20	30.0	7236	21341	7123	24168	8641	23453	9299	39457
0:16:25	30.0	7260	21605	7092	23979	8628	23557	9430	39323
0:16:30	30.0	7211	21578	7202	24033	8612	23620	9366	39506
0:16:35	30.0	7271	21533	7161	23958	8640	23876	9399	39251
0:16:40	30.0	7235	21687	7110	23980	8557	23880	9370	39406
0:16:45	30.0	7240	21667	7162	24125	8600	23827	9421	39612
0:16:50	30.0	7224	21776	7168	24168	8607	24074	9390	39825
0:16:55	30.0	7252	21745	7169	24067	8697	23989	9357	39720
0:17:00	30.0	7291	21885	7117	24257	8647	23923	9368	39544
0:17:05	30.0	7217	21961	7154	24120	8599	24037	9418	39525
0:17:10	30.0	7225	21965	7172	24042	8532	24355	9456	39595
0:17:15	30.0	7247	22172	7204	23974	8679	24151	9383	39775
0:17:20	30.0	7270	22223	7148	24178	8511	24383	9493	39854
0:17:25	30.0	7253	22216	7155	24052	8596	24467	9381	39945
0:17:30	30.0	7255	22379	7191	24031	8631	24624	9444	39792
0:17:35	30.0	7261	22291	7172	24118	8559	24643	9393	39774
0:17:40	30.0	7257	22404	7143	24167	8616	24619	9373	39990
0:17:45	30.0	7254	22702	7265	24132	8587	24716	9480	39900
0:17:50	30.0	7233	22697	7231	24009	8646	24762	9411	40245
0:17:55	30.0	7313	22560	7252	24092	8658	24798	9502	39799
0:18:00	30.0	7276	22617	7234	23859	8621	24915	9405	39749
0:18:05	30.0	7245	22739	7256	24053	8630	25043	9458	39880
0:18:10	30.0	7257	22698	7205	23974	8641	25210	9485	40168
0:18:15	30.0	7268	22918	7221	24045	8652	25091	9422	40225
0:18:20	30.0	7273	22838	7161	24096	8674	25168	9506	40170
0:18:25	30.0	7297	22864	7232	24026	8667	25351	9444	40300
0:18:30	30.0	7343	22889	7265	24068	8669	25366	9487	40093
0:18:35	30.0	7323	23102	7247	23900	8650	25394	9476	40075
0:18:40	30.0	7326	22945	7152	24045	8665	25556	9603	40236
0:18:45	30.0	7281	23016	7243	24031	8606	25565	9479	40269
0:18:50	30.0	7298	23079	7247	24213	8552	25680	9469	40270
0:18:55	30.0	7278	23059	7193	24021	8633	25672	9446	39966
0:19:00	30.0	7274	22995	7190	23906	8687	25783	9542	40323
0:19:05	30.0	7306	23130	7175	24047	8639	25738	9502	40222
0:19:10	30.0	7364	23196	7305	24132	8665	25801	9462	40463
0:19:15	30.0	7304	23058	7219	24018	8625	26159	9552	40217
0:19:20	30.0	7312	23271	7270	24015	8630	26315	9489	40031
0:19:25	30.0	7318	23122	7230	23900	8645	26162	9530	40386
0:19:30	30.0	7312	23252	7231	24042	8658	26445	9542	40408
0:19:35	30.0	7343	23221	7276	24063	8664	26312	9557	40383
0:19:40	30.0	7330	23156	7268	23909	8665	26519	9518	40350
0:19:45	30.0	7298	23042	7291	23855	8618	26460	9547	40411
0:19:50	30.0	7344	23103	7317	24089	8648	26387	9532	40357
0:19:55	30.0	7387	23069	7325	23948	8647	26641	9518	40574
0:20:00	30.0	7384	23228	7267	24033	8704	26568	9505	40500
0:20:05	30.0	7349	23219	7251	24164	8717	26618	9562	40430
0:20:10	30.0	7303	23169	7306	23943	8680	26740	9576	40423
0:20:15	30.0	7358	22949	7223	24072	8734	26841	9510	40373
0:20:20	30.0	7397	23205	7263	23926	8687	26945	9566	40489
0:20:25	30.0	7311	23137	7282	23891	8661	27095	9573	40362
0:20:30	30.0	7387	23387	7209	23979	8654	26996	9623	40363
0:20:35	30.0	7378	23195	7325	24009	8604	26968	9555	40456
0:20:40	30.0	7329	23066	7264	23999	8644	27044	9570	40375
0:20:45	30.0	7368	23224	7306	24072	8667	26987	9586	40396
0:20:50	30.0	7385	23179	7298	24073	8704	27235	9525	40418
0:20:55	30.0	7370	23002	7367	24071	8702	27316	9600	40485
0:21:00	30.0	7444	23268	7353	24071	8644	27309	9605	40216
0:21:05	30.0	7364	23275	7279	23904	8680	27634	9634	40367
0:21:10	30.0	7353	23292	7362	23959	8736	27604	9577	40329
0:21:15	30.0	7376	23139	7335	24030	8690	27466	9557	40298
0:21:20	30.0	7375	23327	7347	24028	8690	27657	9629	40424
0:21:25	30.0	7395	23025	7319	24005	8631	27665	9616	40530
0:21:30	30.0	7401	23105	7335	23845	8690	27752	9510	40423
0:21:35	30.0	7342	23201	7370	23801	8815	27988	9669	40553
0:21:40	30.0	7463	23197	7296	24091	8676	27912	9665	40713
0:21:45	30.0	7450	23239	7349	23857	8689	27855	9613	40411
0:21:50	30.0	7470	23130	7271	24043	8716	28108	9641	40440
0:21:55	30.0	7437	23153	7323	23960	8729	28010	9604	40197
0:22:00	30.0	7476	23161	7335	23756	8708	28163	9646	40176
0:22:05	30.0	7427	23396	7257	23892	8701	28318	9597	40444
0:22:10	30.0	7463	23291	7394	23954	8653	28316	9619	40829
0:22:15	30.0	7437	23205	7362	23963	8655	28507	9678	40459
0:22:20	30.0	7450	23032	7366	23871	8806	28402	9667	40215
0:22:25	30.0	7471	23342	7355	24019	8615	28471	9648	40390
0:22:30	30.0	7433	23160	7331	23795	8694	28545	9777	40419
0:22:35	30.0	7490	23255	7367	23997	8658	28512	9639	40452
0:22:40	30.0	7379	23196	7320	23895	8713	28758	9601	40461
0:22:45	30.0	7409	23204	7344	23715	8694	28685	9667	40502
0:22:50	30.0	7430	23184	7332	23784	8732	28668	9645	40485
0:22:55	30.0	7423	23283	7336	23878	8715	28695	9707	40295
0:23:00	30.0	7539	23085	7372	23947	8685	28753	9757	40408
0:23:05	30.0	7465	23198	7404	23842	8670	28852	9711	40305
0:23:10	30.0	7471	23079	7356	23829	8680	28994	9649	40398
0:23:15	30.0	7456	23094	7390	23906	8645	29022	9697	40599
0:23:20	30.0	7488	23093	7348	23732	8744	29040	9666	40615
0:23:25	30.0	7495	23306	7336	23983	8709	29166	9812	40405
0:23:30	30.0	7469	23339	7425	23834	8691	29306	9646	40400
0:23:35	30.0	7508	23065	7395	24008	8656	29327	9656	40279
0:23:40	30.0	7512	23330	7375	24132	8669	29269	9738	40566
0:23:45	30.0	7586	23205	7407	23906	8717	29216	9735	40336
0:23:50	30.0	7531	23200	7395	23937	8715	29288	9732	40450
0:23:55	30.0	7486	23130	7353	23672	8693	29671	9690	40653
0:24:00	30.0	7490	23430	7386	23958	8753	29553	9782	40399
0:24:05	30.0	7510	23192	7417	23829	8689	29728	9666	40655
0:24:10	30.0	7440	23125	7391	23725	8709	29533	9719	40573
0:24:15	30.0	7514	23084	7428	23950	8761	29814	9785	40601
0:24:20	30.0	7493	23281	7375	23734	8770	29793	9840	40642
0:24:25	30.0	7521	23244	7437	23909	8748	29861	9741	40418
0:24:30	30.0	7542	23174	7398	23893	8718	29640	9830	40596
0:24:35	30.0	7509	23085	7420	23859	8745	29737	9712	40333
0:24:40	30.0	7535	23141	7396	24029	8673	29916	9807	40615
0:24:45	30.0	7567	23118	7458	23723	8804	29988	9751	40484
0:24:50	30.0	7490	23191	7428	23895	8724	30129	9818	40408
0:24:55	30.0	7536	23088	7449	23853	8715	30145	9766	40395
0:25:00	30.0	7538	23160	7356	23964	8646	30369	9765	40481
0:25:05	30.0	7537	23202	7360	23724	8688	30233	9810	40608
0:25:10	30.0	7556	23209	7404	23959	8705	30085	9764	40411
0:25:15	30.0	7560	23100	7401	23727	8754	30016	9736	40357
0:25:20	30.0	7507	23182	7419	23873	8764	30308	9825	40735
0:25:25	30.0	7598	23278	7439	23789	8693	30414	9817	40444
0:25:30	30.0	7586	23229	7433	23800	8817	30472	9794	40553
0:25:35	30.0	7544	23285	7405	23808	8702	30254	9835	40408
0:25:40	30.0	7527	23218	7498	23796	8706	30321	9842	40750
0:25:45	30.0	7511	23093	7441	23809	8740	30541	9856	40503
0:25:50	30.0	7565	23044	7425	23698	8772	30605	9756	40634
0:25:55	30.0	7541	23090	7526	23940	8755	30925	9773	40768
0:26:00	30.0	7521	23130	7506	23881	8746	30627	9820	40520
0:26:05	30.0	7585	23233	7486	23881	8719	30966	9813	40705
0:26:10	30.0	7612	23266	7440	23890	8711	30927	9870	40467
0:26:15	30.0	7580	23256	7498	23871	8685	30721	9794	40272
0:26:20	30.0	7645	23195	7448	23791	8714	30820	9873	40576
0:26:25	30.0	7541	23050	7446	23618	8688	31004	9844	40440
0:26:30	30.0	7581	23128	7469	23846	8736	30997	9867	40648
0:26:35	30.0	7668	23140	7385	23813	8802	30774	9916	40394
0:26:40	30.0	7608	23094	7474	23761	8684	30968	9908	40746
0:26:45	30.0	7641	23060	7408	23888	8722	30956	9938	40510
0:26:50	30.0	7577	23172	7531	23811	8689	31096	9868	40417
0:26:55	30.0	7597	23210	7493	23761	8682	31242	9836	40750
0:27:00	30.0	7550	23129	7429	23739	8759	31029	9923	40535
0:27:05	30.0	7670	23192	7508	23742	8788	31180	9921	40334
0:27:10	30.0	7597	22919	7458	23714	8689	31503	9875	40335
0:27:15	30.0	7599	23019	7463	23720	8721	31405	9898	40763
0:27:20	30.0	7664	23240	7480	23911	8721	31273	9936	40396
0:27:25	30.0	7603	23138	7481	23669	8737	31390	9871	40261
0:27:30	30.0	7698	23166	7547	23756	8816	31481	9924	40479
0:27:35	30.0	7624	23269	7481	23674	8790	31421	9917	40599
0:27:40	30.0	7635	23092	7499	23859	8722	31362	9901	40134
0:27:45	30.0	7668	23054	7478	23804	8714	31391	9959	40441
0:27:50	30.0	7603	23027	7565	23864	8704	31443	9836	40447
0:27:55	30.0	7566	23235	7535	23744	8693	31683	9922	40816
0:28:00	30.0	7641	23150	7485	23872	8793	31843	9949	40381
0:28:05	30.0	7687	23157	7522	23839	8786	31782	9964	40615
0:28:10	30.0	7617	23150	7540	23672	8703	31622	9985	40329
0:28:15	30.0	7602	23061	7482	23748	8762	31573	9951	40307
0:28:20	30.0	7640	23016	7487	23676	8786	31917	9989	40264
0:28:25	30.0	7610	22959	7557	23670	8777	31803	9951	40515
0:28:30	30.0	7657	23107	7490	23769	8701	31759	9934	40159
0:28:35	30.0	7661	23107	7498	23599	8767	31951	9906	40187
0:28:40	30.0	7685	23120	7511	23798	8793	31763	9874	40211
0:28:45	30.0	7598	23042	7576	23699	8781	31964	9910	40524
0:28:50	30.0	7654	23042	7512	23657	8772	32040	10038	40184
0:28:55	30.0	7663	23067	7510	23742	8673	32050	9945	40517
0:29:00	30.0	7648	23045	7559	23813	8792	31950	10001	40628
0:29:05	30.0	7682	23015	7573	23666	8817	32018	9910	40220
0:29:10	30.0	7731	23037	7511	23574	8797	32191	9931	40383
0:29:15	30.0	7641	23103	7537	23679	8705	32044	9914	40381
0:29:20	30.0	7664	23127	7481	23794	8709	32096	10028	40296
0:29:25	30.0	7743	23188	7544	23645	8734	31904	9971	40320
0:29:30	30.0	7677	23173	7594	23700	8711	32512	9971	40360
0:29:35	30.0	7724	23121	7595	23683	8719	31950	9984	40521
0:29:40	30.0	7659	23126	7533	23634	8746	32176	10015	40457
0:29:45	30.0	7665	22970	7538	23529	8730	32320	10011	40582
0:29:50	30.0	7748	23153	7590	23658	8817	32503	10006	40430
0:29:55	30.0	7650	22891	7565	23760	8723	32488	10086	40319
0:30:00	30.0	7662	23122	7582	23726	8707	32482	10059	40381
0:30:05	30.0	7706	23080	7599	23609	8719	32301	10044	40542
0:30:10	30.0	7695	23183	7613	23693	8797	32304	10044	40489
0:30:15	30.0	7779	23151	7547	23780	8786	32550	10061	40596
0:30:20	30.0	7686	23155	7541	23751	8778	32394	10053	40421
0:30:25	30.0	7717	23153	7567	23682	8735	32322	9995	40339
0:30:30	30.0	7742	23032	7573	23578	8720	32365	10056	40472
0:30:35	30.0	7696	23181	7595	23715	8776	32456	10004	40125
0:30:40	30.0	7687	23121	7609	23684	8783	32645	10079	40480
0:30:45	30.0	7723	23049	7591	23594	8779	32256	10050	40258
0:30:50	30.0	7752	23259	7587	23922	8812	32432	10058	40742
0:30:55	30.0	7745	23257	7591	23590	8750	32346	10078	40465
0:31:00	30.0	7748	22979	7544	23720	8855	32605	10104	40436
0:31:05	30.0	7765	23067	7634	23748	8885	32645	10038	40530
0:31:10	30.0	7779	23186	7654	23627	8778	32723	10083	40421
0:31:15	30.0	7764	23226	7623	23758	8790	32766	10083	40085
0:31:20	30.0	7720	23017	7618	23857	8845	32706	10079	40566
