

Software Version	3.03.14




Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20200603_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	6/3/2020
Time	2:53:04 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details
Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:20:00 (HH:MM:SS), Interval 0:00:05, 961 Reads
    Read	Fluorescence Endpoint
	C2..C11
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C		SPL1	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11		Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID
425,457


Time	T° 425,457	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11
0:52:40	30.1	8981	23651	8353	21422	6679	19347	6492	17204	14157	31719
0:52:45	30.1	8931	23697	8406	21427	6600	19306	6554	17339	14119	31558
0:52:50	30.1	8914	23740	8329	21428	6715	19152	6588	17398	14215	31384
0:52:55	30.1	8902	23601	8370	21425	6654	19205	6549	17163	14220	31876
0:53:00	30.1	8903	23643	8371	21488	6685	19246	6553	17315	14206	31797
0:53:05	30.1	8970	23721	8324	21422	6616	19272	6535	17336	14223	31729
0:53:10	30.1	8995	23777	8398	21306	6573	19265	6584	17451	14281	31605
0:53:15	30.1	9031	23853	8343	21390	6687	19268	6546	17476	14182	31750
0:53:20	30.1	8994	23467	8380	21296	6660	19223	6514	17274	14186	31786
0:53:25	30.1	8912	23597	8389	21286	6638	19239	6520	17343	14331	31651
0:53:30	30.1	8946	23662	8371	21246	6639	19080	6550	17380	14338	31538
0:53:35	30.1	8958	23598	8435	21167	6681	19128	6516	17412	14292	31667
0:53:40	30.1	8913	23774	8360	21332	6652	19194	6554	17442	14325	31713
0:53:45	30.1	8992	23592	8377	21447	6705	19237	6530	17303	14363	31661
0:53:50	30.1	8997	23647	8469	21525	6653	19231	6599	17383	14278	31608
0:53:55	30.1	8985	23808	8362	21451	6619	19357	6609	17427	14357	31594
0:54:00	30.1	8943	23700	8396	21472	6630	19206	6548	17462	14408	31611
0:54:05	30.1	8900	23731	8400	21335	6620	19249	6569	17455	14249	31642
0:54:10	30.1	9007	23552	8402	21378	6695	19335	6590	17512	14398	31462
0:54:15	30.1	8977	23587	8375	21283	6635	19247	6584	17563	14221	31513
0:54:20	30.1	8944	23684	8389	21462	6688	19191	6586	17483	14301	31553
0:54:25	30.1	8893	23672	8405	21419	6631	19491	6566	17636	14293	31682
0:54:30	30.1	9072	23701	8420	21516	6646	19318	6554	17527	14430	31891
0:54:35	30.1	9032	23628	8445	21405	6639	19081	6585	17581	14476	31612
0:54:40	30.1	8992	23778	8395	21382	6667	19294	6648	17596	14459	31552
0:54:45	30.1	8994	23700	8392	21311	6688	19208	6614	17562	14404	31511
0:54:50	30.1	9050	24074	8402	21490	6702	19122	6644	17621	14468	31555
0:54:55	30.1	8968	23539	8430	21355	6626	19287	6564	17560	14484	31684
0:55:00	30.1	8985	23749	8434	21387	6699	19365	6587	17688	14392	31806
0:55:05	30.1	9014	23629	8415	21420	6663	19180	6583	17758	14446	31692
0:55:10	30.1	9035	23678	8430	21482	6686	19210	6616	17809	14414	31847
0:55:15	30.1	9015	23596	8428	21435	6714	19358	6561	17634	14461	31491
0:55:20	30.1	9010	23648	8459	21161	6694	19496	6607	17705	14435	31597
0:55:25	30.1	9009	23915	8417	21293	6714	19193	6598	17821	14555	31496
0:55:30	30.1	8966	23741	8438	21370	6688	19253	6631	17684	14570	31728
0:55:35	30.1	9043	23723	8508	21444	6660	19247	6625	17743	14516	31632
0:55:40	30.1	9067	23585	8460	21464	6590	19296	6602	17783	14388	31808
0:55:45	30.1	9021	23662	8494	21435	6707	19157	6624	17751	14506	31809
0:55:50	30.1	9091	23606	8462	21300	6704	19174	6599	17733	14511	31747
0:55:55	30.1	9029	23433	8453	21459	6689	19209	6593	17733	14565	31659
0:56:00	30.1	9063	23678	8443	21445	6693	19359	6621	17696	14622	31892
0:56:05	30.1	9054	23656	8459	21507	6742	19297	6637	17894	14622	31452
0:56:10	30.1	9100	23546	8462	21472	6695	19257	6656	17814	14577	31782
0:56:15	30.1	9022	23777	8455	21401	6752	19327	6626	17834	14605	31606
0:56:20	30.1	9036	23806	8469	21365	6749	19227	6571	17840	14717	31614
0:56:25	30.1	9102	23737	8479	21403	6739	19153	6582	17894	14702	31449
0:56:30	30.1	9025	23509	8477	21501	6685	19256	6621	17772	14587	31794
0:56:35	30.1	9052	23645	8431	21276	6717	19194	6613	17910	14629	31440
0:56:40	30.1	9068	23623	8498	21649	6755	19309	6630	17845	14737	31616
0:56:45	30.1	9039	23655	8487	21353	6701	19314	6572	17926	14664	31739
0:56:50	30.1	9082	23765	8459	21398	6781	19231	6600	17893	14660	31485
0:56:55	30.1	9045	23801	8421	21292	6722	19290	6636	17913	14700	32084
0:57:00	30.1	9097	23680	8502	21509	6718	19311	6642	17816	14676	31614
0:57:05	30.1	9013	23677	8482	21439	6688	19281	6652	17920	14774	31475
0:57:10	30.1	9173	23832	8400	21377	6686	19281	6607	17959	14604	31542
0:57:15	30.1	9120	23871	8441	21405	6738	19246	6599	17919	14746	31729
0:57:20	30.1	9142	23760	8533	21445	6690	19113	6638	18109	14677	31773
0:57:25	30.1	9098	23620	8497	21446	6795	19090	6646	18059	14584	31941
0:57:30	30.1	9074	23731	8553	21477	6774	19226	6588	18000	14699	31706
0:57:35	30.1	9104	23620	8473	21599	6729	19128	6611	18012	14725	31669
0:57:40	30.1	9146	23648	8486	21285	6746	19238	6674	17975	14713	31751
0:57:45	30.1	9132	23740	8529	21505	6762	19204	6613	18006	14793	31853
0:57:50	30.1	9100	23735	8520	21499	6707	19265	6677	18145	14824	31805
0:57:55	30.1	9106	23772	8586	21349	6678	19262	6706	17925	14719	31410
0:58:00	30.1	9166	23681	8516	21410	6672	19229	6680	17965	14850	31664
0:58:05	30.1	9119	23720	8518	21420	6674	19292	6645	18208	14741	31687
0:58:10	30.1	9177	23625	8522	21393	6732	19172	6590	17951	14823	31848
0:58:15	30.1	9094	23669	8567	21464	6739	19193	6696	18033	14753	31775
0:58:20	30.1	9111	23673	8538	21496	6758	19191	6687	18057	14742	31592
0:58:25	30.1	9098	23675	8574	21509	6713	19335	6627	18184	14798	31776
0:58:30	30.1	9156	23651	8528	21563	6756	19197	6675	17947	14748	31484
0:58:35	30.1	9155	23583	8545	21435	6726	19261	6668	18195	14794	31662
0:58:40	30.1	9194	23824	8505	21245	6731	19187	6653	18131	14834	31667
0:58:45	30.1	9122	23711	8547	21387	6716	19291	6679	18084	14855	31597
0:58:50	30.1	9057	23649	8524	21409	6706	19343	6613	18205	14840	31681
0:58:55	30.1	9099	23637	8493	21541	6755	19281	6615	18119	14833	31625
0:59:00	30.1	9196	23579	8638	21457	6724	19194	6664	18242	14915	31909
0:59:05	30.1	9143	23735	8554	21569	6728	19170	6686	18156	14904	31769
0:59:10	30.1	9195	23654	8529	21344	6751	19318	6658	18305	14775	31543
0:59:15	30.1	9219	23836	8572	21342	6762	19243	6692	18316	14858	31618
0:59:20	30.1	9176	23577	8608	21285	6773	19208	6714	18157	14901	31467
0:59:25	30.1	9187	23727	8623	21461	6743	19126	6692	18223	15047	31398
0:59:30	30.1	9206	23578	8686	21358	6753	19115	6691	18242	15001	31531
0:59:35	30.1	9160	23656	8529	21601	6801	19263	6662	18251	14910	31738
0:59:40	30.1	9180	23755	8580	21394	6802	19314	6728	18295	14886	31649
0:59:45	30.1	9208	23657	8592	21355	6760	19263	6703	18204	14917	31773
0:59:50	30.1	9156	23902	8626	21447	6767	19189	6680	18386	14910	31454
0:59:55	30.1	9232	23545	8604	21304	6736	19227	6687	18279	14984	31637
1:00:00	30.1	9156	23699	8581	21356	6735	19263	6709	18328	14999	31568
1:00:05	30.1	9212	23764	8507	21545	6806	19309	6721	18228	15038	31915
1:00:10	30.1	9185	23731	8614	21599	6783	19221	6709	18418	14995	31679
1:00:15	30.1	9218	23434	8597	21386	6786	19231	6655	18295	14999	31810
1:00:20	30.1	9202	23750	8580	21374	6780	19360	6684	18438	14989	31587
1:00:25	30.1	9205	23603	8597	21366	6747	19235	6698	18472	15067	31767
1:00:30	30.1	9191	23788	8615	21461	6775	19243	6702	18279	15097	31651
1:00:35	30.1	9262	23697	8595	21414	6780	19230	6691	18439	15109	31480
1:00:40	30.1	9259	23720	8592	21309	6714	19281	6671	18444	15092	31511
1:00:45	30.1	9239	23701	8603	21422	6796	19254	6747	18423	15139	31753
1:00:50	30.1	9164	23741	8660	21416	6816	19197	6722	18339	15215	31838
1:00:55	30.1	9297	23643	8655	21344	6783	19326	6693	18523	15092	31835
1:01:00	30.1	9248	23628	8659	21462	6829	19102	6695	18543	15124	31649
1:01:05	30.1	9258	23612	8648	21526	6780	19155	6662	18354	15227	31790
1:01:10	30.1	9274	23736	8582	21406	6770	19116	6644	18468	15155	31817
1:01:15	30.1	9201	23668	8685	21349	6775	19100	6720	18539	15199	31846
1:01:20	30.1	9248	23650	8626	21438	6787	19303	6653	18493	15203	31755
1:01:25	30.1	9241	23626	8634	21386	6816	19161	6736	18563	15219	31795
1:01:30	30.1	9315	23720	8684	21505	6774	19190	6680	18645	15210	31705
1:01:35	30.1	9303	23666	8632	21480	6848	19347	6635	18367	15158	31742
1:01:40	30.1	9246	23557	8653	21351	6794	19186	6728	18688	15181	31771
1:01:45	30.1	9307	23842	8645	21367	6836	19299	6756	18462	15196	31621
1:01:50	30.1	9248	23809	8619	21342	6787	19202	6681	18595	15201	31725
1:01:55	30.1	9298	23742	8668	21445	6827	19292	6759	18532	15232	31682
1:02:00	30.1	9282	23704	8664	21491	6797	19376	6707	18595	15338	31732
1:02:05	30.1	9259	23732	8733	21419	6813	19186	6721	18613	15295	31837
1:02:10	30.1	9205	23594	8701	21622	6863	19277	6693	18590	15244	31647
1:02:15	30.1	9332	23892	8717	21527	6851	19221	6760	18678	15373	31877
1:02:20	30.1	9384	23792	8684	21324	6812	19272	6710	18484	15193	31641
1:02:25	30.1	9243	23855	8678	21513	6769	19225	6709	18805	15381	31561
1:02:30	30.1	9363	23841	8755	21549	6827	19157	6704	18578	15294	31533
1:02:35	30.1	9313	23673	8700	21412	6785	19450	6783	18572	15381	31835
1:02:40	30.1	9319	23831	8674	21497	6841	19201	6724	18661	15291	31816
1:02:45	30.1	9341	23819	8674	21421	6797	19256	6738	18657	15302	31892
1:02:50	30.1	9326	23724	8697	21295	6802	19267	6768	18596	15341	31921
1:02:55	30.1	9303	23734	8671	21497	6818	19191	6751	18797	15311	32091
1:03:00	30.1	9375	23701	8662	21430	6865	19220	6751	18618	15409	31746
1:03:05	30.1	9338	23837	8683	21603	6860	19258	6731	18676	15314	31735
1:03:10	30.1	9350	23646	8680	21427	6825	19235	6739	18658	15320	31989
1:03:15	30.1	9324	23612	8729	21340	6855	19171	6758	18866	15361	31772
1:03:20	30.1	9347	23626	8673	21452	6866	19374	6769	18791	15323	31849
1:03:25	30.1	9336	23695	8698	21402	6823	19203	6735	18647	15352	31622
1:03:30	30.1	9340	23702	8701	21476	6827	19307	6756	18855	15434	31726
1:03:35	30.1	9305	23600	8767	21600	6846	19290	6803	18884	15477	31731
1:03:40	30.1	9337	23807	8739	21494	6838	19259	6723	18770	15399	31771
1:03:45	30.1	9378	23692	8682	21495	6882	19321	6780	18756	15522	31703
1:03:50	30.1	9380	23563	8793	21478	6888	19263	6749	18986	15460	31743
1:03:55	30.1	9413	23656	8753	21386	6854	19320	6779	18800	15442	31721
1:04:00	30.1	9353	23764	8703	21454	6846	19196	6705	18883	15504	31920
1:04:05	30.1	9450	23791	8707	21479	6846	19071	6739	18856	15534	31752
1:04:10	30.1	9391	23709	8740	21396	6829	19231	6749	18900	15477	31930
1:04:15	30.1	9370	23629	8715	21434	6868	19344	6732	18806	15494	32052
1:04:20	30.1	9343	23807	8817	21366	6879	19409	6852	18877	15432	31577
1:04:25	30.1	9403	23692	8758	21539	6842	19307	6787	18909	15501	32145
1:04:30	30.1	9391	23619	8756	21438	6917	19350	6762	18840	15612	31797
1:04:35	30.1	9339	23745	8702	21584	6923	19330	6806	18994	15490	31831
1:04:40	30.1	9424	23659	8775	21430	6858	19292	6760	18998	15587	31858
1:04:45	30.1	9338	23653	8730	21440	6839	19280	6815	18941	15608	31703
1:04:50	30.1	9430	23619	8710	21466	6883	19160	6761	18975	15445	31551
1:04:55	30.1	9357	23641	8768	21382	6860	19355	6781	18828	15543	31804
1:05:00	30.1	9360	23912	8781	21706	6857	19187	6795	18903	15501	31925
1:05:05	30.1	9476	23629	8825	21606	6953	19344	6762	18923	15576	31796
1:05:10	30.1	9359	23751	8761	21380	6873	19211	6794	18976	15532	31632
1:05:15	30.1	9398	23748	8764	21418	6859	19214	6786	18911	15611	31528
1:05:20	30.1	9374	23663	8792	21527	6933	19155	6756	18981	15604	31704
1:05:25	30.1	9340	23732	8801	21505	6964	19144	6756	18858	15602	31699
1:05:30	30.1	9408	23815	8804	21523	6925	19240	6840	18905	15572	31894
1:05:35	30.1	9392	23717	8778	21638	6918	19258	6739	18840	15704	31866
1:05:40	30.1	9440	23748	8768	21410	6853	19301	6781	19111	15710	31719
1:05:45	30.1	9510	23618	8760	21302	6894	19335	6810	19010	15753	31858
1:05:50	30.1	9397	23567	8814	21637	6869	19316	6763	19114	15692	31692
1:05:55	30.1	9358	23648	8772	21271	6860	19258	6891	18939	15622	31954
1:06:00	30.1	9456	23777	8820	21592	6897	19383	6762	19227	15683	31750
1:06:05	30.1	9477	23661	8808	21561	6902	19416	6781	18999	15701	31871
1:06:10	30.1	9436	23719	8820	21512	6929	19313	6888	18921	15683	31847
1:06:15	30.1	9531	23673	8844	21636	6933	19309	6806	19029	15678	31843
1:06:20	30.1	9516	23771	8814	21526	6847	19405	6755	19122	15756	31992
1:06:25	30.1	9480	23592	8850	21448	6938	19143	6796	19009	15648	31880
1:06:30	30.1	9464	23639	8848	21390	6873	19239	6819	19113	15724	31867
1:06:35	30.1	9463	23752	8826	21463	6912	19303	6800	19215	15800	32054
1:06:40	30.1	9415	23717	8817	21443	6966	19344	6788	19186	15760	31804
1:06:45	30.1	9479	23671	8806	21385	6917	19193	6797	19060	15693	31794
1:06:50	30.1	9430	23718	8801	21521	6951	19297	6799	19184	15722	31897
1:06:55	30.1	9550	23706	8857	21395	6922	19179	6795	19134	15850	31910
1:07:00	30.1	9445	23852	8827	21355	6915	19381	6831	19190	15855	31668
1:07:05	30.1	9448	23713	8852	21518	6872	19329	6895	19199	15646	31864
1:07:10	30.1	9521	23651	8806	21482	6910	19276	6793	19166	15794	31803
1:07:15	30.1	9537	23670	8809	21499	6944	19125	6824	19125	15847	31861
1:07:20	30.1	9495	23817	8836	21536	6985	19358	6817	19252	15890	32074
1:07:25	30.1	9506	23675	8837	21535	6976	19310	6852	19222	15792	31614
1:07:30	30.1	9457	23686	8804	21624	6955	19275	6846	19214	15821	31843
1:07:35	30.1	9539	23894	8831	21660	6958	19224	6861	19189	15846	31914
1:07:40	30.1	9540	23628	8825	21403	6922	19355	6808	19145	15873	31867
1:07:45	30.1	9498	23693	8813	21575	6939	19361	6838	19328	15908	32130
1:07:50	30.1	9489	23731	8830	21432	6906	19414	6836	19162	15842	32071
1:07:55	30.1	9524	23796	8839	21596	6923	19351	6857	19206	15921	31781
1:08:00	30.1	9467	23495	8933	21513	6999	19266	6854	19259	15789	31970
1:08:05	30.1	9531	23751	8827	21415	6932	19238	6865	19206	16027	31950
1:08:10	30.1	9502	23640	8897	21627	6972	19264	6845	19275	15916	31887
1:08:15	30.1	9476	23716	8915	21358	6945	19268	6928	19187	15825	31836
1:08:20	30.1	9540	23802	8837	21492	6940	19252	6830	19393	15942	31813
1:08:25	30.1	9545	23628	8886	21442	6958	19214	6888	19430	15902	31927
1:08:30	30.1	9489	23726	8934	21378	6895	19328	6894	19332	15916	32037
1:08:35	30.1	9529	23602	8947	21465	6975	19437	6808	19347	15963	31745
1:08:40	30.1	9560	23855	8977	21564	6955	19286	6887	19285	15943	31916
1:08:45	30.1	9533	23642	8935	21384	7006	19299	6848	19326	15964	31830
1:08:50	30.1	9491	23688	8923	21452	6991	19269	6885	19224	15996	31915
1:08:55	30.1	9558	23747	8912	21324	6963	19352	6876	19416	16042	31662
1:09:00	30.1	9522	23822	8885	21615	6944	19344	6803	19356	16098	31896
1:09:05	30.1	9490	23732	8915	21556	6929	19498	6911	19324	15992	31857
1:09:10	30.1	9569	23873	8920	21465	6957	19208	6829	19462	16000	31691
1:09:15	30.1	9569	23616	8964	21505	6990	19202	6874	19409	16037	32099
1:09:20	30.1	9508	23675	8927	21432	6959	19273	6915	19403	15983	31972
1:09:25	30.1	9504	23777	8930	21474	6998	19242	6856	19401	16062	31794
1:09:30	30.1	9567	23830	8937	21371	7003	19422	6865	19420	16225	32020
1:09:35	30.1	9632	23863	8902	21552	7001	19319	6858	19488	16123	31920
1:09:40	30.1	9579	23783	8917	21581	6890	19368	6856	19268	16095	31936
1:09:45	30.1	9520	23770	8935	21593	7002	19284	6896	19474	16135	31803
1:09:50	30.1	9593	23682	8874	21470	6934	19286	6861	19429	16107	31993
1:09:55	30.1	9633	23504	9012	21573	7038	19294	6893	19409	16048	31833
1:10:00	30.1	9564	23893	8932	21698	7026	19281	6888	19335	16077	31592
1:10:05	30.1	9592	23665	8937	21470	6967	19347	6879	19433	16108	31841
1:10:10	30.1	9601	23738	8965	21483	6999	19377	6815	19393	16165	31901
1:10:15	30.1	9554	23703	8931	21560	7040	19239	6882	19371	16205	31628
1:10:20	30.1	9643	23799	8966	21631	6984	19285	6961	19438	16243	31995
1:10:25	30.1	9571	23890	8957	21483	7023	19390	6895	19588	16143	31972
1:10:30	30.1	9545	23637	8971	21540	7009	19312	6861	19604	16266	31932
1:10:35	30.1	9589	23722	9010	21430	6981	19361	6862	19531	16174	31949
1:10:40	30.1	9694	23698	8934	21374	7022	19307	6891	19757	16284	31744
1:10:45	30.1	9695	23804	9066	21566	6988	19222	6929	19493	16303	31964
1:10:50	30.1	9642	23780	8968	21400	6989	19183	6935	19729	16184	31935
1:10:55	30.1	9626	23659	8926	21524	6937	19435	6935	19701	16239	31990
1:11:00	30.1	9566	23768	8919	21476	6971	19375	6911	19688	16290	32011
1:11:05	30.1	9634	23754	8972	21411	7021	19412	6881	19649	16277	31948
1:11:10	30.1	9617	23652	8984	21386	7027	19247	6953	19610	16341	32063
1:11:15	30.1	9645	23810	8955	21511	7105	19376	6884	19524	16163	31879
1:11:20	30.1	9668	23735	9020	21593	7015	19371	6901	19467	16287	32052
1:11:25	30.1	9643	23624	9061	21497	7038	19386	6934	19557	16211	31840
1:11:30	30.1	9733	23769	8982	21571	7020	19319	6891	19562	16396	32016
1:11:35	30.1	9694	23860	9002	21561	7021	19302	6967	19576	16294	31955
1:11:40	30.1	9618	23812	9063	21571	7065	19353	6917	19602	16409	32031
1:11:45	30.1	9663	23857	8971	21561	7057	19358	6890	19578	16246	31786
1:11:50	30.1	9669	23761	9017	21579	7057	19307	6960	19762	16366	31806
1:11:55	30.1	9583	23753	8979	21436	7036	19317	6919	19613	16345	32048
1:12:00	30.1	9785	23736	8929	21443	7014	19447	6857	19645	16320	31852
1:12:05	30.1	9685	23664	8913	21455	7043	19300	6910	19500	16351	31894
1:12:10	30.1	9689	23768	9010	21391	7015	19350	6986	19705	16406	31939
1:12:15	30.1	9655	23618	9018	21499	7054	19275	6966	19698	16333	32046
1:12:20	30.1	9607	23709	9046	21542	7014	19237	6959	19526	16381	32277
1:12:25	30.1	9717	23719	8994	21409	7060	19328	6967	19607	16380	31809
1:12:30	30.1	9669	23767	9072	21523	7046	19424	6940	19802	16415	31924
1:12:35	30.1	9650	23902	8968	21458	7014	19272	6976	19706	16476	31846
1:12:40	30.1	9639	23865	9011	21501	7008	19165	6944	19763	16452	32066
1:12:45	30.1	9814	23704	9026	21630	7079	19348	6967	19712	16412	32003
1:12:50	30.1	9657	23689	9024	21552	7039	19234	6944	19728	16457	31935
1:12:55	30.1	9648	23698	9043	21742	7059	19207	6913	19702	16445	31940
1:13:00	30.1	9740	23632	9036	21565	7015	19395	6920	19719	16496	31875
1:13:05	30.1	9708	23606	9046	21525	7048	19327	6959	19693	16490	31794
1:13:10	30.1	9699	23746	9020	21540	7051	19164	6919	19811	16545	31966
1:13:15	30.1	9722	23696	9059	21545	7150	19247	6916	19876	16476	31771
1:13:20	30.1	9740	23863	9028	21500	7043	19309	6970	19805	16425	32071
1:13:25	30.1	9704	23778	9086	21527	6994	19154	6998	19819	16609	31873
1:13:30	30.1	9676	23738	9028	21576	7155	19142	6953	19629	16506	31992
1:13:35	30.1	9690	23724	9038	21452	7019	19165	6915	19904	16550	31931
1:13:40	30.1	9722	23726	9081	21533	7042	19375	6971	19895	16457	31727
1:13:45	30.1	9757	23783	9060	21468	7058	19399	6967	19786	16568	31974
1:13:50	30.0	9669	23685	9067	21387	7133	19261	6970	19650	16436	31909
1:13:55	30.1	9741	23622	9117	21587	7026	19386	6996	19848	16618	31798
1:14:00	30.1	9703	23933	9121	21554	7045	19458	6915	19727	16544	31864
1:14:05	30.1	9722	23706	9171	21705	7124	19305	6900	19876	16604	31948
1:14:10	30.1	9685	23678	9067	21366	7085	19322	6958	19758	16541	31951
1:14:15	30.0	9730	23949	9059	21481	7053	19358	6950	19978	16561	31790
1:14:20	30.1	9730	23738	9114	21591	7017	19316	6982	19936	16670	31889
1:14:25	30.1	9750	23694	9078	21611	7098	19335	6981	19895	16695	32109
1:14:30	30.1	9796	23820	9140	21673	7100	19315	6972	19874	16556	32152
1:14:35	30.1	9752	23708	9089	21623	7081	19370	7033	19845	16673	31941
1:14:40	30.0	9728	23740	9121	21493	7066	19292	6960	20028	16768	32089
1:14:45	30.1	9773	23799	9094	21491	7101	19442	7011	19874	16738	32025
1:14:50	30.1	9777	23618	9093	21419	7016	19314	7011	19924	16687	32013
1:14:55	30.1	9797	23739	9032	21490	7087	19359	6969	19884	16614	32020
1:15:00	30.1	9775	23866	9091	21585	7051	19451	6987	19906	16658	31979
1:15:05	30.0	9783	23871	9113	21583	7113	19362	7003	19958	16684	31872
1:15:10	30.1	9783	23921	9081	21523	7051	19493	7063	19815	16733	31968
1:15:15	30.1	9763	23895	9063	21667	7063	19285	6960	19800	16780	32021
1:15:20	30.1	9845	23799	9105	21449	7129	19401	6996	19927	16761	31956
1:15:25	30.1	9838	23763	9131	21478	7109	19179	6999	19958	16678	31967
1:15:30	30.1	9788	23971	9126	21515	7148	19265	7000	19863	16741	32069
1:15:35	30.1	9862	23667	9146	21431	7109	19305	7025	20006	16850	31992
1:15:40	30.1	9861	23888	9108	21572	7099	19325	7113	19848	16752	32018
1:15:45	30.1	9765	24039	9073	21459	7048	19401	6979	19985	16867	32211
1:15:50	30.1	9794	23609	9132	21554	7060	19372	6956	20161	16865	32069
1:15:55	30.1	9820	23593	9075	21587	7177	19332	6959	19995	16808	31944
1:16:00	30.1	9792	23953	9159	21552	7107	19333	7042	20026	16847	32160
1:16:05	30.1	9830	23729	9214	21470	7118	19252	6965	19951	16961	31922
1:16:10	30.1	9813	23786	9126	21586	7153	19180	6997	20013	16761	31973
1:16:15	30.0	9882	23696	9150	21428	7120	19236	6992	19943	16766	31963
1:16:20	30.1	9816	23717	9127	21650	7157	19275	7006	20060	16907	32099
1:16:25	30.1	9855	23487	9231	21514	7151	19459	7027	19930	16836	32029
1:16:30	30.1	9716	23765	9053	21471	7132	19380	7017	19989	16779	31956
1:16:35	30.1	9858	23714	9186	21580	7122	19431	6998	20047	16780	32139
1:16:40	30.0	9874	23705	9180	21599	7123	19397	7044	20056	16953	31811
1:16:45	30.1	9844	23606	9143	21416	7149	19325	7050	20103	16810	32107
1:16:50	30.1	9843	23749	9084	21485	7147	19387	7049	20062	16819	31932
1:16:55	30.1	9846	23809	9100	21356	7125	19337	7038	20022	16995	31963
1:17:00	30.1	9874	23800	9210	21586	7149	19306	7024	20036	16858	31952
1:17:05	30.0	9897	23829	9169	21473	7165	19285	7023	20094	16997	32205
1:17:10	30.1	9836	23709	9213	21684	7134	19416	7006	19974	17004	31922
1:17:15	30.1	9855	23896	9193	21520	7157	19385	7014	20100	16846	31906
1:17:20	30.1	9832	23859	9242	21570	7178	19403	7016	20041	16987	32134
1:17:25	30.0	9865	23797	9241	21511	7105	19240	7070	20041	16933	32300
1:17:30	30.1	9854	23869	9189	21528	7117	19351	7048	20140	16933	32220
1:17:35	30.1	9808	23796	9129	21560	7112	19522	7004	19972	17078	31982
1:17:40	30.1	9840	23683	9204	21483	7146	19404	7005	20128	16960	31899
1:17:45	30.1	9903	23898	9079	21503	7158	19335	7025	20117	17030	31915
1:17:50	30.0	9847	23780	9221	21433	7156	19183	7037	20201	16980	32029
1:17:55	30.1	9927	23723	9169	21538	7153	19226	7109	20109	17141	31980
1:18:00	30.1	9870	23754	9186	21590	7122	19273	7004	20247	16998	32094
1:18:05	30.1	9947	23792	9141	21513	7170	19351	7060	20190	17019	31991
1:18:10	30.1	9894	23801	9224	21613	7140	19423	7071	20023	17158	31908
1:18:15	30.1	9947	23605	9210	21619	7220	19291	7046	20317	17081	32144
1:18:20	30.1	9857	23778	9197	21460	7169	19295	7071	20107	17314	31932
1:18:25	30.1	9909	23660	9201	21605	7108	19320	7066	20332	17056	32205
1:18:30	30.1	9879	23753	9296	21550	7189	19315	7066	20186	16997	31964
1:18:35	30.1	9896	23846	9248	21412	7174	19267	7072	20120	17139	32020
1:18:40	30.0	9972	23742	9253	21383	7232	19411	7049	20197	17155	31913
1:18:45	30.1	9916	23699	9215	21641	7165	19401	7040	20251	17044	31850
1:18:50	30.1	9962	23859	9199	21703	7129	19361	7048	20215	17158	31963
1:18:55	30.1	9955	23883	9299	21515	7190	19412	7066	20252	17027	32140
1:19:00	30.0	9967	23657	9214	21667	7218	19290	7047	20132	17238	32023
1:19:05	30.1	9970	23744	9264	21551	7239	19313	7100	20151	17170	31983
1:19:10	30.1	10021	23820	9253	21640	7193	19430	7091	20212	17107	32023
1:19:15	30.1	9951	23844	9269	21405	7167	19399	7056	20321	17028	32172
1:19:20	30.1	9944	23917	9298	21735	7207	19311	7053	20228	17152	31918
1:19:25	30.0	9918	23818	9311	21523	7182	19274	7126	20202	17064	32219
1:19:30	30.1	9961	23837	9231	21541	7203	19419	7097	20223	17220	32007
1:19:35	30.1	9933	23803	9298	21553	7205	19268	7128	20153	17308	32223
1:19:40	30.1	9986	23795	9272	21494	7187	19355	7100	20407	17171	31840
1:19:45	30.0	10044	23750	9294	21742	7185	19154	7053	20305	17268	32028
1:19:50	30.1	9928	23908	9265	21620	7201	19222	7054	20263	17189	32052
1:19:55	30.1	10022	23673	9230	21658	7157	19327	7120	20299	17193	32234
1:20:00	30.1	9936	23718	9232	21504	7187	19356	7024	20271	17260	31916

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
B													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
C		2424000.000	-6420000.000	-2136000.000	4476000.000	1932000.000	-3984000.000	1824000.000	3852000.000	-3096000.000	7188000.000		Max V [425,457]
		1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000		R-Squared [425,457]
