

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190516_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay_50uM_sensor.prt



Plate Number	Plate 1
Date	5/16/2019
Time	2:38:27 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:23:00 (HH:MM:SS), Interval 0:00:05, 997 Reads
    Read	Fluorescence Endpoint
	A5..A8
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 55
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A					SPL1	SPL2	SPL3	SPL4					Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	A5	A6	A7	A8
0:48:50	30.0	18282	51054	7462	39375
0:48:55	30.0	18374	51398	7446	39506
0:49:00	30.0	18339	51654	7452	39384
0:49:05	30.0	18529	51607	7397	39853
0:49:10	30.0	18366	51815	7479	39665
0:49:15	30.0	18406	51500	7427	39605
0:49:20	30.0	18434	51384	7409	39787
0:49:25	30.0	18429	52034	7437	39597
0:49:30	30.0	18408	51289	7438	39684
0:49:35	30.0	18495	51144	7413	39920
0:49:40	30.0	18402	51518	7418	39602
0:49:45	30.0	18503	51365	7466	39698
0:49:50	30.1	18573	51211	7466	39886
0:49:55	30.0	18563	51282	7468	39900
0:50:00	30.0	18560	51602	7483	39962
0:50:05	30.0	18573	51436	7436	39888
0:50:10	30.0	18575	51191	7439	39942
0:50:15	30.0	18476	51455	7471	39772
0:50:20	30.0	18586	51303	7428	40280
0:50:25	30.0	18561	51626	7485	40084
0:50:30	30.0	18582	51579	7473	40064
0:50:35	30.0	18601	51443	7437	40283
0:50:40	30.0	18598	51448	7440	40096
0:50:45	30.0	18640	51360	7443	40545
0:50:50	30.0	18511	51431	7433	40388
0:50:55	30.0	18605	51480	7471	40403
0:51:00	30.0	18771	51541	7481	39974
0:51:05	30.0	18657	51272	7540	40298
0:51:10	30.0	18719	51216	7492	40402
0:51:15	30.0	18534	51275	7464	40479
0:51:20	30.0	18725	51365	7480	40516
0:51:25	30.0	18699	51438	7537	40371
0:51:30	30.0	18787	51452	7452	40653
0:51:35	30.0	18718	51542	7522	40315
0:51:40	30.0	18695	51270	7493	40787
0:51:45	30.0	18777	51604	7533	40497
0:51:50	30.0	18628	51013	7502	40455
0:51:55	30.0	18898	51518	7539	40612
0:52:00	30.0	18812	51328	7477	40819
0:52:05	30.0	18769	51377	7474	40767
0:52:10	30.0	18897	51590	7478	40935
0:52:15	30.0	18728	51108	7476	40867
0:52:20	30.0	18939	51330	7474	40641
0:52:25	30.0	18983	51535	7493	40695
0:52:30	30.0	18827	51594	7538	41126
0:52:35	30.0	18843	51035	7546	41022
0:52:40	30.0	18852	51237	7533	41023
0:52:45	30.0	18833	50958	7510	40796
0:52:50	30.0	18970	51126	7508	41013
0:52:55	30.0	18977	51514	7546	41136
0:53:00	30.0	18980	51248	7518	41069
0:53:05	30.0	18832	51269	7539	41093
0:53:10	30.0	18912	51439	7579	41024
0:53:15	30.0	18840	51473	7509	41050
0:53:20	30.0	18903	51405	7512	41193
0:53:25	30.0	19211	51690	7547	41372
0:53:30	30.0	18928	51057	7522	41247
0:53:35	30.0	19034	51238	7535	41030
0:53:40	30.0	18917	51301	7508	41394
0:53:45	30.0	19062	51330	7541	41358
0:53:50	30.0	19095	51397	7528	41129
0:53:55	30.0	19015	51495	7545	41307
0:54:00	30.0	19004	51570	7447	41413
0:54:05	30.0	19109	51238	7535	41661
0:54:10	30.0	19106	51154	7492	41344
0:54:15	30.0	19097	51391	7527	41799
0:54:20	30.0	19159	51408	7510	41603
0:54:25	30.0	19145	51454	7547	41670
0:54:30	30.0	19086	51142	7518	41585
0:54:35	30.0	19229	51327	7495	41868
0:54:40	30.0	19226	51246	7523	41204
0:54:45	30.0	19041	50954	7538	41438
0:54:50	30.0	19282	51176	7572	41406
0:54:55	30.0	19105	51435	7503	41880
0:55:00	30.0	19094	51180	7556	41679
0:55:05	30.0	19298	51509	7544	42091
0:55:10	30.0	19265	51479	7472	42092
0:55:15	30.0	19400	51182	7586	41786
0:55:20	30.0	19214	51030	7544	41728
0:55:25	30.0	19147	51367	7538	42255
0:55:30	30.0	19207	51504	7578	41809
0:55:35	30.0	19293	51578	7575	42096
0:55:40	30.0	19203	51103	7605	41737
0:55:45	30.0	19363	51262	7572	42336
0:55:50	30.0	19237	51272	7564	41656
0:55:55	30.0	19390	50915	7566	42060
0:56:00	30.0	19411	51325	7591	42211
0:56:05	30.0	19459	51027	7564	42126
0:56:10	30.0	19376	51157	7560	42396
0:56:15	30.0	19374	51011	7507	41954
0:56:20	30.0	19368	51485	7567	42459
0:56:25	30.0	19348	51477	7528	41989
0:56:30	30.0	19431	51420	7589	42107
0:56:35	30.0	19395	51443	7519	42331
0:56:40	30.0	19511	51450	7564	42291
0:56:45	30.0	19407	50967	7496	42397
0:56:50	30.0	19422	51005	7615	42159
0:56:55	30.0	19436	51296	7637	42542
0:57:00	30.0	19438	51012	7560	42170
0:57:05	30.0	19456	51265	7588	42466
0:57:10	30.0	19496	51239	7578	42475
0:57:15	30.0	19384	51024	7617	42806
0:57:20	30.0	19495	51009	7620	42714
0:57:25	30.0	19467	51140	7608	42387
0:57:30	30.0	19563	50909	7615	42718
0:57:35	30.0	19482	50886	7546	42625
0:57:40	30.0	19569	50902	7568	42842
0:57:45	30.0	19496	51219	7625	42546
0:57:50	30.0	19536	51136	7608	42648
0:57:55	30.0	19735	51089	7579	42634
0:58:00	30.0	19448	51269	7634	42763
0:58:05	30.0	19459	51057	7647	42915
0:58:10	30.0	19517	51237	7612	42739
0:58:15	30.0	19645	51518	7586	42747
0:58:20	30.0	19804	51204	7585	42476
0:58:25	30.0	19756	51096	7623	42796
0:58:30	30.0	19525	51343	7626	42665
0:58:35	30.0	19592	51010	7571	42800
0:58:40	30.0	19843	51102	7551	42678
0:58:45	30.0	19651	51135	7533	42805
0:58:50	30.0	19628	51090	7581	42845
0:58:55	30.0	19707	51280	7596	43034
0:59:00	30.0	19702	51207	7619	42836
0:59:05	30.0	19640	51519	7617	42875
0:59:10	30.0	19645	50948	7613	42744
0:59:15	30.0	19751	51477	7588	42706
0:59:20	30.0	19798	51331	7593	42868
0:59:25	30.0	19901	51121	7637	43052
0:59:30	30.0	19725	51057	7661	43133
0:59:35	30.0	19821	50833	7613	43036
0:59:40	30.0	19849	51328	7635	42939
0:59:45	30.0	19895	51355	7660	43189
0:59:50	30.0	19815	51088	7586	43096
0:59:55	30.0	19885	51338	7663	43510
1:00:00	30.0	19912	50963	7629	43134
1:00:05	30.0	19803	51002	7675	43139
1:00:10	30.0	20023	51066	7666	43231
1:00:15	30.0	19824	51200	7642	43139
1:00:20	30.0	19859	51118	7653	43453
1:00:25	30.0	19962	50850	7614	43179
1:00:30	30.0	19854	51155	7646	43206
1:00:35	30.0	19912	50987	7659	43445
1:00:40	30.0	19847	51400	7705	43366
1:00:45	30.0	19970	50800	7604	43593
1:00:50	30.0	19956	50949	7630	43503
1:00:55	30.0	20028	50640	7553	43400
1:01:00	30.0	20053	51075	7635	43825
1:01:05	30.0	20055	50908	7646	43348
1:01:10	30.0	20065	50797	7654	43389
1:01:15	30.0	20028	50853	7633	43510
1:01:20	30.0	20049	50898	7715	43615
1:01:25	30.0	20174	50883	7654	43588
1:01:30	30.0	20003	51097	7713	43404
1:01:35	30.0	20079	51067	7636	43379
1:01:40	30.0	20103	51367	7655	43659
1:01:45	30.0	20165	51017	7629	43553
1:01:50	30.0	20035	50937	7646	43734
1:01:55	30.0	20047	51092	7729	43684
1:02:00	30.0	20164	50915	7640	43692
1:02:05	30.0	20037	51379	7644	43621
1:02:10	30.0	20246	51068	7702	43452
1:02:15	30.0	20148	51140	7732	43808
1:02:20	30.0	20021	51102	7631	43741
1:02:25	30.0	20123	51279	7733	43514
1:02:30	30.0	20208	51415	7723	43695
1:02:35	30.0	20157	51014	7689	43800
1:02:40	30.0	20185	51149	7634	44180
1:02:45	30.0	20135	51510	7718	43889
1:02:50	30.0	20294	51219	7662	44048
1:02:55	30.0	20236	51272	7700	43973
1:03:00	30.0	20205	51091	7666	43794
1:03:05	30.0	20290	51199	7727	43800
1:03:10	30.0	20296	50972	7661	43836
1:03:15	30.0	20377	50936	7724	44272
1:03:20	30.0	20299	50558	7740	43972
1:03:25	30.0	20299	50927	7709	43808
1:03:30	30.0	20280	50856	7694	43848
1:03:35	30.0	20290	51190	7687	43920
1:03:40	30.0	20243	50713	7669	43944
1:03:45	30.0	20317	50837	7700	44102
1:03:50	30.0	20301	50712	7766	44345
1:03:55	30.0	20462	50958	7740	44192
1:04:00	30.0	20428	50909	7692	43840
1:04:05	30.0	20350	50960	7718	44214
1:04:10	30.0	20439	50855	7735	44016
1:04:15	30.0	20465	50663	7729	44069
1:04:20	30.0	20363	50893	7674	44060
1:04:25	30.0	20381	50927	7730	44263
1:04:30	30.0	20434	51036	7768	44201
1:04:35	30.0	20436	51044	7698	44523
1:04:40	30.0	20415	51174	7735	44279
1:04:45	30.0	20571	50878	7660	44301
1:04:50	30.0	20421	50791	7737	44498
1:04:55	30.0	20325	50967	7724	44315
1:05:00	30.0	20527	50893	7720	44262
1:05:05	30.0	20704	51096	7736	44115
1:05:10	30.0	20444	51042	7748	44230
1:05:15	30.0	20571	51084	7751	44312
1:05:20	30.0	20527	51203	7766	44207
1:05:25	30.0	20563	50810	7731	44590
1:05:30	30.0	20462	51068	7716	44573
1:05:35	30.0	20495	51074	7727	44468
1:05:40	30.0	20763	51248	7741	44505
1:05:45	30.0	20537	51205	7745	44340
1:05:50	30.0	20706	51011	7806	44376
1:05:55	30.0	20604	50873	7755	44442
1:06:00	30.0	20633	50922	7720	44563
1:06:05	30.0	20683	51226	7714	44377
1:06:10	30.0	20487	50797	7740	44341
1:06:15	30.0	20708	50885	7767	44365
1:06:20	30.0	20631	51074	7808	44665
1:06:25	30.0	20642	51044	7761	44152
1:06:30	30.0	20864	51074	7831	44623
1:06:35	30.0	20651	50932	7730	44722
1:06:40	30.0	20821	51017	7815	44360
1:06:45	30.0	20750	51136	7706	44677
1:06:50	30.0	20728	50952	7792	44967
1:06:55	30.0	20805	51015	7773	44371
1:07:00	30.0	20794	51087	7786	44996
1:07:05	30.0	20743	50901	7751	44943
1:07:10	30.0	20743	50853	7729	44911
1:07:15	30.0	20903	50984	7767	44720
1:07:20	30.0	20868	51189	7794	44687
1:07:25	30.0	20893	50943	7802	44932
1:07:30	30.0	20755	51321	7791	44730
1:07:35	30.0	20933	51036	7751	44637
1:07:40	30.0	20888	50708	7763	44632
1:07:45	30.0	20901	50804	7811	44550
1:07:50	30.0	20776	51230	7755	44894
1:07:55	30.0	20820	50921	7824	44691
1:08:00	30.0	20788	51142	7772	45061
1:08:05	30.0	20808	50734	7723	44736
1:08:10	30.0	20931	50995	7837	44810
1:08:15	30.0	20902	51037	7785	44700
1:08:20	30.0	20925	50750	7773	44769
1:08:25	30.0	20939	51094	7776	44759
1:08:30	30.0	20882	51316	7793	44951
1:08:35	30.0	20848	50955	7799	44860
1:08:40	30.0	20951	50764	7750	44922
1:08:45	30.0	21033	50991	7761	44753
1:08:50	30.0	20919	50799	7755	44644
1:08:55	30.0	20755	51346	7772	44966
1:09:00	30.0	20989	50765	7834	44942
1:09:05	30.0	21054	50938	7793	44939
1:09:10	30.0	21037	51091	7756	44709
1:09:15	30.0	21077	50603	7781	45334
1:09:20	30.0	20954	51104	7808	44720
1:09:25	30.0	21133	50770	7850	45034
1:09:30	30.0	21030	50792	7796	44718
1:09:35	30.0	21072	50900	7810	45095
1:09:40	30.0	21061	50883	7875	45007
1:09:45	30.0	21253	50816	7815	45184
1:09:50	30.0	21244	50783	7843	44743
1:09:55	30.0	21142	50646	7777	45206
1:10:00	30.0	21105	50708	7775	45151
1:10:05	30.0	21231	50661	7832	45229
1:10:10	30.0	21353	50827	7792	45126
1:10:15	30.0	21149	50837	7837	45315
1:10:20	30.0	21109	50960	7878	45461
1:10:25	30.0	21401	50759	7845	45041
1:10:30	30.0	21224	50813	7861	45537
1:10:35	30.0	21206	50708	7860	45246
1:10:40	30.0	21189	50837	7820	45217
1:10:45	30.0	21217	51006	7824	45066
1:10:50	30.0	21263	50933	7835	45321
1:10:55	30.0	21185	50897	7805	44920
1:11:00	30.0	21237	50705	7852	45426
1:11:05	30.0	21305	51013	7847	45098
1:11:10	30.0	21315	50899	7878	45184
1:11:15	30.0	21203	50443	7802	45207
1:11:20	30.0	21412	50848	7883	45304
1:11:25	30.0	21179	50726	7891	45303
1:11:30	30.0	21317	51086	7862	45496
1:11:35	30.0	21491	50659	7810	45282
1:11:40	30.0	21275	51055	7873	45299
1:11:45	30.0	21346	50912	7840	45564
1:11:50	30.0	21500	50777	7850	45595
1:11:55	30.0	21213	50951	7835	45481
1:12:00	30.0	21521	50806	7874	45235
1:12:05	30.0	21343	50950	7882	45443
1:12:10	30.0	21448	51248	7890	45438
1:12:15	30.0	21420	50714	7840	45283
1:12:20	30.0	21444	50910	7874	45432
1:12:25	30.0	21570	50605	7848	45415
1:12:30	30.0	21522	50936	7908	45628
1:12:35	30.0	21447	51000	7839	45734
1:12:40	30.0	21467	50819	7925	45383
1:12:45	30.0	21551	50953	7900	45328
1:12:50	30.0	21614	50946	7865	45891
1:12:55	30.0	21516	51198	7918	45637
1:13:00	30.0	21584	50989	7866	45259
1:13:05	30.0	21651	50905	7934	45336
1:13:10	30.0	21549	50957	7885	45287
1:13:15	30.0	21501	50892	7863	45415
1:13:20	30.0	21503	50688	7872	45457
1:13:25	30.0	21638	51166	7931	45441
1:13:30	30.0	21621	51130	7919	45430
1:13:35	30.0	21603	50379	7914	45774
1:13:40	30.0	21603	50927	7885	45567
1:13:45	30.0	21634	50673	7859	45920
1:13:50	30.0	21616	50976	7875	45523
1:13:55	30.0	21548	50905	7905	45349
1:14:00	30.0	21619	50881	7954	45582
1:14:05	30.0	21690	50680	7861	45566
1:14:10	30.0	21526	50772	7900	45663
1:14:15	30.0	21634	50790	7938	45818
1:14:20	30.0	21737	50825	7889	45795
1:14:25	30.0	21906	51082	7922	45580
1:14:30	30.0	21743	50913	7907	45435
1:14:35	30.0	21850	50851	7880	45761
1:14:40	30.0	21842	50782	7966	45549
1:14:45	30.0	21680	50584	7940	45558
1:14:50	30.0	21771	50753	7892	46144
1:14:55	30.0	21637	50467	7969	46156
1:15:00	30.0	21802	50748	7945	45936
1:15:05	30.0	21824	50646	7918	45712
1:15:10	30.0	21570	50882	7917	45925
1:15:15	30.0	21849	50484	7918	45869
1:15:20	30.0	21849	50858	7925	46064
1:15:25	30.0	21833	50848	7858	45727
1:15:30	30.0	21840	51125	7891	46188
1:15:35	30.0	21822	50577	7922	45832
1:15:40	30.0	21805	50853	7902	45636
1:15:45	30.0	21773	50610	7901	45740
1:15:50	30.0	21798	50732	7942	45800
1:15:55	30.0	21905	50699	7968	45701
1:16:00	30.0	21886	50931	7911	45815
1:16:05	30.0	21781	50372	7929	45821
1:16:10	30.0	21996	50595	7951	45692
1:16:15	30.0	21944	50596	7957	45921
1:16:20	30.0	22022	50548	7937	45762
1:16:25	30.0	21993	50903	7874	46062
1:16:30	30.0	21993	50938	7941	46023
1:16:35	30.0	22058	50535	7961	45737
1:16:40	30.0	21934	50882	7951	45864
1:16:45	30.0	21961	50557	7962	45677
1:16:50	30.0	22000	50761	7925	46034
1:16:55	30.0	21937	50886	7921	45999
1:17:00	30.0	22165	51044	8029	45894
1:17:05	30.0	21963	50609	7923	45933
1:17:10	30.0	21940	50692	7937	45941
1:17:15	30.0	22194	50759	7981	46013
1:17:20	30.0	22031	50568	7887	45782
1:17:25	30.0	22129	50566	7994	45953
1:17:30	30.0	21972	50804	7940	46236
1:17:35	30.0	22122	50727	7941	46104
1:17:40	30.0	22038	50773	7975	45817
1:17:45	30.0	22322	50643	8037	46138
1:17:50	30.0	21844	50775	7982	45837
1:17:55	30.0	22191	50696	7981	46155
1:18:00	30.0	22134	50648	7997	45785
1:18:05	30.0	22014	50545	7982	46032
1:18:10	30.0	22227	50735	8052	45699
1:18:15	30.0	22179	50577	7953	45917
1:18:20	30.0	22160	50784	8010	46128
1:18:25	30.0	22109	50945	7943	45998
1:18:30	30.0	22250	50735	7964	45808
1:18:35	30.0	22318	50545	7983	46097
1:18:40	30.0	22391	50620	8012	45833
1:18:45	30.0	22158	50728	7957	45729
1:18:50	30.0	22190	50658	8022	45829
1:18:55	30.0	22356	50503	7946	45954
1:19:00	30.0	22191	50866	7996	45730
1:19:05	30.0	22328	50634	7962	45929
1:19:10	30.0	22278	50693	8014	46170
1:19:15	30.0	22250	50641	7971	46360
1:19:20	30.0	22348	50722	7968	46262
1:19:25	30.0	22253	50500	8000	46012
1:19:30	30.0	22308	50394	8059	46241
1:19:35	30.0	22352	50867	7953	46276
1:19:40	30.0	22360	50574	7992	45990
1:19:45	30.0	22416	50396	8047	46090
1:19:50	30.0	22374	50647	8002	45997
1:19:55	30.0	22344	50717	8034	46440
1:20:00	30.0	22348	50168	8006	46103
1:20:05	30.0	22491	50571	7974	46091
1:20:10	30.0	22435	50658	8028	45797
1:20:15	30.0	22440	50710	8005	45977
1:20:20	30.0	22390	50522	8056	46186
1:20:25	30.0	22487	50339	8062	46182
1:20:30	30.0	22428	50667	8048	46093
1:20:35	30.0	22540	50499	8023	46145
1:20:40	30.0	22492	50479	7980	45834
1:20:45	30.0	22495	51131	8015	46180
1:20:50	30.0	22440	50794	8032	46071
1:20:55	30.0	22648	50684	8042	46463
1:21:00	30.0	22540	50580	8084	45996
1:21:05	30.0	22507	50785	8047	45776
1:21:10	30.0	22509	50995	8097	46213
1:21:15	30.0	22558	50718	8065	46086
1:21:20	30.0	22571	50667	8009	46303
1:21:25	30.0	22397	51016	8035	46161
1:21:30	30.0	22584	50602	8056	46171
1:21:35	30.0	22719	50661	8080	46319
1:21:40	30.0	22650	50561	8054	46367
1:21:45	30.0	22608	50640	8031	45879
1:21:50	30.0	22719	50764	8067	45894
1:21:55	30.0	22633	50468	7981	46108
1:22:00	30.0	22568	50728	8076	46092
1:22:05	30.0	22758	50513	8097	46166
1:22:10	30.0	22668	50699	8057	46342
1:22:15	30.0	22727	50680	8068	46407
1:22:20	30.0	22656	50842	8011	46153
1:22:25	30.0	22675	50497	8097	45909
1:22:30	30.0	22658	50935	8005	46365
1:22:35	30.0	22801	50542	8039	46162
1:22:40	30.0	22853	50516	8070	46065
1:22:45	30.0	22844	50632	8083	46380
1:22:50	30.0	22653	50748	8043	46188
1:22:55	30.0	22724	50489	8094	46581
1:23:00	30.0	22848	50423	8074	46144

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A					-5736000.000	-10740000.000	1596000.000	-8160000.000					Max V [425,457]
					1.000	1.000	1.000	1.000					R-Squared [425,457]
					1:17:48	0:27:28	0:17:08	0:55:48					t at Max V [425,457]
					1:19:35	0:31:10	0:16:55	1:00:05					Lagtime [425,457]
B													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
C													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
D													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
E													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
F													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
G													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
H													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]

