

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190226_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	2/26/2019
Time	4:19:08 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:20:00 (HH:MM:SS), Interval 0:00:05, 961 Reads
    Read	Fluorescence Endpoint
	A3..A8
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A			SPL1	SPL2	SPL3	SPL4	SPL5	SPL6					Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	A3	A4	A5	A6	A7	A8
0:08:35	30.0	5699	12052	13327	8735	14003	15355
0:08:40	30.0	5697	12185	13400	8730	14089	15396
0:08:45	30.0	5639	12216	13503	8743	14057	15484
0:08:50	30.0	5704	12194	13674	8800	14113	15629
0:08:55	30.0	5661	12335	13622	8839	14150	15744
0:09:00	30.0	5648	12444	13773	8762	14280	15689
0:09:05	30.0	5674	12450	13743	8765	14192	15906
0:09:10	30.0	5718	12476	13913	8765	14349	15876
0:09:15	30.0	5730	12491	13944	8830	14490	15962
0:09:20	30.0	5684	12665	13968	8809	14429	16002
0:09:25	30.0	5725	12627	14134	8765	14391	16212
0:09:30	30.0	5636	12754	14118	8825	14525	16133
0:09:35	30.0	5627	12871	14189	8844	14474	16160
0:09:40	30.0	5676	12898	14361	8839	14732	16243
0:09:45	30.0	5704	12909	14281	8838	14841	16354
0:09:50	30.0	5693	12960	14501	8851	14774	16505
0:09:55	30.0	5658	13002	14423	8795	14872	16483
0:10:00	30.0	5678	13180	14632	8818	14919	16577
0:10:05	30.0	5739	13132	14645	8867	14976	16474
0:10:10	30.0	5692	13218	14735	8844	14933	16753
0:10:15	30.0	5733	13273	14801	8934	15129	16682
0:10:20	30.0	5739	13276	14902	8916	14977	16869
0:10:25	30.0	5669	13312	14901	8906	15161	16807
0:10:30	30.0	5752	13472	14974	8930	15150	16974
0:10:35	30.0	5749	13584	15184	8805	15339	17111
0:10:40	30.0	5671	13499	15180	8883	15391	17080
0:10:45	30.0	5747	13690	15231	8947	15542	17234
0:10:50	30.0	5724	13689	15268	8991	15436	17286
0:10:55	30.0	5715	13704	15438	8897	15452	17228
0:11:00	30.0	5748	13914	15399	8893	15437	17257
0:11:05	30.0	5706	13949	15617	8906	15528	17444
0:11:10	30.0	5755	13897	15517	8993	15563	17513
0:11:15	30.0	5738	13996	15691	8923	15573	17758
0:11:20	30.0	5725	13983	15760	8959	15685	17551
0:11:25	30.0	5745	14082	15761	8940	15808	17556
0:11:30	30.0	5716	14115	15882	8964	15956	17712
0:11:35	30.0	5727	14311	15841	8942	15838	17789
0:11:40	30.0	5748	14193	15872	9013	15883	17867
0:11:45	30.0	5784	14262	16144	8998	16026	18044
0:11:50	30.0	5681	14256	16126	8966	16140	18032
0:11:55	30.0	5719	14479	16101	9068	16146	17926
0:12:00	30.1	5771	14498	16259	8944	16136	18017
0:12:05	30.0	5736	14654	16322	8997	16252	18101
0:12:10	30.0	5738	14732	16338	9018	16152	18222
0:12:15	30.0	5798	14649	16561	9026	16250	18219
0:12:20	30.0	5745	14760	16604	9022	16400	18266
0:12:25	30.0	5723	14878	16632	9056	16534	18472
0:12:30	30.0	5747	14860	16752	9087	16622	18397
0:12:35	30.0	5783	14937	16736	9027	16517	18377
0:12:40	30.0	5727	14877	16825	9056	16467	18586
0:12:45	30.0	5812	15050	16910	9105	16627	18645
0:12:50	30.0	5765	15071	16907	9044	16657	18688
0:12:55	30.1	5776	15129	17139	9090	16803	18888
0:13:00	30.0	5783	15232	16981	9052	16917	18952
0:13:05	30.0	5801	15355	17212	9037	16810	18919
0:13:10	30.0	5757	15265	17282	9119	16814	18916
0:13:15	30.0	5774	15261	17329	9096	17019	19035
0:13:20	30.0	5836	15407	17261	9130	17233	19135
0:13:25	30.0	5758	15610	17420	9150	17026	19114
0:13:30	30.0	5811	15517	17439	9162	17180	19161
0:13:35	30.0	5834	15625	17707	9188	17083	19193
0:13:40	30.0	5787	15758	17525	9116	17200	19384
0:13:45	30.1	5812	15860	17780	9050	17175	19402
0:13:50	30.0	5788	15852	17693	9191	17360	19555
0:13:55	30.0	5764	15809	17819	9060	17331	19597
0:14:00	30.0	5842	15861	17985	9158	17390	19650
0:14:05	30.0	5806	15914	18079	9160	17559	19679
0:14:10	30.0	5835	15999	18066	9164	17519	19603
0:14:15	30.0	5797	16131	18116	9146	17550	19789
0:14:20	30.0	5789	16122	18010	9155	17558	19775
0:14:25	30.0	5787	16229	18199	9203	17802	19994
0:14:30	30.0	5821	16346	18362	9180	17895	19840
0:14:35	30.0	5848	16339	18439	9194	17794	20034
0:14:40	30.0	5832	16434	18347	9164	17787	20178
0:14:45	30.0	5876	16395	18531	9186	17970	20248
0:14:50	30.0	5827	16369	18480	9238	17939	20172
0:14:55	30.0	5825	16552	18624	9299	18106	20230
0:15:00	30.0	5783	16530	18744	9144	17964	20478
0:15:05	30.0	5805	16639	18893	9197	18098	20400
0:15:10	30.0	5851	16687	18706	9266	18238	20516
0:15:15	30.0	5781	16689	18926	9222	18221	20436
0:15:20	30.0	5842	16648	19192	9252	18186	20551
0:15:25	30.0	5811	16971	18819	9255	18296	20650
0:15:30	30.0	5828	16884	18875	9305	18378	20581
0:15:35	30.0	5840	16883	19252	9317	18423	20587
0:15:40	30.0	5877	16924	19174	9312	18382	20923
0:15:45	30.0	5847	17157	19202	9281	18617	20771
0:15:50	30.0	5857	17115	19347	9280	18566	20812
0:15:55	30.0	5843	17171	19441	9321	18544	21219
0:16:00	30.0	5889	17358	19505	9246	18576	21108
0:16:05	30.0	5844	17358	19526	9247	18759	21090
0:16:10	30.0	5803	17344	19504	9389	18780	21121
0:16:15	30.0	5785	17511	19769	9296	18820	21218
0:16:20	30.0	5871	17469	19752	9304	19007	21245
0:16:25	30.0	5829	17422	19697	9279	18935	21367
0:16:30	30.0	5835	17501	19797	9294	19014	21502
0:16:35	30.0	5826	17699	19847	9317	19036	21536
0:16:40	30.0	5821	17664	19830	9359	19027	21532
0:16:45	30.0	5895	17921	20016	9371	18997	21601
0:16:50	30.0	5867	17739	20019	9348	19108	21722
0:16:55	30.0	5876	18060	20077	9410	19278	21854
0:17:00	30.0	5952	17903	20280	9323	19149	21747
0:17:05	30.0	5890	17914	20136	9484	19313	21678
0:17:10	30.0	5934	17994	20340	9355	19505	21773
0:17:15	30.0	5872	17901	20171	9325	19458	21921
0:17:20	30.0	5886	18142	20595	9436	19476	21884
0:17:25	30.0	5860	18154	20368	9408	19392	22102
0:17:30	30.1	5892	18262	20476	9472	19624	22131
0:17:35	30.0	5849	18365	20594	9369	19649	21998
0:17:40	30.0	5848	18469	20521	9427	19578	22079
0:17:45	30.0	5911	18370	20564	9409	19648	22299
0:17:50	30.0	5888	18380	20900	9366	19655	22249
0:17:55	30.0	5907	18510	20671	9382	19864	22295
0:18:00	30.0	5881	18509	20806	9422	19698	22395
0:18:05	30.0	5908	18663	20998	9389	19816	22318
0:18:10	30.0	5873	18761	20949	9403	20080	22513
0:18:15	30.0	5903	18763	21122	9486	19902	22598
0:18:20	30.0	5906	18797	21001	9505	20113	22746
0:18:25	30.0	5910	18922	20980	9491	20055	22594
0:18:30	30.0	5934	18907	21105	9450	20158	22753
0:18:35	30.0	5916	18905	21148	9506	20276	22856
0:18:40	30.0	5921	19030	21249	9501	20181	22802
0:18:45	30.0	5922	18931	21291	9428	20325	22925
0:18:50	30.0	5895	19043	21243	9596	20309	22870
0:18:55	30.0	5902	19131	21457	9498	20188	23038
0:19:00	30.0	5909	19223	21360	9508	20390	23207
0:19:05	30.0	5958	19205	21547	9545	20478	23175
0:19:10	30.0	5902	19318	21515	9509	20356	23229
0:19:15	30.0	5923	19333	21542	9508	20499	23181
0:19:20	30.0	5878	19426	21623	9500	20622	23344
0:19:25	30.0	5900	19550	21737	9565	20637	23305
0:19:30	30.0	5932	19481	21597	9619	20666	23403
0:19:35	30.0	5945	19542	21776	9507	20703	23433
0:19:40	30.0	5967	19538	21920	9594	20579	23439
0:19:45	30.0	5982	19760	22122	9620	20761	23532
0:19:50	30.0	5974	19606	22031	9575	20714	23662
0:19:55	30.0	5929	19745	22040	9585	21036	23755
0:20:00	30.0	5983	19595	22004	9609	20999	23766
0:20:05	30.0	5937	19714	22151	9647	20918	23923
0:20:10	30.0	5970	20003	22114	9621	20909	23788
0:20:15	30.0	5937	19888	22345	9611	21043	23805
0:20:20	30.0	5987	19879	22222	9632	21064	23760
0:20:25	30.0	5912	20100	22430	9583	21207	24000
0:20:30	30.0	5961	19951	22214	9646	21066	23952
0:20:35	30.0	5963	19963	22426	9641	21324	24147
0:20:40	30.0	5997	20215	22630	9550	21355	23902
0:20:45	30.0	5999	20232	22634	9537	21382	24017
0:20:50	30.0	5984	20320	22749	9623	21287	23987
0:20:55	30.0	5978	20404	22499	9665	21390	24468
0:21:00	30.0	5925	20439	22655	9603	21352	24450
0:21:05	30.0	5917	20359	22700	9769	21681	24519
0:21:10	30.0	6015	20501	22862	9654	21592	24185
0:21:15	30.0	5986	20495	22798	9641	21520	24442
0:21:20	30.0	6002	20647	22671	9685	22011	24484
0:21:25	30.0	5955	20690	22897	9573	21675	24543
0:21:30	30.0	5982	20721	22847	9687	21625	24503
0:21:35	30.0	5976	20624	22941	9730	21989	24698
0:21:40	30.0	6048	20863	23104	9717	21734	24842
0:21:45	30.0	5995	20810	22802	9615	21753	24802
0:21:50	30.0	6018	20754	22998	9654	22063	24680
0:21:55	30.0	5978	20874	22935	9740	21934	24745
0:22:00	30.0	6004	20924	22956	9700	21927	24764
0:22:05	30.0	5962	21010	22982	9729	22152	24817
0:22:10	30.1	6052	21042	23073	9729	22187	25021
0:22:15	30.0	5995	20908	23124	9750	22267	24864
0:22:20	30.0	6032	21005	23080	9668	22264	25132
0:22:25	30.1	6066	21202	23262	9804	22342	24976
0:22:30	30.0	5965	21154	23278	9739	22291	25004
0:22:35	30.0	5996	21300	23300	9746	22399	25291
0:22:40	30.0	6032	21286	23316	9804	22433	25173
0:22:45	30.0	5992	21452	23225	9819	22303	25230
0:22:50	30.0	6014	21331	23444	9874	22553	25338
0:22:55	30.0	6023	21377	23222	9695	22440	25224
0:23:00	30.0	5996	21468	23594	9760	22579	25310
0:23:05	30.0	6012	21530	23550	9771	22640	25475
0:23:10	30.0	6071	21567	23549	9827	22539	25298
0:23:15	30.0	6065	21658	23560	9852	22633	25608
0:23:20	30.0	6038	21542	23421	9930	22583	25497
0:23:25	30.0	6077	21664	23459	9759	22787	25718
0:23:30	30.0	6024	21577	23465	9819	22654	25735
0:23:35	30.0	6003	21837	23399	9969	22895	25611
0:23:40	30.0	6057	21766	23554	9824	22858	25666
0:23:45	30.0	6085	21715	23659	9854	22797	25724
0:23:50	30.0	6062	21820	23667	9795	22768	25705
0:23:55	30.0	6031	22025	23534	9822	23024	26019
0:24:00	30.0	6026	22162	23528	9880	22945	26001
0:24:05	30.0	6086	21995	23452	9874	23195	25834
0:24:10	30.0	6097	22143	23519	9876	23012	26107
0:24:15	30.0	6027	22033	23501	9806	23087	26025
0:24:20	30.0	6042	22048	23802	9930	23078	26006
0:24:25	30.0	6120	22118	23663	9913	23290	26287
0:24:30	30.0	6118	22216	23579	9952	23231	26122
0:24:35	30.0	6073	22307	23667	9952	23365	26430
0:24:40	30.0	6045	22234	23519	9938	23343	26107
0:24:45	30.0	6030	22237	23618	9943	23465	26369
0:24:50	30.0	6112	22320	23726	9865	23493	26449
0:24:55	30.0	6029	22534	23728	10082	23408	26375
0:25:00	30.0	6067	22366	23587	9971	23299	26494
0:25:05	30.0	6073	22496	23451	9934	23433	26284
0:25:10	30.0	6108	22686	23520	9940	23565	26542
0:25:15	30.0	6076	22547	23480	9961	23574	26544
0:25:20	30.0	6057	22666	23559	10003	23642	26384
0:25:25	30.0	6095	22734	23837	9950	23621	26609
0:25:30	30.0	6080	22651	23660	10022	23615	26791
0:25:35	30.0	6101	22744	23571	10007	23703	26754
0:25:40	30.0	6109	22767	23712	10070	23818	26707
0:25:45	30.0	6078	22782	23828	9938	23782	26866
0:25:50	30.0	6083	22768	23448	10000	23854	26765
0:25:55	30.0	6134	22881	23502	10100	23846	26847
0:26:00	30.0	6071	22932	23559	10050	23825	27026
0:26:05	30.0	6049	22912	23772	10060	23917	26750
0:26:10	30.0	6127	22863	23485	10077	24048	26766
0:26:15	30.0	6096	23055	23703	10020	23917	26741
0:26:20	30.0	6056	23336	23662	10130	23864	27236
0:26:25	30.0	6139	23082	23641	10182	24098	27102
0:26:30	30.0	6072	23171	23652	10099	24035	27182
0:26:35	30.0	6115	23065	23637	10085	24275	27077
0:26:40	30.0	6137	23154	23553	10085	24240	27145
0:26:45	30.0	6116	23230	23780	10141	24390	27030
0:26:50	30.0	6111	23311	23661	10104	24275	27056
0:26:55	30.0	6129	23223	23632	10178	24158	27319
0:27:00	30.0	6158	23128	23594	10094	24462	27179
0:27:05	30.0	6183	23269	23599	10064	24336	27373
0:27:10	30.0	6147	23323	23694	10114	24520	27520
0:27:15	30.0	6183	23105	23622	10122	24256	27345
0:27:20	30.0	6132	23444	23621	10199	24736	27493
0:27:25	30.0	6138	23421	23368	10110	24665	27707
0:27:30	30.1	6144	23512	23638	10189	24669	27520
0:27:35	30.0	6182	23703	23595	10205	24690	27681
0:27:40	30.0	6139	23498	23613	10152	24770	27505
0:27:45	30.0	6144	23527	23571	10075	24611	27666
0:27:50	30.0	6198	23513	23614	10260	24585	27728
0:27:55	30.0	6183	23893	23648	10181	24830	27648
0:28:00	30.0	6178	23510	23680	10144	24980	27704
0:28:05	30.0	6171	23740	23500	10120	24870	27558
0:28:10	30.0	6130	23558	23672	10074	24725	27808
0:28:15	30.0	6135	23595	23561	10216	24942	27544
0:28:20	30.0	6146	23860	23776	10121	24905	27802
0:28:25	30.0	6197	23461	23493	10295	24991	27851
0:28:30	30.0	6164	23557	23703	10230	24737	27918
0:28:35	30.0	6220	23823	23702	10228	25342	27687
0:28:40	30.0	6109	23847	23439	10295	25147	27892
0:28:45	30.0	6114	23856	23953	10261	24956	28079
0:28:50	30.0	6202	24020	23617	10254	24917	28117
0:28:55	30.0	6159	23675	23489	10282	25193	28058
0:29:00	30.0	6171	23808	23701	10283	25109	28041
0:29:05	30.0	6176	23720	23790	10243	25203	28069
0:29:10	30.0	6171	23931	23564	10217	25090	28100
0:29:15	30.0	6175	23807	23640	10219	25326	27988
0:29:20	30.0	6166	24022	23622	10306	25461	28286
0:29:25	30.0	6169	23818	23695	10308	25146	28321
0:29:30	29.9	6147	23806	23671	10269	25443	28121
0:29:35	30.0	6132	23754	23620	10288	25255	28198
0:29:40	30.0	6164	23826	23530	10303	25370	28250
0:29:45	30.0	6201	23994	23559	10338	25486	28431
0:29:50	30.0	6203	24049	23576	10254	25418	28455
0:29:55	30.0	6199	23800	23628	10299	25637	28437
0:30:00	30.0	6180	23985	23630	10332	25596	28303
0:30:05	30.0	6208	24060	23660	10315	25604	28331
0:30:10	30.0	6288	24078	23521	10366	25753	28671
0:30:15	30.0	6239	23782	23689	10340	25646	28525
0:30:20	30.0	6195	24033	23533	10308	25760	28445
0:30:25	30.0	6203	23994	23634	10428	25534	28476
0:30:30	30.0	6236	23842	23411	10435	25666	28445
0:30:35	30.0	6185	24123	23701	10354	25584	28542
0:30:40	30.0	6191	24018	23501	10415	25603	28696
0:30:45	30.0	6224	23959	23444	10395	25805	28526
0:30:50	30.1	6291	23798	23757	10381	25826	28577
0:30:55	30.0	6244	24225	23677	10381	25714	28695
0:31:00	30.0	6206	23930	23577	10388	25872	28622
0:31:05	30.0	6223	24218	23542	10453	25974	28787
0:31:10	30.0	6245	23966	23472	10336	25871	28733
0:31:15	30.0	6266	24040	23632	10458	25828	28668
0:31:20	30.0	6262	23934	23539	10369	25954	28697
0:31:25	30.0	6283	23959	23661	10449	26229	28756
0:31:30	30.0	6284	23980	23655	10370	26071	28697
0:31:35	30.0	6226	23818	23783	10500	25953	28817
0:31:40	30.0	6245	23986	23642	10430	26101	29038
0:31:45	30.0	6239	23895	23511	10551	26070	29030
0:31:50	30.0	6245	24255	23550	10424	26141	28928
0:31:55	30.0	6261	23916	23751	10473	26145	29207
0:32:00	30.0	6260	23856	23603	10452	26193	29103
0:32:05	30.0	6246	24010	23732	10457	26449	29216
0:32:10	30.0	6272	23720	23558	10443	26319	29000
0:32:15	30.0	6235	24138	23578	10614	26236	29169
0:32:20	30.0	6234	23981	23672	10492	26183	29163
0:32:25	30.0	6295	23853	23578	10542	26286	29255
0:32:30	30.0	6282	23867	23461	10557	26194	28603
0:32:35	30.0	6247	24175	23654	10525	26525	29111
0:32:40	30.0	6255	24087	23382	10565	26385	29063
0:32:45	30.0	6300	23868	23521	10554	26236	29188
0:32:50	30.0	6254	23814	23723	10556	26628	29249
0:32:55	30.0	6263	24043	23474	10579	26500	29389
0:33:00	30.0	6286	24064	23568	10583	26394	29352
0:33:05	30.0	6279	24094	23621	10544	26546	29183
0:33:10	30.0	6309	23924	23363	10638	26364	29250
0:33:15	30.0	6272	23825	23373	10552	26645	29112
0:33:20	30.0	6247	24084	23571	10637	26500	29233
0:33:25	30.0	6293	24096	23436	10489	26663	29168
0:33:30	30.0	6255	24060	23756	10626	26779	29317
0:33:35	30.0	6302	24098	23442	10575	26580	29524
0:33:40	30.0	6302	24049	23633	10630	26691	29423
0:33:45	30.0	6293	23889	23361	10599	26862	29476
0:33:50	30.0	6278	23890	23692	10550	26627	29352
0:33:55	30.0	6300	23976	23621	10654	26763	29579
0:34:00	30.0	6291	24051	23381	10643	26759	29595
0:34:05	30.0	6274	23720	23512	10704	26869	29624
0:34:10	30.0	6278	24078	23528	10553	26913	29329
0:34:15	30.0	6286	23893	23487	10699	27086	29361
0:34:20	30.0	6300	24067	23493	10685	26888	29451
0:34:25	30.0	6229	24091	23434	10663	27021	29517
0:34:30	30.0	6271	23863	23441	10577	26890	29555
0:34:35	30.0	6299	24078	23592	10691	26828	29704
0:34:40	30.0	6356	23886	23406	10751	26974	29754
0:34:45	30.0	6300	24030	23504	10678	27012	29666
0:34:50	30.0	6346	23879	23451	10675	27111	29709
0:34:55	30.0	6313	23949	23357	10620	26970	29727
0:35:00	30.0	6337	23957	23605	10669	27216	29936
0:35:05	30.0	6273	24124	23698	10706	27165	29696
0:35:10	30.0	6325	23945	23655	10679	27081	29900
0:35:15	30.0	6301	23887	23554	10734	27097	29672
0:35:20	30.0	6354	23824	23560	10707	27287	29725
0:35:25	30.0	6343	23907	23475	10698	27099	29827
0:35:30	30.0	6330	23958	23687	10776	27216	29636
0:35:35	30.0	6345	23992	23436	10667	27096	29681
0:35:40	30.0	6349	23922	23575	10760	27263	29790
0:35:45	30.0	6347	24090	23515	10749	27103	29873
0:35:50	30.0	6362	23897	23632	10842	27244	29758
0:35:55	30.0	6313	23977	23621	10745	27145	29943
0:36:00	30.1	6345	24013	23448	10710	27216	29962
0:36:05	30.0	6330	23913	23627	10798	27410	29915
0:36:10	30.0	6349	23914	23627	10850	27250	29931
0:36:15	30.0	6314	23941	23468	10880	27285	29881
0:36:20	30.0	6278	23863	23487	10872	27545	29896
0:36:25	30.0	6347	23928	23453	10709	27496	29956
0:36:30	30.0	6417	23813	23294	10776	27414	30087
0:36:35	30.0	6372	23997	23643	10795	27314	29956
0:36:40	30.0	6326	23974	23358	10768	27511	29953
0:36:45	30.0	6342	23969	23516	10836	27383	30204
0:36:50	30.0	6365	23854	23472	10787	27458	29866
0:36:55	30.0	6377	23845	23562	10779	27572	29797
0:37:00	30.0	6394	24077	23609	10845	27372	30166
0:37:05	30.0	6396	23976	23525	10814	27556	30018
0:37:10	30.0	6410	23763	23511	10946	27698	30180
0:37:15	30.0	6436	24050	23533	10809	27529	30026
0:37:20	30.0	6401	24038	23654	10769	27614	30050
0:37:25	30.0	6393	24036	23517	10804	27622	30035
0:37:30	30.0	6335	23869	23515	10906	27645	30060
0:37:35	30.0	6410	23916	23563	10907	27750	30231
0:37:40	30.0	6393	23870	23528	10879	27621	30185
0:37:45	30.0	6426	23863	23400	10947	27641	30327
0:37:50	30.0	6368	23951	23472	10959	27464	30313
0:37:55	30.0	6396	23809	23458	10925	27838	30424
0:38:00	30.0	6354	23878	23521	10905	27907	30099
0:38:05	30.0	6380	23947	23307	10883	27647	30401
0:38:10	30.0	6376	23800	23294	10956	27741	30204
0:38:15	30.0	6374	23790	23684	10952	27680	30519
