

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190524_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	5/24/2019
Time	4:57:19 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:20:00 (HH:MM:SS), Interval 0:00:05, 961 Reads
    Read	Fluorescence Endpoint
	A1..A2
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A	SPL1	SPL2											Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	A1	A2
0:03:00	30.1	7293	10096
0:03:05	30.0	7226	10129
0:03:10	30.0	7230	10175
0:03:15	30.0	7274	10196
0:03:20	30.0	7279	10372
0:03:25	30.0	7240	10397
0:03:30	30.0	7266	10524
0:03:35	30.0	7292	10599
0:03:40	30.0	7326	10608
0:03:45	30.0	7291	10665
0:03:50	30.0	7285	10834
0:03:55	30.0	7281	10836
0:04:00	30.0	7269	10930
0:04:05	30.0	7255	11081
0:04:10	30.0	7319	11001
0:04:15	30.0	7345	11168
0:04:20	30.0	7296	11254
0:04:25	30.0	7366	11336
0:04:30	30.0	7346	11339
0:04:35	30.0	7312	11448
0:04:40	30.0	7348	11547
0:04:45	30.0	7359	11585
0:04:50	30.0	7347	11694
0:04:55	30.0	7342	11748
0:05:00	30.0	7367	11770
0:05:05	30.0	7393	11943
0:05:10	30.0	7351	11964
0:05:15	30.0	7386	12058
0:05:20	30.0	7378	11982
0:05:25	30.0	7350	12115
0:05:30	30.0	7364	12210
0:05:35	30.0	7455	12258
0:05:40	30.0	7433	12407
0:05:45	30.0	7402	12453
0:05:50	30.0	7402	12487
0:05:55	30.0	7433	12559
0:06:00	30.0	7392	12638
0:06:05	30.0	7427	12786
0:06:10	30.0	7451	12845
0:06:15	30.0	7430	12927
0:06:20	30.0	7437	12990
0:06:25	30.0	7456	13071
0:06:30	30.0	7460	13237
0:06:35	30.0	7454	13190
0:06:40	30.0	7498	13335
0:06:45	30.0	7475	13275
0:06:50	30.0	7439	13431
0:06:55	30.0	7485	13492
0:07:00	30.0	7445	13636
0:07:05	30.0	7423	13723
0:07:10	30.0	7420	13727
0:07:15	30.0	7487	13913
0:07:20	30.0	7467	13999
0:07:25	30.0	7443	14015
0:07:30	30.0	7492	14031
0:07:35	30.0	7516	14083
0:07:40	30.0	7501	14266
0:07:45	30.0	7601	14387
0:07:50	30.0	7533	14449
0:07:55	30.0	7508	14549
0:08:00	30.0	7517	14582
0:08:05	30.0	7533	14539
0:08:10	30.0	7566	14685
0:08:15	30.0	7530	14811
0:08:20	30.0	7527	14859
0:08:25	30.0	7522	14937
0:08:30	30.0	7581	15089
0:08:35	30.0	7569	14981
0:08:40	30.0	7540	15123
0:08:45	30.0	7520	15271
0:08:50	30.0	7582	15385
0:08:55	30.0	7583	15466
0:09:00	30.0	7641	15461
0:09:05	30.0	7562	15638
0:09:10	30.0	7581	15722
0:09:15	30.0	7582	15823
0:09:20	30.0	7574	15948
0:09:25	30.0	7556	15972
0:09:30	30.0	7571	16046
0:09:35	30.0	7656	16134
0:09:40	30.0	7527	16117
0:09:45	30.0	7543	16236
0:09:50	30.0	7632	16326
0:09:55	30.0	7585	16445
0:10:00	30.0	7628	16628
0:10:05	30.0	7659	16568
0:10:10	30.0	7591	16743
0:10:15	30.0	7608	16713
0:10:20	30.0	7605	16787
0:10:25	30.0	7606	16884
0:10:30	30.0	7603	17104
0:10:35	30.0	7635	17079
0:10:40	30.0	7624	17180
0:10:45	30.0	7590	17159
0:10:50	30.0	7641	17370
0:10:55	30.0	7605	17390
0:11:00	30.0	7534	17470
0:11:05	30.1	7703	17553
0:11:10	30.0	7646	17501
0:11:15	30.0	7617	17720
0:11:20	30.0	7673	17836
0:11:25	30.0	7597	17873
0:11:30	30.0	7686	18037
0:11:35	30.0	7652	17863
0:11:40	30.0	7673	18103
0:11:45	30.0	7630	18130
0:11:50	30.0	7669	18221
0:11:55	30.0	7663	18201
0:12:00	30.0	7636	18402
0:12:05	30.0	7711	18584
0:12:10	30.0	7664	18464
0:12:15	30.0	7678	18737
0:12:20	30.0	7649	18772
0:12:25	30.0	7725	18732
0:12:30	30.0	7664	18889
0:12:35	30.0	7699	18883
0:12:40	30.0	7709	19141
0:12:45	30.0	7637	19123
0:12:50	30.0	7701	19145
0:12:55	30.0	7661	19316
0:13:00	30.0	7747	19236
0:13:05	30.0	7721	19412
0:13:10	30.0	7685	19563
0:13:15	30.0	7646	19582
0:13:20	30.0	7682	19584
0:13:25	30.0	7668	19733
0:13:30	30.0	7743	19869
0:13:35	30.0	7731	19772
0:13:40	30.0	7706	19951
0:13:45	30.0	7716	20019
0:13:50	30.0	7660	19984
0:13:55	30.0	7702	20208
0:14:00	30.0	7712	20211
0:14:05	30.0	7770	20405
0:14:10	30.0	7688	20473
0:14:15	30.0	7738	20363
0:14:20	30.0	7733	20475
0:14:25	30.0	7716	20576
0:14:30	30.0	7769	20691
0:14:35	30.0	7749	20617
0:14:40	30.0	7733	20710
0:14:45	30.0	7709	20806
0:14:50	30.0	7737	20973
0:14:55	30.0	7785	20956
0:15:00	30.0	7775	21176
0:15:05	30.0	7774	20959
0:15:10	30.0	7784	21380
0:15:15	30.0	7859	21341
0:15:20	30.0	7750	21303
0:15:25	30.0	7801	21456
0:15:30	30.0	7737	21662
0:15:35	30.0	7752	21607
0:15:40	30.0	7748	21708
0:15:45	30.0	7753	21740
0:15:50	30.0	7830	22061
0:15:55	30.0	7780	21743
0:16:00	30.0	7804	21916
0:16:05	30.0	7778	22077
0:16:10	30.0	7857	21981
0:16:15	30.0	7843	22179
0:16:20	30.0	7848	22202
0:16:25	30.0	7799	22272
0:16:30	30.0	7828	22340
0:16:35	30.0	7817	22369
0:16:40	30.0	7841	22457
0:16:45	30.0	7806	22681
0:16:50	30.0	7825	22662
0:16:55	30.0	7855	22697
0:17:00	30.0	7904	22690
0:17:05	30.0	7861	22917
0:17:10	30.0	7870	22741
0:17:15	30.0	7799	23043
0:17:20	30.0	7830	22969
0:17:25	30.0	7825	23123
0:17:30	30.0	7902	23238
0:17:35	30.0	7832	23155
0:17:40	30.0	7924	23205
0:17:45	30.0	7842	23547
0:17:50	30.0	7849	23348
0:17:55	30.0	7876	23393
0:18:00	30.0	7857	23578
0:18:05	30.0	7821	23689
0:18:10	30.0	7893	23764
0:18:15	30.0	7889	23812
0:18:20	30.0	7962	23795
0:18:25	30.0	7864	23803
0:18:30	30.0	7896	23824
0:18:35	30.0	7926	24123
0:18:40	30.0	7929	24035
0:18:45	30.0	7882	24200
0:18:50	30.0	7913	24146
0:18:55	30.0	7892	24283
0:19:00	30.0	7917	24269
0:19:05	30.0	7889	24328
0:19:10	30.0	7963	24389
0:19:15	30.0	7915	24480
0:19:20	30.0	7878	24658
0:19:25	30.0	7948	24671
0:19:30	30.0	7985	24569
0:19:35	30.0	7929	24708
0:19:40	30.0	7935	24994
0:19:45	30.0	7942	24953
0:19:50	30.0	7944	25334
0:19:55	30.0	7961	25001
0:20:00	30.0	7975	25120
0:20:05	30.0	7976	25075
0:20:10	30.0	7967	25388
0:20:15	30.0	7999	25205
0:20:20	30.0	7923	25351
0:20:25	30.0	7965	25325
0:20:30	30.0	7980	25489
0:20:35	30.0	8000	25636
0:20:40	30.0	7875	25604
0:20:45	30.0	8018	25827
0:20:50	30.0	8008	25948
0:20:55	30.0	7990	25859
0:21:00	30.0	7979	25926
0:21:05	30.0	8021	25894
0:21:10	30.0	8027	26035
0:21:15	30.0	7997	26126
0:21:20	30.0	8039	26168
0:21:25	30.0	7990	26234
0:21:30	30.0	8056	26429
0:21:35	30.0	8042	26320
0:21:40	30.0	7980	26426
0:21:45	30.0	8008	26335
0:21:50	30.0	7992	26614
0:21:55	30.0	8029	26390
0:22:00	30.0	8040	26639
0:22:05	30.0	8055	26480
0:22:10	30.0	8049	26786
0:22:15	30.0	8042	26744
0:22:20	30.0	8065	26652
0:22:25	30.0	8057	26948
0:22:30	30.0	8020	26992
0:22:35	30.0	8048	27051
0:22:40	30.0	8075	26944
0:22:45	30.0	8085	27113
0:22:50	30.0	8165	27267
0:22:55	30.0	8071	27223
0:23:00	30.0	8080	27014
0:23:05	30.0	8073	27263
0:23:10	30.0	8058	27463
0:23:15	30.0	8064	27445
0:23:20	30.0	8102	27440
0:23:25	30.0	8086	27296
0:23:30	30.0	8157	27438
0:23:35	30.0	8029	27661
0:23:40	30.0	8081	27541
0:23:45	30.0	8189	27698
0:23:50	30.0	8116	27626
0:23:55	30.0	8125	27734
0:24:00	30.0	8143	27852
0:24:05	30.0	8128	27792
0:24:10	30.0	8112	27915
0:24:15	30.0	8066	27739
0:24:20	30.0	8103	27996
0:24:25	30.0	8097	27986
0:24:30	30.0	8115	28117
0:24:35	30.0	8112	28157
0:24:40	30.0	8169	28088
0:24:45	30.0	8203	28200
0:24:50	30.0	8140	28119
0:24:55	30.0	8107	28241
0:25:00	30.0	8098	28444
0:25:05	30.0	8114	28128
0:25:10	30.0	8190	28322
0:25:15	30.0	8131	28436
0:25:20	30.0	8177	28463
0:25:25	30.0	8159	28373
0:25:30	30.0	8183	28421
0:25:35	30.0	8165	28341
0:25:40	30.0	8165	28484
0:25:45	30.0	8169	28692
0:25:50	30.0	8166	28625
0:25:55	30.0	8225	28554
0:26:00	30.0	8244	28687
0:26:05	30.0	8164	28652
0:26:10	30.0	8195	28759
0:26:15	30.0	8184	28700
0:26:20	30.0	8148	28722
0:26:25	30.0	8223	28732
0:26:30	30.0	8199	28807
0:26:35	30.0	8177	28879
0:26:40	30.0	8223	28723
0:26:45	30.0	8162	28779
0:26:50	30.0	8247	28872
0:26:55	30.0	8247	28723
0:27:00	30.0	8235	28611
0:27:05	30.0	8229	28555
0:27:10	30.0	8267	28961
0:27:15	30.0	8231	28890
0:27:20	30.0	8251	28931
0:27:25	30.0	8238	28691
0:27:30	30.0	8198	28866
0:27:35	30.0	8263	28884
0:27:40	30.0	8207	28847
0:27:45	30.0	8279	28869
0:27:50	30.0	8294	29060
0:27:55	30.0	8256	28868
0:28:00	30.0	8198	29016
0:28:05	30.0	8288	28984
0:28:10	30.0	8311	28896
0:28:15	30.0	8273	29196
0:28:20	30.0	8242	28979
0:28:25	30.0	8274	29006
0:28:30	30.0	8325	29002
0:28:35	30.0	8317	28859
0:28:40	30.0	8370	29110
0:28:45	30.0	8277	29113
0:28:50	30.0	8320	28871
0:28:55	30.0	8258	29281
0:29:00	30.0	8315	29244
0:29:05	30.0	8367	28963
0:29:10	30.0	8363	28989
0:29:15	30.0	8339	28954
0:29:20	30.0	8342	28972
0:29:25	30.0	8390	28958
0:29:30	30.0	8260	29001
0:29:35	30.0	8286	28920
0:29:40	30.0	8335	28946
0:29:45	30.0	8332	28904
0:29:50	30.0	8349	29020
0:29:55	30.0	8348	29104
0:30:00	30.0	8283	29011
0:30:05	30.0	8370	28923
0:30:10	30.0	8384	29007
0:30:15	30.0	8449	28970
0:30:20	30.0	8425	29261
0:30:25	30.0	8362	28880
0:30:30	30.0	8427	29016
0:30:35	30.0	8405	29068
0:30:40	30.0	8381	28972
0:30:45	30.0	8419	29104
0:30:50	30.0	8422	28986
0:30:55	30.0	8358	28988
0:31:00	30.0	8357	29041
0:31:05	30.0	8373	29265
0:31:10	30.0	8469	28887
0:31:15	30.0	8413	28909
0:31:20	30.0	8425	29154
0:31:25	30.0	8427	28973
0:31:30	30.0	8396	29088
0:31:35	30.0	8423	29147
0:31:40	30.0	8466	29092
0:31:45	30.0	8400	28987
0:31:50	30.0	8432	29033
0:31:55	30.0	8473	29014
0:32:00	30.0	8503	29003
0:32:05	30.0	8453	28941
0:32:10	30.0	8403	28939
0:32:15	30.0	8485	28828
0:32:20	30.0	8429	28827
0:32:25	30.0	8381	28846
0:32:30	30.0	8463	28954
0:32:35	30.0	8528	28906
0:32:40	30.0	8447	29179
0:32:45	30.0	8470	28961
0:32:50	30.0	8451	28938
0:32:55	30.0	8530	29079
0:33:00	30.0	8412	29009
0:33:05	30.0	8464	29028
0:33:10	30.0	8494	28960
0:33:15	30.0	8449	29042
0:33:20	30.0	8523	29002
0:33:25	30.0	8474	29187
0:33:30	30.0	8473	29081
0:33:35	30.0	8476	29081
0:33:40	30.0	8484	28871
0:33:45	30.0	8477	29086
0:33:50	30.0	8537	29098
0:33:55	30.0	8520	28902
0:34:00	30.0	8457	28983
0:34:05	30.0	8499	29078
0:34:10	30.0	8472	28821
0:34:15	30.0	8491	28840
0:34:20	30.0	8517	28991
0:34:25	30.0	8516	28988
0:34:30	30.0	8488	29181
0:34:35	30.0	8476	29032
0:34:40	30.0	8515	28847
0:34:45	30.0	8551	29012
0:34:50	30.0	8554	28958
0:34:55	30.0	8550	29200
0:35:00	30.0	8551	29112
0:35:05	30.0	8514	28951
0:35:10	30.0	8534	29008
0:35:15	30.0	8559	28847
0:35:20	30.0	8552	28979
0:35:25	30.0	8584	29002
0:35:30	30.0	8544	28953
0:35:35	30.0	8560	28943
0:35:40	30.0	8531	28991
0:35:45	30.0	8592	29108
0:35:50	30.0	8568	28916
0:35:55	30.0	8631	29035
0:36:00	30.0	8550	29124
0:36:05	30.0	8595	29230
0:36:10	30.0	8579	28783
0:36:15	30.0	8614	28930
0:36:20	30.0	8621	28928
0:36:25	30.0	8621	28788
0:36:30	30.0	8629	29019
0:36:35	30.0	8569	28951
0:36:40	30.0	8573	29001
0:36:45	30.0	8618	28775
0:36:50	30.0	8610	28941
0:36:55	30.0	8648	28897
0:37:00	30.0	8647	29044
0:37:05	30.0	8586	28904
0:37:10	30.0	8613	28922
0:37:15	30.0	8660	28831
0:37:20	30.0	8724	28851
0:37:25	30.0	8631	29172
0:37:30	30.0	8611	28999
0:37:35	30.0	8602	28889
0:37:40	30.0	8600	29046
0:37:45	30.0	8668	28983
0:37:50	30.0	8676	28949
0:37:55	30.0	8687	28979
0:38:00	30.0	8613	28770
0:38:05	30.0	8626	28919
0:38:10	30.0	8659	28929
0:38:15	30.0	8630	28760
0:38:20	30.0	8654	28852
0:38:25	30.0	8652	28867
0:38:30	30.0	8739	28901
0:38:35	30.0	8659	29079
0:38:40	30.0	8705	28793
0:38:45	30.0	8700	28878
0:38:50	30.0	8675	29045
0:38:55	30.0	8788	28811
0:39:00	30.0	8664	29041
0:39:05	30.0	8659	28896
0:39:10	30.0	8714	28843
0:39:15	30.0	8724	28912
0:39:20	30.0	8697	28919
0:39:25	30.0	8687	29157
0:39:30	30.0	8743	28986
0:39:35	30.0	8750	28998
0:39:40	30.0	8738	28998
0:39:45	30.0	8768	28873
0:39:50	30.0	8673	28968
0:39:55	30.0	8679	28859
0:40:00	30.0	8779	28754
0:40:05	30.0	8707	29128
0:40:10	30.0	8779	28954
0:40:15	30.0	8757	29014
0:40:20	30.0	8752	28887
0:40:25	30.0	8789	28778
0:40:30	30.0	8715	29060
0:40:35	30.0	8759	28842
0:40:40	30.0	8736	28885
0:40:45	30.0	8816	28849
0:40:50	30.0	8817	28985
0:40:55	30.0	8787	29043
0:41:00	30.0	8852	28803
0:41:05	30.0	8751	28650
0:41:10	30.0	8804	28845
0:41:15	30.0	8811	28919
0:41:20	30.0	8848	28978
0:41:25	30.0	8816	28871
0:41:30	30.0	8768	28817
0:41:35	30.0	8781	28742
0:41:40	30.0	8789	28979
0:41:45	30.0	8753	28997
0:41:50	30.0	8836	28779
0:41:55	30.0	8861	28799
0:42:00	30.0	8819	28874
0:42:05	30.0	8836	28772
0:42:10	30.0	8882	28969
0:42:15	30.0	8782	28941
0:42:20	30.0	8841	28921
0:42:25	30.0	8837	29014
0:42:30	30.0	8795	28813
0:42:35	30.0	8889	28830
0:42:40	30.0	8881	28776
0:42:45	30.0	8805	28785
0:42:50	30.0	8887	28785
0:42:55	30.0	8868	28840
0:43:00	30.0	8876	28754
0:43:05	30.0	8847	29107
0:43:10	30.0	8832	29144
0:43:15	30.0	8861	28853
0:43:20	30.0	8849	28972
0:43:25	30.0	8894	28837
0:43:30	30.0	8840	28825
0:43:35	30.0	8937	28981
0:43:40	30.0	8928	28884
0:43:45	30.0	8955	29087
0:43:50	30.0	8870	28875
0:43:55	30.0	8922	28911
0:44:00	30.0	8972	29025
0:44:05	30.0	8858	28918
0:44:10	30.0	8897	28787
0:44:15	30.0	8931	28986
0:44:20	30.0	8952	28877
0:44:25	30.0	8942	28859
0:44:30	30.0	8916	29004
0:44:35	30.0	8866	29003
0:44:40	30.0	8937	28981
0:44:45	30.0	8956	28962
0:44:50	30.0	8934	28712
0:44:55	30.0	8967	28910
0:45:00	30.0	8983	28675
0:45:05	30.0	8921	28860
0:45:10	30.0	9038	28801
0:45:15	30.0	8886	28818
0:45:20	30.0	8959	28622
0:45:25	30.0	8916	29154
0:45:30	30.0	8945	28793
0:45:35	30.0	8896	28904
0:45:40	30.0	8872	28860
0:45:45	30.0	8938	28898
0:45:50	30.0	8970	29016
0:45:55	30.0	8928	28800
0:46:00	30.0	9016	28999
0:46:05	30.0	8967	28845
0:46:10	30.0	8929	28967
0:46:15	30.0	9040	28988
0:46:20	30.0	8960	28793
0:46:25	30.0	8915	28943
0:46:30	30.0	8910	28981
0:46:35	30.0	8999	28696
0:46:40	30.0	8998	29041
0:46:45	30.0	9021	29025
0:46:50	30.0	9011	28743
0:46:55	30.0	9033	28785
0:47:00	30.0	9052	28822
0:47:05	30.0	9028	28980
0:47:10	30.0	8998	28756
0:47:15	30.0	9010	29067
0:47:20	30.0	9013	28848
0:47:25	30.0	9041	28706
0:47:30	30.0	8990	28907
0:47:35	30.0	8998	28922
0:47:40	30.0	9008	28741
0:47:45	30.0	9060	28680
0:47:50	30.0	8983	28924
0:47:55	30.0	9085	28795
0:48:00	30.0	9119	28724
0:48:05	30.0	9066	28882
0:48:10	30.0	9181	28990
0:48:15	30.0	9009	28896
0:48:20	30.0	9040	28776
0:48:25	30.0	9121	28798
0:48:30	30.0	9109	28727
0:48:35	30.0	9029	28756
0:48:40	30.0	9103	28780
0:48:45	30.0	9069	29004
0:48:50	30.0	9040	28983
0:48:55	30.0	9115	28849
0:49:00	30.0	9131	28791
0:49:05	30.0	9060	28890
0:49:10	30.0	9141	28931
0:49:15	30.0	9015	28796
0:49:20	30.0	9084	28751
0:49:25	30.0	9090	29027
0:49:30	30.0	9140	29027
0:49:35	30.0	9073	28817
0:49:40	30.0	9125	28772
0:49:45	30.0	9148	28905
0:49:50	30.0	9071	28766
0:49:55	30.0	9148	28983
0:50:00	30.0	9186	28600
0:50:05	30.0	9106	29006
0:50:10	30.0	9091	28808
0:50:15	30.0	9181	28733
0:50:20	30.0	9221	28669
0:50:25	30.0	9150	28719
0:50:30	30.0	9182	28880
0:50:35	30.0	9129	28807
0:50:40	30.0	9141	28885
0:50:45	30.0	9167	28848
0:50:50	30.0	9145	28871
0:50:55	30.0	9135	29085
0:51:00	30.0	9140	28750
0:51:05	30.0	9180	28760
0:51:10	30.0	9207	28471
0:51:15	30.0	9135	28762
0:51:20	30.0	9137	28771
0:51:25	30.0	9275	28955
0:51:30	30.0	9110	28762
0:51:35	30.0	9143	29024
0:51:40	30.0	9215	28985
0:51:45	30.0	9173	28675
0:51:50	30.0	9145	28688
0:51:55	30.0	9197	28826
0:52:00	30.0	9204	28773
0:52:05	30.0	9236	28671
0:52:10	30.0	9238	28679
0:52:15	30.0	9262	28599
0:52:20	30.0	9199	28603
0:52:25	30.0	9230	28746
0:52:30	30.0	9190	28796
0:52:35	30.0	9255	28805
0:52:40	30.0	9239	28858
0:52:45	30.0	9258	28797
0:52:50	30.0	9212	28717
0:52:55	30.0	9215	28875
0:53:00	30.0	9258	28791
0:53:05	30.0	9296	28834
0:53:10	30.0	9204	28973
0:53:15	30.0	9242	28835
0:53:20	30.0	9326	28785
0:53:25	30.0	9349	28852
0:53:30	30.0	9256	28673
0:53:35	30.0	9307	28780
0:53:40	30.0	9303	28685
0:53:45	30.0	9245	28881
0:53:50	30.0	9275	28837
0:53:55	30.0	9336	28751
0:54:00	30.0	9345	28684
0:54:05	30.0	9252	28647
0:54:10	30.0	9302	28786
0:54:15	30.0	9327	28614
0:54:20	30.0	9297	28854
0:54:25	30.0	9316	28808
0:54:30	30.0	9305	28804
0:54:35	30.0	9298	28665
0:54:40	30.0	9274	28899
0:54:45	30.0	9316	28698
0:54:50	30.0	9370	28817
0:54:55	30.0	9382	28842
0:55:00	30.0	9334	28671
0:55:05	30.0	9266	28775
0:55:10	30.0	9305	28733
0:55:15	30.0	9357	29122
0:55:20	30.0	9354	28762
0:55:25	30.0	9327	28735
0:55:30	30.0	9296	28773
0:55:35	30.0	9353	28892
0:55:40	30.0	9321	28790
0:55:45	30.0	9337	28610
0:55:50	30.0	9347	28742
0:55:55	30.0	9302	28782
0:56:00	30.0	9371	28697
0:56:05	30.0	9373	28917
0:56:10	30.0	9333	28731
0:56:15	30.0	9314	28812
0:56:20	30.0	9351	28693
0:56:25	30.0	9385	28820
0:56:30	30.0	9366	28692
0:56:35	30.0	9375	28660
0:56:40	30.0	9383	28751
0:56:45	30.0	9431	28709
0:56:50	30.0	9410	28804
0:56:55	30.0	9403	28784
0:57:00	30.0	9384	28666
0:57:05	30.0	9441	28625
0:57:10	30.0	9368	28822
0:57:15	30.0	9454	28590
0:57:20	30.0	9418	28814
0:57:25	30.0	9402	28949
0:57:30	30.0	9396	28839
0:57:35	30.0	9421	28889
0:57:40	30.0	9439	28840
0:57:45	30.0	9446	28769
0:57:50	30.0	9399	28639
0:57:55	30.0	9412	28795
0:58:00	30.0	9513	28625
0:58:05	30.0	9450	28716
0:58:10	30.0	9497	28806
0:58:15	30.0	9455	28491
0:58:20	30.0	9487	28759
0:58:25	30.0	9551	28764
0:58:30	30.0	9442	28631
0:58:35	30.0	9457	28668
0:58:40	30.0	9488	28746
0:58:45	30.0	9445	28690
0:58:50	30.0	9448	28725
0:58:55	30.0	9452	28573
0:59:00	30.0	9454	28684
0:59:05	30.0	9501	28714
0:59:10	30.0	9507	28689
0:59:15	30.0	9504	28724
0:59:20	30.0	9463	29137
0:59:25	30.0	9455	28732
0:59:30	30.0	9548	28746
0:59:35	30.0	9449	28747
0:59:40	30.0	9527	28643
0:59:45	30.0	9528	28756
0:59:50	30.0	9471	28725
0:59:55	30.0	9555	28841
1:00:00	30.0	9558	28697
1:00:05	30.0	9477	28659
1:00:10	30.0	9543	28700
1:00:15	30.0	9572	28869
1:00:20	30.0	9513	28563
1:00:25	30.0	9531	28567
1:00:30	30.0	9550	28869
1:00:35	30.0	9521	28655
1:00:40	30.0	9551	28954
1:00:45	30.0	9480	28614
1:00:50	30.0	9577	28635
1:00:55	30.0	9560	28669
1:01:00	30.0	9606	28703
1:01:05	30.0	9587	28776
1:01:10	30.0	9573	28807
1:01:15	30.0	9529	28713
1:01:20	30.0	9593	28818
1:01:25	30.0	9614	28791
1:01:30	30.0	9547	28727
1:01:35	30.0	9553	28693
1:01:40	30.0	9637	28866
1:01:45	30.0	9602	28739
1:01:50	30.0	9563	28921
1:01:55	30.0	9622	28864
1:02:00	30.0	9576	28691
1:02:05	30.0	9678	28798
1:02:10	30.0	9562	28757
1:02:15	30.0	9534	28601
1:02:20	30.0	9553	28815
1:02:25	30.0	9635	28796
1:02:30	30.0	9619	28642
1:02:35	30.0	9649	28546
1:02:40	30.0	9589	28685
1:02:45	30.0	9602	28573
1:02:50	30.0	9628	28740
1:02:55	30.0	9662	28829
1:03:00	30.0	9674	28669
1:03:05	30.0	9661	28795
1:03:10	30.0	9599	28710
1:03:15	30.0	9661	28596
1:03:20	30.0	9657	28752
1:03:25	30.0	9608	28702
1:03:30	30.0	9641	28700
1:03:35	30.0	9584	28712
1:03:40	30.0	9719	28583
1:03:45	30.0	9636	28767
1:03:50	30.0	9724	28529
1:03:55	30.0	9649	28729
1:04:00	30.0	9720	28658
1:04:05	30.0	9731	28704
1:04:10	30.0	9645	28829
1:04:15	30.0	9721	28572
1:04:20	30.0	9719	28653
1:04:25	30.0	9707	28543
1:04:30	30.0	9650	28814
1:04:35	30.0	9725	28610
1:04:40	30.0	9711	28829
1:04:45	30.0	9638	28754
1:04:50	30.0	9625	29011
1:04:55	30.0	9660	28937
1:05:00	30.0	9683	28596
1:05:05	30.0	9702	28576
1:05:10	30.0	9717	28719
1:05:15	30.0	9705	28572
1:05:20	30.0	9696	28706
1:05:25	30.0	9751	28670
1:05:30	30.0	9728	28560
1:05:35	30.0	9768	28682
1:05:40	30.0	9761	28585
1:05:45	30.0	9787	28711
1:05:50	30.0	9746	28736
1:05:55	30.0	9668	28736
1:06:00	30.0	9698	28589
1:06:05	30.0	9720	28643
1:06:10	30.0	9733	28756
1:06:15	30.0	9748	28909
1:06:20	30.0	9766	28721
1:06:25	30.0	9748	28573
1:06:30	30.0	9834	28767
1:06:35	30.0	9817	28580
1:06:40	30.0	9753	28735
1:06:45	30.0	9773	28698
1:06:50	30.0	9810	28684
1:06:55	30.0	9805	28621
1:07:00	30.0	9799	28695
1:07:05	30.0	9747	28636
1:07:10	30.0	9817	28622
1:07:15	30.0	9849	28698
1:07:20	30.0	9793	28584
