

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190213_GAP_assay2.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	2/13/2019
Time	4:25:14 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:23:00 (HH:MM:SS), Interval 0:00:05, 997 Reads
    Read	Fluorescence Endpoint
	A2..A10
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A		SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9			Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	A2	A3	A4	A5	A6	A7	A8	A9	A10
0:01:15	30.0	6469	7040	7094	6554	6822	6654	6484	7143	7646
0:01:20	30.0	6404	7098	7181	6512	6846	6664	6496	7212	7748
0:01:25	30.0	6420	7071	7100	6570	6872	6681	6496	7232	7742
0:01:30	30.0	6435	7170	7174	6528	6874	6736	6512	7318	7757
0:01:35	30.0	6397	7183	7173	6499	7024	6742	6407	7319	7788
0:01:40	30.0	6455	7221	7189	6465	6993	6778	6457	7385	7817
0:01:45	30.0	6462	7217	7317	6539	7073	6859	6441	7371	7905
0:01:50	30.0	6473	7240	7313	6539	7074	6880	6454	7441	7861
0:01:55	30.0	6476	7295	7344	6499	7129	6908	6526	7458	7942
0:02:00	30.0	6506	7288	7418	6579	7238	6877	6523	7467	8056
0:02:05	30.0	6479	7366	7402	6525	7162	6944	6467	7566	8040
0:02:10	30.0	6490	7398	7479	6566	7276	6984	6445	7595	8070
0:02:15	30.0	6502	7447	7521	6550	7222	7072	6498	7678	8038
0:02:20	30.0	6490	7548	7511	6563	7262	7078	6522	7718	8123
0:02:25	30.0	6535	7554	7558	6617	7359	7164	6506	7647	8179
0:02:30	30.0	6507	7542	7650	6593	7439	7183	6483	7738	8233
0:02:35	30.0	6482	7641	7666	6625	7487	7094	6506	7835	8277
0:02:40	30.0	6531	7691	7681	6551	7438	7179	6543	7832	8306
0:02:45	30.0	6588	7691	7696	6589	7530	7251	6548	7910	8447
0:02:50	30.0	6510	7725	7763	6572	7568	7331	6535	7897	8385
0:02:55	30.0	6521	7698	7732	6573	7639	7287	6506	8003	8418
0:03:00	30.0	6522	7822	7848	6629	7677	7290	6524	8023	8332
0:03:05	30.0	6550	7903	7932	6593	7710	7479	6546	8035	8542
0:03:10	30.0	6517	7787	7923	6552	7661	7491	6554	8079	8586
0:03:15	30.0	6542	7890	7928	6519	7752	7508	6580	8113	8557
0:03:20	30.0	6526	7934	8040	6650	7879	7488	6531	8163	8595
0:03:25	30.0	6533	7972	8075	6624	7870	7554	6568	8170	8676
0:03:30	30.0	6547	8092	8091	6554	7942	7555	6533	8264	8587
0:03:35	30.0	6566	8094	8115	6624	8004	7649	6607	8338	8721
0:03:40	30.0	6568	8184	8080	6660	7927	7675	6611	8412	8717
0:03:45	30.0	6452	8184	8209	6649	8013	7722	6594	8444	8703
0:03:50	30.0	6496	8195	8275	6654	8088	7786	6639	8451	8787
0:03:55	30.0	6544	8264	8281	6587	8122	7782	6614	8511	8817
0:04:00	30.0	6486	8316	8308	6609	8090	7771	6589	8549	8933
0:04:05	30.0	6513	8271	8335	6698	8187	7794	6615	8587	8954
0:04:10	30.0	6513	8395	8304	6648	8283	7793	6620	8702	9037
0:04:15	30.0	6498	8434	8485	6611	8251	7927	6632	8651	9094
0:04:20	30.0	6536	8482	8451	6628	8331	8003	6588	8717	9101
0:04:25	30.0	6561	8459	8464	6611	8385	7989	6686	8755	9141
0:04:30	30.0	6521	8494	8545	6637	8520	8115	6616	8856	9059
0:04:35	30.0	6577	8599	8616	6539	8401	8043	6627	8769	9195
0:04:40	30.0	6509	8548	8552	6632	8478	8062	6641	8958	9202
0:04:45	30.0	6558	8674	8570	6622	8503	8129	6595	8990	9264
0:04:50	30.0	6531	8652	8639	6595	8625	8212	6578	9004	9376
0:04:55	30.0	6542	8737	8664	6602	8605	8235	6661	9096	9392
0:05:00	30.0	6530	8794	8807	6658	8715	8214	6614	9024	9401
0:05:05	30.0	6512	8772	8817	6661	8745	8296	6637	9070	9416
0:05:10	30.0	6540	8773	8785	6620	8815	8332	6550	9112	9460
0:05:15	30.0	6536	8919	8899	6611	8846	8323	6615	9223	9454
0:05:20	30.0	6570	8955	8814	6619	8874	8362	6646	9221	9546
0:05:25	30.0	6525	8952	8895	6653	8956	8368	6711	9192	9530
0:05:30	30.0	6571	8918	8917	6601	8983	8426	6621	9332	9663
0:05:35	30.0	6568	9063	9062	6655	9032	8488	6611	9388	9676
0:05:40	30.0	6479	9097	9081	6609	9039	8540	6624	9459	9747
0:05:45	30.0	6497	9145	9075	6669	9066	8538	6671	9459	9793
0:05:50	30.0	6578	9158	9118	6655	9180	8609	6649	9542	9824
0:05:55	30.0	6503	9234	9088	6628	9118	8615	6616	9545	9829
0:06:00	30.0	6501	9212	9155	6693	9197	8656	6681	9620	9971
0:06:05	30.0	6578	9301	9242	6655	9196	8684	6717	9586	9941
0:06:10	30.0	6584	9322	9264	6639	9277	8724	6637	9612	10026
0:06:15	30.0	6562	9358	9332	6606	9396	8769	6702	9715	9994
0:06:20	30.0	6529	9333	9291	6676	9401	8773	6681	9755	10089
0:06:25	30.0	6560	9449	9478	6658	9375	8926	6745	9716	10069
0:06:30	30.0	6526	9487	9366	6633	9488	8912	6721	9820	10075
0:06:35	30.0	6551	9514	9418	6616	9432	8993	6719	9859	10152
0:06:40	30.0	6557	9614	9501	6692	9501	8923	6698	9936	10268
0:06:45	30.0	6557	9568	9526	6660	9572	9037	6737	10006	10268
0:06:50	30.0	6534	9644	9541	6701	9694	9068	6731	10030	10294
0:06:55	30.0	6559	9685	9634	6696	9655	9098	6700	10110	10299
0:07:00	30.0	6567	9722	9656	6699	9721	9103	6701	10140	10404
0:07:05	30.0	6508	9790	9698	6688	9766	9121	6716	10023	10363
0:07:10	30.0	6560	9805	9722	6720	9816	9175	6679	10190	10560
0:07:15	30.0	6589	9827	9695	6619	9854	9224	6712	10245	10552
0:07:20	30.0	6593	9878	9803	6647	9933	9306	6693	10302	10610
0:07:25	30.0	6541	9941	9891	6665	9880	9270	6693	10265	10600
0:07:30	30.0	6557	10064	9925	6615	9939	9351	6762	10348	10718
0:07:35	30.0	6550	9974	9864	6725	10072	9333	6721	10444	10666
0:07:40	30.0	6491	10097	9932	6619	10139	9361	6684	10379	10779
0:07:45	30.0	6550	10052	10052	6704	10101	9470	6748	10526	10757
0:07:50	30.0	6551	10170	10093	6673	10164	9407	6746	10525	10858
0:07:55	30.0	6585	10170	10051	6688	10252	9483	6732	10640	10910
0:08:00	30.0	6575	10235	10127	6640	10196	9448	6773	10611	10884
0:08:05	30.0	6521	10302	10082	6661	10334	9573	6699	10647	10930
0:08:10	30.0	6563	10351	10207	6588	10280	9676	6786	10739	10931
0:08:15	30.0	6600	10247	10224	6760	10309	9686	6755	10830	10935
0:08:20	30.0	6577	10345	10253	6679	10383	9692	6759	10834	11143
0:08:25	30.0	6601	10513	10356	6684	10433	9786	6785	10993	11142
0:08:30	30.0	6539	10464	10355	6680	10509	9828	6743	10957	11092
0:08:35	30.0	6583	10532	10436	6662	10505	9801	6706	10865	11246
0:08:40	30.0	6630	10580	10508	6682	10613	9830	6778	10976	11311
0:08:45	30.0	6596	10627	10499	6646	10647	9835	6829	11029	11335
0:08:50	30.0	6574	10671	10458	6714	10635	9906	6796	11048	11407
0:08:55	30.0	6592	10671	10565	6691	10676	9985	6762	11195	11342
0:09:00	30.0	6603	10730	10595	6686	10812	9926	6810	11201	11373
0:09:05	30.0	6634	10763	10599	6684	10911	9948	6724	11254	11506
0:09:10	30.0	6535	10768	10634	6708	10813	10028	6745	11177	11532
0:09:15	30.0	6599	10820	10752	6697	10823	9999	6764	11281	11575
0:09:20	30.0	6612	10910	10753	6667	10874	10093	6765	11372	11595
0:09:25	30.0	6561	10946	10753	6693	11053	10197	6716	11310	11673
0:09:30	30.0	6570	10979	10908	6678	10942	10163	6832	11483	11662
0:09:35	30.0	6575	10973	10836	6644	11068	10260	6707	11523	11708
0:09:40	30.0	6589	11070	10857	6705	11084	10357	6797	11532	11761
0:09:45	30.0	6526	11093	10947	6680	11090	10356	6754	11537	11802
0:09:50	30.0	6592	11168	11053	6714	11204	10344	6771	11594	11803
0:09:55	30.0	6586	11191	11077	6675	11200	10317	6792	11595	11865
0:10:00	30.0	6557	11140	11062	6703	11312	10387	6743	11737	11896
0:10:05	30.0	6583	11266	11037	6723	11298	10416	6779	11761	11953
0:10:10	30.0	6647	11296	11143	6733	11338	10428	6855	11742	12043
0:10:15	30.0	6516	11429	11224	6699	11397	10464	6824	11803	12127
0:10:20	30.0	6578	11468	11275	6716	11519	10559	6806	11856	12132
0:10:25	30.0	6550	11414	11211	6732	11549	10578	6817	11858	12264
0:10:30	30.0	6617	11507	11399	6635	11452	10625	6845	11933	12110
0:10:35	30.0	6615	11575	11277	6700	11641	10623	6794	12042	12142
0:10:40	30.0	6580	11618	11330	6718	11613	10682	6832	12087	12284
0:10:45	30.0	6608	11623	11393	6651	11583	10784	6854	12144	12335
0:10:50	30.0	6614	11654	11463	6716	11604	10800	6783	12191	12325
0:10:55	30.0	6589	11773	11484	6738	11704	10801	6786	12213	12403
0:11:00	30.0	6628	11734	11557	6693	11884	10834	6799	12174	12474
0:11:05	30.0	6617	11664	11688	6717	11906	10859	6811	12360	12524
0:11:10	30.0	6564	11899	11704	6777	11898	10949	6802	12324	12532
0:11:15	30.0	6606	11823	11674	6725	11989	10966	6804	12396	12574
0:11:20	30.0	6653	11901	11759	6728	12005	10990	6873	12371	12636
0:11:25	30.0	6612	11937	11749	6727	12010	11141	6789	12328	12649
0:11:30	30.0	6632	12106	11846	6638	11938	11128	6824	12457	12622
0:11:35	30.0	6534	11990	11913	6748	12055	11155	6865	12642	12754
0:11:40	30.0	6631	12137	11902	6663	12202	11093	6851	12547	12730
0:11:45	30.0	6603	12070	11881	6783	12191	11172	6904	12677	12869
0:11:50	30.0	6616	12222	12021	6757	12293	11296	6814	12634	12861
0:11:55	30.0	6585	12222	12098	6701	12253	11233	6828	12726	12845
0:12:00	30.0	6588	12335	12126	6754	12273	11287	6818	12801	13027
0:12:05	30.0	6629	12289	12115	6769	12393	11379	6802	12855	13031
0:12:10	30.0	6665	12298	12149	6687	12405	11424	6839	12876	12943
0:12:15	30.0	6634	12377	12088	6700	12481	11518	6811	12777	13245
0:12:20	30.0	6556	12457	12257	6791	12531	11502	6824	12894	13124
0:12:25	30.0	6633	12353	12165	6733	12498	11551	6911	12842	13130
0:12:30	30.0	6668	12462	12301	6697	12575	11621	6839	13107	13165
0:12:35	30.0	6616	12565	12330	6753	12632	11515	6874	13006	13296
0:12:40	30.0	6575	12607	12452	6729	12626	11551	6877	13126	13313
0:12:45	30.0	6621	12663	12394	6743	12767	11634	6829	13196	13354
0:12:50	30.0	6622	12688	12492	6795	12708	11654	6829	13146	13398
0:12:55	30.0	6608	12803	12478	6754	12835	11790	6879	13280	13396
0:13:00	30.0	6694	12740	12548	6763	12886	11681	6870	13259	13441
0:13:05	30.0	6627	12837	12606	6798	12928	11790	6915	13356	13450
0:13:10	30.0	6669	12901	12685	6698	13008	11903	6854	13374	13526
0:13:15	30.0	6645	12869	12587	6774	12958	11785	6875	13318	13524
0:13:20	30.0	6592	12997	12753	6749	13021	11952	6915	13427	13676
0:13:25	30.0	6648	13046	12768	6736	13105	11940	6872	13511	13568
0:13:30	30.0	6608	13100	12881	6791	13077	12010	6915	13720	13770
0:13:35	30.0	6617	13041	12818	6760	13224	12024	6868	13590	13817
0:13:40	30.0	6681	13133	12813	6803	13179	12099	6935	13639	13772
0:13:45	30.0	6562	13224	12978	6767	13230	12046	6872	13795	13837
0:13:50	30.0	6642	13203	12999	6712	13255	12044	6892	13600	13938
0:13:55	30.0	6624	13285	13038	6763	13333	12109	6880	13716	14006
0:14:00	30.0	6563	13264	13043	6728	13304	12188	6875	13814	14029
0:14:05	30.0	6620	13427	13129	6725	13319	12190	6888	13825	13937
0:14:10	30.0	6627	13438	13114	6762	13434	12304	6897	13875	14136
0:14:15	30.0	6661	13236	13227	6767	13623	12324	6951	13814	14099
0:14:20	30.0	6649	13372	13196	6787	13468	12444	6873	13837	14193
0:14:25	30.0	6685	13561	13216	6771	13550	12385	6947	13955	14166
0:14:30	30.0	6644	13485	13272	6787	13580	12391	6914	14070	14218
0:14:35	30.0	6635	13569	13317	6765	13678	12455	6948	13933	14249
0:14:40	30.0	6621	13478	13335	6797	13678	12450	6944	14141	14340
0:14:45	30.0	6654	13516	13360	6728	13785	12584	6931	14303	14306
0:14:50	30.0	6625	13753	13499	6805	13705	12592	6880	14303	14389
0:14:55	30.0	6609	13730	13488	6785	13837	12609	6957	14294	14456
0:15:00	30.0	6611	13847	13574	6803	13855	12668	6950	14426	14575
0:15:05	30.0	6653	13877	13546	6769	13918	12649	6986	14445	14403
0:15:10	30.0	6659	13823	13595	6813	13912	12639	6915	14359	14397
0:15:15	30.0	6608	13851	13516	6733	13970	12694	6891	14543	14570
0:15:20	30.0	6653	14001	13785	6768	14122	12736	6955	14483	14581
0:15:25	30.0	6599	13948	13754	6772	14052	12902	6950	14400	14531
0:15:30	30.0	6596	14111	13782	6760	14021	12829	6909	14558	14726
0:15:35	30.0	6651	14129	13737	6752	14189	12904	6965	14664	14844
0:15:40	30.0	6638	14102	13802	6841	14211	12783	6916	14664	14943
0:15:45	30.0	6634	14214	13730	6732	14156	13016	6906	14650	14810
0:15:50	30.0	6703	14052	13968	6767	14349	13003	6953	14692	14884
0:15:55	30.0	6660	14110	14080	6815	14314	13007	6891	14831	14956
0:16:00	30.0	6647	14214	14069	6810	14349	13061	6921	14916	15053
0:16:05	30.0	6655	14330	13880	6793	14364	13146	7025	14914	14970
0:16:10	30.0	6631	14441	14045	6848	14469	13192	6961	14935	15108
0:16:15	30.0	6658	14425	14252	6765	14530	13239	7000	14876	15152
0:16:20	30.0	6704	14509	14201	6786	14511	13322	7016	14919	15194
0:16:25	30.0	6624	14600	14229	6823	14593	13237	6962	15024	15162
0:16:30	30.0	6671	14520	14245	6800	14667	13211	6980	15107	15190
0:16:35	30.0	6707	14528	14367	6788	14613	13407	6967	15110	15252
0:16:40	30.0	6669	14607	14294	6851	14696	13456	6977	15114	15385
0:16:45	30.0	6690	14558	14497	6751	14805	13476	7002	15257	15323
0:16:50	30.0	6695	14816	14365	6748	14918	13507	6952	15226	15548
0:16:55	30.0	6654	14801	14434	6783	14857	13537	7016	15195	15412
0:17:00	30.0	6691	14803	14448	6804	14886	13506	6987	15313	15481
0:17:05	30.0	6713	14970	14620	6834	14911	13632	6991	15422	15546
0:17:10	30.0	6644	14876	14684	6803	14968	13522	6970	15496	15560
0:17:15	30.0	6681	14865	14555	6773	15081	13609	7013	15527	15600
0:17:20	30.0	6660	14928	14490	6871	15125	13736	6969	15394	15719
0:17:25	30.0	6642	15042	14737	6863	15210	13777	6979	15544	15776
0:17:30	30.0	6737	15082	14700	6800	15168	13731	7000	15555	15770
0:17:35	30.0	6725	15189	14775	6836	15263	13821	7021	15613	15950
0:17:40	30.0	6639	15133	14800	6788	15257	13877	7017	15760	15869
0:17:45	30.0	6722	15163	14927	6816	15386	13779	7043	15801	15927
0:17:50	30.0	6694	15286	14950	6787	15276	13894	7007	15905	16004
0:17:55	30.0	6688	15334	15053	6814	15449	13930	7106	15889	15865
0:18:00	30.0	6677	15401	14989	6813	15417	14027	7014	15900	15968
0:18:05	30.0	6722	15283	15076	6823	15398	14041	6988	15864	16162
0:18:10	30.0	6706	15482	15135	6851	15374	14160	7003	15946	16071
0:18:15	30.0	6694	15510	15164	6806	15512	14143	6999	15924	16095
0:18:20	30.0	6650	15553	15101	6838	15523	14088	7071	16083	16209
0:18:25	30.0	6732	15462	15217	6791	15580	14187	7007	16138	16238
0:18:30	30.0	6712	15682	15365	6821	15624	14173	6964	16268	16299
0:18:35	30.0	6726	15674	15170	6872	15709	14405	7054	16101	16364
0:18:40	30.0	6676	15710	15261	6787	15728	14225	7029	16299	16247
0:18:45	30.0	6743	15761	15371	6815	15701	14273	7109	16257	16288
0:18:50	30.0	6662	15712	15382	6812	15891	14280	7014	16326	16303
0:18:55	30.0	6722	15759	15371	6785	15848	14480	7050	16342	16452
0:19:00	30.0	6703	15738	15575	6771	15955	14506	7061	16343	16503
0:19:05	30.0	6759	15937	15565	6845	15823	14461	7079	16438	16524
0:19:10	30.0	6691	15973	15513	6795	15966	14431	7081	16467	16626
0:19:15	30.0	6682	15988	15668	6842	16134	14507	7099	16557	16633
0:19:20	30.0	6745	16101	15611	6869	16063	14653	7024	16641	16809
0:19:25	30.0	6685	15960	15732	6800	16138	14639	7022	16596	16740
0:19:30	30.0	6690	15974	15732	6825	15998	14641	7096	16527	16801
0:19:35	30.0	6682	16236	15800	6859	16289	14719	7126	16769	16684
0:19:40	30.0	6737	16031	15937	6729	16305	14661	7001	16629	16845
0:19:45	30.0	6721	16244	15939	6845	16328	14750	7023	16718	16927
0:19:50	30.0	6734	16219	16027	6841	16324	14841	7093	16926	16925
0:19:55	30.0	6694	16234	15948	6884	16319	14833	7024	16916	16931
0:20:00	30.0	6745	16224	15973	6873	16477	14764	7043	16970	17101
0:20:05	30.0	6698	16276	16012	6870	16438	14874	7085	16939	17074
0:20:10	30.0	6734	16417	16076	6875	16440	14820	7075	16991	17088
0:20:15	30.0	6736	16485	16132	6880	16629	14912	7131	17153	17214
0:20:20	30.0	6733	16527	16176	6828	16428	14984	7115	17101	17146
0:20:25	30.0	6745	16521	16242	6837	16729	15108	7092	17090	17259
0:20:30	30.0	6742	16567	16241	6867	16587	15066	7092	17169	17302
0:20:35	30.0	6709	16686	16356	6854	16702	15104	7117	17250	17436
0:20:40	30.0	6728	16574	16330	6886	16709	15200	7084	17370	17338
0:20:45	30.0	6705	16649	16124	6898	16771	15101	7080	17414	17373
0:20:50	30.0	6713	16773	16421	6859	16888	15275	7145	17404	17393
0:20:55	30.0	6754	16865	16453	6863	16841	15253	7111	17367	17480
0:21:00	30.0	6742	16722	16409	6822	16755	15212	7151	17509	17697
0:21:05	30.0	6758	16856	16425	6875	16850	15316	7048	17546	17486
0:21:10	30.0	6701	16946	16573	6860	17041	15369	7030	17418	17457
0:21:15	30.0	6675	16993	16511	6896	17140	15497	7128	17679	17609
0:21:20	30.0	6802	16990	16701	6852	16799	15303	7154	17602	17561
0:21:25	30.0	6704	17027	16766	6842	17113	15545	7183	17710	17685
0:21:30	30.0	6714	17121	16646	6942	16969	15457	7106	17631	17748
0:21:35	30.0	6709	17186	16683	6877	17065	15531	7107	17796	17828
0:21:40	30.0	6709	17079	16785	6938	17126	15444	7117	17914	17878
0:21:45	30.0	6744	17211	16890	6857	17286	15540	7107	17670	17785
0:21:50	30.0	6760	17440	16777	6890	17228	15596	7118	17794	17958
0:21:55	30.0	6682	17207	16950	6854	17246	15714	7078	17985	18076
0:22:00	30.0	6725	17238	17029	6893	17470	15727	7129	17935	17938
0:22:05	30.0	6651	17302	16937	6912	17462	15732	7115	17949	17964
0:22:10	30.0	6706	17470	16941	6895	17676	15855	7140	18011	18136
0:22:15	30.0	6746	17532	17073	6842	17343	15913	7123	18194	18183
0:22:20	30.0	6706	17467	17127	6842	17512	15938	7157	18034	18279
0:22:25	30.0	6760	17535	17157	6939	17683	15967	7143	18163	18264
0:22:30	30.0	6730	17602	17197	6850	17600	15945	7128	18171	18174
0:22:35	30.0	6736	17579	17361	6844	17676	15963	7145	18182	18228
0:22:40	30.0	6768	17676	17120	6917	17769	15920	7162	18178	18372
0:22:45	30.0	6747	17690	17237	6834	17647	16085	7125	18265	18379
0:22:50	30.0	6722	17792	17287	6870	17799	15991	7169	18372	18505
0:22:55	30.0	6726	17789	17454	6909	17767	16038	7224	18272	18492
0:23:00	30.0	6784	17868	17478	6894	17819	16236	7168	18529	18371
0:23:05	30.0	6800	18010	17384	6893	17758	16255	7176	18463	18614
0:23:10	30.0	6751	17851	17468	6948	17907	16142	7183	18303	18733
0:23:15	30.0	6801	17993	17507	6857	18141	16281	7186	18415	18750
0:23:20	30.0	6750	17935	17588	6879	17967	16231	7191	18604	18733
0:23:25	30.0	6733	18112	17576	6925	18062	16449	7167	18637	18836
0:23:30	30.0	6721	18090	17798	6915	18156	16342	7225	18789	18769
0:23:35	30.0	6735	18021	17766	7015	18162	16376	7245	18708	18841
0:23:40	30.0	6806	18146	17753	6967	18219	16404	7197	18708	18918
0:23:45	30.0	6750	18304	17778	6924	18216	16473	7243	18737	18902
0:23:50	30.0	6743	18356	17801	6890	18397	16551	7143	18859	18742
0:23:55	30.0	6781	18384	18002	6930	18297	16609	7226	19025	19088
0:24:00	30.0	6754	18363	17777	6920	18306	16610	7167	19045	18999
0:24:05	30.0	6775	18341	17916	6888	18333	16559	7188	19094	19092
0:24:10	30.0	6819	18244	18011	6993	18315	16779	7239	18985	18924
0:24:15	30.0	6770	18410	18112	6930	18639	16739	7259	19081	19189
0:24:20	30.0	6770	18434	18066	6969	18640	16768	7197	19143	19259
0:24:25	30.0	6805	18537	18077	6898	18618	16899	7265	19253	19145
0:24:30	30.0	6737	18591	18197	6894	18617	16833	7262	19196	19421
0:24:35	30.0	6781	18580	18255	6904	18689	16870	7259	19426	19192
0:24:40	30.0	6733	18630	18328	6928	18690	16806	7259	19320	19425
0:24:45	30.0	6770	18672	18341	6958	18738	16832	7223	19315	19380
0:24:50	30.0	6795	18691	18327	6963	18748	16923	7231	19352	19279
0:24:55	30.0	6768	18659	18140	6945	18687	16928	7239	19432	19360
0:25:00	30.0	6809	18813	18272	6901	18724	16981	7255	19411	19477
0:25:05	30.0	6790	18806	18432	6891	18900	17016	7263	19463	19585
0:25:10	30.0	6749	18916	18507	6958	18805	17133	7222	19596	19629
0:25:15	30.0	6774	18787	18587	6932	18968	17144	7268	19687	19587
0:25:20	30.0	6828	18827	18429	6866	18917	17020	7254	19860	19520
0:25:25	30.0	6824	18992	18532	6917	18902	17144	7225	19805	19749
0:25:30	30.0	6708	19158	18513	7004	19075	17225	7257	19682	19796
0:25:35	30.0	6832	19094	18666	6990	19053	17251	7240	20015	19685
0:25:40	30.0	6817	19159	18871	6970	19125	17273	7220	19794	19662
0:25:45	30.0	6788	19096	18676	6973	18974	17470	7241	19942	20004
0:25:50	30.0	6842	19306	18758	6934	19398	17303	7247	19901	19969
0:25:55	30.0	6801	19103	18827	6917	19303	17303	7288	19898	19898
0:26:00	30.0	6811	19368	18754	6904	19223	17299	7231	19858	19951
0:26:05	30.0	6793	19177	18807	6987	19376	17501	7263	20049	20028
0:26:10	30.0	6803	19420	18886	7035	19439	17470	7234	19854	20178
0:26:15	30.0	6816	19401	18961	6982	19082	17624	7323	19941	20051
0:26:20	30.0	6811	19475	18974	6981	19295	17550	7302	20123	20216
0:26:25	30.0	6798	19421	19040	7030	19371	17593	7418	20045	20127
0:26:30	30.0	6824	19471	19107	6972	19458	17730	7299	20228	20336
0:26:35	30.0	6762	19614	19055	7003	19542	17829	7315	20311	20300
0:26:40	30.0	6787	19504	18984	6938	19623	17634	7327	20250	20144
0:26:45	30.0	6850	19619	19163	6997	19434	17732	7299	20437	20362
0:26:50	30.0	6802	19563	19275	6990	19594	17564	7298	20293	20236
0:26:55	30.0	6833	19566	19394	6912	19684	17820	7263	20596	20290
0:27:00	30.0	6809	19765	19305	6981	19583	17837	7270	20463	20405
0:27:05	30.0	6857	19789	19511	6990	19660	17806	7372	20340	20536
0:27:10	30.0	6780	19824	19364	6943	19696	17908	7351	20568	20360
0:27:15	30.0	6816	19879	19496	6911	19740	17914	7249	20600	20532
0:27:20	30.0	6785	19773	19406	7048	19832	17916	7339	20544	20534
0:27:25	30.0	6816	19885	19335	7004	19860	18033	7310	20746	20543
0:27:30	30.0	6801	19904	19662	6947	19899	18027	7384	20658	20636
0:27:35	30.0	6807	19946	19588	6952	19690	18237	7372	20738	20604
0:27:40	30.0	6821	20130	19675	7015	19885	17998	7364	20591	20703
0:27:45	30.0	6852	19992	19673	7000	19945	18079	7271	20792	20715
0:27:50	30.0	6827	19935	19791	7033	19942	18178	7338	20806	20784
0:27:55	30.0	6819	20117	19792	6952	20059	18119	7387	20801	20741
0:28:00	30.0	6823	20205	19712	7006	20014	18182	7282	20955	20830
0:28:05	30.0	6798	20320	19828	6975	19928	18285	7390	20708	20850
0:28:10	30.0	6819	20310	19928	6994	20200	18314	7410	20980	20864
0:28:15	30.0	6801	20350	19641	6978	20070	18377	7349	20985	20974
0:28:20	30.0	6894	20265	19823	6957	20189	18350	7326	21112	21028
0:28:25	30.0	6872	20259	19933	7028	20179	18399	7364	21072	21169
0:28:30	30.0	6840	20448	19946	7021	20442	18449	7396	21323	20885
0:28:35	30.0	6833	20404	19907	7014	20390	18344	7352	21167	20905
0:28:40	30.0	6810	20481	19987	7032	20062	18301	7360	21293	21089
0:28:45	30.0	6820	20489	20014	7062	20335	18618	7372	21140	21052
