

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190213_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	2/13/2019
Time	2:06:11 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:06:00 (HH:MM:SS), Interval 0:00:04, 991 Reads
    Read	Fluorescence Endpoint
	G2..G10
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G		SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10			Well ID
H													Well ID

425,457

Time	T° 425,457	G2	G3	G4	G5	G6	G7	G8	G9	G10
0:01:00	30.1	6433	7047	7021	6956	7634	7484	6525	7078	6853
0:01:04	30.0	6462	7059	7064	6911	7754	7460	6518	7062	6904
0:01:08	30.0	6468	7148	7159	6955	7702	7484	6441	7140	6932
0:01:12	30.0	6413	7206	7170	6987	7754	7558	6486	7122	7030
0:01:16	30.0	6474	7222	7190	6940	7847	7564	6560	7194	6941
0:01:20	30.0	6495	7266	7219	6932	7775	7694	6570	7130	7059
0:01:24	30.0	6472	7257	7259	7012	7877	7568	6493	7279	7050
0:01:28	30.0	6454	7263	7327	6940	8026	7731	6544	7232	7123
0:01:32	30.0	6453	7337	7294	6921	8035	7705	6518	7327	7149
0:01:36	30.0	6523	7421	7356	6921	8049	7779	6571	7322	7156
0:01:40	30.0	6462	7340	7405	6923	8042	7778	6505	7389	7152
0:01:44	30.1	6465	7455	7457	6968	8092	7816	6496	7402	7167
0:01:48	30.0	6460	7469	7443	6970	8093	7913	6525	7393	7228
0:01:52	30.0	6504	7531	7490	6974	8089	7809	6522	7410	7190
0:01:56	30.0	6513	7556	7492	7007	8110	7932	6555	7539	7288
0:02:00	30.0	6481	7597	7588	6996	8210	8023	6554	7538	7332
0:02:04	30.0	6495	7670	7703	6996	8343	7995	6515	7532	7379
0:02:08	30.0	6442	7668	7642	7016	8296	8085	6540	7575	7403
0:02:12	30.0	6537	7678	7661	6993	8299	8043	6602	7596	7409
0:02:16	30.0	6528	7754	7754	7057	8371	8063	6552	7630	7479
0:02:20	30.0	6501	7772	7761	7014	8418	8116	6642	7670	7493
0:02:24	30.0	6485	7827	7760	7060	8455	8162	6582	7700	7486
0:02:28	30.0	6454	7884	7756	7087	8434	8189	6603	7707	7599
0:02:32	30.0	6505	7871	7828	7071	8443	8240	6592	7739	7577
0:02:36	30.0	6467	7916	7888	7127	8541	8319	6570	7797	7588
0:02:40	30.0	6526	7926	7972	7130	8537	8323	6593	7801	7582
0:02:44	30.0	6502	7937	7939	7160	8618	8282	6599	7838	7616
0:02:48	30.0	6486	8016	7999	7165	8663	8332	6612	7838	7669
0:02:52	30.0	6455	7945	8038	7178	8743	8371	6617	7900	7673
0:02:56	30.0	6462	8117	8051	7138	8701	8450	6639	7930	7723
0:03:00	30.0	6495	8071	8142	7156	8875	8504	6615	7994	7810
0:03:04	30.0	6506	8080	8031	7123	8842	8604	6602	8009	7763
0:03:08	30.0	6529	8151	8115	7167	8911	8587	6642	8043	7847
0:03:12	30.0	6456	8140	8211	7139	8918	8575	6611	7992	7829
0:03:16	30.0	6499	8242	8234	7165	8915	8628	6579	8105	7815
0:03:20	30.0	6482	8273	8227	7176	9000	8642	6671	8076	7880
0:03:24	30.0	6497	8334	8267	7184	9024	8663	6690	8170	7884
0:03:28	30.0	6516	8281	8290	7228	9066	8745	6629	8189	7905
0:03:32	30.0	6512	8350	8301	7226	9093	8838	6586	8207	7951
0:03:36	30.0	6551	8311	8358	7229	9153	8857	6629	8227	7949
0:03:40	30.0	6517	8380	8512	7231	9132	8880	6687	8230	7999
0:03:44	30.0	6496	8439	8438	7245	9170	8910	6675	8209	8087
0:03:48	30.0	6473	8434	8489	7309	9275	8883	6611	8350	8075
0:03:52	30.0	6487	8448	8591	7355	9269	8955	6616	8357	8033
0:03:56	30.0	6512	8546	8468	7348	9337	8935	6646	8433	8140
0:04:00	30.0	6533	8566	8665	7376	9362	8980	6685	8376	8147
0:04:04	30.0	6531	8589	8629	7419	9439	8995	6644	8477	8190
0:04:08	30.0	6507	8642	8664	7443	9458	9062	6648	8443	8193
0:04:12	30.0	6515	8673	8656	7455	9547	9151	6686	8574	8250
0:04:16	30.0	6473	8630	8733	7435	9593	9138	6681	8528	8281
0:04:20	30.0	6516	8621	8737	7495	9518	9282	6658	8549	8344
0:04:24	30.0	6503	8727	8801	7436	9616	9340	6673	8553	8336
0:04:28	30.0	6488	8676	8733	7360	9662	9406	6722	8619	8300
0:04:32	30.0	6492	8812	8854	7432	9671	9481	6679	8622	8347
0:04:36	30.0	6482	8810	8897	7388	9715	9474	6724	8648	8427
0:04:40	30.0	6545	8826	8931	7396	9785	9478	6697	8656	8419
0:04:44	30.0	6495	8885	8955	7413	9775	9527	6701	8690	8513
0:04:48	30.0	6546	8884	8978	7411	9801	9549	6756	8718	8494
0:04:52	30.0	6468	8939	8971	7437	9888	9620	6712	8789	8548
0:04:56	30.0	6488	8971	9006	7463	9991	9677	6648	8774	8579
0:05:00	30.0	6518	8955	9097	7398	9955	9772	6622	8838	8567
0:05:04	30.0	6511	9057	9040	7452	9990	9755	6691	8785	8654
0:05:08	30.0	6461	9020	9071	7525	10035	9818	6640	8803	8671
0:05:12	30.0	6493	9093	9109	7409	10120	9855	6656	8914	8662
0:05:16	30.0	6489	9149	9166	7396	10194	10011	6687	9009	8698
0:05:20	30.0	6515	9173	9263	7395	10198	10023	6684	8964	8694
0:05:24	30.0	6486	9089	9254	7449	10098	10031	6653	9063	8761
0:05:28	30.0	6479	9180	9330	7395	10256	10146	6719	8981	8781
0:05:32	30.0	6498	9158	9318	7474	10332	10173	6673	9105	8781
0:05:36	30.0	6573	9248	9392	7502	10336	10193	6610	9108	8874
0:05:40	30.0	6550	9221	9375	7528	10321	10230	6652	9181	8848
0:05:44	30.0	6561	9351	9402	7424	10377	10304	6688	9203	8968
0:05:48	30.0	6487	9389	9419	7432	10484	10445	6656	9230	8933
0:05:52	30.0	6546	9429	9417	7484	10519	10435	6712	9272	8926
0:05:56	30.0	6510	9476	9517	7446	10507	10502	6711	9342	9092
0:06:00	30.0	6480	9389	9513	7435	10611	10537	6683	9228	9087
0:06:04	30.0	6500	9528	9504	7455	10636	10587	6703	9316	9111
0:06:08	30.0	6547	9495	9541	7493	10665	10602	6660	9304	9107
0:06:12	30.0	6524	9509	9598	7432	10706	10754	6681	9418	9103
0:06:16	30.0	6521	9543	9665	7483	10633	10757	6751	9372	9161
0:06:20	30.0	6488	9608	9651	7442	10851	10799	6716	9457	9233
0:06:24	30.0	6521	9575	9746	7398	10773	10848	6636	9411	9192
0:06:28	30.0	6537	9581	9757	7472	10878	10827	6685	9477	9317
0:06:32	30.0	6559	9563	9828	7423	10827	10823	6671	9502	9254
0:06:36	30.0	6504	9664	9844	7401	10912	10935	6657	9536	9292
0:06:40	30.0	6435	9667	9768	7424	11012	10862	6646	9558	9341
0:06:44	30.0	6520	9648	9888	7462	11069	10988	6689	9626	9276
0:06:48	30.0	6490	9796	9889	7426	11065	11047	6705	9557	9332
0:06:52	30.0	6533	9722	9991	7429	11103	11055	6579	9747	9393
0:06:56	30.0	6500	9813	9922	7492	11051	11085	6654	9582	9412
0:07:00	30.1	6533	9818	9922	7384	11163	11137	6669	9720	9467
0:07:04	30.1	6544	9919	9972	7377	11204	11109	6648	9799	9551
0:07:08	30.0	6574	9943	10041	7427	11291	11154	6616	9762	9510
0:07:12	30.0	6555	9960	10110	7431	11273	11135	6703	9722	9569
0:07:16	30.0	6508	9906	10115	7471	11295	11224	6703	9782	9605
0:07:20	30.0	6511	10028	10178	7484	11402	11262	6693	9837	9622
0:07:24	30.0	6520	10000	10069	7478	11315	11308	6657	9953	9554
0:07:28	30.0	6571	9975	10180	7438	11453	11290	6689	9946	9682
0:07:32	30.0	6547	10100	10190	7411	11477	11417	6688	10010	9621
0:07:36	30.0	6475	10055	10190	7431	11517	11430	6652	9944	9731
0:07:40	30.0	6530	10181	10287	7414	11558	11395	6634	10050	9771
0:07:44	30.0	6540	10123	10242	7444	11599	11550	6654	10056	9734
0:07:48	30.0	6551	10195	10308	7405	11635	11454	6664	10092	9700
0:07:52	30.0	6540	10173	10325	7413	11641	11515	6686	10099	9802
0:07:56	30.0	6551	10210	10388	7431	11690	11580	6619	10136	9861
0:08:00	30.0	6460	10198	10341	7438	11780	11641	6749	10126	9884
0:08:04	30.0	6492	10288	10400	7495	11744	11637	6657	10151	9869
0:08:08	30.0	6533	10321	10390	7409	11841	11670	6657	10157	9888
0:08:12	30.0	6552	10261	10434	7409	11876	11706	6677	10172	9944
0:08:16	30.0	6535	10373	10419	7479	11858	11691	6650	10172	9968
0:08:20	30.0	6569	10370	10497	7381	11938	11694	6633	10178	10032
0:08:24	30.0	6549	10392	10581	7448	12010	11750	6663	10178	10006
0:08:28	30.0	6565	10546	10498	7425	12018	11713	6639	10185	10100
0:08:32	30.0	6532	10432	10579	7493	12024	11956	6665	10215	10093
0:08:36	30.1	6575	10508	10595	7427	12064	11803	6614	10303	10112
0:08:40	30.1	6505	10544	10686	7457	12089	11812	6659	10392	10031
0:08:44	30.0	6535	10525	10628	7472	12185	11854	6677	10316	10200
0:08:48	30.0	6560	10629	10667	7439	12276	11969	6623	10242	10189
0:08:52	30.0	6544	10636	10629	7452	12254	11897	6632	10439	10165
0:08:56	30.0	6530	10596	10740	7477	12264	12048	6663	10436	10212
0:09:00	30.0	6549	10642	10677	7462	12200	12204	6655	10486	10263
0:09:04	30.0	6495	10655	10743	7463	12293	12192	6683	10476	10152
0:09:08	30.0	6590	10647	10732	7447	12422	11983	6653	10428	10256
0:09:12	30.0	6538	10721	10714	7412	12324	12246	6636	10465	10312
0:09:16	30.0	6546	10713	10832	7435	12535	12217	6667	10500	10336
0:09:20	30.0	6574	10693	10741	7438	12667	12143	6658	10609	10383
0:09:24	30.0	6520	10810	10900	7429	12614	12334	6635	10603	10408
0:09:28	30.0	6511	10767	10844	7417	12554	12214	6632	10640	10419
0:09:32	30.0	6533	10777	10918	7433	12631	12377	6646	10686	10451
0:09:36	30.0	6529	10835	10961	7447	12742	12370	6596	10558	10429
0:09:40	30.0	6582	10869	10917	7473	12697	12471	6618	10708	10445
0:09:44	30.0	6597	10830	10948	7427	12735	12437	6637	10704	10501
0:09:48	30.0	6508	10925	11047	7498	12769	12480	6606	10662	10561
0:09:52	30.0	6588	10902	11091	7363	12826	12602	6663	10847	10596
0:09:56	30.0	6588	10976	10976	7426	12776	12478	6641	10712	10634
0:10:00	30.0	6588	10934	10968	7473	12885	12623	6619	10892	10618
0:10:04	30.0	6583	10983	11164	7450	13003	12706	6617	10840	10580
0:10:08	30.0	6554	10977	11090	7457	12958	12702	6683	10928	10650
0:10:12	30.0	6550	10965	11070	7478	13008	12642	6591	10916	10683
0:10:16	30.0	6572	11039	11098	7455	13074	12748	6626	10912	10762
0:10:20	30.0	6526	10987	11146	7484	13092	12741	6601	10927	10726
0:10:24	30.0	6542	10993	11113	7461	13125	12858	6636	11032	10832
0:10:28	30.0	6475	11117	11151	7482	13266	12798	6624	10966	10828
0:10:32	30.0	6544	11109	11189	7487	13269	12946	6646	11057	10885
0:10:36	30.0	6565	11118	11195	7457	13266	12939	6604	11049	10890
0:10:40	30.0	6524	11157	11222	7416	13239	12907	6559	11038	10857
0:10:44	30.0	6514	11066	11184	7488	13350	12993	6620	11113	10933
0:10:48	30.0	6572	11200	11308	7429	13405	13083	6659	11228	10891
0:10:52	30.0	6524	11212	11333	7484	13376	13085	6629	11130	10912
0:10:56	30.0	6548	11221	11258	7397	13382	13147	6629	11217	11025
0:11:00	30.0	6548	11235	11276	7426	13450	13127	6612	11244	10999
0:11:04	30.0	6600	11274	11363	7409	13586	13045	6641	11101	10980
0:11:08	30.0	6521	11270	11460	7480	13509	13224	6575	11345	11039
0:11:12	30.0	6587	11263	11351	7475	13608	13357	6599	11315	10991
0:11:16	30.0	6510	11311	11438	7438	13647	13308	6696	11311	11117
0:11:20	30.0	6606	11384	11557	7503	13728	13231	6583	11288	11090
0:11:24	30.0	6579	11344	11493	7468	13762	13399	6574	11281	11202
0:11:28	30.0	6545	11356	11467	7466	13801	13329	6613	11323	11108
0:11:32	30.0	6557	11378	11474	7483	13719	13368	6558	11378	11215
0:11:36	30.0	6568	11505	11389	7518	13734	13430	6594	11519	11140
0:11:40	30.0	6536	11347	11460	7532	13811	13428	6579	11433	11292
0:11:44	30.0	6558	11340	11460	7483	13854	13464	6656	11465	11230
0:11:48	30.0	6538	11451	11523	7420	14029	13561	6534	11504	11207
0:11:52	30.0	6602	11474	11541	7450	14034	13666	6608	11556	11194
0:11:56	30.0	6559	11419	11671	7476	14044	13527	6559	11491	11321
0:12:00	30.0	6520	11435	11555	7487	14087	13626	6531	11609	11384
0:12:04	30.0	6581	11525	11640	7479	14208	13762	6663	11579	11401
0:12:08	30.0	6584	11542	11732	7459	14148	13695	6580	11580	11343
0:12:12	30.0	6574	11541	11698	7459	14129	13814	6633	11549	11372
0:12:16	30.0	6571	11535	11745	7419	14197	13783	6543	11661	11463
0:12:20	30.0	6555	11516	11711	7537	14227	13926	6593	11724	11478
0:12:24	30.0	6535	11555	11707	7456	14210	13904	6545	11702	11484
0:12:28	30.0	6570	11678	11720	7514	14298	13903	6650	11723	11464
0:12:32	30.0	6558	11607	11697	7528	14373	13956	6622	11704	11497
0:12:36	30.0	6593	11567	11713	7569	14407	13982	6523	11761	11483
0:12:40	30.0	6560	11641	11735	7529	14535	14063	6569	11713	11621
0:12:44	30.0	6556	11680	11789	7531	14487	13973	6578	11715	11701
0:12:48	30.0	6583	11590	11835	7497	14569	14129	6559	11779	11729
0:12:52	30.0	6586	11710	11891	7451	14661	14146	6554	11747	11757
0:12:56	30.0	6570	11622	11790	7512	14667	14201	6551	11917	11712
0:13:00	30.0	6574	11695	11765	7518	14650	14191	6613	11896	11658
0:13:04	30.0	6577	11805	11824	7462	14686	14224	6612	11883	11723
0:13:08	30.0	6546	11773	11966	7474	14868	14286	6592	11955	11787
0:13:12	30.1	6577	11795	11866	7476	14714	14333	6591	12027	11749
0:13:16	30.0	6557	11797	11921	7532	14879	14262	6549	11978	11735
0:13:20	30.0	6635	11803	11939	7552	14830	14399	6656	12083	11848
0:13:24	30.0	6541	11808	11822	7469	14968	14451	6602	12169	11813
0:13:28	30.0	6542	11900	11924	7539	14862	14503	6582	12083	11940
0:13:32	30.0	6591	11809	11932	7545	15028	14393	6608	12051	11928
0:13:36	30.0	6566	11842	11963	7529	15048	14527	6592	12024	11904
0:13:40	30.0	6580	11843	11960	7542	15135	14472	6579	12258	11959
0:13:44	30.0	6553	11920	11970	7552	14926	14585	6610	12165	11996
0:13:48	30.0	6537	11905	12001	7556	15142	14611	6621	12139	11995
0:13:52	30.0	6558	11786	12002	7569	15224	14621	6612	12248	12002
0:13:56	30.0	6577	11977	11920	7536	14984	14635	6571	12161	11964
0:14:00	30.1	6528	12010	12028	7519	15135	14656	6563	12276	12021
0:14:04	30.0	6566	11909	12032	7500	15152	14682	6621	12248	12014
0:14:08	30.0	6580	11980	12010	7554	15272	14888	6565	12303	12074
0:14:12	30.0	6533	12067	11954	7495	15470	14812	6523	12284	12128
0:14:16	30.0	6595	11924	12093	7535	15366	14858	6576	12326	12163
0:14:20	30.0	6561	12070	12155	7555	15454	14890	6575	12333	12091
0:14:24	30.0	6542	12052	12179	7518	15366	14833	6588	12381	12161
0:14:28	30.0	6588	12036	12225	7540	15413	14821	6622	12365	12197
0:14:32	30.0	6599	11999	12128	7621	15546	14856	6557	12437	12105
0:14:36	30.0	6578	12067	12093	7487	15667	15060	6597	12441	12164
0:14:40	30.0	6518	12174	12198	7540	15565	14937	6605	12416	12294
0:14:44	30.0	6537	12042	12177	7533	15607	15103	6623	12500	12190
0:14:48	30.0	6524	12097	12284	7511	15675	15130	6616	12410	12243
0:14:52	30.0	6583	12000	12224	7554	15735	15187	6546	12458	12263
0:14:56	30.0	6561	12067	12156	7535	15556	15185	6548	12482	12362
0:15:00	30.0	6559	12175	12215	7541	15891	15267	6550	12574	12312
0:15:04	30.0	6593	12091	12320	7577	15873	15188	6568	12589	12232
0:15:08	30.0	6573	12143	12236	7548	15781	15350	6574	12662	12359
0:15:12	30.0	6600	12213	12285	7486	15802	15396	6590	12590	12346
0:15:16	30.0	6616	12075	12225	7533	15952	15467	6616	12671	12478
0:15:20	30.0	6579	12175	12251	7525	15904	15410	6523	12622	12445
0:15:24	30.0	6580	12259	12235	7575	16077	15406	6589	12580	12429
0:15:28	30.0	6578	12221	12288	7547	16104	15432	6589	12712	12515
0:15:32	30.0	6508	12267	12392	7531	16102	15481	6585	12753	12435
0:15:36	30.0	6604	12260	12329	7568	16185	15521	6633	12688	12612
0:15:40	30.0	6559	12236	12404	7593	16196	15536	6689	12848	12480
0:15:44	30.0	6625	12273	12305	7580	16207	15633	6544	12816	12522
0:15:48	30.1	6568	12257	12361	7540	16323	15818	6595	12785	12671
0:15:52	30.0	6581	12297	12323	7617	16083	15769	6612	12772	12617
0:15:56	30.0	6550	12284	12339	7534	16166	15626	6583	12752	12615
0:16:00	30.0	6596	12378	12423	7559	16452	15640	6583	12864	12557
0:16:04	30.0	6525	12310	12323	7577	16324	15711	6517	12892	12546
0:16:08	30.0	6591	12337	12330	7595	16367	15775	6556	12853	12586
0:16:12	30.0	6569	12326	12495	7570	16371	15794	6650	12765	12644
0:16:16	30.0	6568	12346	12475	7582	16395	15779	6617	12884	12661
0:16:20	30.0	6609	12479	12592	7581	16588	15933	6587	12995	12701
0:16:24	30.0	6512	12293	12388	7558	16588	15865	6575	12901	12739
0:16:28	30.0	6644	12403	12477	7575	16580	16014	6573	12917	12712
0:16:32	30.0	6555	12285	12406	7577	16556	15874	6629	12926	12812
0:16:36	30.0	6612	12483	12541	7597	16711	16011	6552	13057	12751
0:16:40	30.0	6553	12367	12486	7623	16819	15995	6611	13034	12852
0:16:44	30.0	6579	12431	12439	7603	16732	15974	6584	13042	12869
0:16:48	30.0	6552	12316	12603	7519	16795	16120	6576	13190	12797
0:16:52	30.0	6644	12261	12533	7668	16912	16087	6600	12987	12896
0:16:56	30.0	6530	12434	12470	7593	16745	16216	6537	13073	12807
0:17:00	30.0	6548	12437	12654	7599	16948	16126	6596	13131	12844
0:17:04	30.0	6538	12576	12601	7607	16948	16197	6693	13194	12898
0:17:08	30.0	6561	12514	12588	7615	16980	16198	6623	13147	13010
0:17:12	30.0	6590	12475	12568	7608	16934	16398	6633	13147	12986
0:17:16	30.0	6572	12470	12657	7579	16915	16371	6598	13274	12934
0:17:20	30.0	6539	12573	12553	7590	17105	16255	6578	13274	12940
0:17:24	30.0	6572	12464	12564	7632	17090	16324	6610	13255	13063
0:17:28	30.0	6607	12517	12622	7613	17171	16454	6624	13252	12966
0:17:32	30.0	6570	12395	12612	7657	17136	16496	6639	13300	13116
0:17:36	30.0	6529	12432	12665	7518	17121	16568	6602	13309	13025
0:17:40	30.0	6621	12508	12656	7554	17238	16537	6628	13397	13103
0:17:44	30.0	6561	12529	12665	7554	17267	16544	6595	13291	13071
0:17:48	30.0	6618	12552	12639	7629	17196	16639	6569	13263	13149
0:17:52	30.0	6561	12628	12647	7538	17235	16740	6582	13374	13080
0:17:56	30.0	6615	12516	12619	7622	17316	16593	6615	13302	13179
0:18:00	30.0	6588	12607	12662	7607	17436	16611	6628	13358	13182
0:18:04	30.0	6563	12515	12679	7561	17410	16520	6656	13392	13105
0:18:08	30.0	6572	12575	12689	7628	17511	16764	6589	13422	13195
0:18:12	30.0	6556	12635	12706	7552	17591	16858	6582	13338	13143
0:18:16	30.0	6543	12549	12772	7562	17476	16909	6569	13399	13099
0:18:20	30.0	6610	12579	12669	7635	17438	16829	6653	13479	13157
0:18:24	30.0	6579	12633	12707	7571	17680	16907	6555	13484	13184
0:18:28	30.0	6576	12620	12696	7679	17644	16913	6603	13440	13227
0:18:32	30.0	6599	12649	12641	7581	17831	16868	6656	13531	13345
0:18:36	30.0	6558	12662	12744	7506	17891	17053	6629	13575	13246
0:18:40	30.0	6567	12752	12747	7559	17637	17037	6604	13466	13353
0:18:44	30.0	6544	12631	12691	7567	17702	17011	6567	13534	13372
0:18:48	30.0	6582	12613	12742	7578	17714	17099	6556	13614	13376
0:18:52	30.0	6553	12636	12766	7620	17749	17140	6565	13734	13447
0:18:56	30.0	6535	12678	12738	7646	17794	17118	6613	13622	13424
0:19:00	30.1	6609	12678	12721	7637	18006	17161	6609	13634	13422
0:19:04	30.0	6619	12692	12594	7629	17981	17182	6571	13658	13394
0:19:08	30.0	6586	12715	12797	7615	17938	17223	6517	13659	13377
0:19:12	30.0	6569	12781	12748	7664	17923	17167	6608	13812	13359
0:19:16	30.0	6538	12754	12791	7593	18046	17397	6605	13716	13460
0:19:20	30.0	6584	12688	12747	7584	18082	17409	6585	13647	13575
0:19:24	30.0	6559	12725	12795	7684	18098	17258	6559	13770	13515
0:19:28	30.0	6626	12741	12794	7599	18253	17402	6580	13732	13492
0:19:32	30.0	6628	12796	12867	7649	18225	17410	6613	13846	13519
0:19:36	30.0	6574	12758	12751	7594	18117	17413	6614	13840	13628
0:19:40	30.0	6566	12607	12835	7651	18222	17522	6536	13826	13656
0:19:44	30.0	6600	12776	12820	7625	18371	17459	6625	13684	13640
0:19:48	30.0	6615	12782	12970	7681	18334	17478	6589	13809	13576
0:19:52	30.0	6577	12750	12853	7683	18414	17525	6620	13851	13753
0:19:56	30.0	6566	12716	12797	7617	18321	17587	6596	13838	13576
0:20:00	30.0	6621	12746	12840	7615	18436	17693	6618	13772	13656
0:20:04	30.0	6633	12806	12885	7667	18451	17635	6551	13875	13664
0:20:08	30.0	6560	12786	12942	7664	18490	17552	6586	13803	13700
0:20:12	30.0	6612	12810	12905	7631	18426	17838	6588	13909	13703
0:20:16	30.0	6567	12815	12876	7635	18664	17796	6596	13984	13771
0:20:20	30.0	6594	12822	12842	7701	18469	17674	6640	13814	13749
0:20:24	30.0	6548	12798	12907	7585	18606	17850	6601	13910	13817
0:20:28	30.0	6573	12805	12833	7674	18513	17969	6522	13900	13900
0:20:32	30.0	6577	12820	12768	7667	18668	17932	6564	13912	13819
0:20:36	30.0	6597	12852	13015	7669	18704	17761	6604	13971	13863
0:20:40	30.0	6607	12792	12893	7646	18963	17829	6602	14067	13836
0:20:44	30.0	6670	12840	12855	7694	18625	18089	6573	14073	13760
0:20:48	30.0	6578	12899	12868	7662	18772	18123	6608	13925	13869
0:20:52	30.0	6601	12772	12980	7644	19053	18032	6613	14014	13794
0:20:56	30.0	6600	12798	12952	7665	18969	18096	6588	14148	13937
0:21:00	30.0	6622	12742	12992	7675	18829	18080	6616	13999	13865
0:21:04	30.0	6529	12896	12930	7625	18990	18080	6586	14092	13843
0:21:08	30.0	6634	12794	12914	7737	18961	18141	6621	14049	13914
0:21:12	30.0	6633	12903	12930	7711	19007	18153	6583	14118	13847
0:21:16	30.0	6574	12884	12969	7684	19062	18202	6528	14167	14033
0:21:20	30.0	6598	12822	12977	7747	19104	18360	6575	14239	13887
0:21:24	30.0	6583	12857	13032	7635	19143	18417	6587	14205	13993
0:21:28	30.0	6652	12992	12975	7665	19297	18314	6609	14153	14006
0:21:32	30.0	6648	12845	12959	7715	19270	18307	6624	14198	14023
0:21:36	30.0	6603	12890	12895	7704	19023	18433	6524	14239	13946
0:21:40	30.0	6547	12936	12852	7703	19276	18427	6567	14202	13966
0:21:44	30.0	6594	12775	12959	7691	19318	18427	6593	14282	14053
0:21:48	30.0	6631	12973	13075	7638	19324	18380	6540	14229	14085
0:21:52	30.0	6621	12927	13086	7704	19360	18441	6580	14173	14128
0:21:56	30.0	6565	13028	12932	7637	19336	18532	6590	14227	14034
0:22:00	30.0	6576	12828	13061	7720	19377	18435	6617	14288	14061
0:22:04	30.0	6641	12959	13007	7675	19388	18582	6632	14242	14022
0:22:08	30.1	6599	12968	13100	7669	19339	18449	6563	14391	14120
0:22:12	30.0	6525	12821	12997	7726	19454	18463	6583	14339	14098
0:22:16	30.1	6540	12871	12987	7648	19662	18693	6647	14318	14213
0:22:20	30.0	6579	12926	12990	7750	19459	18726	6598	14314	14165
0:22:24	30.0	6617	13017	12976	7666	19398	18910	6546	14438	14122
0:22:28	30.0	6675	12950	12952	7743	19732	18764	6555	14371	14240
0:22:32	30.0	6556	12902	13031	7619	19601	18798	6582	14369	14214
0:22:36	30.0	6635	12911	12954	7675	19617	18939	6614	14514	14213
0:22:40	30.0	6637	12946	13103	7739	19579	18880	6605	14282	14271
0:22:44	30.0	6601	13064	13054	7625	19723	18884	6568	14440	14129
0:22:48	30.0	6611	12963	13142	7624	19632	18748	6618	14432	14339
0:22:52	30.0	6599	13051	13162	7651	19919	18941	6587	14415	14162
0:22:56	30.0	6604	12977	13092	7678	19868	18962	6609	14361	14220
0:23:00	30.0	6577	12981	12973	7680	19853	19007	6536	14551	14237
