

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:08:00 (HH:MM:SS), Interval 0:00:02, 241 Reads
    Read	Fluorescence Endpoint
	G5
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G					SPL2								Well ID
H													Well ID

295,335

Time	T° 295,335	G5
0:00:00	30.0	3446
0:00:02	30.0	3479
0:00:04	30.0	3337
0:00:06	30.0	3325
0:00:08	30.0	3254
0:00:10	30.0	3216
0:00:12	30.0	3204
0:00:14	30.0	3120
0:00:16	30.0	3118
0:00:18	30.0	3150
0:00:20	30.0	3088
0:00:22	30.0	3015
0:00:24	30.0	2997
0:00:26	30.0	2966
0:00:28	30.0	2879
0:00:30	30.0	2889
0:00:32	30.0	2856
0:00:34	30.0	2884
0:00:36	30.0	2810
0:00:38	30.0	2727
0:00:40	30.0	2728
0:00:42	30.0	2735
0:00:44	30.0	2725
0:00:46	30.0	2656
0:00:48	30.0	2639
0:00:50	30.0	2717
0:00:52	30.0	2608
0:00:54	30.0	2651
0:00:56	30.0	2589
0:00:58	30.0	2598
0:01:00	30.0	2538
0:01:02	30.0	2525
0:01:04	30.0	2526
0:01:06	30.0	2541
0:01:08	30.0	2462
0:01:10	30.0	2523
0:01:12	30.0	2504
0:01:14	30.0	2488
0:01:16	30.0	2512
0:01:18	30.0	2383
0:01:20	30.0	2418
0:01:22	30.0	2417
0:01:24	30.0	2435
0:01:26	30.0	2423
0:01:28	30.0	2445
0:01:30	30.0	2478
0:01:32	30.0	2335
0:01:34	30.0	2378
0:01:36	30.0	2386
0:01:38	30.0	2378
0:01:40	30.0	2332
0:01:42	30.0	2362
0:01:44	30.0	2371
0:01:46	30.0	2333
0:01:48	30.0	2341
0:01:50	30.0	2329
0:01:52	30.0	2305
0:01:54	30.0	2357
0:01:56	30.0	2269
0:01:58	30.0	2320
0:02:00	30.0	2301
0:02:02	30.0	2319
0:02:04	30.0	2313
0:02:06	30.0	2346
0:02:08	30.0	2211
0:02:10	30.0	2266
0:02:12	30.0	2274
0:02:14	30.0	2326
0:02:16	30.0	2298
0:02:18	30.0	2244
0:02:20	30.0	2276
0:02:22	30.0	2251
0:02:24	30.0	2271
0:02:26	30.0	2276
0:02:28	30.0	2252
0:02:30	30.0	2283
0:02:32	30.0	2280
0:02:34	30.0	2269
0:02:36	30.0	2277
0:02:38	30.0	2211
0:02:40	30.0	2204
0:02:42	30.0	2269
0:02:44	30.0	2223
0:02:46	30.0	2217
0:02:48	30.0	2292
0:02:50	30.0	2222
0:02:52	30.0	2253
0:02:54	30.0	2225
0:02:56	30.0	2247
0:02:58	30.0	2224
0:03:00	30.0	2246
0:03:02	30.0	2233
0:03:04	30.0	2259
0:03:06	30.0	2206
0:03:08	30.0	2176
0:03:10	30.0	2206
0:03:12	30.0	2207
0:03:14	30.0	2202
0:03:16	30.0	2260
0:03:18	30.0	2156
0:03:20	30.0	2248
0:03:22	30.0	2193
0:03:24	30.0	2200
0:03:26	30.0	2184
0:03:28	30.0	2231
0:03:30	30.0	2187
0:03:32	30.0	2222
0:03:34	30.0	2178
0:03:36	30.0	2234
0:03:38	30.0	2245
0:03:40	30.0	2233
0:03:42	30.0	2166
0:03:44	30.0	2196
0:03:46	30.0	2221
0:03:48	30.0	2183
0:03:50	30.0	2173
0:03:52	30.0	2162
0:03:54	30.0	2187
0:03:56	30.0	2181
0:03:58	30.0	2211
0:04:00	30.0	2200
0:04:02	30.0	2163
0:04:04	30.0	2190
0:04:06	30.0	2193
0:04:08	30.0	2231
0:04:10	30.0	2232
0:04:12	30.0	2218
0:04:14	30.0	2194
0:04:16	30.0	2168
0:04:18	30.0	2165
0:04:20	30.0	2163
0:04:22	30.0	2175
0:04:24	30.0	2156
0:04:26	30.0	2183
0:04:28	30.0	2108
0:04:30	30.0	2173
0:04:32	30.0	2160
0:04:34	30.0	2180
0:04:36	30.0	2197
0:04:38	30.0	2156
0:04:40	30.0	2192
0:04:42	30.0	2172
0:04:44	30.0	2210
0:04:46	30.0	2183
0:04:48	30.0	2143
0:04:50	30.0	2214
0:04:52	30.0	2154
0:04:54	30.0	2194
0:04:56	30.0	2132
0:04:58	30.0	2180
0:05:00	30.0	2190
0:05:02	30.0	2172
0:05:04	30.0	2187
0:05:06	30.0	2161
0:05:08	30.0	2183
0:05:10	30.0	2186
0:05:12	30.0	2191
0:05:14	30.0	2183
0:05:16	30.0	2171
0:05:18	30.0	2169
0:05:20	30.0	2140
0:05:22	30.0	2158
0:05:24	30.0	2195
0:05:26	30.0	2152
0:05:28	30.0	2187
0:05:30	30.0	2212
0:05:32	30.0	2169
0:05:34	30.0	2158
0:05:36	30.0	2125
0:05:38	30.0	2167
0:05:40	30.0	2216
0:05:42	30.0	2127
0:05:44	30.0	2142
0:05:46	30.0	2125
0:05:48	30.0	2179
0:05:50	30.0	2162
0:05:52	30.0	2157
0:05:54	30.0	2197
0:05:56	30.0	2148
0:05:58	30.0	2113
0:06:00	30.0	2155
0:06:02	30.0	2146
0:06:04	30.0	2162
0:06:06	30.0	2151
0:06:08	30.0	2169
0:06:10	30.0	2114
0:06:12	30.0	2125
0:06:14	30.0	2127
0:06:16	30.0	2180
0:06:18	30.0	2155
0:06:20	30.0	2161
0:06:22	30.0	2152
0:06:24	30.0	2167
0:06:26	30.0	2155
0:06:28	30.0	2140
0:06:30	30.0	2158
0:06:32	30.0	2140
0:06:34	30.0	2165
0:06:36	30.0	2137
0:06:38	30.0	2191
0:06:40	30.0	2152
0:06:42	30.0	2162
0:06:44	30.0	2109
0:06:46	30.0	2112
0:06:48	30.0	2130
0:06:50	30.0	2176
0:06:52	30.0	2132
0:06:54	30.0	2148
0:06:56	30.0	2136
0:06:58	30.0	2142
0:07:00	30.0	2180
0:07:02	30.0	2124
0:07:04	30.0	2115
0:07:06	30.0	2131
0:07:08	30.1	2118
0:07:10	30.1	2148
0:07:12	30.0	2170
0:07:14	30.0	2154
0:07:16	30.0	2106
0:07:18	30.0	2149
0:07:20	30.0	2126
0:07:22	30.0	2163
0:07:24	30.0	2127
0:07:26	30.0	2117
0:07:28	30.0	2128
0:07:30	30.0	2120
0:07:32	30.0	2158
0:07:34	30.0	2063
0:07:36	30.0	2137
0:07:38	30.0	2140
0:07:40	30.0	2127
0:07:42	30.0	2133
0:07:44	30.0	2158
0:07:46	30.0	2124
0:07:48	30.0	2129
0:07:50	30.0	2102
0:07:52	30.0	2134
0:07:54	30.0	2136
0:07:56	30.0	2122
0:07:58	30.0	2170
0:08:00	30.0	2200

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G					-4290000.000								Max V [295,335]
					1.000								R-Squared [295,335]
					0:01:31								t at Max V [295,335]
					0:01:16								Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

