

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:20:00 (HH:MM:SS), Interval 0:00:04, 301 Reads
    Read	Fluorescence Endpoint
	E7..E12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E							SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E7	E8	E9	E10	E11	E12
0:03:40	30.0	1879	1812	2419	3101	3580	4969
0:03:44	30.0	1899	1820	2406	3070	3547	4895
0:03:48	30.0	1866	1816	2354	2996	3571	4944
0:03:52	30.0	1802	1804	2375	3019	3548	4893
0:03:56	30.0	1804	1848	2415	3046	3605	4945
0:04:00	30.0	1853	1807	2347	3044	3568	4888
0:04:04	30.0	1884	1825	2342	2998	3518	4906
0:04:08	30.0	1860	1828	2355	3002	3540	4802
0:04:12	30.0	1820	1773	2244	2976	3514	4854
0:04:16	30.0	1805	1799	2342	2970	3538	4861
0:04:20	30.0	1828	1786	2321	2950	3452	4913
0:04:24	30.0	1839	1804	2355	2973	3484	4808
0:04:28	30.0	1842	1819	2305	2938	3514	4869
0:04:32	30.0	1815	1801	2288	2907	3467	4817
0:04:36	30.0	1821	1763	2291	2950	3445	4828
0:04:40	30.0	1860	1746	2295	2931	3525	4811
0:04:44	30.0	1780	1790	2255	2916	3478	4795
0:04:48	30.0	1808	1786	2278	2916	3458	4727
0:04:52	30.0	1766	1771	2251	2873	3453	4830
0:04:56	30.0	1795	1775	2281	2896	3474	4791
0:05:00	30.0	1820	1739	2280	2894	3461	4723
0:05:04	30.0	1790	1754	2266	2897	3380	4773
0:05:08	30.0	1749	1781	2267	2887	3441	4715
0:05:12	30.0	1764	1723	2244	2858	3387	4746
0:05:16	30.0	1779	1706	2251	2880	3423	4794
0:05:20	30.0	1798	1722	2265	2874	3406	4738
0:05:24	30.0	1777	1751	2240	2829	3385	4735
0:05:28	30.0	1782	1725	2219	2843	3357	4770
0:05:32	30.0	1841	1719	2285	2852	3402	4782
0:05:36	30.0	1745	1724	2249	2822	3371	4770
0:05:40	30.0	1776	1749	2249	2935	3359	4725
0:05:44	30.0	1769	1696	2247	2799	3367	4621
0:05:48	30.0	1802	1748	2248	2790	3395	4695
0:05:52	30.0	1745	1753	2200	2846	3382	4698
0:05:56	30.0	1805	1726	2206	2868	3303	4644
0:06:00	30.0	1711	1732	2217	2837	3333	4707
0:06:04	30.0	1792	1749	2237	2787	3327	4644
0:06:08	30.0	1790	1718	2236	2752	3384	4598
0:06:12	30.0	1817	1732	2224	2818	3288	4573
0:06:16	30.0	1731	1711	2219	2785	3275	4617
0:06:20	30.0	1766	1716	2199	2793	3353	4624
0:06:24	30.0	1726	1749	2194	2733	3352	4607
0:06:28	30.0	1772	1695	2212	2745	3297	4606
0:06:32	30.0	1741	1726	2184	2753	3274	4599
0:06:36	30.0	1785	1689	2206	2780	3288	4581
0:06:40	30.0	1752	1712	2189	2768	3248	4619
0:06:44	30.0	1763	1725	2211	2735	3317	4622
0:06:48	30.0	1794	1740	2258	2750	3269	4563
0:06:52	30.0	1784	1712	2191	2748	3268	4606
0:06:56	30.0	1768	1748	2178	2797	3249	4597
0:07:00	30.0	1740	1731	2218	2740	3265	4580
0:07:04	30.0	1758	1761	2214	2712	3256	4559
0:07:08	30.0	1719	1740	2226	2724	3305	4553
0:07:12	30.0	1724	1715	2182	2729	3250	4550
0:07:16	30.0	1756	1701	2274	2781	3238	4480
0:07:20	30.0	1769	1705	2239	2766	3261	4463
0:07:24	30.0	1741	1704	2179	2710	3207	4492
0:07:28	30.0	1751	1697	2221	2707	3194	4524
0:07:32	30.0	1741	1728	2170	2752	3234	4445
0:07:36	30.0	1763	1737	2139	2714	3229	4445
0:07:40	30.0	1732	1759	2188	2766	3211	4524
0:07:44	30.0	1740	1727	2165	2702	3154	4445
0:07:48	30.0	1743	1703	2219	2742	3166	4474
0:07:52	30.0	1750	1682	2133	2694	3176	4491
0:07:56	30.0	1695	1743	2158	2771	3188	4477
0:08:00	30.0	1706	1726	2192	2676	3182	4475
0:08:04	30.0	1728	1718	2202	2732	3143	4453
0:08:08	30.0	1740	1719	2150	2734	3164	4538
0:08:12	30.0	1739	1711	2168	2721	3196	4410
0:08:16	30.0	1749	1728	2126	2669	3195	4465
0:08:20	30.0	1719	1730	2197	2717	3204	4419
0:08:24	30.0	1723	1703	2177	2688	3168	4432
0:08:28	30.0	1715	1755	2137	2722	3169	4417
0:08:32	30.0	1807	1659	2178	2678	3143	4382
0:08:36	30.0	1728	1690	2107	2628	3166	4391
0:08:40	30.0	1729	1660	2202	2659	3127	4400
0:08:44	30.0	1696	1705	2155	2669	3078	4426
0:08:48	30.0	1770	1740	2156	2719	3096	4341
0:08:52	30.0	1708	1713	2222	2695	3101	4329
0:08:56	30.0	1663	1675	2170	2680	3096	4388
0:09:00	30.0	1741	1661	2157	2644	3099	4398
0:09:04	30.0	1751	1705	2107	2676	3104	4397
0:09:08	30.0	1725	1724	2124	2707	3140	4358
0:09:12	30.0	1769	1726	2172	2692	3064	4411
0:09:16	30.0	1738	1705	2139	2644	3074	4299
0:09:20	30.0	1762	1715	2126	2711	3125	4344
0:09:24	30.0	1730	1689	2119	2637	3095	4340
0:09:28	30.0	1711	1728	2137	2624	3094	4228
0:09:32	30.0	1734	1666	2143	2674	3103	4302
0:09:36	30.0	1752	1719	2145	2710	3134	4336
0:09:40	30.0	1731	1714	2169	2670	3081	4333
0:09:44	30.0	1741	1699	2146	2642	3088	4281
0:09:48	30.0	1700	1698	2092	2662	3042	4318
0:09:52	30.0	1715	1693	2182	2667	3018	4296
0:09:56	30.0	1750	1716	2149	2655	3022	4329
0:10:00	30.0	1700	1703	2186	2653	3063	4286
0:10:04	30.0	1744	1726	2150	2650	3017	4183
0:10:08	30.0	1723	1683	2160	2652	3064	4248
0:10:12	30.0	1718	1706	2156	2660	3076	4238
0:10:16	30.0	1728	1697	2112	2669	3033	4297
0:10:20	30.0	1700	1707	2126	2634	3058	4230
0:10:24	30.0	1759	1674	2136	2646	3037	4274
0:10:28	30.0	1714	1691	2184	2627	2978	4249
0:10:32	30.0	1692	1656	2113	2654	3015	4257
0:10:36	30.0	1735	1672	2140	2637	3019	4297
0:10:40	30.0	1721	1714	2157	2641	2960	4207
0:10:44	30.0	1745	1649	2199	2619	3025	4297
0:10:48	30.0	1717	1679	2078	2662	2976	4147
0:10:52	30.0	1769	1699	2186	2682	3016	4152
0:10:56	30.0	1701	1671	2132	2635	3028	4179
0:11:00	30.0	1739	1668	2136	2644	2960	4230
0:11:04	30.0	1703	1689	2157	2598	2949	4156
0:11:08	30.0	1719	1700	2165	2638	2962	4144
0:11:12	30.0	1722	1715	2182	2663	3006	4176
0:11:16	30.0	1687	1672	2165	2653	2976	4156
0:11:20	30.0	1703	1663	2109	2653	2971	4201
0:11:24	30.0	1692	1687	2127	2626	2969	4169
0:11:28	30.0	1764	1692	2131	2613	3005	4132
0:11:32	30.0	1707	1701	2129	2694	3004	4119
0:11:36	30.0	1727	1699	2150	2631	2978	4117
0:11:40	30.0	1739	1716	2127	2682	2955	4169
0:11:44	30.0	1724	1648	2140	2623	2930	4136
0:11:48	30.0	1726	1686	2105	2603	2893	4176
0:11:52	30.0	1754	1672	2121	2597	2934	4088
0:11:56	30.0	1719	1710	2179	2618	2920	4079
0:12:00	30.0	1716	1681	2132	2616	2884	4191
0:12:04	30.0	1745	1663	2097	2635	2942	4146
0:12:08	30.0	1746	1688	2103	2610	2926	4075
0:12:12	30.0	1714	1676	2106	2638	2896	4170
0:12:16	30.0	1698	1659	2088	2643	2912	4111
0:12:20	30.0	1742	1691	2120	2697	2911	4115
0:12:24	30.0	1729	1704	2123	2627	2952	4083
0:12:28	30.0	1693	1672	2138	2588	2953	4041
0:12:32	30.0	1733	1690	2142	2589	2941	4118
0:12:36	30.0	1706	1644	2114	2616	2961	4132
0:12:40	30.0	1726	1662	2155	2660	2894	4087
0:12:44	30.0	1704	1693	2107	2600	2910	4063
0:12:48	30.0	1735	1718	2151	2648	2899	4084
0:12:52	30.0	1678	1679	2116	2587	2925	4025
0:12:56	30.0	1726	1686	2171	2586	2954	4098
0:13:00	30.0	1687	1685	2171	2558	2860	4054
0:13:04	30.0	1688	1677	2137	2602	2922	4069
0:13:08	30.0	1688	1697	2076	2559	2902	4085
0:13:12	30.0	1731	1677	2125	2577	2826	3977
0:13:16	30.0	1722	1689	2100	2660	2845	4057
0:13:20	30.0	1737	1707	2112	2602	2881	4041
0:13:24	30.0	1694	1686	2125	2580	2867	4035
0:13:28	30.0	1735	1678	2146	2542	2835	4035
0:13:32	30.0	1733	1704	2086	2601	2907	4004
0:13:36	30.0	1754	1672	2116	2649	2885	4035
0:13:40	30.0	1711	1689	2127	2665	2881	4043
0:13:44	30.0	1688	1666	2060	2587	2853	4007
0:13:48	30.0	1719	1714	2097	2604	2826	4027
0:13:52	30.0	1736	1691	2107	2676	2844	4026
0:13:56	30.0	1702	1707	2053	2605	2836	3975
0:14:00	30.0	1688	1678	2084	2603	2825	3976
0:14:04	30.0	1701	1686	2116	2597	2866	4042
0:14:08	30.0	1723	1668	2135	2621	2824	3996
0:14:12	30.0	1710	1709	2134	2586	2833	3945
0:14:16	30.0	1695	1676	2129	2591	2883	3938
0:14:20	30.0	1726	1676	2149	2559	2848	4025
0:14:24	30.0	1685	1700	2161	2643	2805	3947
0:14:28	30.0	1758	1682	2152	2627	2851	3980
0:14:32	30.0	1705	1671	2151	2553	2824	3920
0:14:36	30.0	1716	1663	2126	2620	2785	3977
0:14:40	30.0	1703	1701	2114	2604	2823	3938
0:14:44	30.0	1682	1698	2139	2634	2902	3975
0:14:48	30.0	1734	1716	2161	2572	2814	3990
0:14:52	30.0	1713	1688	2159	2540	2796	3969
0:14:56	30.0	1694	1672	2107	2625	2810	3948
0:15:00	30.0	1741	1658	2115	2640	2780	3958
0:15:04	30.0	1718	1676	2084	2574	2780	3886
0:15:08	30.0	1697	1686	2151	2628	2824	3949
0:15:12	30.0	1706	1684	2095	2622	2842	3922
0:15:16	30.0	1692	1664	2091	2577	2806	3988
0:15:20	30.0	1705	1710	2118	2568	2816	3946
0:15:24	30.0	1694	1705	2122	2589	2803	3924
0:15:28	30.0	1691	1666	2095	2590	2840	3849
0:15:32	30.0	1716	1696	2089	2593	2806	3916
0:15:36	30.0	1748	1660	2068	2577	2810	3864
0:15:40	30.0	1713	1638	2108	2652	2769	3944
0:15:44	30.0	1714	1721	2090	2630	2784	3926
0:15:48	30.0	1703	1663	2130	2660	2781	3889
0:15:52	30.0	1663	1687	2133	2568	2831	3884
0:15:56	30.0	1736	1705	2053	2607	2779	3879
0:16:00	30.0	1645	1678	2096	2546	2802	3877
0:16:04	30.0	1723	1661	2062	2630	2799	3851
0:16:08	30.0	1708	1663	2059	2572	2806	3856
0:16:12	30.0	1716	1676	2123	2604	2825	3882
0:16:16	30.0	1725	1711	2093	2619	2861	3884
0:16:20	30.0	1731	1664	2122	2611	2754	3835
0:16:24	30.0	1685	1680	2126	2580	2711	3831
0:16:28	30.0	1705	1652	2111	2623	2761	3867
0:16:32	30.0	1688	1712	2125	2617	2732	3914
0:16:36	30.0	1688	1688	2115	2558	2787	3898
0:16:40	30.0	1728	1683	2079	2592	2744	3856
0:16:44	30.0	1714	1700	2082	2585	2802	3897
0:16:48	30.0	1704	1691	2108	2574	2767	3858
0:16:52	30.0	1707	1719	2143	2590	2747	3835
0:16:56	30.0	1712	1672	2012	2588	2733	3853
0:17:00	30.0	1687	1707	2104	2561	2725	3916
0:17:04	30.0	1757	1662	2101	2539	2763	3826
0:17:08	30.0	1658	1692	2138	2605	2703	3848
0:17:12	30.0	1774	1685	2119	2599	2777	3904
0:17:16	30.0	1690	1693	2100	2581	2783	3760
0:17:20	30.0	1696	1655	2069	2551	2719	3903
0:17:24	30.0	1700	1647	2072	2588	2660	3825
0:17:28	30.0	1699	1642	2097	2560	2724	3767
0:17:32	30.0	1695	1675	2095	2621	2779	3822
0:17:36	30.0	1685	1647	2077	2604	2767	3763
0:17:40	30.0	1698	1708	2068	2580	2729	3860
0:17:44	30.0	1724	1739	2101	2598	2743	3799
0:17:48	30.0	1703	1669	2118	2596	2764	3750
0:17:52	30.0	1714	1668	2090	2631	2718	3749
0:17:56	30.0	1734	1685	2079	2583	2683	3838
0:18:00	30.0	1712	1657	2076	2641	2671	3782
0:18:04	30.0	1762	1706	2105	2575	2711	3839
0:18:08	30.0	1683	1655	2068	2521	2724	3805
0:18:12	30.0	1719	1710	2109	2558	2739	3827
0:18:16	30.0	1686	1674	2083	2585	2680	3795
0:18:20	30.0	1704	1704	2103	2580	2689	3786
0:18:24	30.0	1748	1662	2072	2569	2713	3829
0:18:28	30.0	1695	1675	2111	2588	2688	3813
0:18:32	30.0	1711	1696	2076	2622	2743	3800
0:18:36	30.0	1720	1679	2094	2550	2734	3791
0:18:40	30.0	1725	1699	2163	2580	2690	3774
0:18:44	30.0	1719	1693	2103	2588	2721	3837
0:18:48	30.0	1779	1701	2095	2592	2679	3818
0:18:52	30.0	1697	1684	2088	2548	2733	3750
0:18:56	30.0	1698	1661	2115	2572	2730	3798
0:19:00	30.0	1744	1715	2061	2607	2642	3744
0:19:04	30.0	1725	1693	2105	2591	2733	3739
0:19:08	30.1	1719	1705	2109	2578	2624	3826
0:19:12	30.1	1710	1709	2073	2561	2647	3744
0:19:16	30.0	1721	1660	2068	2604	2703	3796
0:19:20	30.0	1723	1679	2097	2574	2746	3757
0:19:24	30.0	1716	1706	2099	2587	2686	3711
0:19:28	30.0	1692	1706	2082	2600	2678	3753
0:19:32	30.1	1702	1657	2092	2575	2669	3696
0:19:36	30.0	1737	1662	2081	2568	2672	3666
0:19:40	30.0	1740	1699	2102	2554	2649	3744
0:19:44	30.0	1705	1699	2081	2574	2680	3749
0:19:48	30.1	1730	1681	2118	2585	2684	3710
0:19:52	30.1	1700	1682	2103	2568	2672	3695
0:19:56	30.1	1677	1691	2132	2572	2645	3680
0:20:00	30.1	1704	1697	2085	2577	2730	3786

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E							1740000.000	-1440000.000	-1965000.000	-2070000.000	-1920000.000	-2250000.000	Max V [295,335]
							1.000	1.000	1.000	1.000	1.000	1.000	R-Squared [295,335]
							0:17:10	0:08:30	0:16:54	0:02:26	0:00:26	0:10:46	t at Max V [295,335]
							0:17:43	0:07:54	0:16:20	0:02:02	0:00:26	0:10:14	Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

