

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 1:23:00 (HH:MM:SS), Interval 0:00:05, 997 Reads
    Read	Fluorescence Endpoint
	G1..G12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
H													Well ID

295,335

Time	T° 295,335	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12
0:00:00	30.0	13027	16840	19797	23263	25329	30701	15662	21164	21588	25678	28452	33239
0:00:05	30.0	13054	16849	19858	22948	25634	30455	15772	21192	21577	25641	28565	33359
0:00:10	30.0	12946	16822	19614	22817	25771	30649	15636	21152	21525	25726	28488	33410
0:00:15	30.0	12862	16987	19658	22890	25402	30645	15687	21067	21302	25574	28531	33757
0:00:20	30.0	12738	16662	19672	22716	25428	30334	15552	20971	21207	25305	28426	33600
0:00:25	30.0	12523	16610	19301	22268	25369	30005	15483	20980	21138	25405	28388	33405
0:00:30	30.0	12496	16273	19115	22469	25126	29843	15455	20736	21060	25576	28126	33152
0:00:35	30.0	12378	16375	19194	22241	24975	29654	15268	20707	21050	25190	28050	33013
0:00:40	30.0	12139	15994	18874	22032	24768	29870	15402	20670	20785	25529	27757	33110
0:00:45	30.0	12149	16112	18702	21873	24541	29570	15201	20481	21157	25081	27977	33101
0:00:50	30.0	11878	15882	18632	22075	24323	29556	15230	20575	20769	25262	27741	33122
0:00:55	30.0	11897	15871	18498	21499	24463	29338	15189	20610	20801	24956	27686	32877
0:01:00	30.0	11856	15696	18347	21717	24193	29218	15196	20391	20694	25021	27914	32804
0:01:05	30.0	11752	15624	18503	21533	24189	29129	14971	20317	20603	24715	27873	32800
0:01:10	30.0	11468	15465	18194	21282	23965	28816	14880	20035	20576	24771	27535	32729
0:01:15	30.0	11486	15404	18035	20993	23909	28728	14829	20384	20402	24674	27670	32581
0:01:20	30.0	11302	15112	18042	21127	23854	28871	14750	20169	20615	24405	27432	32588
0:01:25	30.0	11270	15277	17894	21143	23509	28413	14809	20035	20382	24813	27446	32422
0:01:30	30.0	11159	15247	17724	20835	23433	28251	14682	19818	20387	24469	27424	32438
0:01:35	30.0	10938	15019	17796	20643	23287	28266	14688	19800	20380	24241	27290	32306
0:01:40	30.0	10979	15025	17609	20771	23456	27858	14615	19883	20143	24446	27090	32261
0:01:45	30.0	10999	14739	17501	20416	23150	28112	14551	19743	20162	24205	26954	32282
0:01:50	30.0	10800	14844	17546	20489	22923	27952	14416	19571	20080	24416	27004	32420
0:01:55	30.0	10678	14803	17114	20413	22985	27768	14508	19566	20066	24239	27269	32010
0:02:00	30.0	10766	14636	17236	20295	22506	27470	14326	19637	19906	24109	26847	32299
0:02:05	30.0	10719	14523	17131	20064	22703	27572	14101	19519	19759	24159	27083	32231
0:02:10	30.0	10608	14604	16968	19976	22493	27297	14211	19120	19612	23973	26946	32090
0:02:15	30.0	10550	14419	16925	20057	22125	27513	14112	19471	19931	23541	26884	32047
0:02:20	30.0	10521	14253	16970	19792	22451	27133	14035	19139	19692	23797	26711	31886
0:02:25	30.0	10499	14190	16670	19766	22259	27076	14166	19126	19770	23758	26557	31639
0:02:30	30.0	10350	14177	16819	19726	22120	27191	13938	19037	19533	23582	26656	31933
0:02:35	30.0	10279	14066	16615	19517	22022	26899	13903	19308	19590	23550	26471	31832
0:02:40	30.0	10364	13983	16593	19388	22255	27086	13864	18706	19449	23476	26483	31702
0:02:45	30.0	10298	13895	16518	19417	21760	26873	13797	19059	19430	23457	26391	31495
0:02:50	30.0	10163	13867	16445	19345	21668	26778	13757	18877	19105	23423	26197	31551
0:02:55	30.0	10215	13779	16284	19273	21740	26554	13677	18712	19367	23593	26329	31334
0:03:00	30.0	10039	13678	16373	19123	21810	26607	13730	18772	19216	23258	26249	31216
0:03:05	30.0	10174	13699	16221	19231	21707	26285	13655	18829	19300	23432	25988	31220
0:03:10	30.0	10067	13663	16093	19125	21393	26472	13630	18843	19216	23394	26026	31090
0:03:15	30.0	9858	13561	16013	19013	21649	26444	13453	18530	19028	23116	26075	31248
0:03:20	30.0	9854	13488	15828	18899	21261	26187	13416	18715	19059	22943	25879	30960
0:03:25	30.0	9770	13469	15827	18942	21348	26364	13325	18555	19102	23207	25639	30958
0:03:30	30.0	9782	13328	15910	18690	21160	25964	13537	18629	18992	22780	25798	30893
0:03:35	30.0	9775	13445	15748	18695	21270	25686	13347	18421	18769	22879	25749	30984
0:03:40	30.0	9902	13320	15745	18603	21174	25811	13294	18227	18944	22996	25586	30956
0:03:45	30.0	9759	13412	15584	18536	21017	25975	13246	18418	18732	22941	25840	30967
0:03:50	30.0	9584	13119	15813	18621	20934	25834	13186	18304	18807	22672	25504	30774
0:03:55	30.0	9589	13180	15603	18349	20814	25877	13292	18522	18500	22796	25537	30518
0:04:00	30.0	9628	13056	15522	18581	20937	25582	13163	18308	18578	22657	25252	30416
0:04:05	30.0	9713	12971	15631	18466	20793	25544	13128	18290	18689	22607	25298	30369
0:04:10	30.0	9569	13001	15370	18451	20697	25285	13068	18230	18421	22418	25225	30600
0:04:15	30.0	9443	12938	15401	18334	20520	25428	13038	18225	18638	22417	25213	30653
0:04:20	30.0	9410	12762	15284	18034	20440	25199	12915	18019	18365	22443	25011	30320
0:04:25	30.0	9476	12842	15292	18131	20599	25177	12935	18105	18494	22392	25022	30352
0:04:30	30.0	9602	12901	15280	17886	20517	25107	12762	17789	18398	22329	25125	30486
0:04:35	30.0	9419	12634	15134	18152	20309	25130	12769	17805	18372	22201	24729	30337
0:04:40	30.0	9403	12676	15050	18012	20295	25022	12910	17890	18017	22348	24925	30214
0:04:45	30.0	9400	12892	15169	18012	20336	25093	12960	17777	18219	22360	24814	29919
0:04:50	30.0	9402	12854	15173	17861	20400	25078	12848	17875	17975	22195	24955	30262
0:04:55	30.0	9339	12597	14992	17862	20061	24877	12724	17765	17932	21870	24803	30489
0:05:00	30.0	9373	12676	14836	17763	20214	24832	12515	17701	18090	22084	24674	30058
0:05:05	30.0	9331	12621	15022	17811	20030	24833	12674	17557	17892	22022	24864	30070
0:05:10	30.0	9247	12545	14826	17773	20121	24746	12664	17704	18010	21997	24483	29784
0:05:15	30.0	9317	12611	14894	17539	19759	24676	12544	17509	17875	22018	24672	29874
0:05:20	30.0	9287	12464	14840	17462	20116	24647	12666	17441	17828	21978	24279	30011
0:05:25	30.0	9171	12450	14834	17681	19850	24542	12529	17588	18014	22008	24630	29961
0:05:30	30.0	9265	12570	14760	17593	19802	24412	12428	17392	17615	21855	24422	29920
0:05:35	30.0	9252	12508	14810	17366	19906	24435	12502	17468	17868	21805	24374	29642
0:05:40	30.0	9164	12307	14637	17377	19886	24451	12408	17417	17785	21744	24453	29796
0:05:45	30.0	9110	12214	14884	17381	19868	24355	12423	17329	17545	21633	24413	29600
0:05:50	30.0	9222	12434	14691	17487	19469	24398	12399	17458	17330	21671	24322	29794
0:05:55	30.0	9080	12399	14678	17371	19681	24148	12365	17272	17637	21575	24330	29590
0:06:00	30.0	9140	12372	14654	17335	19644	24040	12308	17376	17326	21548	24178	29817
0:06:05	30.0	9012	12271	14578	17209	19518	23892	12408	17137	17522	21438	24324	29238
0:06:10	30.0	9108	12220	14634	17192	19660	23890	12365	17217	17535	21384	24231	29494
0:06:15	30.0	9031	12199	14444	16933	19492	24175	12316	17078	17405	21378	23971	29541
0:06:20	30.0	9111	12127	14398	16986	19535	23766	12222	17088	17509	21559	23815	29474
0:06:25	30.0	9136	12218	14442	17285	19358	24260	12155	17122	17433	21317	24135	29136
0:06:30	30.0	8960	12211	14469	17260	19284	24010	12121	17052	17325	21401	24063	29210
0:06:35	30.0	9056	12143	14410	17029	19491	24051	12048	16958	17426	21243	23948	29241
0:06:40	30.0	8973	12267	14367	17134	19218	23775	12087	16996	17367	21324	23954	28971
0:06:45	30.0	8956	12168	14355	16969	19477	23747	12079	16860	17296	21132	24025	29313
0:06:50	30.0	9068	12155	14389	17071	19193	23828	12116	16922	17093	21365	23869	29255
0:06:55	30.0	8923	12101	14286	16986	19120	23496	12050	16818	17241	21293	23787	28972
0:07:00	30.0	8968	12006	14298	17004	18955	23718	11938	16888	17062	21305	24030	28914
0:07:05	30.0	9101	12146	14359	16912	19186	23710	11981	16706	17202	21195	23934	28782
0:07:10	30.0	8831	12035	14405	16863	19369	23473	12057	16812	17284	21083	23558	29147
0:07:15	30.0	8990	12027	14273	17056	19208	23599	11918	16789	17069	21237	23654	29005
0:07:20	30.0	8882	11914	14157	16810	19059	23631	11935	16546	17004	21244	23702	29073
0:07:25	30.0	8802	12051	14252	16807	19108	23389	12007	16671	17091	20967	23637	28763
0:07:30	30.0	9027	11983	14193	16780	19052	23704	11767	16851	16808	21108	23739	28555
0:07:35	30.0	8798	12122	14165	16761	18941	23323	11972	16546	16919	20862	23487	28938
