

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20180824_GEF_FRET_assay4.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GEF_FRET_assay.prt



Plate Number	Plate 1
Date	8/24/2018
Time	3:50:53 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:30:00 (HH:MM:SS), Interval 0:00:05, 361 Reads
    Read	Fluorescence Endpoint
	G1..G12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
H													Well ID

295,335

Time	T° 295,335	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12
0:00:00	30.0	1084	3635	5105	7867	9691	13006	1323	4528	6052	9033	10954	11854
0:00:05	30.0	1010	3573	5041	7911	9459	12809	1271	4390	5935	8841	10778	11738
0:00:10	30.0	1011	3447	4992	7795	9397	12842	1197	4367	5901	8803	10639	11680
0:00:15	30.0	962	3354	4834	7730	9247	12688	1202	4243	5913	8812	10619	11524
0:00:20	30.0	967	3270	4806	7478	9080	12535	1178	4167	5745	8654	10582	11472
0:00:25	30.0	938	3203	4756	7502	8921	12189	1121	4056	5605	8557	10430	11377
0:00:30	30.0	920	3169	4588	7227	8850	12157	1110	4042	5470	8457	10311	11347
0:00:35	30.0	923	3047	4552	7057	8708	12021	1090	3961	5478	8410	10115	11149
0:00:40	30.0	896	2999	4451	7061	8646	11844	1041	3871	5335	8273	10003	11117
0:00:45	30.0	883	2993	4355	6913	8508	11565	1020	3817	5362	8123	9986	11043
0:00:50	30.0	872	2951	4322	6755	8344	11545	1041	3807	5240	8108	9852	10973
0:00:55	30.0	875	2953	4238	6757	8263	11396	990	3699	5182	8003	9770	10851
0:01:00	30.0	870	2906	4160	6558	8210	11366	960	3676	5106	7896	9650	10836
0:01:05	30.0	869	2875	4064	6478	8076	11083	990	3567	5103	7792	9622	10688
0:01:10	30.0	868	2840	4092	6361	8135	11213	964	3585	5044	7805	9367	10634
0:01:15	30.0	879	2728	4054	6313	7988	10873	1005	3593	4990	7804	9503	10560
0:01:20	30.0	882	2781	4091	6292	7839	10850	945	3534	4814	7599	9372	10491
0:01:25	30.0	857	2749	3939	6140	7808	10712	958	3434	4805	7559	9308	10393
0:01:30	30.0	864	2691	3932	6146	7680	10730	945	3431	4844	7528	9154	10363
0:01:35	30.0	840	2695	3949	6063	7641	10613	942	3363	4752	7477	8989	10301
0:01:40	29.9	835	2690	3925	6118	7614	10655	930	3351	4684	7395	9063	10200
0:01:45	30.0	875	2669	3874	6037	7555	10527	926	3260	4695	7423	8976	10100
0:01:50	30.0	861	2650	3844	5913	7470	10315	872	3321	4627	7374	9010	10075
0:01:55	30.0	879	2653	3830	5943	7560	10317	915	3296	4659	7195	8869	9996
0:02:00	30.0	863	2675	3819	5884	7391	10173	905	3277	4574	7138	8872	10066
0:02:05	30.0	859	2616	3789	5780	7323	10163	922	3234	4526	7148	8791	9876
0:02:10	30.0	841	2624	3785	5905	7252	10160	898	3253	4535	7047	8792	9744
0:02:15	30.0	852	2646	3685	5765	7305	10103	887	3204	4462	7017	8631	9793
0:02:20	30.0	830	2586	3700	5845	7311	10147	900	3196	4476	6973	8602	9856
0:02:25	30.0	851	2585	3722	5681	7175	10089	892	3086	4438	6967	8659	9640
0:02:30	30.0	839	2618	3638	5623	7211	9960	898	3178	4473	6874	8543	9510
0:02:35	30.0	824	2588	3767	5617	7125	10022	925	3164	4432	6871	8539	9497
0:02:40	30.0	868	2601	3701	5606	7099	9770	880	3087	4396	6908	8422	9518
0:02:45	30.0	812	2612	3683	5592	7108	9835	925	3072	4357	6866	8436	9438
0:02:50	30.0	853	2580	3706	5503	7015	9794	899	3080	4272	6904	8350	9349
0:02:55	30.0	819	2544	3715	5573	7060	9681	878	3061	4262	6671	8320	9399
0:03:00	30.0	821	2536	3580	5518	7024	9676	894	3096	4253	6699	8334	9243
0:03:05	30.0	830	2597	3645	5522	7020	9741	886	3081	4222	6709	8237	9260
0:03:10	30.0	819	2540	3581	5455	6983	9675	895	3074	4265	6678	8177	9244
0:03:15	30.0	810	2616	3628	5478	6959	9632	871	3095	4301	6628	8188	9178
0:03:20	30.0	835	2576	3595	5498	6957	9598	879	3049	4242	6620	8159	9345
0:03:25	30.0	815	2532	3595	5449	6810	9466	895	2959	4257	6529	8106	9196
0:03:30	30.0	819	2568	3585	5403	6794	9619	867	2975	4140	6505	8052	9108
0:03:35	30.0	839	2525	3581	5353	6865	9431	901	3042	4198	6500	7971	9105
0:03:40	30.0	824	2569	3619	5366	6796	9580	896	3023	4233	6522	7984	9071
0:03:45	30.0	830	2583	3571	5368	6770	9454	876	2979	4131	6448	8067	8980
0:03:50	30.0	826	2564	3606	5511	6711	9433	865	2978	4132	6413	7923	8990
0:03:55	30.0	837	2594	3534	5361	6790	9388	885	2992	4108	6522	7991	8796
0:04:00	30.0	844	2558	3568	5343	6789	9311	877	2958	4090	6421	7841	8986
0:04:05	30.0	812	2526	3579	5387	6758	9283	889	2926	4139	6374	7800	8861
0:04:10	30.0	812	2545	3544	5424	6855	9420	854	2915	4056	6382	7814	8723
0:04:15	30.0	834	2556	3573	5297	6770	9250	869	2915	4105	6387	7834	8750
0:04:20	30.0	817	2537	3584	5273	6787	9257	884	2929	4144	6367	7776	8763
0:04:25	30.0	819	2526	3502	5359	6728	9368	851	2912	4019	6311	7759	8664
0:04:30	30.0	813	2525	3516	5263	6778	9338	855	2960	4004	6330	7730	8734
0:04:35	30.0	789	2585	3521	5325	6750	9359	853	2910	3969	6178	7824	8734
0:04:40	30.0	820	2547	3532	5325	6726	9304	894	2912	4006	6315	7731	8572
0:04:45	30.0	809	2585	3596	5302	6740	9243	882	2912	4027	6346	7767	8618
0:04:50	30.0	817	2524	3542	5329	6738	9342	848	2891	4042	6210	7678	8612
0:04:55	30.0	813	2548	3504	5295	6704	9261	880	2883	3969	6149	7715	8475
0:05:00	30.0	842	2521	3472	5304	6657	9218	892	2830	3977	6257	7656	8546
0:05:05	30.0	822	2528	3467	5357	6583	9107	850	2890	3973	6292	7564	8485
0:05:10	30.0	782	2530	3463	5289	6641	9142	883	2865	3977	6193	7636	8585
0:05:15	30.0	845	2526	3515	5399	6622	9116	887	2899	3957	6199	7643	8549
0:05:20	30.0	783	2516	3526	5256	6653	9217	898	2887	3942	6095	7529	8384
0:05:25	30.0	819	2529	3490	5178	6675	9095	866	2859	3984	6055	7508	8456
0:05:30	30.0	790	2530	3597	5290	6618	9206	885	2867	3991	6180	7592	8459
0:05:35	30.0	811	2578	3497	5325	6694	9119	889	2819	3958	6071	7407	8460
0:05:40	30.0	840	2520	3481	5302	6675	9139	852	2820	3969	6167	7532	8321
0:05:45	30.0	808	2456	3530	5248	6655	9110	881	2846	3943	6057	7515	8455
0:05:50	30.0	839	2514	3504	5293	6591	9157	868	2852	3945	6054	7514	8358
0:05:55	30.0	829	2543	3477	5270	6605	9096	871	2830	4021	6018	7468	8296
0:06:00	30.0	817	2504	3478	5172	6557	9084	870	2852	3891	6078	7441	8254
0:06:05	30.0	797	2499	3483	5286	6711	9152	855	2864	3941	5990	7413	8288
0:06:10	30.0	822	2509	3414	5213	6588	9213	870	2834	3843	6036	7416	8207
0:06:15	30.0	795	2545	3543	5181	6672	9100	860	2892	3884	5959	7393	8260
0:06:20	30.0	799	2543	3495	5231	6603	9123	856	2890	4004	6023	7448	8205
0:06:25	30.0	818	2439	3449	5265	6577	9059	858	2860	3922	6002	7345	8288
0:06:30	30.0	819	2561	3452	5174	6583	9210	880	2839	3871	5989	7357	8175
0:06:35	30.0	829	2524	3491	5276	6604	9047	865	2839	3890	6011	7375	8273
0:06:40	30.0	807	2501	3480	5282	6552	9073	869	2815	3900	5970	7405	8227
0:06:45	30.0	809	2467	3540	5192	6659	9114	855	2836	3901	6004	7336	8208
0:06:50	30.0	804	2534	3494	5154	6551	9100	852	2851	3894	5973	7299	8216
0:06:55	30.0	813	2472	3456	5251	6559	9065	850	2852	3871	5949	7344	8254
0:07:00	30.0	825	2506	3452	5186	6580	9020	844	2835	3891	5983	7284	8308
0:07:05	30.0	808	2506	3485	5186	6595	8967	838	2853	3891	5924	7351	8178
0:07:10	30.0	796	2477	3469	5219	6626	9063	851	2854	3918	5889	7331	8236
0:07:15	30.0	809	2507	3482	5161	6616	9057	877	2786	3866	5996	7288	8196
0:07:20	30.0	792	2487	3450	5226	6541	9170	850	2770	3835	6027	7194	8124
0:07:25	30.0	836	2506	3411	5197	6561	9066	843	2760	3913	5932	7230	8176
0:07:30	30.0	801	2496	3501	5178	6566	9137	877	2807	3832	5956	7273	8112
0:07:35	30.0	801	2520	3460	5121	6595	8947	864	2805	3873	5916	7247	8106
