

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 1:00:00 (HH:MM:SS), Interval 0:00:04, 901 Reads
    Read	Fluorescence Endpoint
	A2..A8
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A		SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7					Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	A2	A3	A4	A5	A6	A7	A8
0:41:28	30.1	10549	10340	10407	10698	10786	10967	15572
0:41:32	30.1	10407	10381	10364	10801	10820	10901	15618
0:41:36	30.1	10529	10473	10315	10773	10820	10956	15771
0:41:40	30.1	10481	10302	10415	10843	10791	10904	15732
0:41:44	30.1	10372	10272	10455	10799	10763	10983	15559
0:41:48	30.1	10479	10316	10276	10706	10822	10929	15690
0:41:52	30.1	10495	10220	10393	10609	10845	10969	15525
0:41:56	30.1	10523	10276	10276	10781	10869	10961	15617
0:42:00	30.1	10422	10366	10288	10661	10684	11013	15604
0:42:04	30.1	10413	10275	10264	10877	10794	11079	15714
0:42:08	30.1	10470	10368	10500	10710	10873	11091	15647
0:42:12	30.1	10518	10342	10329	10788	10815	11034	15595
0:42:16	30.1	10476	10278	10420	10745	10765	10924	15772
0:42:20	30.1	10438	10268	10301	10750	10730	10901	15590
0:42:24	30.1	10324	10231	10402	10792	10741	11018	15735
0:42:28	30.1	10485	10142	10397	10793	10863	11153	15667
0:42:32	30.1	10437	10138	10438	10690	10770	11125	15548
0:42:36	30.1	10364	10253	10376	10723	10767	10803	15678
0:42:40	30.1	10280	10276	10412	10695	10707	10978	15691
0:42:44	30.1	10447	10247	10376	10680	10715	11029	15529
0:42:48	30.1	10398	10151	10300	10802	10778	10917	15584
0:42:52	30.1	10397	10279	10227	10793	10852	11041	15797
0:42:56	30.1	10419	10308	10465	10622	10741	10998	15565
0:43:00	30.1	10468	10333	10321	10709	10793	10999	15556
0:43:04	30.1	10546	10216	10286	10682	10698	11013	15546
0:43:08	30.1	10402	10211	10367	10736	10864	11140	15774
0:43:12	30.1	10353	10209	10347	10768	10852	11010	15625
0:43:16	30.1	10418	10238	10559	10732	10847	11041	15697
0:43:20	30.1	10474	10323	10348	10818	10822	11061	15546
0:43:24	30.1	10382	10199	10246	10744	10824	10920	15648
0:43:28	30.1	10318	10222	10357	10714	10742	11011	15597
0:43:32	30.1	10446	10119	10259	10631	10774	10884	15614
0:43:36	30.1	10367	10206	10391	10817	10828	11047	15621
0:43:40	30.1	10338	10262	10404	10696	10801	10924	15780
0:43:44	30.1	10211	10296	10438	10777	10660	10819	15725
0:43:48	30.1	10360	10206	10435	10683	10764	10936	15527
0:43:52	30.1	10288	10201	10259	10783	10731	10957	15643
0:43:56	30.1	10405	10360	10286	10658	10789	10952	15813
0:44:00	30.1	10391	10128	10292	10762	10830	10888	15552
0:44:04	30.1	10463	10075	10330	10634	10833	10893	15715
0:44:08	30.1	10324	10181	10291	10665	10803	10862	15558
0:44:12	30.1	10387	10159	10307	10723	10993	10887	15707
0:44:16	30.1	10204	10258	10242	10666	10770	10991	15751
0:44:20	30.1	10284	10299	10335	10648	10776	10938	15624
0:44:24	30.1	10315	10180	10298	10617	10700	10955	15494
0:44:28	30.1	10279	10098	10330	10734	10815	10889	15477
0:44:32	30.1	10459	10087	10374	10745	10761	10876	15638
0:44:36	30.1	10225	10138	10298	10650	10658	10972	15700
0:44:40	30.1	10418	10207	10278	10688	10742	10870	15714
0:44:44	30.1	10309	10098	10277	10668	10764	10877	15561
0:44:48	30.1	10330	10142	10274	10657	10769	10949	15686
0:44:52	30.1	10305	10213	10276	10847	10660	11022	15708
0:44:56	30.1	10382	10177	10370	10755	10733	10984	15597
0:45:00	30.1	10378	10154	10328	10666	10694	11021	15774
0:45:04	30.1	10347	10201	10241	10666	10718	10852	15684
0:45:08	30.1	10308	10198	10494	10693	10751	10873	15651
0:45:12	30.1	10345	10234	10333	10596	10702	11081	15671
0:45:16	30.1	10270	10150	10313	10526	10728	10802	15704
0:45:20	30.1	10279	10108	10213	10649	10619	10927	15506
0:45:24	30.1	10232	10134	10204	10666	10766	10954	15422
0:45:28	30.1	10288	10177	10349	10607	10753	10894	15412
0:45:32	30.1	10197	10246	10180	10751	10666	10847	15596
0:45:36	30.1	10304	10228	10273	10580	10660	10875	15678
0:45:40	30.1	10354	10091	10369	10580	10670	10969	15513
0:45:44	30.1	10264	10124	10257	10549	10867	10834	15677
0:45:48	30.1	10296	10161	10229	10677	10718	10893	15556
0:45:52	30.1	10317	10229	10262	10586	10579	10958	15775
0:45:56	30.1	10217	10109	10456	10692	10759	10883	15585
0:46:00	30.1	10245	10085	10351	10728	10719	10829	15586
0:46:04	30.1	10337	10220	10215	10518	10829	10913	15537
0:46:08	30.1	10238	10216	10270	10608	10654	10860	15734
0:46:12	30.1	10115	10292	10288	10756	10665	10937	15600
0:46:16	30.1	10300	10135	10145	10711	10766	10955	15454
0:46:20	30.1	10211	10145	10188	10674	10674	10900	15378
0:46:24	30.1	10274	10082	10424	10652	10696	11017	15624
0:46:28	30.1	10338	10127	10298	10678	10729	10871	15541
0:46:32	30.1	10130	10004	10256	10694	10734	10863	15356
0:46:36	30.1	10258	10051	10183	10625	10736	10917	15495
0:46:40	30.1	10136	10092	10152	10795	10654	10931	15591
0:46:44	30.1	10299	10131	10281	10589	10738	10769	15480
0:46:48	30.1	10285	10116	10248	10670	10703	10954	15506
0:46:52	30.1	10270	10239	10196	10702	10726	10984	15697
0:46:56	30.1	10159	10069	10183	10630	10785	10946	15501
0:47:00	30.1	10218	10206	10257	10667	10682	10905	15589
0:47:04	30.1	10148	10065	10232	10665	10648	10910	15549
0:47:08	30.1	10297	10183	10333	10723	10779	10786	15373
0:47:12	30.1	10327	10046	10185	10610	10748	10847	15532
0:47:16	30.1	10150	9989	10152	10656	10750	10921	15475
0:47:20	30.1	10147	10028	10303	10613	10760	10853	15529
0:47:24	30.1	10211	10028	10217	10624	10622	10849	15587
0:47:28	30.1	10037	10062	10206	10625	10564	10983	15674
0:47:32	30.1	10167	10227	10422	10645	10716	10917	15576
0:47:36	30.1	10286	10092	10338	10528	10757	10901	15522
0:47:40	30.1	10157	10177	10246	10573	10665	10831	15451
0:47:44	30.1	10163	10052	10195	10548	10680	10975	15406
0:47:48	30.1	10240	10133	10257	10593	10740	10798	15572
0:47:52	30.1	10161	10092	10129	10507	10740	10824	15506
0:47:56	30.1	10295	10026	10294	10724	10786	10756	15487
0:48:00	30.1	10163	10050	10186	10582	10738	10812	15320
0:48:04	30.1	10156	10038	10148	10534	10629	10868	15485
0:48:08	30.1	10295	9910	10223	10512	10723	10909	15623
0:48:12	30.1	10185	10146	10188	10531	10489	10933	15555
0:48:16	30.1	10133	10114	10170	10738	10725	10738	15438
0:48:20	30.1	10169	10144	10208	10544	10619	11175	15466
0:48:24	30.1	10077	10119	10167	10580	10733	10881	15623
0:48:28	30.1	10238	9994	10069	10564	10627	10734	15620
0:48:32	30.1	10134	10085	10233	10669	10745	10753	15530
0:48:36	30.1	10212	10038	10108	10578	10595	10990	15493
0:48:40	30.1	10089	10123	10224	10641	10830	10824	15423
0:48:44	30.1	10208	9949	10299	10582	10683	10868	15536
0:48:48	30.1	10063	10101	10209	10607	10704	10920	15448
0:48:52	30.1	10219	10131	10349	10620	10617	10862	15411
0:48:56	30.1	10132	10057	10254	10576	10613	10742	15543
0:49:00	30.1	10193	10058	10243	10533	10617	10844	15330
0:49:04	30.1	10092	10046	10228	10625	10743	10780	15497
0:49:08	30.1	10081	10183	10189	10680	10637	11029	15488
0:49:12	30.1	10223	10146	10126	10536	10503	10813	15724
0:49:16	30.1	10121	9951	10385	10687	10587	10816	15366
0:49:20	30.1	10151	10022	10170	10602	10524	10964	15552
0:49:24	30.1	10106	10071	10205	10523	10600	10812	15559
0:49:28	30.1	10027	10038	10192	10518	10607	10849	15367
0:49:32	30.1	10200	9915	10228	10636	10784	11003	15648
0:49:36	30.1	10066	10119	10062	10559	10680	10934	15689
0:49:40	30.1	10193	10048	10128	10580	10611	10906	15618
0:49:44	30.1	10190	9940	10183	10589	10646	10913	15656
0:49:48	30.1	10091	10021	10130	10695	10673	10976	15431
0:49:52	30.1	10112	10122	10115	10695	10627	10926	15372
0:49:56	30.1	10249	10062	10146	10620	10655	10814	15494
0:50:00	30.1	10039	10062	10209	10512	10632	10805	15549
0:50:04	30.1	10119	9981	10301	10418	10605	10935	15476
0:50:08	30.1	10103	10038	10249	10627	10568	10848	15539
0:50:12	30.1	10140	10132	10074	10480	10786	10813	15379
0:50:16	30.1	10031	10061	10302	10510	10688	10836	15371
0:50:20	30.1	10074	10083	10156	10456	10680	10848	15325
0:50:24	30.1	10064	10128	10157	10658	10548	10950	15434
0:50:28	30.1	10210	9953	10154	10411	10773	10955	15412
0:50:32	30.1	10019	9843	10190	10618	10619	10877	15405
0:50:36	30.1	10135	10193	10024	10658	10583	10850	15361
0:50:40	30.1	10054	9898	10197	10576	10689	10877	15627
0:50:44	30.1	9966	10129	10171	10582	10653	10879	15570
0:50:48	30.1	10060	10006	10275	10520	10697	10899	15468
0:50:52	30.1	10122	9932	10086	10492	10527	10843	15699
0:50:56	30.1	10022	10063	10213	10500	10633	10827	15472
0:51:00	30.1	9960	10060	10252	10618	10526	10861	15417
0:51:04	30.1	10092	9983	10006	10581	10573	10871	15398
0:51:08	30.1	9985	10175	10191	10513	10630	10825	15518
0:51:12	30.1	10007	10043	10144	10564	10615	10870	15685
0:51:16	30.1	9957	10063	10175	10704	10835	10863	15442
0:51:20	30.1	10079	10012	10177	10663	10675	10874	15508
0:51:24	30.1	10109	9922	10132	10480	10704	10858	15431
0:51:28	30.1	10015	9950	10167	10629	10686	10801	15464
0:51:32	30.1	10058	10012	10143	10506	10511	10953	15560
0:51:36	30.1	10039	10003	10128	10677	10592	10864	15409
0:51:40	30.1	10115	9982	10133	10543	10728	10827	15518
0:51:44	30.1	10000	9949	10138	10547	10501	10722	15382
0:51:48	30.1	10114	10050	10171	10547	10550	10891	15481
0:51:52	30.1	10018	9976	10132	10432	10471	10845	15520
0:51:56	30.1	10026	9972	10066	10492	10620	10916	15407
0:52:00	30.1	10092	9958	10235	10575	10578	10761	15550
0:52:04	30.1	9918	10080	10183	10633	10588	10764	15539
0:52:08	30.1	9998	9951	10056	10585	10574	10776	15355
0:52:12	30.1	9900	10017	9979	10469	10611	10895	15387
0:52:16	30.1	10120	10066	10116	10466	10540	10784	15488
0:52:20	30.1	9970	10035	10028	10578	10554	10815	15389
0:52:24	30.1	9995	10034	10070	10561	10699	10859	15485
0:52:28	30.1	9943	9847	10156	10485	10600	10874	15468
0:52:32	30.1	10145	9838	10207	10458	10653	10858	15361
0:52:36	30.1	10049	9995	10168	10524	10806	10931	15408
0:52:40	30.1	9954	10002	10130	10631	10618	10903	15519
0:52:44	30.1	10032	9965	10137	10472	10481	10843	15605
0:52:48	30.1	9924	9967	10031	10544	10646	10672	15562
0:52:52	30.1	9992	9926	10021	10637	10706	10844	15391
0:52:56	30.1	9923	9859	10197	10589	10563	10803	15383
0:53:00	30.1	10017	9991	10055	10616	10744	10857	15421
0:53:04	30.1	10043	9980	10106	10442	10528	10796	15248
0:53:08	30.1	9971	9858	10114	10445	10657	10893	15331
0:53:12	30.1	9981	9941	10049	10555	10518	10868	15295
0:53:16	30.1	9858	9911	10116	10512	10551	10743	15641
0:53:20	30.1	9907	9878	10028	10499	10591	10959	15455
0:53:24	30.1	9903	9877	10099	10499	10695	10909	15471
0:53:28	30.1	9948	9868	10183	10658	10645	10773	15538
0:53:32	30.1	9989	9826	10118	10540	10535	10974	15283
0:53:36	30.1	9956	9829	10017	10414	10495	10930	15578
0:53:40	30.1	9907	9932	10126	10513	10533	10734	15260
0:53:44	30.1	10076	9892	9935	10527	10603	10869	15473
0:53:48	30.1	9942	9799	10065	10636	10493	10823	15347
0:53:52	30.1	9892	9919	10101	10498	10667	10868	15391
0:53:56	30.1	10006	9973	10202	10595	10538	10769	15411
0:54:00	30.1	10108	9925	9926	10592	10710	10902	15422
0:54:04	30.1	9858	9907	10040	10560	10653	10804	15479
0:54:08	30.1	10020	9891	10059	10535	10604	10793	15495
0:54:12	30.1	9976	9824	10068	10526	10653	10825	15486
0:54:16	30.1	10010	10045	10067	10460	10438	10956	15490
0:54:20	30.1	9976	9867	10016	10650	10668	10833	15335
0:54:24	30.0	9842	9944	10090	10522	10617	10652	15384
0:54:28	30.1	9961	9824	10085	10592	10449	10810	15463
0:54:32	30.1	9885	9927	10135	10461	10598	10816	15627
0:54:36	30.1	9947	9865	10184	10392	10601	10971	15428
0:54:40	30.1	9963	9813	10086	10563	10609	10682	15643
0:54:44	30.1	9786	9778	10072	10460	10617	10663	15315
0:54:48	30.1	9998	9820	10162	10396	10539	10811	15410
0:54:52	30.1	9800	9989	10184	10265	10559	10833	15405
0:54:56	30.1	9831	9884	10068	10342	10749	10743	15389
0:55:00	30.1	9888	9921	10096	10497	10508	10793	15548
0:55:04	30.0	9835	9861	10009	10565	10682	10825	15481
0:55:08	30.0	9935	9796	10019	10308	10440	10721	15484
0:55:12	30.1	9882	9777	10072	10591	10545	10852	15452
0:55:16	30.0	9996	9860	10174	10479	10595	10906	15295
0:55:20	30.1	9850	9834	10150	10466	10776	10821	15471
0:55:24	30.1	9864	9789	10069	10506	10596	10707	15385
0:55:28	30.1	9898	9953	9986	10463	10427	10835	15424
0:55:32	30.1	9894	9922	10020	10437	10438	10810	15346
0:55:36	30.1	9871	9889	10031	10301	10498	10748	15371
0:55:40	30.1	9902	9803	9986	10628	10572	10766	15521
0:55:44	30.1	9945	9748	10019	10523	10493	10717	15456
0:55:48	30.1	9899	9808	9976	10309	10371	10795	15475
0:55:52	30.0	9850	9669	10123	10533	10563	10809	15351
0:55:56	30.1	10070	9766	10131	10597	10466	10771	15328
0:56:00	30.1	9963	9882	10094	10534	10537	10735	15365
0:56:04	30.1	10001	9776	10074	10410	10570	10848	15483
0:56:08	30.0	9923	9847	10052	10512	10515	10767	15349
0:56:12	30.1	9836	9772	10058	10420	10514	10896	15207
0:56:16	30.1	9864	10010	9928	10393	10633	10761	15357
0:56:20	30.1	9913	9794	10191	10471	10529	10874	15400
0:56:24	30.1	9869	9913	10015	10459	10631	10651	15331
0:56:28	30.1	9870	9953	10049	10428	10643	10884	15294
0:56:32	30.1	9828	9873	10012	10445	10620	10730	15297
0:56:36	30.1	9879	9923	10114	10426	10492	10692	15383
0:56:40	30.0	9879	9820	10032	10496	10419	10784	15246
0:56:44	30.1	9734	9834	10061	10567	10603	10704	15427
0:56:48	30.1	9947	9848	10077	10587	10596	10817	15444
0:56:52	30.1	9968	9927	10002	10520	10548	10924	15262
0:56:56	30.0	9918	9902	10008	10545	10541	10773	15315
0:57:00	30.1	9756	9908	10100	10436	10743	10586	15342
0:57:04	30.1	9832	9713	10003	10625	10468	10709	15208
0:57:08	30.1	9839	9812	10097	10424	10375	10734	15353
0:57:12	30.1	9692	9822	9975	10601	10633	10784	15391
0:57:16	30.1	9810	9867	10063	10550	10602	10872	15293
0:57:20	30.1	9790	9945	9956	10471	10637	10726	15640
0:57:24	30.1	9891	9766	9911	10610	10333	10792	15378
0:57:28	30.0	9954	9712	10171	10602	10465	10713	15360
0:57:32	30.1	9828	9841	10051	10521	10609	10754	15503
0:57:36	30.1	9978	9819	10007	10584	10367	10764	15377
0:57:40	30.1	9910	9820	9900	10421	10624	10827	15615
0:57:44	30.0	9915	9839	9873	10496	10539	10676	15251
0:57:48	30.1	9942	9796	9920	10471	10503	10901	15373
0:57:52	30.1	9789	9810	10075	10428	10482	10760	15334
0:57:56	30.1	9806	9854	10031	10488	10510	10645	15317
0:58:00	30.1	9767	9706	9996	10439	10504	10805	15428
0:58:04	30.1	9725	9811	10020	10291	10556	10736	15183
0:58:08	30.1	9869	9774	9984	10388	10498	10690	15458
0:58:12	30.1	9800	9877	10112	10487	10505	10705	15283
0:58:16	30.0	9827	9691	10012	10411	10561	10719	15346
0:58:20	30.1	9868	9809	9905	10507	10406	10768	15391
0:58:24	30.0	9765	9701	10061	10384	10605	10664	15284
0:58:28	30.1	9717	9751	9933	10424	10536	10788	15456
0:58:32	30.1	9850	9650	9997	10603	10503	10753	15380
0:58:36	30.1	9645	9748	10079	10405	10552	10704	15212
0:58:40	30.1	9811	9734	9953	10581	10562	10580	15410
0:58:44	30.1	9844	9805	10136	10537	10521	10715	15346
0:58:48	30.1	9669	9746	9840	10315	10413	10730	15549
0:58:52	30.1	9668	9901	10082	10423	10535	10665	15493
0:58:56	30.1	9823	9733	10022	10354	10477	10770	15351
0:59:00	30.1	9678	9801	10027	10495	10413	10627	15402
0:59:04	30.0	9853	9821	10020	10429	10581	10804	15522
0:59:08	30.1	9758	9738	9963	10533	10515	10565	15256
0:59:12	30.1	9777	9812	10072	10393	10528	10622	15297
0:59:16	30.1	9705	9699	10063	10389	10487	10703	15375
0:59:20	30.1	9674	9749	9978	10521	10472	10853	15480
0:59:24	30.1	9762	9799	9955	10531	10484	10655	15393
0:59:28	30.1	9743	9676	10045	10506	10381	10820	15352
0:59:32	30.1	9823	9860	9984	10412	10503	10759	15369
0:59:36	30.1	9852	9703	9964	10396	10399	10703	15430
0:59:40	30.1	9699	9856	9952	10400	10433	10687	15453
0:59:44	30.1	9688	9702	9790	10353	10508	10781	15334
0:59:48	30.0	9809	9761	10136	10461	10399	10785	15212
0:59:52	30.0	9778	9856	10029	10256	10600	10739	15353
0:59:56	30.1	9809	9699	9896	10357	10578	10712	15402
1:00:00	30.1	9710	9761	10006	10420	10463	10684	15199

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A		5160000.000	-5325000.000	6015000.000	-6195000.000	-6795000.000	6555000.000	-5910000.000					Max V [295,335]
		1.000	1.000	1.000	1.000	1.000	1.000	1.000					R-Squared [295,335]
		0:02:42	0:07:22	0:05:02	0:06:06	0:00:14	0:48:18	0:22:10					t at Max V [295,335]
		0:02:43	0:07:04	0:05:17	0:05:44	0:00:12	0:49:10	0:22:03					Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

