

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 2:29:45 (HH:MM:SS), Interval 0:00:09, 999 Reads
    Read	Fluorescence Endpoint
	G1..G12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
H													Well ID

295,335

Time	T° 295,335	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12
0:00:00	30.1	13800	19616	22726	24629	28068	33053	13751	18870	22001	24456	26221	31571
0:00:09	30.1	13961	19646	22769	24486	28302	33026	13651	19181	22309	24544	26164	31320
0:00:18	30.1	13900	19651	22972	24706	28335	33187	13790	19469	22079	24683	26235	31242
0:00:27	30.1	13966	19463	22688	24849	28120	32847	13627	19392	21913	24318	26320	31639
0:00:36	30.1	13853	19582	22533	24539	27955	32893	13499	19072	21896	24320	26410	31041
0:00:45	30.1	13841	19578	22625	24450	28189	32974	13535	19232	21751	24479	26355	31371
0:00:54	30.1	13657	19552	22593	24575	28114	32713	13571	19121	21941	24357	26291	31134
0:01:03	30.1	13581	19435	22394	24435	28288	32536	13507	18996	21725	24392	26224	31231
0:01:12	30.1	13768	19481	22468	24367	28317	32553	13374	19079	21869	24446	26203	31074
0:01:21	30.1	13644	19477	22534	24407	28091	32533	13499	19144	21807	24221	26160	30848
0:01:30	30.1	13659	19220	22361	24444	28047	32177	13489	19058	21623	24232	26092	31096
0:01:39	30.0	13576	19379	22497	24175	27986	32494	13313	18761	21729	24153	26159	30898
0:01:48	30.0	13511	19271	22232	24241	27816	32225	13351	18680	21673	23972	25999	30818
0:01:57	30.1	13347	19113	22169	24058	27694	32283	13081	18613	21406	24022	26199	30879
0:02:06	30.1	13419	18920	22143	24042	27539	31798	13152	18450	21264	23860	25850	31014
0:02:15	30.1	13518	19062	22345	24347	27446	31905	13124	18467	21649	24345	26062	30626
0:02:24	30.0	13519	19049	21955	23909	27498	31988	13317	18457	21438	23782	25761	30699
0:02:33	30.0	13256	18681	21975	23797	27540	31671	13024	18345	21339	23782	25740	30483
0:02:42	30.1	13314	18802	21812	23680	27329	32001	12933	18390	21388	23650	26021	30423
0:02:51	30.1	13186	18644	21804	23632	27512	31773	13020	18271	21242	23842	26088	30831
0:03:00	30.1	13294	18692	21721	23809	27635	31947	12859	18419	21312	23860	25918	30726
0:03:09	30.1	13218	18701	21701	23652	27578	31552	12858	18279	21231	23693	25581	30780
0:03:18	30.1	13158	18387	21601	23499	27183	31671	12796	18187	21040	23638	25457	30254
0:03:27	30.1	13045	18414	21684	23402	27272	31489	12741	18213	21144	23503	25576	30625
0:03:36	30.1	13210	18481	21582	23728	27039	31394	12748	18230	21041	23539	25463	30202
0:03:45	30.1	13127	18533	21530	23650	26832	31505	12644	18240	21113	23733	25446	30237
0:03:54	30.1	13015	18490	21462	23328	27251	31575	12524	18218	21064	23705	25534	30066
0:04:03	30.1	12920	18438	21362	23498	26795	31368	12643	17811	21014	23359	25372	30292
0:04:12	30.1	12860	18422	21286	23262	26882	31118	12531	18021	21025	23304	25408	30214
0:04:21	30.1	12827	18284	21406	23536	26941	31328	12513	17935	21052	23319	25536	30050
0:04:30	30.1	12859	18100	21043	23460	26629	30978	12464	17796	20705	23258	25326	30130
0:04:39	30.0	12920	18124	21302	23185	26472	31014	12363	17786	20951	23351	25298	30247
0:04:48	30.1	12717	18066	21136	23380	26877	31111	12465	17868	20801	23395	25793	29806
0:04:57	30.1	12700	18081	21184	23205	26675	30941	12467	17771	20718	23042	25079	29807
0:05:06	30.1	12735	17905	21136	23123	26383	30779	12373	17824	20507	23343	25298	29843
0:05:15	30.1	12716	18102	21138	23038	26223	30919	12447	17718	20753	23283	25043	29738
0:05:24	30.1	12738	17972	21056	23043	26527	30683	12370	17694	20511	23150	24934	29934
0:05:33	30.1	12662	17855	20864	22956	26294	30495	12144	17650	20596	22870	24924	29484
0:05:42	30.1	12528	18029	20973	22891	26096	30676	12207	17602	20436	22959	25038	29702
0:05:51	30.0	12498	17782	20970	22837	26228	30258	12258	17403	20344	23075	25190	29480
0:06:00	30.1	12559	17794	20866	22921	26283	30359	12227	17573	20541	22781	24976	29544
0:06:09	30.0	12594	17940	20721	22754	26072	30504	12192	17569	20482	22590	24843	29561
0:06:18	30.1	12414	18118	20713	22849	26319	30514	12235	17656	20652	22927	24875	29770
0:06:27	30.1	12406	17886	20800	22711	26180	30307	12204	17217	20284	22626	24962	29814
0:06:36	30.0	12381	17754	20713	22719	25856	30144	11957	17405	20387	22593	24892	29779
0:06:45	30.1	12549	17524	20334	22629	26121	30301	12033	17451	20332	22699	24795	29515
0:06:54	30.1	12471	17848	20708	22800	26131	30002	12014	17475	20132	22602	24508	29648
0:07:03	30.1	12377	17863	20433	22573	25786	30261	11964	17464	20259	22943	24736	29435
0:07:12	30.1	12329	17682	20712	22725	26201	30055	12165	17244	20214	22544	24525	29446
0:07:21	30.1	12262	17488	20614	22410	25560	30015	11889	17306	20112	22875	24874	29589
0:07:30	30.1	12143	17492	20283	22400	25446	30150	11869	17264	20154	22596	24522	29251
0:07:39	30.1	12246	17540	20307	22564	25759	29951	11853	17297	20221	22661	24853	29491
0:07:48	30.1	12126	17375	20254	22353	25796	29780	11820	17368	19877	22438	24617	29365
0:07:57	30.1	12355	17581	20253	22257	25745	29892	11847	17305	19963	22231	24495	29370
0:08:06	30.1	12119	17315	20267	22426	25625	29774	11807	17182	19945	22375	24191	29177
0:08:15	30.0	12146	17567	20322	21998	25748	29622	11796	16965	19900	22033	24307	29099
0:08:24	30.1	12095	17413	20219	22127	25421	29625	11751	17017	19891	22222	24337	29053
0:08:33	30.1	12117	17514	20095	22506	25534	29775	11786	16944	19745	22334	24139	29161
0:08:42	30.1	12038	17277	20171	22233	25427	29751	11561	16798	19670	22271	24319	29062
0:08:51	30.1	12141	17125	20326	22089	25473	29448	11601	16815	19832	22341	24104	29022
0:09:00	30.1	12024	17103	20139	22278	25491	29762	11725	16984	19754	22248	23970	29044
0:09:09	30.1	11817	17138	20029	22011	25289	29280	11634	16661	19718	22219	24346	28963
0:09:18	30.1	11984	17110	20096	21859	25077	29722	11551	16798	19881	22372	24284	28960
0:09:27	30.1	11961	17163	19935	21957	25054	29416	11703	16952	19687	22118	24083	28841
0:09:36	30.1	11975	16993	19791	21872	25060	29146	11396	16707	19441	22238	23844	29070
0:09:45	30.1	11720	17146	20015	21962	25373	29454	11583	18253	19578	21734	24177	28918
0:09:54	30.1	12110	16874	19957	21665	25035	29054	11482	16691	19514	22051	24050	28528
0:10:03	30.1	11868	16844	19836	21610	25115	29084	11513	16738	19540	22025	23960	28768
0:10:12	30.1	11864	16837	19764	21788	25096	29321	11506	16623	19605	22076	23986	28265
0:10:21	30.1	11848	17038	19710	21686	25208	29016	11335	16570	19440	22173	24155	28735
0:10:30	30.1	11735	16898	19574	21631	24917	28915	11420	16310	19448	22006	23990	28710
0:10:39	30.1	11744	16794	19779	21533	24925	29220	11391	16494	19430	21792	24075	28705
0:10:48	30.1	11653	16916	19653	21609	24624	29021	11285	16628	19572	21759	23706	28514
0:10:57	30.1	11826	16837	19709	21748	24758	29226	11412	16534	19212	21693	23903	28746
0:11:06	30.1	11624	16778	19544	21532	24757	29130	11344	16577	19419	21638	23995	28788
0:11:15	30.1	11643	16778	19529	21518	24753	28875	11168	16601	19184	21677	23779	28402
0:11:24	30.1	11627	16553	19654	21704	24640	28889	11364	16496	19213	21786	23734	28287
0:11:33	30.1	11671	16795	19335	21567	24749	29168	11323	16489	19152	21743	23605	28602
0:11:42	30.1	11371	16800	19559	21297	24610	28811	11271	16449	19154	21841	23690	28371
0:11:51	30.1	11500	16543	19551	21577	24714	28650	11166	16650	19118	21959	23524	28160
0:12:00	30.1	11502	16535	19515	21267	24523	28730	11090	16438	19039	21554	23334	28231
0:12:09	30.1	11460	16552	19332	21227	24592	28799	11091	16407	19147	21579	23533	27993
0:12:18	30.1	11451	16724	19494	21256	24363	28283	11062	16258	18990	21519	23649	28079
0:12:27	30.1	11438	16333	19484	20984	24523	28570	11110	16445	19020	21558	23632	28296
0:12:36	30.1	11312	16576	19188	21076	24328	28784	11090	16454	18784	21394	23321	28193
0:12:45	30.1	11443	16454	19430	21229	24161	28490	11074	16204	19067	21541	23425	28548
0:12:54	30.1	11315	16346	19094	20970	24383	28346	11054	16216	18898	21422	23482	28271
0:13:03	30.1	11296	16354	19305	21067	24322	28432	11073	16304	18934	21342	23518	28127
0:13:12	30.1	11426	16555	19095	20936	24057	28410	10943	16126	18976	21156	23485	28284
0:13:21	30.1	11374	16482	19033	21101	24439	27979	10976	16046	18914	21199	23297	27898
0:13:30	30.1	11306	16260	18824	20895	24123	28355	10852	16287	18920	21499	23317	27619
0:13:39	30.1	11264	16099	19180	20823	23900	27960	10927	16216	18599	21306	23169	27682
