

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 1:10:00 (HH:MM:SS), Interval 0:00:05, 841 Reads
    Read	Fluorescence Endpoint
	E1..E12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12
0:00:00	30.0	17373	20144	21868	26135	19775	21613	23186	27417	18997	21019	22449	24266
0:00:05	30.0	17631	20564	21883	26361	19594	21548	23028	27381	18970	20975	22408	24538
0:00:10	30.0	17459	20627	22292	26309	19199	21505	23001	27562	18788	20885	22237	24379
0:00:15	30.0	17543	20465	21562	26304	19223	21409	22786	27435	18932	20702	22461	24372
0:00:20	30.0	17416	20185	21669	26244	19156	21175	23042	27000	18374	20443	22002	24388
0:00:25	30.0	17339	20108	21497	26151	18862	20963	22900	26979	18459	20427	21824	24035
0:00:30	30.0	17275	20094	21420	25904	18624	20845	22662	27080	18301	20051	21966	23913
0:00:35	30.0	17010	20013	21339	25564	18682	20698	22454	27230	18105	19847	21401	23636
0:00:40	30.0	16996	20006	21252	25626	18220	20726	22179	26810	17972	19599	21501	23817
0:00:45	30.0	17030	20040	21297	25552	18134	20472	22105	26907	17810	19756	21346	23712
0:00:50	30.0	17047	19814	20730	25288	18360	20130	22059	26936	17624	19522	21220	23508
0:00:55	30.0	16796	19723	20829	25395	18091	20200	21794	26282	17540	19586	20839	23420
0:01:00	30.0	16655	19665	20684	25267	18128	20012	21614	26270	17293	19365	21108	23371
0:01:05	30.0	16559	19342	20266	25062	17918	20004	21655	26129	17433	19129	20939	23172
0:01:10	30.0	16543	19548	20627	25105	17777	19771	21314	26254	17311	19140	20795	23024
0:01:15	30.0	16406	19368	20408	24979	17805	19895	21473	26085	17308	19041	20660	23044
