

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:45:00 (HH:MM:SS), Interval 0:00:05, 541 Reads
    Read	Fluorescence Endpoint
	C1..C12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	SPL13	Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
0:00:00	30.0	732	2165	3301	4947	7327	10453	826	1225	3097	4529	7094	9546
0:00:05	30.0	715	2090	3319	4915	7255	10445	805	1166	3006	4445	6927	9591
0:00:10	30.0	752	2136	3251	4918	7180	10521	800	1147	2906	4371	6919	9550
0:00:15	30.0	690	2154	3183	4815	7315	10344	769	1148	2913	4224	6733	9300
0:00:20	30.0	716	2065	3235	4801	7381	10232	749	1073	2816	4218	6581	9244
0:00:25	30.0	701	2003	3194	4747	7239	10302	714	1095	2808	4097	6621	9047
0:00:30	30.0	672	2021	3156	4764	7239	10288	720	1045	2690	4043	6445	8924
0:00:35	30.0	668	1938	3082	4681	7016	10159	715	1039	2670	4082	6301	8935
0:00:40	30.0	685	1922	3075	4663	7060	10174	675	1002	2616	3942	6354	8739
0:00:45	30.0	664	1927	3011	4553	6931	10115	678	972	2583	3954	6232	8756
0:00:50	30.0	665	1843	2965	4509	6836	10131	636	936	2511	3862	6140	8512
0:00:55	30.0	620	1869	2969	4551	6935	9840	642	952	2520	3820	6026	8376
0:01:00	30.0	627	1832	2917	4431	6825	9959	639	931	2459	3731	6062	8322
0:01:05	30.0	663	1760	2944	4417	6762	9848	647	918	2437	3660	5947	8305
0:01:10	30.0	626	1774	2909	4375	6711	9769	624	926	2362	3746	5842	8272
0:01:15	30.0	635	1768	2786	4411	6617	9742	620	895	2401	3580	5903	8191
0:01:20	30.0	626	1753	2825	4341	6575	9698	626	909	2377	3668	5754	8056
0:01:25	30.0	621	1701	2812	4364	6528	9617	615	871	2283	3542	5773	8010
0:01:30	30.0	603	1730	2826	4242	6411	9598	615	908	2303	3541	5691	7998
0:01:35	30.0	638	1710	2741	4216	6506	9478	633	862	2235	3501	5644	7917
0:01:40	30.0	616	1696	2659	4148	6430	9462	616	892	2260	3434	5524	7737
0:01:45	30.0	608	1726	2702	4180	6395	9460	614	849	2192	3465	5486	7889
0:01:50	30.0	593	1664	2702	4146	6340	9383	604	864	2219	3426	5447	7792
0:01:55	30.0	596	1669	2680	4048	6251	9255	597	849	2202	3377	5375	7672
0:02:00	30.0	609	1668	2651	4077	6275	9288	606	863	2154	3355	5402	7698
0:02:05	30.0	626	1642	2635	4071	6141	9382	583	834	2139	3313	5360	7563
0:02:10	30.0	629	1641	2593	4004	6058	9281	597	827	2188	3251	5376	7603
0:02:15	30.0	628	1606	2592	3980	6068	9276	593	835	2176	3303	5268	7506
0:02:20	30.0	596	1608	2559	3955	6105	9126	609	853	2140	3290	5324	7410
0:02:25	30.0	603	1610	2563	3975	6045	9040	597	857	2132	3145	5257	7478
0:02:30	30.0	607	1671	2545	3972	6103	9240	589	852	2134	3203	5223	7344
0:02:35	30.0	606	1545	2574	3954	6022	9171	599	849	2116	3163	5172	7341
0:02:40	30.0	612	1591	2548	3877	6079	9037	597	854	2063	3195	5170	7170
0:02:45	30.0	624	1591	2504	3953	5919	9018	583	828	2113	3112	5034	7291
0:02:50	30.0	609	1583	2547	3838	5989	8963	589	850	2040	3144	5044	7095
0:02:55	30.0	592	1567	2535	3829	5944	8965	571	822	2032	3072	5019	7113
0:03:00	30.0	629	1549	2539	3882	5907	8869	571	839	1990	3091	5016	7085
0:03:05	30.0	626	1547	2540	3832	5892	9013	569	802	2057	3058	4941	7084
0:03:10	30.0	615	1524	2448	3843	5836	8793	594	816	2063	3036	5044	7031
0:03:15	30.0	598	1538	2443	3841	5919	8824	579	817	2008	3077	4954	7000
0:03:20	30.0	605	1590	2478	3826	5773	8785	582	836	1941	2994	4911	7006
0:03:25	30.0	627	1519	2487	3723	5802	8776	589	828	2023	3009	4901	6905
0:03:30	30.0	605	1543	2448	3723	5725	8857	581	826	2057	3025	4884	6896
0:03:35	30.0	623	1533	2439	3769	5746	8914	566	815	1954	2971	4851	6926
0:03:40	30.0	598	1514	2473	3693	5793	8688	586	823	1995	3003	4918	6799
0:03:45	30.0	605	1516	2442	3738	5666	8620	584	826	2020	2943	4847	6856
0:03:50	30.0	605	1520	2449	3698	5678	8572	585	788	1944	3077	4719	6773
0:03:55	30.0	603	1499	2430	3693	5665	8474	579	809	1985	2929	4740	6794
0:04:00	30.0	614	1542	2433	3669	5584	8556	555	827	2023	2973	4755	6757
0:04:05	30.0	597	1518	2389	3663	5690	8624	564	831	1975	2927	4737	6758
0:04:10	30.0	601	1509	2361	3639	5609	8504	569	803	1939	2910	4687	6717
0:04:15	30.0	614	1516	2401	3598	5615	8511	584	767	1995	2935	4669	6645
0:04:20	30.0	603	1521	2380	3564	5609	8332	561	827	1928	2930	4713	6577
0:04:25	30.0	592	1505	2385	3561	5609	8446	567	827	1957	2863	4757	6608
0:04:30	30.0	599	1521	2428	3590	5619	8365	569	795	1948	2886	4716	6576
0:04:35	30.0	590	1541	2365	3543	5524	8367	561	802	1956	2925	4628	6614
0:04:40	30.0	613	1492	2348	3593	5533	8446	565	813	1933	2892	4621	6564
0:04:45	30.0	625	1530	2382	3545	5441	8316	602	790	1975	2923	4628	6596
0:04:50	30.0	597	1485	2370	3532	5515	8427	573	795	1919	2917	4657	6559
0:04:55	30.0	604	1484	2399	3588	5503	8213	551	801	1958	2858	4606	6477
0:05:00	30.0	617	1456	2397	3557	5471	8271	569	805	1894	2810	4604	6444
0:05:05	30.0	601	1477	2366	3508	5456	8174	571	810	1948	2812	4629	6493
0:05:10	30.0	612	1500	2362	3500	5426	8373	577	808	1954	2799	4553	6403
0:05:15	30.0	603	1473	2388	3553	5364	8221	561	788	1926	2870	4574	6490
0:05:20	30.0	600	1480	2330	3528	5368	8248	573	806	1915	2842	4534	6304
0:05:25	30.0	599	1476	2398	3496	5431	8219	565	824	1908	2836	4541	6476
0:05:30	30.0	620	1503	2360	3453	5407	8174	557	792	1910	2908	4552	6470
0:05:35	30.0	607	1459	2339	3452	5300	8129	570	786	1937	2827	4475	6373
0:05:40	30.0	605	1470	2339	3484	5400	8159	586	838	1947	2802	4553	6414
0:05:45	30.0	610	1496	2347	3491	5262	8106	573	808	1938	2788	4514	6371
0:05:50	30.0	575	1493	2346	3481	5215	8059	554	801	1945	2839	4363	6367
0:05:55	30.0	613	1466	2355	3419	5268	7994	555	794	1935	2825	4527	6283
0:06:00	30.0	612	1481	2327	3416	5350	8074	560	826	1940	2863	4502	6326
0:06:05	30.0	628	1485	2319	3427	5247	7886	574	808	1882	2727	4482	6271
0:06:10	30.0	589	1504	2327	3451	5319	8068	571	795	1869	2801	4461	6301
0:06:15	30.0	580	1476	2307	3422	5224	8001	572	822	1925	2829	4417	6381
0:06:20	30.0	598	1508	2267	3427	5268	7932	578	809	1891	2823	4502	6271
0:06:25	30.0	590	1485	2387	3430	5252	7927	557	794	1954	2796	4462	6329
0:06:30	30.0	600	1488	2297	3392	5322	7842	548	795	1899	2792	4391	6302
0:06:35	30.0	624	1502	2308	3453	5154	7928	585	829	1931	2853	4426	6270
0:06:40	30.0	587	1483	2356	3486	5239	7955	576	805	1887	2838	4421	6221
0:06:45	30.0	599	1460	2348	3402	5250	7905	572	823	1882	2844	4393	6243
0:06:50	30.0	586	1460	2331	3418	5215	7838	554	814	1889	2759	4415	6216
0:06:55	30.0	609	1468	2309	3394	5253	7949	553	791	1892	2795	4368	6213
0:07:00	30.0	597	1490	2324	3414	5196	7859	566	788	1895	2807	4489	6271
0:07:05	30.0	593	1462	2289	3435	5237	7802	586	786	1849	2761	4405	6206
0:07:10	30.0	594	1429	2300	3441	5221	7707	582	800	1882	2786	4390	6277
0:07:15	30.0	608	1513	2287	3365	5196	7808	555	810	1877	2828	4356	6230
0:07:20	30.0	592	1473	2300	3377	5194	7776	558	776	1866	2816	4380	6180
0:07:25	30.0	598	1510	2311	3349	5246	7791	560	814	1916	2777	4411	6173
0:07:30	30.0	599	1468	2273	3397	5168	7721	581	796	1885	2814	4436	6122
0:07:35	30.0	595	1464	2327	3416	5167	7695	556	777	1905	2745	4378	6083
0:07:40	30.0	594	1497	2281	3368	5169	7777	560	804	1885	2823	4362	6103
0:07:45	30.0	610	1435	2280	3312	5156	7693	549	819	1821	2750	4352	6126
0:07:50	30.0	588	1448	2338	3343	5045	7717	561	817	1889	2715	4345	6081
0:07:55	30.0	611	1443	2355	3331	5150	7666	553	807	1888	2808	4337	6103
0:08:00	30.0	601	1445	2294	3373	5134	7755	580	769	1883	2772	4328	6128
0:08:05	30.0	567	1448	2356	3337	5145	7628	563	796	1874	2782	4399	6064
0:08:10	30.0	582	1514	2292	3400	5134	7685	570	802	1878	2770	4316	6044
0:08:15	30.0	580	1521	2317	3372	5022	7550	557	832	1895	2759	4242	6090
0:08:20	30.0	622	1445	2312	3414	5014	7666	559	817	1883	2798	4439	6062
0:08:25	30.0	595	1454	2270	3308	5014	7660	551	795	1907	2832	4329	6111
0:08:30	30.0	590	1462	2308	3320	5117	7560	568	789	1916	2790	4305	5903
0:08:35	30.0	598	1488	2271	3316	5056	7658	592	764	1875	2800	4375	6019
0:08:40	30.0	609	1473	2315	3338	5072	7528	560	801	1852	2781	4369	6053
0:08:45	30.0	600	1507	2359	3319	5059	7575	570	789	1891	2733	4316	6074
0:08:50	30.0	588	1494	2292	3305	5098	7573	558	798	1889	2810	4289	6131
0:08:55	30.0	596	1466	2313	3326	5072	7677	568	795	1898	2782	4335	5946
0:09:00	30.0	598	1507	2287	3393	5080	7515	556	823	1849	2817	4270	6027
0:09:05	30.0	599	1451	2280	3385	5072	7508	561	795	1877	2800	4321	5976
0:09:10	30.0	593	1476	2294	3386	5082	7542	563	801	1891	2779	4320	6073
0:09:15	30.0	593	1470	2305	3325	5044	7608	562	782	1892	2709	4328	6006
0:09:20	30.0	588	1416	2279	3330	5017	7515	565	789	1919	2797	4280	6057
0:09:25	30.0	615	1526	2308	3321	5062	7566	575	773	1908	2743	4245	6032
0:09:30	30.0	590	1467	2290	3357	4979	7431	567	789	1855	2809	4335	5962
0:09:35	30.0	601	1495	2303	3366	5039	7454	549	779	1916	2745	4274	5983
0:09:40	30.0	600	1474	2253	3310	5116	7548	568	801	1898	2766	4338	6007
0:09:45	30.0	589	1475	2322	3282	4961	7435	584	768	1920	2719	4220	5984
0:09:50	30.0	588	1473	2298	3385	5033	7361	578	807	1908	2771	4353	5912
0:09:55	30.0	570	1465	2270	3354	5107	7479	562	780	1862	2750	4326	5927
0:10:00	30.0	572	1442	2283	3349	4968	7442	581	760	1888	2712	4311	6100
0:10:05	30.0	588	1449	2278	3322	4985	7427	575	772	1898	2766	4306	6020
0:10:10	30.0	591	1464	2304	3263	5092	7452	562	782	1908	2756	4297	5965
0:10:15	30.0	595	1444	2279	3336	4997	7504	575	791	1862	2760	4272	5996
0:10:20	30.0	577	1454	2307	3322	5079	7331	558	798	1879	2709	4300	6027
0:10:25	30.0	592	1483	2324	3278	4988	7471	582	824	1911	2716	4240	5903
0:10:30	30.0	590	1463	2300	3338	4939	7462	544	773	1857	2718	4253	6024
0:10:35	30.0	601	1509	2304	3326	5016	7477	563	802	1874	2709	4324	5956
0:10:40	30.0	609	1504	2289	3358	4920	7432	571	776	1875	2762	4324	5921
0:10:45	30.0	573	1500	2299	3349	4984	7324	553	793	1880	2755	4234	5920
0:10:50	30.0	588	1493	2332	3353	4975	7393	574	795	1877	2731	4316	5988
0:10:55	30.0	601	1475	2271	3372	4982	7313	569	810	1860	2772	4259	6007
0:11:00	30.0	581	1497	2272	3351	5017	7377	551	785	1882	2793	4324	5970
0:11:05	30.0	609	1439	2296	3285	4988	7322	569	779	1873	2712	4341	5894
0:11:10	30.0	586	1494	2294	3288	5027	7309	568	803	1851	2778	4329	5937
0:11:15	30.0	610	1510	2303	3310	5027	7452	575	748	1858	2749	4314	5988
0:11:20	30.0	598	1449	2282	3286	5016	7298	569	786	1890	2748	4375	5860
0:11:25	30.0	610	1492	2272	3344	4952	7435	551	772	1867	2686	4292	5957
0:11:30	30.0	597	1480	2264	3276	5106	7267	546	762	1899	2739	4171	5916
0:11:35	30.0	554	1448	2332	3350	5035	7418	575	763	1860	2733	4218	5893
0:11:40	30.0	583	1454	2289	3282	4992	7278	560	790	1871	2742	4309	5899
0:11:45	30.0	592	1476	2277	3320	4907	7205	580	806	1915	2770	4277	5911
0:11:50	30.0	585	1470	2342	3272	4986	7357	560	790	1853	2758	4272	5854
