

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 1:00:00 (HH:MM:SS), Interval 0:00:05, 721 Reads
    Read	Fluorescence Endpoint
	C1..C12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
0:00:00	30.0	1132	2758	5053	6246	9387	11937	14654	18413	21894	26149	27421	37299
0:00:05	30.0	1115	2696	5039	6201	9540	11890	14741	18246	21891	25760	27913	38004
0:00:10	30.0	1046	2610	4901	6072	9595	11709	14734	17947	21701	25897	27923	38081
0:00:15	30.0	1037	2476	4885	6078	9427	11515	14782	17772	21618	25802	27879	38005
0:00:20	30.0	970	2399	4803	6030	9237	11433	14461	17964	21658	25924	27464	37814
0:00:25	30.0	955	2365	4763	5872	9158	11154	14502	17957	21677	25445	28068	37634
0:00:30	30.0	933	2387	4642	5818	9065	11013	14223	17909	21517	25036	27790	37467
0:00:35	30.0	905	2289	4531	5731	8833	10968	14270	17674	21429	25127	27808	37342
0:00:40	30.0	897	2288	4563	5653	8930	10977	14127	17641	21157	24888	27749	37404
0:00:45	30.0	880	2195	4417	5549	8790	10840	13960	17464	21096	24533	27365	36966
0:00:50	30.0	887	2182	4383	5544	8737	10773	13913	17538	21160	24576	27354	37021
0:00:55	30.0	829	2109	4333	5503	8583	10823	13840	17155	20867	24537	27171	36926
0:01:00	30.0	802	2128	4299	5320	8595	10737	13735	17272	20888	24458	27388	36483
0:01:05	30.0	827	2105	4206	5319	8597	10619	13692	17111	20881	24357	26928	36452
0:01:10	30.0	793	2046	4221	5251	8408	10396	13479	17252	20489	24403	26890	36329
0:01:15	30.0	771	2043	4092	5216	8239	10364	13478	16999	20524	24327	26650	36236
0:01:20	30.0	806	1954	4021	5122	8288	10405	13282	16960	20404	24236	26410	35798
0:01:25	30.0	767	1975	3938	5049	8228	10315	13233	16743	20426	24008	26576	36068
0:01:30	30.0	781	1967	3963	5137	8095	10193	13297	16818	20204	24107	26129	35490
0:01:35	30.0	801	1918	3919	4938	8188	10154	13100	16666	20218	23992	26292	35824
0:01:40	30.0	790	1935	3940	4960	7961	10033	13015	16557	19808	23915	26147	35278
0:01:45	30.0	771	1913	3790	4851	7935	10048	13031	16315	19898	23568	26066	35314
0:01:50	30.0	742	1892	3866	4855	8049	9961	12823	16423	19621	23740	25915	35096
0:01:55	30.0	777	1814	3849	4896	7896	9867	12788	16415	19702	23372	25695	35016
0:02:00	30.0	769	1836	3779	4725	7829	9748	12738	16238	19563	23360	25817	35043
0:02:05	30.1	766	1865	3720	4731	7743	9862	12663	16160	19422	23065	25583	34922
0:02:10	30.1	748	1828	3719	4632	7565	9734	12487	16070	19386	22980	25461	34705
0:02:15	30.0	748	1792	3698	4696	7674	9715	12562	15888	19187	22935	25201	34741
0:02:20	30.0	772	1785	3739	4658	7529	9660	12493	15984	19175	22926	25304	34539
0:02:25	30.0	750	1775	3660	4600	7510	9508	12419	15793	19085	22764	25352	34459
0:02:30	30.0	724	1773	3587	4685	7417	9561	12248	15697	19142	22861	25421	34621
0:02:35	30.0	747	1748	3550	4538	7404	9401	12283	15723	18901	22745	25005	33728
0:02:40	30.0	738	1755	3584	4452	7402	9308	12087	15635	18838	22299	25318	33997
0:02:45	30.0	741	1726	3553	4472	7246	9273	12034	15425	18858	22260	24688	34123
0:02:50	30.0	754	1757	3472	4449	7274	9266	11921	15449	18606	22404	24639	34103
0:02:55	30.0	750	1731	3443	4444	7333	9215	11927	15330	18553	22256	24591	33785
0:03:00	30.0	748	1692	3502	4425	7133	9306	11980	15253	18568	22151	24733	33690
0:03:05	30.0	750	1696	3400	4400	7202	9164	11850	15143	18444	22067	24435	33528
0:03:10	30.0	752	1681	3451	4371	7119	9152	11786	15088	18377	21832	24583	33263
0:03:15	30.0	756	1740	3462	4347	7106	9070	11870	15150	18257	21838	24524	33430
0:03:20	30.0	738	1742	3447	4341	7015	8930	11783	15016	18192	21965	24251	33324
0:03:25	30.0	730	1705	3342	4303	7060	8928	11558	15221	18300	21544	24167	33213
0:03:30	30.0	748	1673	3321	4294	6939	8995	11648	15115	18351	21944	23975	33525
0:03:35	30.0	736	1678	3401	4319	6978	8902	11775	14900	17980	21759	24154	33113
0:03:40	30.0	734	1674	3372	4267	6856	8813	11640	14692	17933	21821	24012	32879
0:03:45	30.0	721	1712	3338	4297	6928	8761	11277	14822	18031	21299	24032	33243
0:03:50	30.0	696	1640	3342	4248	6785	8590	11351	14745	17831	21622	23941	33027
0:03:55	30.0	727	1658	3377	4212	6815	8695	11389	14619	17683	21501	23959	33023
0:04:00	30.0	743	1644	3320	4184	6858	8648	11408	14635	17832	21278	23717	32525
0:04:05	30.0	718	1661	3316	4144	6759	8590	11250	14403	17569	21173	23653	32811
0:04:10	30.0	715	1650	3302	4153	6901	8593	11378	14638	17767	21128	23622	32462
0:04:15	30.0	702	1627	3245	4108	6750	8518	11281	14616	17568	21246	23666	32348
0:04:20	30.0	749	1644	3218	4080	6781	8415	11093	14535	17595	21199	23582	32262
0:04:25	30.0	734	1633	3234	4089	6685	8450	11193	14623	17649	20983	23466	32506
0:04:30	30.0	745	1635	3221	4086	6656	8488	11154	14392	17578	21003	23361	32383
0:04:35	30.0	730	1638	3181	4011	6609	8385	11038	14317	17573	21010	23471	32209
0:04:40	30.0	725	1634	3229	4110	6643	8394	11145	13990	17349	20853	23402	31893
0:04:45	30.0	713	1655	3228	4091	6557	8359	11067	14220	17521	20831	23232	31996
0:04:50	30.0	723	1637	3257	4017	6553	8267	11027	14145	17258	20747	23268	31970
0:04:55	30.0	722	1645	3178	4054	6611	8138	11011	14126	17512	20589	23213	32169
0:05:00	30.0	712	1597	3205	4040	6549	8220	10992	14108	17331	20758	23039	32130
0:05:05	30.0	731	1609	3192	4024	6545	8153	11092	13949	17257	20705	22821	31549
0:05:10	30.0	690	1602	3185	4020	6546	8224	10940	13921	17249	20838	22881	31843
0:05:15	30.0	698	1601	3146	3981	6460	8158	10958	14028	17278	20684	23001	32013
0:05:20	30.0	712	1629	3113	3961	6465	8282	10934	13827	17297	20587	22992	31782
0:05:25	30.0	715	1630	3130	3955	6421	8112	10969	13819	17126	20569	22949	31800
0:05:30	30.0	702	1580	3210	3956	6445	8188	10854	13782	17091	20429	22728	31817
0:05:35	30.0	726	1622	3129	3994	6585	8157	10751	13734	17203	20317	22798	31438
0:05:40	30.0	718	1568	3159	3958	6458	8120	10768	13716	17138	20456	22425	31636
0:05:45	30.0	715	1606	3101	3995	6435	8097	10764	13599	17037	20320	22645	31826
0:05:50	30.0	698	1610	3137	3953	6422	8062	10818	13695	16935	20263	22863	31585
0:05:55	30.0	704	1577	3153	3950	6378	8124	10805	13753	16966	20381	22576	31548
0:06:00	30.0	683	1599	3118	3931	6346	8012	10618	13655	16834	20400	22647	31191
0:06:05	30.0	694	1586	3199	3951	6376	8026	10664	13651	17001	20138	22362	31520
0:06:10	30.0	706	1584	3108	3904	6387	7999	10594	13609	16841	20212	22512	31266
0:06:15	30.0	695	1535	3073	3949	6345	8032	10597	13498	16788	20236	22057	31158
0:06:20	30.0	713	1595	3087	3863	6345	8019	10598	13526	16737	19971	22335	31176
0:06:25	30.0	685	1558	3093	3912	6394	8019	10626	13588	16786	20141	22469	31174
0:06:30	30.0	693	1597	3138	3959	6295	8016	10549	13535	16646	20222	22337	31203
0:06:35	30.0	763	1560	3116	3842	6359	8055	10443	13422	16623	19967	22296	30995
0:06:40	30.0	697	1554	3122	3906	6284	7994	10478	13516	16609	20056	22073	31066
0:06:45	30.0	687	1554	3058	3942	6352	7970	10465	13430	16633	19803	22124	31268
0:06:50	30.0	693	1595	3049	3878	6228	7864	10425	13195	16455	19824	22274	30934
0:06:55	30.0	720	1588	3005	3858	6314	7765	10485	13407	16513	19722	22163	30874
0:07:00	30.0	704	1558	3120	3866	6347	7760	10431	13465	16371	19987	21885	31018
0:07:05	30.0	721	1570	3047	3791	6259	7907	10466	13326	16458	19884	22020	30606
0:07:10	30.0	715	1589	3061	3860	6196	7843	10349	13097	16431	19637	21779	30735
0:07:15	30.0	746	1537	3118	3857	6288	7797	10326	13187	16441	19743	21618	30693
0:07:20	30.0	706	1554	3009	3849	6238	7796	10329	13129	16396	19830	21826	30951
0:07:25	30.0	697	1584	3102	3851	6229	7874	10321	13167	16139	19578	21499	30669
0:07:30	30.0	695	1558	3102	3878	6208	7774	10316	13162	16247	19648	21835	30745
0:07:35	30.0	699	1558	3044	3815	6172	7879	10252	13147	16319	19357	21672	30561
0:07:40	30.0	708	1595	2981	3812	6248	7791	10332	13207	16410	19470	21607	30842
0:07:45	30.0	702	1582	3013	3801	6164	7639	10205	13091	16184	19568	21752	30704
0:07:50	30.0	703	1558	3046	3858	6141	7808	10342	13059	16071	19312	21536	30506
0:07:55	30.0	731	1615	3072	3800	6121	7675	10205	13249	16021	19202	21534	30283
0:08:00	30.0	737	1561	3003	3880	6045	7804	10206	13215	16084	19316	21544	30159
0:08:05	30.0	702	1549	3047	3837	6168	7715	10093	12975	16194	19319	21485	30451
0:08:10	30.0	690	1566	3075	3812	6144	7804	10180	12997	16164	19289	21354	30297
0:08:15	30.0	707	1587	3001	3810	6173	7729	10102	12950	16218	19124	21497	30111
0:08:20	30.0	686	1567	3010	3874	6065	7760	10166	12961	16072	19369	21348	29805
0:08:25	30.0	681	1573	3014	3759	6114	7633	10117	12963	15977	19110	21691	30256
0:08:30	30.0	688	1537	2995	3742	6091	7622	10085	12949	15881	19249	21324	29710
0:08:35	30.0	709	1557	3061	3777	6076	7570	10048	12934	15962	19324	21210	30125
0:08:40	30.0	704	1595	2986	3819	6082	7662	9998	12753	15807	19209	21238	29878
0:08:45	30.0	696	1582	3051	3815	6066	7614	9979	12929	15728	19077	21132	29835
0:08:50	30.0	702	1550	2979	3759	6075	7686	10218	12752	15828	19095	21252	29878
0:08:55	30.0	701	1573	2992	3750	6041	7640	10207	12792	15855	19230	21103	29675
0:09:00	30.0	707	1562	2971	3814	6125	7513	9905	12840	15850	19006	21090	29534
0:09:05	30.0	689	1559	3085	3847	6163	7657	9891	12790	15731	18975	21058	29859
0:09:10	30.0	679	1537	3036	3799	6151	7551	9965	12797	15728	18999	21064	29783
0:09:15	30.0	686	1504	3084	3764	6086	7609	9922	12862	15703	18976	20847	29726
0:09:20	30.0	690	1537	3012	3772	6205	7639	10036	12885	15837	18881	20820	29464
0:09:25	30.0	691	1569	2999	3744	6068	7516	9920	12727	15675	19030	21100	29634
0:09:30	30.0	703	1585	2980	3771	6101	7536	9837	12688	15734	18953	20825	29824
0:09:35	30.0	690	1537	2984	3776	5992	7529	9943	12693	15591	18844	20873	29799
0:09:40	30.0	693	1580	2999	3819	6011	7621	10012	12614	15689	18855	20906	29500
0:09:45	29.9	717	1562	3024	3744	5994	7551	9887	12588	15556	18770	20973	29471
0:09:50	30.0	693	1542	3022	3766	6118	7500	9852	12408	15279	18785	20829	29645
0:09:55	30.0	689	1518	2965	3818	5957	7598	9975	12695	15517	18736	20615	29672
0:10:00	30.0	691	1595	2988	3802	6117	7605	9885	12685	15559	18583	21106	29560
0:10:05	30.0	675	1556	2995	3764	6018	7535	9825	12479	15656	18458	20636	29349
0:10:10	30.0	696	1521	2980	3800	6016	7530	9933	12645	15553	18534	20714	29347
0:10:15	30.0	707	1520	2947	3756	6075	7522	9961	12410	15508	18557	20859	29384
0:10:20	30.0	683	1568	3039	3739	6017	7452	9795	12710	15487	18686	20829	29418
0:10:25	30.0	685	1543	3031	3810	6102	7588	9734	12519	15477	18853	20468	29124
0:10:30	30.0	715	1516	3010	3738	5954	7480	9748	12575	15587	18550	20810	29276
0:10:35	30.0	715	1583	2973	3773	6106	7574	9900	12461	15548	18457	20360	29018
0:10:40	30.0	677	1548	3004	3769	6018	7547	9968	12431	15467	18415	20302	29401
0:10:45	30.0	682	1555	3009	3728	5982	7438	9706	12557	15246	18522	20580	29336
0:10:50	30.0	690	1532	3040	3747	5908	7503	9750	12435	15362	18395	20390	28926
0:10:55	30.0	696	1501	2999	3799	5897	7442	9848	12395	15209	18378	20380	28977
0:11:00	30.0	699	1551	2961	3767	6077	7494	9593	12589	15172	18291	20450	29138
0:11:05	30.0	698	1546	2972	3831	6019	7402	9685	12421	15452	18220	20254	28803
0:11:10	30.0	677	1511	3017	3771	5970	7491	9766	12449	15249	18279	20439	29231
0:11:15	30.0	693	1577	2971	3722	5948	7475	9674	12261	15286	18413	20396	28855
0:11:20	30.0	688	1541	2992	3778	6022	7596	9811	12500	15325	18450	20345	29074
