

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:15:00 (HH:MM:SS), Interval 0:00:02, 451 Reads
    Read	Fluorescence Endpoint
	C8
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C								SPL1					Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C8
0:09:06	30.1	1711
0:09:08	30.0	1739
0:09:10	30.0	1724
0:09:12	30.1	1749
0:09:14	30.1	1714
0:09:16	30.1	1730
0:09:18	30.1	1707
0:09:20	30.1	1709
0:09:22	30.1	1710
0:09:24	30.0	1719
0:09:26	30.0	1699
0:09:28	30.1	1695
0:09:30	30.1	1692
0:09:32	30.1	1686
0:09:34	30.1	1680
0:09:36	30.1	1687
0:09:38	30.1	1723
0:09:40	30.1	1727
0:09:42	30.1	1716
0:09:44	30.1	1721
0:09:46	30.1	1714
0:09:48	30.1	1713
0:09:50	30.1	1710
0:09:52	30.1	1692
0:09:54	30.0	1716
0:09:56	30.0	1677
0:09:58	30.1	1713
0:10:00	30.1	1652
0:10:02	30.1	1680
0:10:04	30.1	1714
0:10:06	30.1	1712
0:10:08	30.1	1713
0:10:10	30.0	1709
0:10:12	30.0	1645
0:10:14	30.1	1709
0:10:16	30.1	1696
0:10:18	30.1	1722
0:10:20	30.1	1688
0:10:22	30.1	1733
0:10:24	30.1	1720
0:10:26	30.1	1682
0:10:28	30.1	1712
0:10:30	30.1	1688
0:10:32	30.1	1687
0:10:34	30.1	1748
0:10:36	30.1	1695
0:10:38	30.1	1693
0:10:40	30.0	1699
0:10:42	30.1	1656
0:10:44	30.1	1681
0:10:46	30.1	1705
0:10:48	30.1	1725
0:10:50	30.1	1691
0:10:52	30.1	1661
0:10:54	30.1	1699
0:10:56	30.1	1712
0:10:58	30.1	1736
0:11:00	30.0	1690
0:11:02	30.0	1701
0:11:04	30.1	1669
0:11:06	30.1	1671
0:11:08	30.1	1678
0:11:10	30.1	1680
0:11:12	30.1	1672
0:11:14	30.1	1701
0:11:16	30.1	1689
0:11:18	30.1	1671
0:11:20	30.1	1683
0:11:22	30.0	1694
0:11:24	30.0	1688
0:11:26	30.1	1696
0:11:28	30.1	1658
0:11:30	30.1	1687
0:11:32	30.1	1663
0:11:34	30.1	1647
0:11:36	30.1	1657
0:11:38	30.1	1689
0:11:40	30.1	1671
0:11:42	30.1	1706
0:11:44	30.1	1650
0:11:46	30.0	1693
0:11:48	30.1	1704
0:11:50	30.1	1693
0:11:52	30.1	1692
0:11:54	30.1	1678
0:11:56	30.1	1711
0:11:58	30.1	1660
0:12:00	30.1	1712
0:12:02	30.1	1641
