

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:49:55 (HH:MM:SS), Interval 0:00:03, 999 Reads
    Read	Fluorescence Endpoint
	G2..G6
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 59
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G		SPL1	SPL2	SPL3	SPL4	SPL5							Well ID
H													Well ID

295,335

Time	T° 295,335	G2	G3	G4	G5	G6
0:27:18	30.0	3798	5585	7038	9095	16517
0:27:21	30.0	3823	5591	7109	9041	16455
0:27:24	30.0	3807	5583	7063	9034	16571
0:27:27	30.0	3816	5589	7084	9033	16493
0:27:30	30.0	3816	5550	7095	9145	16453
0:27:33	30.0	3816	5545	7111	9060	16428
0:27:36	30.0	3766	5550	7005	9058	16575
0:27:39	30.0	3758	5565	7099	9083	16465
0:27:42	30.0	3801	5557	7050	9096	16414
0:27:45	30.0	3778	5555	7080	9039	16429
0:27:48	30.0	3826	5535	7040	9099	16531
0:27:51	30.0	3762	5546	7067	8946	16455
0:27:54	30.0	3776	5535	7007	9044	16505
0:27:57	30.0	3827	5465	7048	9052	16498
0:28:00	30.0	3776	5535	7054	9049	16461
0:28:03	30.0	3789	5535	7043	9008	16514
0:28:06	30.0	3803	5580	7059	9056	16515
0:28:09	30.0	3748	5520	7042	9042	16451
0:28:12	30.0	3806	5558	7006	9051	16541
0:28:15	30.0	3770	5539	7030	9070	16561
0:28:18	30.0	3804	5532	7038	9075	16403
0:28:21	30.0	3751	5588	7037	9058	16456
0:28:24	30.0	3760	5541	7024	9096	16385
0:28:27	30.0	3789	5519	7021	9049	16498
0:28:30	30.0	3807	5563	7097	8973	16467
0:28:33	30.0	3757	5548	7032	9017	16403
0:28:36	30.0	3760	5546	7030	9043	16506
0:28:39	30.0	3737	5549	6985	8952	16380
0:28:42	30.0	3749	5529	7004	9005	16537
0:28:45	30.0	3778	5560	7012	8963	16458
0:28:48	30.0	3766	5536	6984	8998	16435
0:28:51	30.0	3776	5511	6987	9046	16520
0:28:54	30.0	3765	5471	6991	9020	16439
0:28:57	30.0	3763	5557	7040	9033	16417
0:29:00	30.0	3777	5547	7002	8981	16391
0:29:03	30.0	3815	5512	7000	9018	16512
0:29:06	30.0	3766	5497	7039	8946	16415
0:29:09	30.0	3750	5532	7062	8967	16393
0:29:12	30.0	3732	5562	7028	8976	16397
0:29:15	30.0	3733	5550	7071	8924	16347
0:29:18	30.0	3787	5561	6956	8978	16357
0:29:21	30.0	3741	5501	6974	9023	16482
0:29:24	30.0	3763	5509	6969	8955	16434
0:29:27	30.0	3726	5523	7005	8950	16410
0:29:30	30.0	3763	5550	7031	9001	16398
0:29:33	30.0	3763	5457	6972	8947	16441
0:29:36	30.0	3725	5515	6983	8990	16311
0:29:39	30.0	3764	5510	6956	8963	16468
0:29:42	30.0	3704	5507	7044	9031	16414
0:29:45	30.0	3724	5454	7018	8958	16359
0:29:48	30.0	3723	5442	7004	8934	16387
0:29:51	30.0	3715	5484	7067	8991	16266
0:29:54	30.0	3754	5474	6974	8948	16372
0:29:57	30.0	3754	5501	6952	8935	16394
0:30:00	30.0	3717	5511	7020	8972	16431
0:30:03	30.0	3734	5470	6994	8917	16339
0:30:06	30.0	3753	5492	6922	8958	16465
0:30:09	30.0	3757	5479	7001	8957	16335
0:30:12	30.0	3764	5481	6986	8969	16292
0:30:15	30.0	3758	5456	6914	8969	16359
0:30:18	30.0	3728	5460	6992	8994	16210
0:30:21	30.0	3719	5471	6904	8922	16419
0:30:24	30.0	3705	5468	6955	8967	16312
0:30:27	30.0	3752	5476	6969	8952	16310
0:30:30	30.0	3724	5469	6993	8900	16334
0:30:33	30.0	3720	5480	6944	8977	16337
0:30:36	30.0	3726	5475	6919	8919	16360
0:30:39	30.0	3745	5423	6971	8968	16278
0:30:42	30.0	3739	5493	6976	8896	16359
0:30:45	30.0	3776	5420	6961	8915	16312
0:30:48	30.0	3739	5420	6964	8902	16299
0:30:51	30.0	3718	5455	6953	8870	16370
0:30:54	30.0	3705	5414	6955	8880	16275
0:30:57	30.0	3714	5461	6978	8863	16274
0:31:00	30.0	3738	5453	6929	8938	16367
0:31:03	30.0	3728	5444	6988	8982	16365
0:31:06	30.0	3669	5477	6968	8926	16201
0:31:09	30.0	3699	5471	6958	8822	16271
0:31:12	30.0	3695	5452	6975	8908	16163
0:31:15	30.0	3755	5455	6912	8857	16279
0:31:18	30.0	3686	5460	6929	8848	16193
0:31:21	30.0	3694	5436	6929	8903	16207
0:31:24	30.0	3707	5463	6913	8865	16264
0:31:27	30.0	3741	5402	6957	8907	16384
0:31:30	30.0	3713	5455	6961	8856	16258
0:31:33	30.0	3744	5440	6931	8844	16281
0:31:36	30.0	3717	5463	6929	8934	16095
0:31:39	30.0	3693	5385	6993	8851	16264
0:31:42	30.0	3678	5439	6965	8860	16332
0:31:45	30.0	3710	5422	6951	8878	16204
0:31:48	30.0	3706	5375	6905	8889	16152
0:31:51	30.0	3707	5436	6898	8887	16346
0:31:54	30.0	3673	5402	6925	8933	16246
0:31:57	30.0	3713	5408	6912	8913	16193
0:32:00	30.0	3689	5432	6877	8866	16319
0:32:03	30.0	3690	5377	6912	8881	16177
0:32:06	30.0	3698	5407	6878	8927	16112
0:32:09	30.0	3723	5448	6938	8818	16247
0:32:12	30.0	3711	5421	6900	8903	16270
0:32:15	30.0	3677	5411	6919	8899	16228
0:32:18	30.0	3695	5403	6930	8869	16348
0:32:21	30.0	3654	5406	6935	8946	16203
0:32:24	30.0	3688	5421	6932	8864	16269
0:32:27	30.0	3666	5445	6883	8888	16188
0:32:30	30.0	3685	5408	6839	8830	16175
0:32:33	30.0	3696	5446	6897	8832	16202
0:32:36	30.0	3664	5424	6897	8869	16319
0:32:39	30.0	3709	5394	6878	8853	16054
0:32:42	30.0	3704	5446	6901	8856	16224
0:32:45	30.0	3678	5433	6854	8844	16156
0:32:48	30.0	3702	5412	6858	8820	16184
0:32:51	30.0	3694	5406	6932	8875	16340
0:32:54	30.0	3657	5444	6919	8825	16110
0:32:57	30.0	3683	5430	6861	8865	16288
0:33:00	30.0	3689	5384	6849	8817	16166
0:33:03	30.0	3681	5411	6883	8840	16142
0:33:06	30.0	3678	5472	6892	8812	16349
0:33:09	30.0	3675	5409	6933	8836	16211
0:33:12	30.0	3669	5377	6870	8818	16093
0:33:15	30.0	3666	5410	6894	8773	16190
0:33:18	30.0	3639	5413	6863	8963	16091
0:33:21	30.0	3666	5410	6828	8849	16213
0:33:24	30.0	3647	5424	6907	8849	16186
0:33:27	30.0	3660	5379	6857	8820	16134
0:33:30	30.0	3663	5416	6883	8805	16230
0:33:33	30.0	3673	5375	6886	8843	16150
0:33:36	30.0	3638	5364	6859	8820	16051
0:33:39	30.0	3612	5352	6898	8789	16090
0:33:42	30.0	3659	5392	6833	8832	16140
0:33:45	30.0	3676	5333	6823	8811	16142
0:33:48	30.0	3690	5326	6883	8818	16165
0:33:51	30.0	3656	5357	6855	8845	16177
0:33:54	30.0	3634	5323	6851	8819	16107
0:33:57	30.0	3670	5394	6778	8824	16012
0:34:00	30.0	3658	5347	6874	8755	16117
0:34:03	30.0	3646	5400	6868	8772	16017
0:34:06	30.0	3657	5364	6864	8774	16208
0:34:09	30.0	3633	5364	6828	8752	16266
0:34:12	30.0	3642	5342	6835	8750	16085
0:34:15	30.0	3676	5371	6904	8780	16192
0:34:18	30.0	3641	5396	6869	8766	16205
0:34:21	30.0	3660	5392	6824	8772	16245
0:34:24	30.0	3642	5387	6912	8682	15977
0:34:27	30.0	3634	5377	6844	8831	16195
0:34:30	30.0	3650	5399	6847	8794	16152
0:34:33	30.0	3654	5371	6852	8715	16017
0:34:36	30.0	3634	5280	6891	8718	16184
0:34:39	30.0	3629	5328	6814	8769	16167
0:34:42	30.0	3630	5326	6813	8715	16212
0:34:45	30.0	3675	5315	6825	8774	16121
0:34:48	30.0	3617	5321	6828	8811	16114
0:34:51	30.0	3636	5302	6852	8773	16025
0:34:54	30.0	3625	5299	6826	8774	16036
0:34:57	30.0	3646	5316	6842	8757	15993
0:35:00	30.0	3620	5350	6807	8716	16089
0:35:03	30.0	3613	5357	6825	8774	16072
0:35:06	30.0	3607	5343	6836	8794	16076
0:35:09	30.0	3635	5322	6847	8731	16120
0:35:12	30.0	3638	5344	6855	8784	16036
0:35:15	30.0	3616	5378	6816	8778	15948
0:35:18	30.0	3625	5342	6847	8786	16065
0:35:21	30.0	3619	5334	6792	8776	16050
0:35:24	30.0	3643	5317	6762	8743	15969
0:35:27	30.0	3641	5331	6785	8706	16101
0:35:30	30.0	3639	5361	6814	8657	16107
0:35:33	30.0	3643	5286	6805	8766	16011
0:35:36	30.0	3636	5328	6789	8748	16088
0:35:39	30.0	3637	5314	6791	8757	16062
0:35:42	30.0	3613	5347	6794	8780	16136
0:35:45	30.0	3632	5305	6797	8734	16077
0:35:48	30.0	3601	5282	6761	8774	16056
0:35:51	30.0	3607	5324	6828	8776	16012
0:35:54	30.0	3614	5286	6847	8755	15900
0:35:57	30.0	3603	5235	6716	8721	16004
0:36:00	30.0	3621	5350	6794	8798	16052
0:36:03	30.0	3615	5287	6826	8710	15986
0:36:06	30.0	3609	5279	6770	8751	16035
0:36:09	30.0	3629	5289	6819	8758	15903
0:36:12	30.0	3605	5259	6712	8723	15963
0:36:15	30.0	3605	5291	6770	8640	16091
0:36:18	30.0	3573	5376	6812	8710	15969
0:36:21	30.0	3634	5324	6794	8757	15896
0:36:24	30.0	3603	5303	6780	8789	16059
0:36:27	30.0	3641	5288	6753	8743	15975
0:36:30	30.0	3594	5340	6795	8703	16026
0:36:33	30.0	3578	5302	6730	8746	15991
0:36:36	30.0	3622	5282	6791	8635	16042
0:36:39	30.0	3616	5353	6749	8717	16018
0:36:42	30.0	3604	5332	6772	8687	15939
0:36:45	30.0	3609	5265	6786	8639	16077
0:36:48	30.0	3633	5314	6830	8733	16142
0:36:51	30.0	3611	5291	6741	8698	16041
0:36:54	30.0	3597	5309	6713	8734	16022
0:36:57	30.0	3583	5329	6763	8725	16026
0:37:00	30.0	3612	5298	6713	8704	15983
0:37:03	30.0	3614	5313	6723	8680	15966
0:37:06	30.0	3614	5289	6742	8710	15977
0:37:09	30.0	3584	5335	6792	8695	15905
0:37:12	30.0	3591	5289	6802	8697	15996
0:37:15	30.0	3583	5296	6798	8675	15969
0:37:18	30.0	3619	5222	6785	8648	15877
0:37:21	30.0	3570	5252	6716	8645	15955
0:37:24	30.0	3606	5274	6684	8708	15958
0:37:27	30.0	3591	5241	6740	8613	15898
0:37:30	30.0	3604	5235	6784	8738	15911
0:37:33	30.0	3583	5242	6704	8708	15902
0:37:36	30.0	3594	5271	6772	8712	16007
0:37:39	30.0	3570	5249	6740	8654	15897
0:37:42	30.0	3550	5269	6780	8665	15946
0:37:45	30.0	3582	5282	6730	8676	15802
0:37:48	30.0	3571	5225	6772	8627	16026
0:37:51	30.0	3580	5256	6772	8672	16019
0:37:54	30.0	3563	5248	6731	8660	15849
0:37:57	30.0	3553	5246	6782	8651	15984
0:38:00	30.0	3586	5211	6726	8682	15827
0:38:03	30.0	3562	5239	6762	8673	16007
0:38:06	30.0	3556	5216	6752	8635	15998
0:38:09	30.0	3591	5239	6708	8654	15754
0:38:12	30.0	3582	5268	6717	8662	15980
0:38:15	30.0	3563	5221	6686	8647	15855
0:38:18	30.0	3542	5257	6689	8634	15878
0:38:21	30.0	3595	5220	6683	8739	15987
0:38:24	30.0	3562	5233	6742	8682	15860
0:38:27	30.0	3546	5261	6689	8641	15916
0:38:30	30.0	3558	5304	6799	8577	15874
0:38:33	30.0	3577	5317	6741	8627	15852
0:38:36	30.0	3574	5265	6710	8598	15780
0:38:39	30.0	3590	5251	6721	8592	15802
0:38:42	30.0	3573	5288	6720	8624	16006
0:38:45	30.0	3578	5249	6748	8557	15933
0:38:48	30.0	3559	5281	6671	8641	15817
0:38:51	30.0	3542	5213	6684	8604	15986
0:38:54	30.0	3546	5281	6711	8714	15901
0:38:57	30.0	3580	5245	6756	8594	15900
0:39:00	30.0	3564	5253	6724	8655	15800
0:39:03	30.0	3550	5233	6725	8626	15847
0:39:06	30.0	3540	5274	6659	8669	15945
0:39:09	30.0	3521	5273	6675	8589	15739
0:39:12	30.0	3559	5256	6701	8626	15872
0:39:15	30.0	3540	5241	6659	8670	15821
0:39:18	30.0	3560	5187	6648	8575	15764
0:39:21	30.0	3557	5219	6747	8620	15904
0:39:24	30.0	3576	5206	6724	8584	15799
0:39:27	30.0	3543	5202	6663	8645	15814
0:39:30	30.0	3533	5181	6675	8651	15890
0:39:33	30.0	3552	5191	6688	8609	15763
0:39:36	30.0	3516	5224	6702	8519	15814
0:39:39	30.0	3557	5206	6704	8503	15899
0:39:42	30.0	3531	5236	6658	8566	15721
0:39:45	30.0	3559	5222	6729	8638	15830
0:39:48	30.0	3528	5220	6657	8608	15753
0:39:51	30.0	3562	5247	6662	8575	15813
0:39:54	30.0	3573	5219	6633	8630	15802
0:39:57	30.0	3541	5249	6694	8600	15920
0:40:00	30.0	3552	5236	6672	8586	15765
0:40:03	30.0	3538	5212	6683	8635	15815
0:40:06	30.0	3519	5205	6668	8600	15918
0:40:09	30.0	3538	5183	6700	8568	15823
0:40:12	30.0	3518	5240	6635	8576	15796
0:40:15	30.0	3519	5201	6657	8638	15815
0:40:18	30.0	3554	5193	6629	8545	15723
0:40:21	30.0	3536	5179	6685	8609	15860
0:40:24	30.0	3493	5197	6691	8572	15841
0:40:27	30.0	3569	5250	6684	8627	15887
0:40:30	30.0	3540	5221	6680	8633	15789
0:40:33	30.0	3543	5245	6708	8568	15794
0:40:36	30.0	3541	5208	6657	8560	15802
0:40:39	30.0	3555	5181	6677	8570	15709
0:40:42	30.0	3522	5203	6692	8570	15814
0:40:45	30.0	3546	5196	6644	8638	15806
0:40:48	30.0	3526	5226	6646	8561	15804
0:40:51	30.0	3555	5198	6657	8597	15733
0:40:54	30.0	3519	5185	6697	8569	15634
0:40:57	30.0	3502	5190	6658	8626	15823
0:41:00	30.0	3511	5192	6665	8563	15763
0:41:03	30.0	3500	5185	6612	8516	15755
0:41:06	30.0	3519	5191	6648	8588	15808
0:41:09	30.0	3521	5221	6594	8555	15802
0:41:12	30.0	3502	5192	6638	8489	15773
0:41:15	30.0	3530	5216	6683	8527	15618
0:41:18	30.0	3524	5213	6661	8569	15723
0:41:21	30.0	3518	5183	6628	8510	15676
0:41:24	30.0	3534	5222	6674	8549	15756
0:41:27	30.0	3546	5227	6590	8516	15694
0:41:30	30.0	3511	5206	6620	8525	15821
0:41:33	30.0	3502	5217	6680	8563	15655
0:41:36	30.0	3480	5197	6666	8574	15828
0:41:39	30.0	3528	5167	6608	8569	15721
0:41:42	30.0	3484	5207	6657	8546	15687
0:41:45	30.0	3525	5206	6677	8543	15771
0:41:48	30.0	3521	5150	6627	8491	15669
0:41:51	30.0	3497	5131	6632	8488	15850
0:41:54	30.0	3512	5162	6665	8560	15719
0:41:57	30.0	3540	5156	6621	8530	15711
0:42:00	30.0	3492	5174	6604	8466	15716
0:42:03	30.0	3538	5207	6624	8536	15664
0:42:06	30.0	3530	5219	6633	8549	15704
0:42:09	30.0	3474	5200	6664	8464	15707
0:42:12	30.0	3497	5193	6610	8521	15765
0:42:15	30.0	3511	5175	6674	8538	15655
0:42:18	30.0	3495	5192	6609	8526	15728
0:42:21	30.0	3504	5194	6636	8522	15613
0:42:24	30.0	3480	5172	6631	8528	15646
0:42:27	30.0	3510	5168	6637	8545	15817
0:42:30	30.0	3520	5175	6637	8483	15790
0:42:33	30.0	3510	5187	6636	8515	15664
0:42:36	30.0	3487	5212	6612	8528	15682
0:42:39	30.0	3493	5166	6580	8567	15625
0:42:42	30.0	3483	5153	6642	8460	15698
0:42:45	30.0	3517	5215	6603	8516	15642
0:42:48	30.0	3514	5126	6590	8510	15649
0:42:51	30.0	3472	5148	6562	8461	15767
0:42:54	30.0	3487	5177	6590	8438	15498
0:42:57	30.0	3500	5146	6610	8538	15713
0:43:00	30.0	3500	5188	6601	8506	15632
0:43:03	30.0	3502	5152	6621	8498	15641
0:43:06	30.0	3494	5118	6659	8473	15773
0:43:09	30.0	3477	5159	6566	8503	15746
0:43:12	30.0	3469	5165	6642	8448	15702
0:43:15	30.0	3514	5153	6604	8489	15625
0:43:18	30.0	3498	5188	6551	8470	15739
0:43:21	30.0	3480	5168	6620	8429	15737
0:43:24	30.0	3472	5158	6650	8534	15655
0:43:27	30.0	3480	5170	6593	8473	15727
0:43:30	30.0	3499	5184	6564	8437	15718
0:43:33	30.0	3481	5166	6590	8474	15663
0:43:36	30.0	3485	5136	6561	8473	15644
0:43:39	30.0	3442	5140	6579	8405	15679
0:43:42	30.0	3455	5167	6555	8519	15622
0:43:45	30.0	3473	5129	6620	8409	15636
0:43:48	30.0	3479	5138	6543	8447	15569
0:43:51	30.0	3460	5132	6549	8451	15641
0:43:54	30.0	3467	5131	6535	8478	15696
0:43:57	30.0	3479	5137	6518	8472	15609
0:44:00	30.0	3465	5141	6616	8423	15752
0:44:03	30.0	3453	5123	6591	8526	15657
0:44:06	30.0	3478	5167	6616	8455	15594
0:44:09	30.0	3448	5144	6544	8448	15610
0:44:12	30.0	3462	5118	6550	8459	15658
0:44:15	30.0	3514	5115	6526	8513	15607
0:44:18	30.0	3475	5088	6598	8433	15663
0:44:21	30.0	3468	5122	6536	8425	15612
0:44:24	30.0	3449	5092	6602	8406	15637
0:44:27	30.0	3477	5128	6566	8451	15601
0:44:30	30.0	3457	5095	6560	8421	15595
0:44:33	30.0	3474	5125	6495	8473	15471
0:44:36	30.0	3470	5134	6579	8396	15546
0:44:39	30.0	3454	5121	6541	8505	15547
0:44:42	30.0	3458	5123	6586	8469	15728
0:44:45	30.0	3464	5108	6528	8419	15619
0:44:48	30.0	3445	5128	6545	8450	15629
0:44:51	30.0	3455	5087	6511	8465	15574
0:44:54	30.0	3455	5127	6535	8449	15533
0:44:57	30.0	3422	5105	6511	8470	15660
0:45:00	30.0	3452	5118	6577	8411	15693
0:45:03	30.0	3481	5107	6573	8432	15539
0:45:06	30.0	3453	5130	6592	8423	15595
0:45:09	30.0	3440	5146	6561	8454	15642
0:45:12	30.0	3421	5047	6526	8478	15419
0:45:15	30.0	3462	5131	6576	8403	15545
0:45:18	30.0	3452	5127	6591	8510	15538
0:45:21	30.0	3452	5141	6542	8428	15678
0:45:24	30.0	3463	5130	6540	8384	15461
0:45:27	30.0	3432	5055	6510	8399	15495
0:45:30	30.0	3451	5098	6546	8543	15614
0:45:33	30.0	3452	5108	6550	8500	15509
0:45:36	30.0	3460	5098	6478	8397	15537
0:45:39	30.0	3468	5146	6522	8440	15557
0:45:42	30.0	3442	5120	6518	8423	15600
0:45:45	30.0	3446	5070	6512	8403	15417
0:45:48	30.0	3455	5076	6555	8327	15499
0:45:51	30.0	3449	5112	6598	8403	15576
0:45:54	30.0	3423	5091	6530	8418	15539
0:45:57	30.0	3442	5035	6521	8392	15565
0:46:00	30.0	3414	5084	6571	8395	15447
0:46:03	30.0	3437	5099	6504	8364	15518
0:46:06	30.0	3436	5058	6477	8329	15578
0:46:09	30.0	3435	5119	6471	8466	15522
0:46:12	30.0	3406	5083	6538	8380	15494
0:46:15	30.0	3433	5058	6520	8360	15527
0:46:18	30.0	3443	5104	6498	8345	15528
0:46:21	30.0	3400	5111	6537	8385	15451
0:46:24	30.0	3431	5082	6496	8409	15490
0:46:27	30.0	3424	5071	6526	8408	15500
0:46:30	30.0	3432	5063	6530	8284	15502
0:46:33	30.0	3419	5102	6457	8394	15556
0:46:36	30.0	3404	5052	6493	8399	15501
0:46:39	30.0	3423	5040	6508	8383	15442
0:46:42	30.0	3432	5076	6484	8297	15422
0:46:45	30.0	3379	5033	6447	8379	15399
0:46:48	30.0	3450	5050	6474	8384	15446
0:46:51	30.0	3419	5056	6467	8377	15432
0:46:54	30.0	3427	5094	6506	8380	15520
0:46:57	30.0	3379	5069	6463	8352	15446
0:47:00	30.0	3413	5100	6512	8374	15516
0:47:03	30.0	3405	5099	6470	8334	15538
0:47:06	30.0	3436	5069	6459	8399	15448
0:47:09	30.0	3407	5063	6487	8267	15503
0:47:12	30.0	3393	5067	6498	8426	15559
0:47:15	30.0	3425	5074	6479	8320	15353
0:47:18	30.0	3410	5073	6502	8391	15517
0:47:21	30.0	3417	5055	6525	8393	15451
0:47:24	30.0	3429	5049	6492	8321	15426
0:47:27	30.0	3406	5032	6476	8300	15502
0:47:30	30.0	3407	5066	6530	8333	15482
0:47:33	30.0	3383	5064	6495	8301	15491
0:47:36	30.0	3409	5083	6463	8429	15437
0:47:39	30.0	3438	5020	6439	8354	15475
0:47:42	30.0	3401	5043	6483	8349	15502
0:47:45	30.0	3425	5044	6490	8376	15525
0:47:48	30.0	3428	5002	6426	8305	15461
0:47:51	30.0	3392	4996	6508	8278	15456
0:47:54	30.0	3432	5014	6493	8362	15490
0:47:57	30.0	3441	5008	6431	8310	15447
0:48:00	30.0	3419	4989	6466	8365	15378
0:48:03	30.0	3413	5034	6416	8368	15496
0:48:06	30.0	3401	5021	6478	8376	15385
0:48:09	30.0	3423	4965	6406	8295	15337
0:48:12	30.0	3400	5045	6441	8353	15336
0:48:15	30.0	3399	4983	6430	8269	15460
0:48:18	30.0	3391	4997	6498	8327	15435
0:48:21	30.0	3422	5029	6451	8287	15449
0:48:24	30.0	3412	4992	6434	8339	15440
0:48:27	30.0	3381	5021	6483	8378	15446
0:48:30	30.0	3411	5000	6462	8339	15428
0:48:33	30.0	3401	5018	6438	8269	15451
0:48:36	30.0	3392	5035	6484	8248	15368
0:48:39	30.0	3433	5049	6437	8323	15418
0:48:42	30.0	3391	5032	6424	8342	15356
0:48:45	30.0	3409	4969	6446	8325	15441
0:48:48	30.0	3394	5049	6428	8276	15353
0:48:51	30.0	3408	5024	6436	8301	15391
0:48:54	30.0	3378	5027	6425	8297	15366
0:48:57	30.0	3407	5032	6422	8328	15444
0:49:00	30.0	3428	5055	6434	8336	15429
0:49:03	30.0	3419	5030	6431	8299	15293
0:49:06	30.0	3381	5022	6476	8328	15325
0:49:09	30.0	3384	5052	6421	8297	15300
0:49:12	30.0	3371	5026	6474	8340	15413
0:49:15	30.0	3398	5039	6407	8249	15277
0:49:18	30.0	3393	5018	6482	8329	15335
0:49:21	30.0	3393	5017	6417	8270	15344
0:49:24	30.0	3354	4958	6461	8305	15304
0:49:27	30.0	3390	4988	6434	8242	15395
0:49:30	30.1	3373	4948	6412	8308	15382
0:49:33	30.1	3335	4910	6406	8256	15340
0:49:36	30.1	3391	4981	6427	8286	15290
0:49:39	30.0	3365	4935	6420	8264	15307
0:49:42	30.0	3396	4997	6436	8227	15325
0:49:45	30.0	3379	4988	6384	8291	15280
0:49:48	30.0	3377	4996	6424	8294	15438
0:49:51	30.0	3367	5003	6417	8313	15408
0:49:54	30.0	3330	4974	6488	8257	15256

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G		-2040000.000	2580000.000	2820000.000	3800000.000	-5620000.000							Max V [295,335]
		1.000	1.000	1.000	1.000	1.000							R-Squared [295,335]
		0:15:26	0:02:26	0:05:41	0:33:17	0:08:47							t at Max V [295,335]
		0:15:08	0:02:26	0:05:45	0:33:46	0:08:39							Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

