

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 2:29:44 (HH:MM:SS), Interval 0:00:09, 999 Reads
    Read	Fluorescence Endpoint
	E1..E12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12
0:00:00	30.0	23169	26516	29783	36959	23628	26245	28720	36119	22815	25806	28107	
0:00:09	30.0	23337	27024	30043	36850	23450	25956	28279	35635	22499	25840	27819	32839
0:00:18	30.0	23433	27051	30321	37122	23179	25563	28206	34878	22081	25364	27721	32549
0:00:27	30.0	23446	27076	30135	36919	22811	25044	27668	34687	21971	25202	27412	32273
0:00:36	30.0	23366	26989	30678	36651	22353	24728	27454	34290	21644	24690	27123	32039
0:00:45	30.0	23296	26945	30207	36427	22205	24393	27133	34103	21236	24394	27142	31959
0:00:54	30.0	23617	26564	30232	36817	21759	24251	27078	33793	20889	24426	26472	31155
0:01:03	30.0	23238	26817	30197	36594	21440	23921	26524	33534	20973	24283	26466	31312
0:01:12	30.0	23206	26870	30165	36341	21438	23721	26389	33461	20523	23908	26620	31347
0:01:21	30.0	23385	26752	30011	36471	20905	23301	25957	33195	20508	23540	25822	30886
0:01:30	30.0	23247	26828	29760	36626	20850	23069	25870	32742	20164	23426	25755	30681
0:01:39	30.0	23341	26799	29999	36303	20741	22681	25857	32588	20085	23025	25370	30828
0:01:48	30.0	23084	26601	29898	36525	20557	22475	25256	32195	19635	22961	25302	30572
0:01:57	30.0	23113	26566	29993	36139	20188	22584	25406	31745	19816	22903	25335	30245
0:02:06	30.0	22962	26614	29937	36271	20159	22334	24995	31962	19463	22791	25006	30133
0:02:15	30.0	22945	26563	29894	36097	20166	22277	24804	31625	19368	22551	24842	29921
