

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:30:00 (HH:MM:SS), Interval 0:00:05, 361 Reads
    Read	Fluorescence Endpoint
	C1..C12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
0:00:00	30.0	991	2203	3949	5060	877	2425	3397	5035	832			5071
0:00:05	30.0	969	2146	3907	5132	875	2334	3338	5182	860			5141
0:00:10	30.0	926	2213	3753	5140	895	2357	3359	5023	845	2419		5053
0:00:15	30.0	894	2182	3733	5177	883	2323	3284	4954	838	2430	3807	5029
0:00:20	30.0	926	2124	3681	5087	855	2291	3281	5073	834	2378	3709	4963
0:00:25	30.0	898	2089	3584	4991	875	2288	3342	4951	837	2353	3671	5008
0:00:30	30.0	877	2027	3575	4940	888	2243	3364	4910	857	2356	3678	4976
0:00:35	30.0	879	2080	3541	4932	841	2245	3318	4835	838	2320	3684	5063
0:00:40	30.1	882	1982	3530	4795	861	2221	3234	4791	816	2360	3714	5002
0:00:45	30.0	886	1968	3500	4645	841	2229	3295	4785	822	2301	3637	4989
0:00:50	30.0	846	1993	3455	4526	837	2156	3180	4687	828	2278	3609	5008
0:00:55	30.0	813	1890	3369	4586	807	2174	3134	4668	804	2272	3640	4998
0:01:00	30.0	848	1903	3350	4574	834	2073	3142	4625	808	2319	3616	4959
0:01:05	30.0	849	1910	3349	4501	815	2050	3124	4706	786	2256	3631	4991
0:01:10	30.0	804	1850	3236	4394	789	2093	3149	4572	825	2229	3613	4858
0:01:15	30.0	813	1818	3230	4397	774	2113	3100	4528	799	2227	3573	4908
0:01:20	30.0	803	1861	3196	4371	790	2058	3065	4488	805	2247	3615	4936
0:01:25	30.0	768	1774	3126	4300	793	2024	3010	4546	747	2170	3553	4859
0:01:30	30.0	765	1740	3169	4394	786	2075	2993	4432	768	2257	3523	4827
0:01:35	30.0	786	1730	3087	4216	788	2015	2972	4499	776	2203	3518	4815
0:01:40	30.0	761	1762	3109	4172	744	2004	3020	4368	752	2204	3493	4810
0:01:45	30.0	755	1717	3088	4169	761	1977	2927	4323	757	2217	3518	4796
0:01:50	30.0	756	1736	3027	4174	751	1967	2998	4281	735	2195	3555	4824
0:01:55	30.0	751	1708	3023	4143	780	1962	2917	4287	741	2194	3598	4735
0:02:00	30.0	756	1690	2989	4190	747	1925	2875	4283	747	2164	3492	4751
0:02:05	30.0	746	1736	3015	4098	740	1947	2833	4265	761	2203	3482	4749
0:02:10	30.0	724	1647	2981	3998	748	1902	2833	4249	726	2154	3509	4753
0:02:15	30.0	774	1692	2943	4064	733	1912	2863	4150	736	2153	3391	4758
0:02:20	30.0	719	1660	2926	4039	738	1880	2741	4109	723	2137	3505	4719
0:02:25	30.0	734	1653	2896	3968	734	1882	2847	4106	696	2119	3375	4683
0:02:30	30.0	717	1627	2872	3985	731	1875	2756	4090	719	2124	3454	4700
0:02:35	30.0	736	1660	2912	3960	710	1832	2806	4073	712	2118	3422	4672
0:02:40	30.0	741	1611	2883	3975	696	1860	2750	4093	694	2106	3329	4639
0:02:45	30.0	718	1680	2789	3918	690	1859	2724	4057	712	2085	3376	4606
0:02:50	30.0	709	1632	2825	3853	703	1810	2770	4037	700	2108	3369	4608
0:02:55	30.0	704	1606	2863	3869	688	1813	2698	3971	700	2085	3377	4581
0:03:00	30.0	700	1535	2814	3803	679	1797	2673	4012	697	2089	3356	4612
0:03:05	30.0	703	1616	2761	3804	690	1742	2676	3971	710	2037	3358	4637
0:03:10	30.0	694	1584	2733	3787	703	1828	2668	3947	702	2092	3372	4591
0:03:15	30.0	699	1569	2727	3800	723	1704	2664	3944	686	2066	3349	4533
0:03:20	30.0	683	1576	2762	3792	693	1736	2610	3937	705	2010	3308	4482
0:03:25	30.0	684	1527	2689	3690	664	1769	2598	3899	676	2079	3344	4584
0:03:30	30.0	681	1576	2655	3782	686	1743	2590	3883	683	2037	3280	4532
0:03:35	30.0	692	1570	2672	3739	673	1754	2593	3922	687	1997	3278	4510
0:03:40	30.0	707	1557	2680	3714	682	1757	2531	3843	669	2016	3288	4474
0:03:45	30.0	720	1548	2635	3756	670	1703	2569	3832	677	1989	3246	4473
0:03:50	30.0	661	1565	2657	3707	668	1692	2530	3779	678	2004	3205	4473
0:03:55	30.0	694	1516	2713	3709	650	1704	2533	3748	676	1990	3282	4406
0:04:00	30.0	692	1517	2690	3676	656	1716	2499	3749	670	1991	3245	4452
0:04:05	30.0	694	1518	2686	3669	670	1689	2569	3736	676	1994	3228	4424
0:04:10	30.0	677	1536	2629	3677	667	1692	2478	3750	648	1997	3175	4411
0:04:15	30.0	680	1531	2694	3663	653	1687	2478	3749	658	1992	3216	4400
0:04:20	30.0	699	1490	2597	3647	646	1715	2513	3719	648	1963	3203	4418
0:04:25	30.0	678	1501	2648	3602	661	1713	2478	3697	641	1941	3186	4359
0:04:30	30.0	650	1489	2640	3630	630	1647	2523	3724	663	1903	3239	4293
0:04:35	30.0	638	1525	2604	3621	638	1659	2476	3725	642	1929	3141	4385
0:04:40	30.0	677	1470	2622	3620	631	1675	2489	3691	640	1942	3176	4359
0:04:45	30.0	665	1504	2589	3558	643	1680	2396	3620	664	1958	3149	4347
0:04:50	30.0	685	1510	2578	3611	631	1653	2480	3629	636	1898	3114	4368
0:04:55	30.0	672	1456	2607	3515	639	1671	2433	3698	651	1919	3125	4278
0:05:00	30.0	648	1489	2592	3569	659	1624	2435	3596	648	1924	3161	4392
0:05:05	30.0	679	1521	2583	3558	629	1624	2406	3676	665	1890	3131	4271
0:05:10	30.0	678	1493	2613	3554	621	1646	2448	3676	643	1879	3134	4270
0:05:15	30.0	652	1458	2560	3603	633	1676	2414	3633	639	1870	3072	4204
0:05:20	30.0	659	1491	2577	3456	635	1634	2365	3670	611	1885	3084	4304
0:05:25	30.0	659	1487	2570	3581	617	1628	2396	3613	614	1901	3119	4260
0:05:30	30.0	629	1474	2553	3498	615	1611	2369	3542	625	1873	3082	4303
0:05:35	30.0	668	1471	2513	3553	602	1628	2367	3596	628	1897	3069	4352
0:05:40	30.0	654	1503	2575	3475	627	1604	2358	3567	627	1804	3088	4336
0:05:45	30.0	683	1451	2574	3514	621	1605	2381	3489	613	1853	3054	4264
0:05:50	30.0	679	1465	2562	3456	625	1603	2370	3530	619	1849	3121	4172
0:05:55	30.0	667	1432	2537	3492	624	1602	2370	3591	617	1833	3020	4215
0:06:00	30.0	659	1479	2453	3523	607	1572	2324	3519	615	1801	3021	4165
0:06:05	30.0	650	1440	2527	3537	625	1564	2348	3490	625	1805	3026	4137
0:06:10	30.0	668	1468	2577	3502	633	1582	2340	3554	603	1774	3003	4165
0:06:15	30.0	689	1452	2575	3515	614	1598	2343	3478	621	1822	3009	4109
0:06:20	30.0	666	1492	2495	3430	647	1574	2320	3517	614	1810	3052	4134
0:06:25	30.0	664	1442	2425	3471	622	1558	2326	3498	609	1803	3024	4229
0:06:30	30.0	665	1459	2489	3517	620	1574	2319	3478	615	1805	3022	4150
0:06:35	30.0	629	1473	2449	3475	601	1578	2348	3480	618	1797	2955	4205
0:06:40	30.0	655	1464	2508	3499	618	1567	2298	3387	605	1754	2995	4162
0:06:45	30.0	649	1457	2490	3468	589	1533	2269	3439	608	1802	2995	4123
0:06:50	30.0	677	1411	2480	3451	598	1534	2303	3450	593	1794	2942	4114
0:06:55	30.0	657	1427	2509	3441	610	1585	2287	3408	603	1777	2980	4147
0:07:00	30.0	644	1418	2467	3438	623	1548	2251	3451	596	1761	2916	4134
0:07:05	30.1	671	1450	2524	3436	613	1558	2278	3400	593	1749	2930	4176
0:07:10	30.0	658	1435	2521	3453	593	1532	2219	3432	599	1793	2869	4136
0:07:15	30.0	660	1435	2450	3419	614	1549	2265	3389	608	1737	2934	4136
0:07:20	30.0	650	1438	2513	3466	581	1569	2255	3440	594	1744	2929	4113
0:07:25	30.0	640	1458	2463	3509	590	1522	2279	3401	582	1756	2929	4059
0:07:30	30.0	650	1491	2494	3458	583	1528	2239	3379	605	1761	2940	4074
0:07:35	30.0	665	1418	2443	3408	589	1561	2263	3349	570	1732	2858	4031
0:07:40	30.0	648	1436	2438	3392	593	1552	2273	3427	597	1714	2888	4074
0:07:45	30.0	659	1451	2479	3395	584	1525	2279	3328	573	1764	2832	4001
0:07:50	30.0	674	1444	2501	3486	587	1525	2268	3343	580	1720	2883	4005
0:07:55	30.0	649	1428	2508	3449	585	1525	2229	3312	584	1708	2898	4061
0:08:00	30.0	657	1464	2486	3448	598	1535	2243	3361	603	1726	2867	4064
0:08:05	30.0	627	1421	2409	3416	597	1528	2234	3337	565	1676	2847	4105
0:08:10	30.0	641	1447	2435	3395	576	1522	2270	3321	566	1703	2796	3991
0:08:15	30.0	684	1425	2498	3393	570	1494	2135	3358	567	1687	2858	3989
0:08:20	30.0	658	1441	2520	3409	598	1473	2191	3271	575	1712	2854	4010
0:08:25	30.0	661	1411	2443	3459	586	1542	2264	3298	573	1723	2878	4007
0:08:30	30.0	640	1442	2482	3381	588	1506	2240	3276	583	1738	2798	4015
0:08:35	30.0	659	1482	2498	3413	582	1509	2240	3380	595	1718	2780	4044
0:08:40	30.1	650	1398	2496	3392	567	1483	2274	3342	584	1748	2794	3957
0:08:45	30.0	632	1432	2482	3336	575	1473	2198	3339	595	1687	2843	3921
0:08:50	30.0	635	1445	2502	3411	590	1496	2217	3303	572	1698	2803	3990
0:08:55	30.0	648	1433	2472	3383	601	1531	2221	3327	596	1633	2790	3994
0:09:00	30.0	663	1426	2451	3374	567	1515	2225	3324	569	1679	2793	3881
0:09:05	30.0	653	1400	2408	3425	578	1520	2210	3273	547	1698	2808	3913
0:09:10	30.0	644	1455	2460	3347	592	1505	2203	3283	554	1653	2749	3866
0:09:15	30.0	678	1404	2453	3289	572	1512	2213	3295	554	1708	2765	3923
0:09:20	30.0	672	1421	2469	3404	604	1501	2236	3294	552	1698	2759	3842
0:09:25	30.0	652	1408	2488	3314	580	1517	2244	3341	573	1678	2706	3849
0:09:30	30.0	638	1436	2399	3389	604	1480	2208	3255	587	1669	2740	3840
0:09:35	30.0	653	1369	2441	3379	577	1499	2199	3287	574	1670	2829	3836
0:09:40	30.0	636	1423	2452	3352	572	1505	2193	3318	551	1649	2715	3844
0:09:45	30.0	673	1413	2417	3400	573	1539	2201	3318	571	1697	2737	3834
0:09:50	30.0	643	1425	2420	3319	557	1514	2209	3291	549	1645	2731	3834
0:09:55	30.0	639	1426	2429	3353	561	1487	2212	3297	548	1634	2701	3881
0:10:00	30.0	644	1411	2454	3399	578	1507	2189	3244	578	1628	2726	3905
0:10:05	30.0	651	1432	2449	3394	580	1482	2252	3319	595	1636	2720	3857
0:10:10	30.0	647	1414	2430	3351	579	1495	2196	3206	586	1639	2692	3819
0:10:15	30.0	654	1464	2460	3369	575	1453	2111	3297	537	1605	2683	3849
0:10:20	30.0	657	1409	2454	3342	575	1441	2184	3263	567	1629	2673	3844
0:10:25	30.0	638	1418	2456	3318	581	1495	2195	3198	557	1632	2646	3860
0:10:30	30.0	648	1480	2408	3375	561	1462	2197	3230	554	1629	2651	3740
0:10:35	30.0	625	1425	2464	3353	581	1526	2150	3230	553	1640	2684	3821
0:10:40	30.0	638	1414	2514	3375	570	1465	2179	3257	553	1651	2648	3736
0:10:45	30.0	641	1411	2419	3323	597	1470	2183	3261	559	1612	2647	3821
0:10:50	30.0	649	1427	2411	3365	560	1437	2112	3247	564	1588	2639	3846
0:10:55	30.0	673	1432	2425	3338	565	1456	2180	3266	549	1573	2640	3767
0:11:00	30.0	639	1419	2435	3331	546	1475	2148	3207	577	1570	2654	3743
0:11:05	30.0	682	1427	2458	3325	569	1495	2153	3216	552	1628	2630	3776
0:11:10	30.0	651	1441	2434	3350	575	1487	2171	3213	565	1615	2612	3728
0:11:15	30.0	641	1429	2476	3340	557	1456	2192	3180	547	1593	2642	3745
0:11:20	30.0	647	1420	2481	3353	571	1473	2183	3244	538	1598	2687	3812
0:11:25	30.0	647	1459	2419	3421	571	1492	2151	3232	553	1614	2616	3728
0:11:30	30.0	627	1389	2440	3340	568	1440	2153	3287	544	1585	2609	3758
0:11:35	30.0	667	1382	2488	3349	561	1497	2166	3250	561	1603	2611	3696
0:11:40	30.0	643	1403	2467	3353	574	1504	2158	3244	546	1564	2637	3775
0:11:45	30.0	638	1426	2437	3361	571	1496	2170	3196	540	1570	2653	3670
0:11:50	30.0	625	1406	2447	3371	559	1444	2088	3195	561	1590	2595	3639
0:11:55	30.0	655	1404	2478	3384	568	1466	2152	3282	543	1581	2551	3719
