

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:06:00 (HH:MM:SS), Interval 0:00:02, 181 Reads
    Read	Fluorescence Endpoint
	C5
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C					SPL1								Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C5
0:00:00	30.0	1547
0:00:02	30.0	1573
0:00:04	30.0	1554
0:00:06	30.0	1835
0:00:08	30.0	1863
0:00:10	30.0	1800
0:00:12	30.0	1843
0:00:14	30.0	1856
0:00:16	30.0	1807
0:00:18	30.0	1820
0:00:20	30.0	1777
0:00:22	30.0	1749
0:00:24	30.0	1729
0:00:26	30.0	1738
0:00:28	30.0	1770
0:00:30	30.0	1697
0:00:32	30.0	1668
0:00:34	30.0	1640
0:00:36	30.0	1681
0:00:38	30.0	1652
0:00:40	30.0	1633
0:00:42	30.0	1643
0:00:44	30.0	1610
0:00:46	30.0	1604
0:00:48	30.0	1630
0:00:50	30.0	1553
0:00:52	30.0	1586
0:00:54	30.0	1581
0:00:56	30.0	1532
0:00:58	30.0	1577
0:01:00	30.0	1572
0:01:02	30.0	1526
0:01:04	30.0	1512
0:01:06	30.0	1517
0:01:08	30.0	1490
0:01:10	30.0	1469
0:01:12	30.0	1511
0:01:14	30.0	1445
0:01:16	30.0	1486
0:01:18	30.0	1434
0:01:20	30.0	1486
0:01:22	30.0	1457
0:01:24	30.0	1437
0:01:26	30.0	1428
0:01:28	30.0	1432
0:01:30	30.0	1446
0:01:32	30.0	1430
0:01:34	30.0	1431
0:01:36	30.0	1415
0:01:38	30.0	1401
0:01:40	30.0	1397
0:01:42	30.0	1397
0:01:44	30.0	1397
0:01:46	30.0	1376
0:01:48	30.0	1399
0:01:50	30.0	1396
0:01:52	30.0	1340
0:01:54	30.0	1357
0:01:56	30.0	1382
0:01:58	30.0	1355
0:02:00	30.0	1329
0:02:02	30.0	1378
0:02:04	30.0	1352
0:02:06	30.0	1374
0:02:08	30.0	1320
0:02:10	30.0	1372
0:02:12	30.0	1362
0:02:14	30.0	1344
0:02:16	30.0	1326
0:02:18	30.0	1308
0:02:20	30.0	1337
0:02:22	30.0	1332
0:02:24	30.0	1327
0:02:26	30.0	1308
0:02:28	30.0	1342
0:02:30	30.0	1329
0:02:32	30.0	1307
0:02:34	30.0	1319
0:02:36	30.0	1310
0:02:38	30.0	1320
0:02:40	30.0	1335
0:02:42	30.0	1285
0:02:44	30.0	1304
0:02:46	30.0	1293
0:02:48	30.0	1273
0:02:50	30.0	1278
0:02:52	30.0	1221
0:02:54	30.0	1297
0:02:56	30.0	1255
0:02:58	30.0	1276
0:03:00	30.0	1299
0:03:02	30.0	1277
0:03:04	30.0	1232
0:03:06	30.0	1279
