

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:20:00 (HH:MM:SS), Interval 0:00:05, 241 Reads
    Read	Fluorescence Endpoint
	E1..E12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12
0:00:00	30.1	658	2009	3873	5773	671	2058	3494	5207	658	1854	3123	4372
0:00:05	30.0	642	2023	3921	5631	629	1981	3392	5114	638	1881	3124	4383
0:00:10	30.1	623	1938	3911	5673	619	1935	3306	5043	611	1826	3168	4369
0:00:15	30.1	600	1963	3797	5500	622	1885	3288	4833	592	1802	3112	4354
0:00:20	30.1	614	1862	3705	5405	611	1839	3181	4787	586	1771	3056	4346
0:00:25	30.1	578	1868	3689	5386	600	1779	3155	4630	579	1744	3057	4231
0:00:30	30.1	593	1810	3673	5344	581	1777	2983	4577	591	1741	3087	4311
0:00:35	30.0	579	1810	3665	5276	589	1714	3007	4542	568	1722	2982	4277
0:00:40	30.0	581	1797	3598	5212	579	1733	2947	4483	573	1732	2943	4230
0:00:45	30.0	560	1696	3563	5215	578	1705	2887	4366	579	1691	2899	4122
0:00:50	30.1	552	1731	3496	5154	563	1655	2841	4322	542	1618	2847	4124
0:00:55	30.1	539	1715	3475	5067	559	1630	2828	4368	553	1654	2885	4133
0:01:00	30.1	522	1667	3384	5053	580	1630	2841	4264	553	1620	2829	4087
0:01:05	30.1	514	1670	3350	5005	551	1619	2819	4213	555	1611	2867	4081
0:01:10	30.1	516	1651	3308	4987	576	1621	2762	4200	531	1630	2819	4036
0:01:15	30.1	501	1591	3333	4949	559	1569	2766	4144	541	1567	2791	4154
0:01:20	30.0	496	1587	3284	4840	578	1618	2710	4114	550	1542	2766	4015
