

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:30:00 (HH:MM:SS), Interval 0:00:05, 361 Reads
    Read	Fluorescence Endpoint
	E1..E12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	SPL13	Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12
0:00:00	30.0	1564	3105	4562	6211	1501	2864	4072	5378	1388			5355
0:00:05	30.0	1504	3012	4454	6065	1441	2854	4119	5295	1410			5465
0:00:10	30.0	1537	2998	4479	6015	1504	2891	4021	5333	1399	2837		5454
0:00:15	30.0	1500	2973	4359	5952	1472	2799	4010	5273	1388	2756		5444
0:00:20	30.0	1503	2921	4456	5915	1441	2860	3952	5325	1380	2808		5394
0:00:25	30.0	1442	2922	4285	5710	1484	2804	3962	5281	1371	2763		5292
0:00:30	30.0	1453	2862	4284	5808	1464	2745	3951	5221	1356	2777		5356
0:00:35	30.0	1443	2838	4229	5790	1446	2751	3961	5130	1327	2714		5371
0:00:40	30.0	1394	2810	4272	5614	1412	2743	3849	5149	1358	2714		5342
0:00:45	30.0	1372	2794	4158	5522	1427	2695	3814	5151	1302	2768	3836	5363
0:00:50	30.0	1374	2735	4168	5518	1414	2581	3837	5016	1359	2736	3866	5291
0:00:55	30.0	1353	2675	4068	5379	1379	2641	3781	5072	1307	2743	3834	5382
0:01:00	30.0	1327	2648	4002	5412	1363	2628	3789	5042	1329	2665	3790	5369
0:01:05	30.0	1295	2631	3998	5371	1368	2651	3710	4994	1342	2707	3831	5284
0:01:10	30.0	1302	2619	3976	5349	1383	2566	3689	4959	1293	2675	3761	5260
0:01:15	30.0	1293	2606	3930	5314	1368	2594	3717	4913	1258	2706	3742	5371
0:01:20	30.0	1325	2584	3933	5267	1371	2564	3644	4844	1277	2668	3823	5320
