

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:04:00 (HH:MM:SS), Interval 0:00:01, 241 Reads
    Read	Fluorescence Endpoint
	E1
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E	SPL3												Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E1
0:00:00	30.0	264
0:00:01	30.0	257
0:00:02	30.0	257
0:00:03	30.0	248
0:00:04	30.0	246
0:00:05	30.0	233
0:00:06	30.0	252
0:00:07	30.0	241
0:00:08	30.0	241
0:00:09	30.0	231
0:00:10	30.0	242
0:00:11	30.0	231
0:00:12	30.0	230
0:00:13	30.0	233
0:00:14	30.0	225
0:00:15	30.0	228
0:00:16	30.0	221
0:00:17	30.0	234
0:00:18	30.0	215
0:00:19	30.0	228
0:00:20	30.0	227
0:00:21	30.0	231
0:00:22	30.0	230
0:00:23	30.0	233
0:00:24	30.0	221
0:00:25	30.0	241
0:00:26	30.0	215
0:00:27	30.0	201
0:00:28	30.0	214
0:00:29	30.0	206
0:00:30	30.0	227
0:00:31	30.0	201
0:00:32	30.0	219
0:00:33	30.0	221
0:00:34	30.0	199
0:00:35	30.0	202
0:00:36	30.0	224
0:00:37	30.0	212
0:00:38	30.0	213
0:00:39	30.0	220
0:00:40	30.0	228
0:00:41	30.0	231
0:00:42	30.0	217
0:00:43	30.0	218
0:00:44	30.0	212
0:00:45	30.0	211
0:00:46	30.0	212
0:00:47	30.0	223
0:00:48	30.0	205
0:00:49	30.0	216
0:00:50	30.0	216
0:00:51	30.0	214
0:00:52	30.0	208
0:00:53	30.0	219
0:00:54	30.0	223
0:00:55	30.0	217
0:00:56	30.0	229
0:00:57	30.0	227
0:00:58	30.0	241
0:00:59	30.0	207
0:01:00	30.0	215
0:01:01	30.0	224
0:01:02	30.0	223
0:01:03	30.0	207
0:01:04	30.0	214
0:01:05	30.0	209
0:01:06	30.0	220
0:01:07	30.0	213
0:01:08	30.0	222
0:01:09	30.0	195
0:01:10	30.0	212
0:01:11	30.0	215
0:01:12	30.0	221
0:01:13	30.0	206
0:01:14	30.0	219
0:01:15	30.0	216
0:01:16	30.0	226
0:01:17	30.0	232
0:01:18	30.0	227
0:01:19	30.0	216
0:01:20	30.0	216
0:01:21	30.0	215
0:01:22	30.0	211
0:01:23	30.0	211
0:01:24	30.0	200
0:01:25	30.0	200
0:01:26	30.0	219
0:01:27	30.0	212
0:01:28	30.0	212
0:01:29	30.0	228
0:01:30	30.0	217
0:01:31	30.0	215
0:01:32	30.0	216
0:01:33	30.0	209
0:01:34	30.0	232
0:01:35	30.0	210
0:01:36	30.0	210
0:01:37	30.0	208
0:01:38	30.0	211
0:01:39	30.0	203
0:01:40	30.0	219
0:01:41	30.0	204
0:01:42	30.0	229
0:01:43	30.0	227
0:01:44	30.0	217
0:01:45	30.0	215
0:01:46	30.0	222
0:01:47	30.0	207
0:01:48	30.0	212
0:01:49	30.0	214
0:01:50	30.0	217
0:01:51	30.0	216
0:01:52	30.0	220
0:01:53	30.0	203
0:01:54	30.0	203
0:01:55	30.0	221
0:01:56	30.0	209
0:01:57	30.0	217
0:01:58	30.0	217
0:01:59	30.0	213
0:02:00	30.0	227
0:02:01	30.0	230
0:02:02	30.0	219
0:02:03	30.0	216
0:02:04	30.0	210
0:02:05	30.0	225
0:02:06	30.0	213
0:02:07	30.0	206
0:02:08	30.0	205
0:02:09	30.0	218
0:02:10	30.0	204
0:02:11	30.0	202
0:02:12	30.0	205
0:02:13	30.0	215
0:02:14	30.0	215
0:02:15	30.0	206
0:02:16	30.0	215
0:02:17	30.0	209
0:02:18	30.0	215
0:02:19	30.0	197
0:02:20	30.0	205
0:02:21	30.0	225
0:02:22	30.0	209
0:02:23	30.0	227
0:02:24	30.0	210
0:02:25	30.0	220
0:02:26	30.0	217
0:02:27	30.0	206
0:02:28	30.0	225
0:02:29	30.0	196
0:02:30	30.0	193
0:02:31	30.0	211
0:02:32	30.0	216
0:02:33	30.0	209
0:02:34	30.0	209
0:02:35	30.0	205
0:02:36	30.0	201
0:02:37	30.0	200
0:02:38	30.0	217
0:02:39	30.0	206
0:02:40	30.0	213
0:02:41	30.0	217
0:02:42	30.0	212
0:02:43	30.0	212
0:02:44	30.0	207
0:02:45	30.0	206
0:02:46	30.0	210
0:02:47	30.0	219
0:02:48	30.0	215
0:02:49	30.0	204
0:02:50	30.0	218
0:02:51	30.0	217
0:02:52	30.0	208
0:02:53	30.0	216
0:02:54	30.0	217
0:02:55	30.0	227
0:02:56	30.0	221
0:02:57	30.0	226
0:02:58	30.0	225
0:02:59	30.0	225
0:03:00	30.0	206
0:03:01	30.0	211
0:03:02	30.0	224
0:03:03	30.0	203
0:03:04	30.0	206
0:03:05	30.0	218
0:03:06	30.0	208
0:03:07	30.0	214
0:03:08	30.0	208
0:03:09	30.0	215
0:03:10	30.0	223
0:03:11	30.0	207
0:03:12	30.0	211
0:03:13	30.0	209
0:03:14	30.0	218
0:03:15	30.0	210
0:03:16	30.0	220
0:03:17	30.0	212
0:03:18	30.0	218
0:03:19	30.0	212
0:03:20	30.0	194
0:03:21	30.0	200
0:03:22	30.0	217
0:03:23	30.0	212
0:03:24	30.0	204
0:03:25	30.0	208
0:03:26	30.0	209
0:03:27	30.0	218
0:03:28	30.0	221
0:03:29	30.0	215
0:03:30	30.0	219
0:03:31	30.0	210
0:03:32	30.0	216
0:03:33	30.0	207
0:03:34	30.0	184
0:03:35	30.0	212
0:03:36	30.0	202
0:03:37	30.0	207
0:03:38	30.0	225
0:03:39	30.0	209
0:03:40	30.0	208
0:03:41	30.0	214
0:03:42	30.0	203
0:03:43	30.0	208
0:03:44	30.0	218
0:03:45	30.0	194
0:03:46	30.0	221
0:03:47	30.0	208
0:03:48	30.0	214
0:03:49	30.0	216
0:03:50	30.0	218
0:03:51	30.0	214
0:03:52	30.0	237
0:03:53	30.0	204
0:03:54	30.0	201
0:03:55	30.0	217
0:03:56	30.0	212
0:03:57	30.0	218
0:03:58	30.0	211
0:03:59	30.0	215
0:04:00	30.0	225

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E	-2040000.000												Max V [295,335]
	1.000												R-Squared [295,335]
	0:00:59												t at Max V [295,335]
	0:00:57												Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

