

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:50:00 (HH:MM:SS), Interval 0:00:05, 601 Reads
    Read	Fluorescence Endpoint
	C1..C12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 67
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL13	Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
0:00:00	30.0	124	231	346	474	663	1370	2254	3288	4236	5183	5950	7092
0:00:05	30.0	125	209	331	464	662	1347	2243	3219	4228	5217	5991	6968
0:00:10	30.0	131	211	327	456	678	1366	2277	3240	4230	5185	5940	6937
0:00:15	30.0	132	204	325	454	667	1379	2217	3242	4198	5223	5935	6959
0:00:20	30.1	121	202	314	454	647	1324	2251	3248	4168	5228	5912	6950
0:00:25	30.1	114	197	314	444	629	1339	2231	3227	4232	5224	5931	6990
0:00:30	30.0	113	188	322	429	633	1318	2208	3244	4138	5210	5861	6937
0:00:35	30.0	117	195	316	425	640	1293	2209	3190	4201	5194	5933	6953
0:00:40	30.0	121	187	285	420	622	1290	2213	3173	4137	5158	5928	6934
0:00:45	30.0	115	181	290	401	603	1296	2218	3201	4149	5133	5854	6863
0:00:50	30.0	113	176	293	402	607	1283	2181	3169	4114	5084	5898	6824
0:00:55	30.0	112	180	282	396	597	1248	2167	3169	4164	5122	5869	6881
0:01:00	30.0	107	183	284	394	589	1237	2177	3136	4083	5145	5888	6843
0:01:05	30.0	102	171	274	390	580	1243	2144	3130	4109	5085	5734	6820
0:01:10	30.0	98	175	278	377	588	1218	2078	3120	4077	5103	5821	6775
0:01:15	30.0	111	163	280	382	577	1238	2134	3069	4045	5042	5827	6805
0:01:20	30.0	97	175	263	377	578	1211	2118	3099	4063	5095	5755	6823
0:01:25	30.0	98	160	252	377	551	1206	2101	3072	4037	5068	5807	6714
0:01:30	30.0	92	170	258	368	566	1194	2083	3054	4059	5032	5697	6710
0:01:35	30.0	103	165	263	365	550	1194	2047	3038	4009	5035	5727	6739
0:01:40	30.0	96	166	252	365	540	1161	2061	3036	4021	4970	5725	6717
0:01:45	30.0	100	166	256	352	546	1172	2057	3015	3969	4988	5753	6757
0:01:50	30.0	104	164	252	362	540	1190	2056	3014	3993	5019	5748	6759
0:01:55	30.0	100	165	242	354	530	1160	2032	2987	3993	4927	5713	6667
0:02:00	30.0	97	175	263	364	538	1142	2027	3021	3920	4908	5696	6629
0:02:05	30.0	103	160	251	364	530	1140	2024	2968	3898	4915	5572	6577
0:02:10	30.0	89	158	241	349	518	1129	1990	2953	3936	4901	5642	6626
0:02:15	30.0	91	154	232	344	514	1129	1991	2938	3895	4901	5657	6672
0:02:20	30.0	96	161	243	339	515	1113	2014	2969	3883	4878	5621	6545
0:02:25	30.0	98	150	244	336	504	1123	1962	2935	3904	4871	5543	6562
0:02:30	30.0	92	151	238	341	501	1102	1957	2935	3930	4841	5660	6541
0:02:35	30.0	101	156	243	340	503	1097	1964	2933	3869	4803	5615	6561
0:02:40	30.0	91	153	233	326	502	1092	1959	2899	3859	4798	5541	6565
0:02:45	30.0	92	155	231	328	500	1094	1951	2900	3817	4814	5576	6493
0:02:50	30.0	95	152	236	336	507	1084	1889	2872	3840	4822	5533	6501
0:02:55	30.0	95	163	240	339	488	1088	1917	2900	3814	4847	5534	6508
0:03:00	30.0	87	156	233	324	492	1080	1924	2874	3789	4784	5483	6446
0:03:05	30.0	101	150	233	325	479	1065	1939	2870	3833	4800	5512	6458
0:03:10	30.0	92	152	230	326	488	1069	1911	2817	3750	4850	5510	6514
0:03:15	30.0	98	151	232	324	496	1059	1880	2812	3782	4719	5437	6370
0:03:20	30.0	94	153	227	321	483	1065	1909	2769	3767	4769	5483	6420
0:03:25	30.0	86	154	232	328	472	1040	1861	2828	3753	4707	5460	6370
0:03:30	30.0	88	159	230	320	476	1057	1872	2777	3750	4695	5413	6462
0:03:35	30.0	97	153	231	312	462	1034	1873	2776	3793	4670	5455	6370
0:03:40	30.0	92	146	227	308	481	1022	1858	2827	3778	4768	5395	6416
0:03:45	30.0	92	142	231	315	477	1031	1874	2745	3698	4666	5444	6417
0:03:50	30.0	101	156	237	313	475	1016	1879	2780	3747	4641	5347	6379
0:03:55	30.0	100	148	219	316	473	1026	1842	2755	3685	4689	5376	6356
0:04:00	30.0	90	153	231	328	470	1037	1869	2808	3691	4707	5371	6286
0:04:05	30.0	100	152	231	315	472	1022	1835	2752	3709	4662	5373	6338
0:04:10	30.0	94	152	220	324	475	1003	1827	2737	3673	4594	5346	6295
0:04:15	30.0	97	151	215	307	469	1019	1829	2747	3690	4582	5343	6318
0:04:20	30.0	84	144	219	314	453	1018	1794	2715	3635	4588	5326	6293
0:04:25	30.0	86	153	223	313	465	1000	1817	2733	3635	4617	5394	6329
0:04:30	30.0	90	151	220	309	458	988	1779	2719	3633	4595	5343	6267
0:04:35	30.0	96	150	224	308	468	1018	1796	2744	3645	4611	5336	6291
0:04:40	30.0	96	153	225	299	449	982	1792	2713	3619	4556	5354	6282
0:04:45	30.0	90	154	224	306	469	976	1807	2705	3640	4592	5332	6225
0:04:50	30.0	90	144	217	310	459	977	1766	2655	3603	4548	5309	6277
0:04:55	30.0	91	155	217	305	455	986	1806	2664	3584	4536	5271	6204
0:05:00	30.0	91	151	228	300	457	965	1754	2687	3554	4504	5270	6185
0:05:05	30.0	92	153	224	314	446	973	1780	2670	3630	4524	5207	6176
0:05:10	30.0	92	142	208	307	453	973	1780	2674	3586	4537	5243	6144
0:05:15	30.0	99	146	217	302	443	969	1751	2657	3609	4497	5260	6133
0:05:20	30.0	91	148	215	310	437	949	1773	2665	3556	4493	5248	6214
0:05:25	30.0	91	149	224	312	467	978	1725	2663	3540	4473	5203	6175
0:05:30	30.0	89	147	228	307	442	972	1762	2623	3554	4523	5258	6197
0:05:35	30.0	85	153	212	300	449	949	1737	2610	3563	4467	5167	6178
0:05:40	30.0	99	143	229	314	447	959	1734	2625	3533	4480	5171	6089
0:05:45	30.0	87	141	224	305	441	951	1739	2640	3523	4456	5195	6128
0:05:50	30.0	95	148	226	303	442	951	1731	2632	3522	4450	5190	6102
0:05:55	30.0	85	150	229	304	437	948	1713	2612	3522	4454	5181	6080
0:06:00	30.0	92	145	220	309	443	949	1732	2595	3530	4458	5121	6079
0:06:05	30.0	93	144	222	304	433	939	1707	2593	3497	4437	5150	6150
0:06:10	30.0	97	159	224	299	435	945	1685	2603	3458	4390	5117	6129
0:06:15	30.0	93	145	218	316	440	924	1689	2576	3492	4398	5163	6133
0:06:20	30.0	93	146	221	307	447	952	1695	2591	3439	4408	5071	6075
0:06:25	30.0	99	144	219	297	443	947	1690	2529	3498	4395	5108	6008
0:06:30	30.0	94	141	227	303	437	924	1685	2571	3454	4395	5086	6033
0:06:35	30.0	91	147	227	299	434	927	1654	2542	3438	4352	5118	6009
0:06:40	30.0	94	150	223	303	433	943	1670	2552	3440	4294	5098	6032
0:06:45	30.0	94	147	219	294	433	911	1680	2534	3440	4337	5123	5996
0:06:50	30.0	90	153	226	296	438	906	1642	2552	3454	4366	5063	5931
0:06:55	30.0	90	152	220	298	431	933	1657	2557	3432	4326	5056	5959
0:07:00	30.0	91	148	218	295	424	925	1672	2502	3429	4336	5061	6026
0:07:05	30.0	93	154	214	302	433	917	1667	2536	3402	4328	5072	5973
0:07:10	30.0	98	150	212	308	424	909	1680	2515	3421	4375	5043	5916
0:07:15	30.0	90	150	213	299	441	927	1653	2529	3408	4289	5010	5920
0:07:20	30.0	88	139	212	298	426	910	1644	2526	3357	4252	5008	6012
0:07:25	30.0	95	136	218	297	427	921	1619	2506	3370	4284	5057	5954
0:07:30	30.0	82	139	214	289	430	904	1638	2514	3382	4277	5019	5917
0:07:35	30.0	97	142	212	293	430	901	1669	2516	3331	4302	4972	5962
0:07:40	30.0	98	142	210	294	432	907	1632	2499	3369	4285	4955	5950
0:07:45	30.0	94	149	225	287	434	910	1646	2470	3357	4249	5006	5919
0:07:50	30.0	98	152	226	294	435	917	1643	2483	3366	4317	4972	5911
0:07:55	30.0	93	132	219	305	420	893	1617	2470	3357	4290	4942	5902
0:08:00	30.0	94	142	218	294	433	894	1632	2506	3394	4278	4951	5922
0:08:05	30.0	94	144	216	299	433	898	1597	2469	3362	4276	4968	5900
0:08:10	30.0	92	150	219	308	427	902	1632	2483	3311	4265	4938	5909
0:08:15	30.0	94	139	206	294	428	905	1625	2433	3315	4250	4953	5853
0:08:20	30.0	93	155	211	302	429	913	1614	2447	3321	4250	4957	5889
0:08:25	30.0	91	142	220	294	448	897	1616	2480	3294	4238	4938	5882
0:08:30	30.0	90	146	219	296	443	884	1626	2445	3284	4241	4951	5779
0:08:35	30.0	86	133	217	295	432	882	1590	2438	3279	4186	4922	5771
0:08:40	30.0	87	134	210	293	425	913	1615	2456	3309	4222	4946	5875
0:08:45	30.0	87	150	221	290	422	898	1623	2428	3321	4189	4877	5836
0:08:50	30.0	89	150	224	292	425	891	1592	2420	3247	4193	4869	5747
0:08:55	30.0	93	139	219	304	434	890	1585	2418	3268	4194	4864	5802
0:09:00	30.0	90	149	213	284	428	885	1613	2437	3255	4207	4903	5745
0:09:05	30.0	94	143	216	292	435	904	1601	2411	3266	4179	4858	5767
0:09:10	30.0	99	137	217	298	415	884	1594	2401	3286	4203	4872	5800
0:09:15	30.0	92	148	203	303	417	882	1565	2429	3256	4145	4871	5726
0:09:20	30.0	97	144	223	300	417	882	1577	2423	3262	4148	4867	5755
0:09:25	30.0	93	149	220	305	433	884	1578	2393	3274	4143	4848	5737
0:09:30	30.0	94	139	213	290	423	887	1584	2396	3263	4127	4847	5743
0:09:35	30.0	90	138	210	307	413	890	1547	2404	3258	4175	4830	5703
0:09:40	30.0	91	150	204	292	431	892	1584	2386	3211	4147	4845	5749
0:09:45	30.0	94	138	223	303	421	887	1605	2370	3228	4127	4814	5714
0:09:50	30.0	90	140	220	297	434	887	1572	2381	3187	4137	4826	5722
0:09:55	30.0	89	138	211	289	411	874	1574	2380	3219	4114	4797	5724
0:10:00	30.0	95	143	214	293	429	884	1560	2387	3210	4132	4832	5714
0:10:05	30.0	90	142	214	293	414	872	1541	2355	3226	4104	4769	5645
0:10:10	30.0	88	151	209	290	425	887	1553	2362	3220	4131	4773	5692
0:10:15	30.0	87	142	213	287	427	854	1552	2366	3212	4101	4788	5669
0:10:20	30.0	95	141	210	309	427	851	1549	2363	3171	4104	4788	5653
0:10:25	30.0	96	143	210	297	416	875	1552	2367	3190	4097	4762	5635
0:10:30	30.0	91	144	216	300	429	865	1524	2372	3220	4108	4774	5638
0:10:35	30.0	88	154	207	299	417	881	1545	2363	3185	4033	4760	5724
0:10:40	30.0	89	145	222	289	419	876	1552	2327	3162	4062	4737	5693
0:10:45	30.0	92	143	225	293	429	878	1538	2335	3175	4052	4766	5660
0:10:50	30.0	86	147	221	301	430	865	1536	2342	3151	4051	4743	5571
0:10:55	30.0	92	148	213	299	431	861	1537	2321	3136	4073	4760	5660
0:11:00	30.0	82	143	219	295	402	856	1521	2344	3185	4022	4717	5596
0:11:05	30.0	90	146	205	304	428	878	1549	2345	3181	4037	4685	5610
0:11:10	30.0	91	135	224	293	416	850	1540	2338	3174	4012	4680	5646
0:11:15	30.0	84	147	207	292	414	870	1519	2328	3124	4023	4722	5607
0:11:20	30.0	84	157	219	299	421	859	1539	2298	3138	4049	4648	5591
0:11:25	30.0	90	146	215	287	420	850	1510	2332	3099	3997	4672	5586
0:11:30	30.0	92	146	215	301	418	849	1508	2322	3149	4056	4746	5698
0:11:35	30.0	92	144	222	291	426	863	1498	2316	3141	4063	4681	5637
0:11:40	30.0	89	138	205	293	424	857	1524	2291	3135	3998	4710	5592
0:11:45	30.0	86	143	207	294	413	867	1524	2294	3109	3969	4643	5556
0:11:50	30.0	91	155	214	283	425	863	1531	2283	3154	3919	4681	5546
0:11:55	30.0	95	145	205	294	413	821	1518	2325	3137	3961	4692	5581
0:12:00	30.0	101	146	217	290	427	859	1528	2284	3124	3985	4626	5521
0:12:05	30.0	91	139	205	297	423	844	1512	2260	3118	3990	4642	5530
0:12:10	30.0	87	146	208	292	408	863	1519	2293	3127	3996	4657	5580
0:12:15	30.0	84	146	206	303	416	856	1504	2262	3111	3984	4621	5515
0:12:20	30.0	93	143	204	296	412	860	1509	2306	3139	3935	4616	5538
0:12:25	30.0	89	149	215	291	420	849	1516	2293	3125	3934	4614	5542
0:12:30	30.0	94	150	210	286	402	846	1508	2282	3059	3953	4621	5532
0:12:35	30.0	91	145	212	292	421	861	1502	2289	3102	3919	4630	5461
0:12:40	30.0	93	146	212	286	419	848	1518	2264	3062	3923	4579	5507
