

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 1:20:00 (HH:MM:SS), Interval 0:00:05, 961 Reads
    Read	Fluorescence Endpoint
	G1..G12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 67
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
H													Well ID

295,335

Time	T° 295,335	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12
0:00:00	30.0	83	177	271	391	570	1203	1985	2881	3810	4477	5195	5948
0:00:05	30.0	89	174	257	373	564	1173	1975	2858	3766	4461	5241	5954
0:00:10	30.0	81	171	264	368	561	1169	1978	2890	3749	4432	5241	6008
0:00:15	30.0	88	167	256	361	548	1163	1953	2862	3771	4428	5227	5967
0:00:20	30.0	79	163	259	362	536	1141	1957	2790	3790	4431	5246	5930
0:00:25	30.0	80	162	249	360	523	1153	1949	2882	3751	4454	5198	5944
0:00:30	30.0	76	150	249	350	540	1128	1915	2825	3764	4424	5141	5992
0:00:35	30.0	76	152	237	353	515	1116	1950	2824	3699	4383	5200	5936
0:00:40	30.0	73	153	232	346	518	1124	1909	2784	3699	4348	5185	5939
0:00:45	30.0	69	152	226	333	506	1093	1890	2793	3710	4367	5239	5854
0:00:50	30.0	66	146	228	334	505	1093	1869	2781	3703	4367	5127	5866
0:00:55	30.0	78	146	233	333	486	1080	1871	2762	3654	4352	5150	5818
0:01:00	30.0	72	140	227	319	489	1084	1827	2751	3644	4339	5118	5770
0:01:05	30.0	62	148	217	318	491	1047	1858	2738	3644	4327	5140	5786
0:01:10	30.0	75	143	220	316	488	1034	1853	2739	3647	4275	5072	5781
0:01:15	30.0	72	146	209	304	483	1064	1838	2728	3618	4285	5071	5750
0:01:20	30.0	65	139	223	300	475	1030	1840	2721	3597	4275	5050	5783
0:01:25	30.0	66	141	201	311	468	1042	1794	2678	3613	4254	4994	5863
0:01:30	30.0	65	139	205	301	456	1008	1796	2680	3564	4217	5026	5777
0:01:35	30.0	69	135	209	295	470	1012	1799	2657	3569	4226	5006	5732
0:01:40	30.0	62	139	203	290	462	1010	1782	2599	3566	4243	5015	5737
0:01:45	30.0	67	135	204	291	460	995	1789	2671	3553	4181	4966	5702
0:01:50	30.0	71	140	202	286	453	986	1768	2614	3527	4135	4973	5755
0:01:55	30.0	70	129	200	281	446	970	1749	2588	3534	4128	4902	5714
0:02:00	30.0	64	142	195	289	437	982	1726	2603	3493	4149	4915	5642
0:02:05	30.0	62	137	203	289	442	985	1738	2616	3475	4126	4916	5634
0:02:10	30.0	69	132	196	284	435	962	1726	2587	3421	4100	4865	5627
0:02:15	30.0	71	133	196	291	434	960	1702	2559	3491	4115	4796	5613
0:02:20	30.0	63	133	182	291	428	926	1690	2549	3429	4049	4878	5598
0:02:25	30.0	65	132	194	271	416	960	1680	2510	3444	4080	4858	5623
0:02:30	30.0	63	127	194	281	422	933	1705	2538	3420	4057	4838	5542
0:02:35	30.0	65	134	186	272	411	927	1679	2520	3398	4075	4825	5548
0:02:40	30.0	59	123	194	261	426	944	1677	2503	3391	3997	4847	5537
0:02:45	30.0	62	134	191	276	425	912	1646	2484	3408	4049	4802	5483
0:02:50	30.0	67	121	200	272	425	925	1671	2488	3379	4071	4800	5475
0:02:55	30.0	63	124	192	279	402	912	1633	2492	3375	3986	4754	5480
0:03:00	30.0	65	126	196	275	411	906	1659	2465	3350	3965	4752	5460
0:03:05	30.0	63	133	177	264	392	893	1643	2442	3310	3984	4820	5478
0:03:10	30.0	59	119	187	270	408	895	1625	2457	3341	3948	4782	5418
0:03:15	30.0	71	122	189	265	412	898	1626	2451	3316	3936	4730	5481
0:03:20	30.0	62	122	190	262	392	888	1601	2405	3310	3933	4716	5373
0:03:25	30.0	62	121	189	259	391	888	1592	2440	3290	3937	4691	5428
0:03:30	30.0	63	125	185	255	396	881	1594	2449	3304	3936	4637	5330
0:03:35	30.0	60	128	183	263	391	882	1586	2416	3279	3907	4718	5369
0:03:40	30.0	61	116	185	261	399	854	1563	2419	3277	3849	4701	5373
0:03:45	30.0	62	128	190	256	411	879	1574	2379	3202	3877	4609	5403
0:03:50	30.0	62	124	180	259	395	873	1566	2348	3211	3841	4687	5300
0:03:55	30.0	62	121	191	259	399	867	1560	2387	3202	3848	4610	5275
0:04:00	30.0	59	125	172	266	386	873	1542	2360	3239	3808	4714	5343
0:04:05	30.0	74	129	177	254	397	865	1558	2356	3203	3803	4632	5275
0:04:10	30.0	62	118	176	264	385	856	1560	2358	3224	3803	4620	5215
0:04:15	30.0	57	122	176	242	388	857	1560	2333	3208	3783	4612	5336
0:04:20	30.0	63	120	179	257	399	839	1518	2329	3169	3821	4634	5293
0:04:25	30.0	63	129	184	254	391	847	1529	2354	3177	3764	4568	5265
0:04:30	30.0	60	123	190	261	387	832	1540	2342	3155	3799	4526	5250
0:04:35	30.0	64	128	171	253	381	827	1511	2312	3200	3795	4573	5248
0:04:40	30.0	70	120	175	252	396	822	1503	2318	3114	3818	4569	5245
0:04:45	30.0	67	119	172	248	373	828	1500	2310	3155	3742	4531	5162
0:04:50	30.0	64	125	180	249	375	836	1497	2272	3180	3765	4530	5196
0:04:55	30.0	63	121	184	258	371	829	1492	2285	3151	3708	4514	5209
0:05:00	30.0	68	119	173	259	379	830	1496	2311	3102	3704	4485	5153
0:05:05	30.0	64	124	181	259	375	818	1463	2287	3136	3717	4468	5138
0:05:10	30.0	58	123	184	241	370	823	1475	2247	3064	3718	4472	5225
0:05:15	30.0	69	125	178	251	374	824	1477	2272	3065	3703	4494	5181
0:05:20	30.0	65	120	182	250	371	820	1465	2257	3062	3690	4470	5158
0:05:25	30.0	54	109	177	250	371	812	1460	2242	3071	3686	4433	5159
0:05:30	30.0	59	121	180	250	368	813	1459	2249	3105	3622	4411	5099
0:05:35	30.0	67	119	189	256	367	791	1484	2219	3065	3652	4430	5035
0:05:40	30.0	63	127	180	256	372	805	1444	2210	3058	3651	4374	5149
0:05:45	30.0	65	122	177	251	375	812	1439	2224	3052	3629	4386	5027
0:05:50	30.0	69	125	180	248	365	809	1442	2194	3046	3644	4354	5097
0:05:55	30.0	57	122	173	240	369	810	1428	2207	3015	3648	4378	5055
0:06:00	30.0	63	127	173	244	372	779	1416	2192	3037	3599	4338	5070
0:06:05	30.0	48	123	179	246	371	789	1438	2197	2987	3621	4396	5060
0:06:10	30.0	62	122	180	239	371	798	1406	2183	2974	3619	4347	5093
0:06:15	30.0	64	118	184	237	374	777	1426	2176	3009	3560	4360	5101
0:06:20	30.0	65	121	174	247	362	795	1402	2170	2974	3610	4379	5003
0:06:25	30.0	63	114	180	253	365	801	1404	2163	3002	3556	4330	5034
0:06:30	30.0	74	124	180	254	378	786	1428	2172	2979	3569	4317	4987
0:06:35	30.0	62	107	175	244	371	785	1397	2163	2970	3576	4289	4951
0:06:40	30.0	62	123	172	250	362	796	1416	2180	2989	3584	4296	4960
0:06:45	30.0	62	117	176	243	357	782	1390	2168	2993	3575	4275	4986
0:06:50	30.0	66	118	180	246	355	787	1407	2141	2954	3549	4305	4988
0:06:55	30.0	67	116	180	238	353	785	1385	2142	2957	3561	4272	4963
0:07:00	30.0	61	129	179	247	369	777	1373	2140	2925	3563	4256	4965
0:07:05	30.0	66	123	179	248	360	787	1369	2146	2952	3533	4250	4959
0:07:10	30.0	74	114	180	259	361	785	1397	2158	2959	3573	4257	4934
0:07:15	30.0	65	121	182	247	362	781	1398	2112	2924	3496	4258	4974
0:07:20	30.0	57	122	176	246	355	763	1370	2122	2936	3486	4254	4943
0:07:25	30.0	63	122	178	250	369	778	1375	2108	2930	3530	4294	4921
0:07:30	30.0	63	115	181	246	356	758	1376	2121	2898	3482	4227	4920
0:07:35	30.0	65	125	179	248	368	778	1362	2079	2929	3499	4222	4908
0:07:40	30.0	72	117	178	240	359	776	1384	2110	2918	3520	4177	4899
0:07:45	30.0	60	124	182	241	379	768	1370	2091	2916	3415	4209	4886
0:07:50	30.0	62	118	182	238	366	785	1365	2092	2892	3435	4201	4848
0:07:55	30.0	63	121	178	243	373	762	1380	2071	2912	3471	4175	4887
0:08:00	30.0	64	131	173	246	358	758	1369	2081	2865	3487	4203	4823
0:08:05	30.0	64	122	171	244	356	765	1352	2085	2854	3438	4157	4846
0:08:10	30.0	57	126	166	248	361	755	1351	2104	2853	3449	4206	4837
0:08:15	30.0	64	120	189	244	372	742	1369	2080	2887	3440	4120	4767
0:08:20	30.0	64	116	175	248	351	760	1344	2077	2883	3411	4155	4841
0:08:25	30.0	68	119	182	246	364	771	1358	2039	2845	3444	4141	4773
0:08:30	30.0	67	114	173	249	367	744	1357	2028	2897	3443	4156	4827
0:08:35	30.0	64	114	174	246	367	758	1347	2076	2835	3452	4174	4754
0:08:40	30.0	63	120	184	237	355	750	1369	2054	2824	3397	4076	4836
