

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:05:00 (HH:MM:SS), Interval 0:00:02, 151 Reads
    Read	Fluorescence Endpoint
	G7
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G							SPL1						Well ID
H													Well ID

295,335

Time	T° 295,335	G7
0:00:00	30.1	1974
0:00:02	30.1	2004
0:00:04	30.1	1902
0:00:06	30.1	1982
0:00:08	30.1	1925
0:00:10	30.1	1847
0:00:12	30.0	1839
0:00:14	30.0	1834
0:00:16	30.1	1795
0:00:18	30.1	1820
0:00:20	30.1	1781
0:00:22	30.1	1742
0:00:24	30.1	1597
0:00:26	30.1	1550
0:00:28	30.1	1547
0:00:30	30.0	1533
0:00:32	30.0	1556
0:00:34	30.1	1535
0:00:36	30.1	1522
0:00:38	30.1	1528
0:00:40	30.1	1493
0:00:42	30.1	1482
0:00:44	30.1	1481
0:00:46	30.1	1471
0:00:48	30.1	1475
0:00:50	30.1	1476
0:00:52	30.1	1484
0:00:54	30.1	1450
0:00:56	30.0	1410
0:00:58	30.0	1459
0:01:00	30.1	1452
0:01:02	30.1	1428
0:01:04	30.1	1401
0:01:06	30.1	1422
0:01:08	30.1	1388
0:01:10	30.1	1382
0:01:12	30.1	1388
0:01:14	30.1	1373
0:01:16	30.1	1387
0:01:18	30.0	1379
0:01:20	30.0	1338
0:01:22	30.1	1363
0:01:24	30.1	1396
0:01:26	30.1	1380
0:01:28	30.1	1325
0:01:30	30.1	1344
0:01:32	30.1	1344
0:01:34	30.1	1368
0:01:36	30.1	1334
0:01:38	30.1	1361
0:01:40	30.1	1322
0:01:42	30.1	1342
0:01:44	30.0	1331
0:01:46	30.1	1369
0:01:48	30.1	1354
0:01:50	30.1	1324
0:01:52	30.1	1301
0:01:54	30.1	1297
0:01:56	30.1	1305
0:01:58	30.1	1321
0:02:00	30.1	1334
0:02:02	30.1	1314
0:02:04	30.0	1303
0:02:06	30.1	1288
0:02:08	30.1	1286
0:02:10	30.1	1307
0:02:12	30.1	1314
0:02:14	30.1	1270
0:02:16	30.1	1306
0:02:18	30.1	1305
0:02:20	30.1	1307
0:02:22	30.0	1312
0:02:24	30.0	1258
0:02:26	30.0	1290
0:02:28	30.1	1325
0:02:30	30.1	1266
0:02:32	30.1	1288
0:02:34	30.1	1298
0:02:36	30.1	1285
0:02:38	30.1	1298
0:02:40	30.1	1272
0:02:42	30.1	1277
0:02:44	30.1	1251
0:02:46	30.0	1288
0:02:48	30.0	1301
0:02:50	30.1	1309
0:02:52	30.1	1260
0:02:54	30.1	1255
0:02:56	30.1	1280
0:02:58	30.1	1285
0:03:00	30.1	1301
0:03:02	30.1	1270
0:03:04	30.1	1268
0:03:06	30.1	1319
0:03:08	30.1	1261
0:03:10	30.1	1259
0:03:12	30.1	1288
0:03:14	30.1	1281
0:03:16	30.1	1248
0:03:18	30.1	1260
0:03:20	30.1	1261
0:03:22	30.1	1272
0:03:24	30.1	1312
0:03:26	30.1	1282
0:03:28	30.1	1260
0:03:30	30.1	1210
0:03:32	30.1	1258
0:03:34	30.1	1274
0:03:36	30.1	1276
0:03:38	30.1	1257
0:03:40	30.1	1282
0:03:42	30.1	1260
0:03:44	30.1	1313
0:03:46	30.1	1265
0:03:48	30.1	1251
0:03:50	30.1	1276
0:03:52	30.1	1275
0:03:54	30.1	1306
0:03:56	30.1	1233
0:03:58	30.1	1264
0:04:00	30.1	1282
0:04:02	30.1	1285
0:04:04	30.1	1272
0:04:06	30.1	1272
0:04:08	30.1	1284
0:04:10	30.1	1281
0:04:12	30.1	1266
0:04:14	30.1	1310
0:04:16	30.1	1281
0:04:18	30.1	1308
0:04:20	30.1	1284
0:04:22	30.1	1261
0:04:24	30.1	1265
0:04:26	30.1	1270
0:04:28	30.1	1259
0:04:30	30.1	1274
0:04:32	30.1	1266
0:04:34	30.1	1288
0:04:36	30.1	1314
0:04:38	30.1	1263
0:04:40	30.1	1300
0:04:42	30.1	1308
0:04:44	30.1	1242
0:04:46	30.1	1251
0:04:48	30.1	1269
0:04:50	30.1	1312
0:04:52	30.1	1249
0:04:54	30.1	1281
0:04:56	30.1	1237
0:04:58	30.1	1251
0:05:00	30.1	1252

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G							-4350000.000						Max V [295,335]
							1.000						R-Squared [295,335]
							0:00:23						t at Max V [295,335]
							0:00:19						Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

