

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:45:00 (HH:MM:SS), Interval 0:00:05, 541 Reads
    Read	Fluorescence Endpoint
	E1..E12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 67
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12
0:00:00	30.0	241	623	850	1599		2744	3987	6020	7752	10710		18389
0:00:05	30.0	237	611	836	1566		2782	4005	6028	7780	10728		18472
0:00:10	30.0	232	606	823	1567		2768	3990	6097	7800	10786		18494
0:00:15	30.0	224	608	829	1580	2191	2803	4003	6016	7837	10805		18461
0:00:20	30.0	225	601	810	1558	2162	2714	4004	6065	7755	10733		18396
0:00:25	30.0	202	590	807	1550	2149	2756	4041	6005	7794	10842		18427
0:00:30	30.0	213	591	799	1525	2151	2783	3962	6037	7774	10759	13555	18498
0:00:35	30.0	206	586	782	1507	2121	2699	3985	6003	7697	10700	13532	18404
0:00:40	30.0	201	572	791	1528	2130	2680	3937	5989	7768	10755	13569	18414
0:00:45	30.0	197	553	768	1499	2126	2696	3960	5937	7752	10622	13481	18430
0:00:50	30.0	192	568	755	1457	2117	2689	3931	5949	7611	10679	13452	18446
0:00:55	30.0	205	548	764	1477	2087	2622	3931	5980	7666	10683	13474	18332
0:01:00	30.0	182	559	753	1468	2074	2654	3900	5892	7690	10599	13581	18448
0:01:05	30.0	185	543	747	1451	2070	2664	3911	5971	7659	10660	13454	18185
0:01:10	30.0	190	536	734	1415	2039	2653	3909	5888	7585	10585	13415	18414
0:01:15	30.0	190	537	729	1439	2054	2623	3882	5880	7546	10659	13439	18080
0:01:20	30.0	186	518	723	1430	2043	2605	3864	5815	7588	10498	13344	18152
0:01:25	30.0	187	522	726	1436	2020	2638	3861	5916	7530	10656	13391	18215
