

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 1:00:00 (HH:MM:SS), Interval 0:00:05, 721 Reads
    Read	Fluorescence Endpoint
	C1..C12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
0:00:00	30.0	994	3416	4743	7911	8917	11487	1283	4369	5800	9053	10343	13722
0:00:05	30.0	952	3327	4524	7731	8768	11298	1304	4377	5843	9104	10443	13651
0:00:10	30.0	911	3261	4571	7517	8760	11184	1261	4285	5655	9099	10265	13778
0:00:15	30.0	898	3137	4437	7457	8516	11172	1210	4134	5609	9120	10155	13639
0:00:20	30.0	854	3138	4357	7336	8521	10975	1192	4111	5571	9027	10177	13661
0:00:25	30.1	841	3007	4293	7186	8440	10862	1113	4045	5605	8943	10068	13460
0:00:30	30.1	801	2918	4174	7051	8232	10703	1157	4036	5488	8708	10028	13453
0:00:35	30.0	808	2850	4079	6989	8061	10599	1121	3965	5513	8776	10080	13406
0:00:40	30.0	772	2827	4023	6944	8044	10445	1095	3835	5353	8783	9962	13211
0:00:45	30.0	781	2757	3998	6752	7889	10480	1087	3889	5403	8662	10010	12975
0:00:50	30.0	749	2691	3857	6652	7873	10052	1074	3805	5327	8479	9699	13083
0:00:55	30.0	772	2643	3822	6604	7717	10229	1073	3757	5315	8415	9694	12947
0:01:00	30.0	790	2596	3833	6483	7662	10008	1021	3729	5136	8196	9577	12877
0:01:05	30.0	747	2574	3713	6422	7616	9962	1007	3645	5123	8185	9582	12599
0:01:10	30.0	745	2541	3674	6408	7450	9828	982	3710	5121	8090	9566	12800
0:01:15	30.0	779	2514	3611	6302	7495	9809	994	3635	4986	8081	9529	12530
0:01:20	30.0	778	2523	3673	6265	7378	9629	974	3593	5026	8057	9381	12607
0:01:25	30.0	737	2510	3564	6099	7210	9532	953	3498	4921	7963	9324	12439
0:01:30	30.0	747	2389	3528	6158	7242	9507	964	3555	4904	7932	9222	12483
0:01:35	30.0	754	2418	3486	6016	7162	9450	957	3423	4892	7765	9308	12449
0:01:40	30.0	712	2346	3475	6038	7109	9286	942	3404	4808	7714	9242	12264
0:01:45	30.0	733	2395	3433	5927	6968	9223	938	3406	4781	7832	9163	12175
0:01:50	30.0	766	2402	3426	6007	7060	9250	901	3376	4784	7694	9064	12086
0:01:55	30.0	761	2353	3411	5841	6933	9055	931	3329	4801	7537	9020	12154
0:02:00	30.0	754	2359	3345	5694	6886	9116	891	3295	4694	7482	9025	12095
0:02:05	30.0	748	2300	3329	5708	6810	9087	910	3259	4614	7468	8935	11932
0:02:10	30.0	744	2279	3299	5655	6822	8904	882	3241	4625	7395	8909	11957
0:02:15	30.0	755	2347	3321	5583	6724	8848	907	3208	4583	7273	8734	12000
0:02:20	30.0	732	2275	3252	5479	6722	8760	873	3218	4605	7369	8864	11873
0:02:25	30.0	718	2316	3221	5532	6593	8836	888	3213	4582	7279	8624	11889
0:02:30	30.0	757	2265	3282	5547	6600	8719	853	3180	4520	7171	8789	11909
0:02:35	30.0	763	2263	3187	5497	6589	8656	895	3200	4468	7193	8739	11917
0:02:40	30.0	751	2284	3173	5483	6505	8587	867	3163	4464	7101	8658	11722
0:02:45	30.0	737	2274	3188	5468	6567	8648	852	3133	4524	7055	8577	11750
0:02:50	30.0	748	2247	3194	5301	6410	8542	841	3052	4482	6995	8572	11504
0:02:55	30.0	742	2262	3141	5346	6420	8446	867	3116	4463	7051	8502	11567
0:03:00	30.0	727	2253	3114	5318	6419	8612	844	3048	4383	6960	8470	11616
0:03:05	30.0	745	2205	3164	5375	6484	8456	873	3094	4329	6955	8498	11624
0:03:10	30.0	727	2224	3198	5222	6384	8386	843	3013	4383	6859	8483	11503
0:03:15	30.0	736	2209	3216	5277	6369	8396	833	2972	4334	6898	8397	11481
0:03:20	30.0	739	2217	3065	5346	6385	8241	865	2974	4244	6831	8436	11414
0:03:25	30.0	707	2187	3144	5199	6287	8417	821	3032	4256	6769	8391	11287
0:03:30	30.0	741	2171	3082	5188	6330	8267	838	3008	4231	6648	8348	11364
0:03:35	30.0	737	2225	3051	5197	6339	8299	810	2962	4173	6651	8303	11171
0:03:40	30.0	724	2184	2997	5048	6293	8232	839	3009	4154	6600	8244	11227
0:03:45	30.0	729	2176	3047	5036	6160	8252	818	2949	4174	6603	8064	11254
0:03:50	30.0	774	2181	3081	5180	6190	8182	848	2894	4197	6580	8279	11179
0:03:55	30.0	726	2161	3030	5156	6167	8060	814	2914	4137	6591	8079	11185
0:04:00	30.0	741	2186	3065	5105	6200	8082	831	2855	4085	6489	8179	11160
0:04:05	30.0	723	2170	3087	5171	6161	8076	826	2804	4117	6549	8194	11186
0:04:10	30.0	745	2162	3106	5070	6085	8151	814	2850	4077	6407	8093	11135
0:04:15	30.0	728	2230	3042	5049	6129	8056	837	2863	4086	6419	8076	10951
0:04:20	30.0	725	2189	3083	5082	6122	8007	822	2823	3976	6440	7997	10937
0:04:25	30.0	732	2169	3105	4994	6078	7938	825	2836	4053	6403	8011	10903
0:04:30	30.0	739	2138	2986	5017	6106	8006	803	2815	4010	6332	8014	10885
0:04:35	30.0	737	2115	3043	5011	6008	8050	837	2795	4020	6306	7968	10916
0:04:40	30.0	749	2192	3045	4989	6001	7888	809	2818	4035	6293	7934	10872
0:04:45	30.0	737	2125	3019	4979	6015	8041	815	2763	3898	6200	7865	10791
0:04:50	30.0	740	2149	3081	4949	6028	7918	826	2749	4042	6281	7805	10794
0:04:55	30.0	719	2183	3037	5035	5980	7837	815	2803	4007	6184	7880	10604
0:05:00	30.0	748	2183	3060	4895	5869	7756	811	2745	3905	6209	7916	10647
0:05:05	30.0	723	2170	3050	5012	6090	7763	809	2682	3918	6096	7820	10706
0:05:10	30.0	733	2149	3043	4920	5943	7781	787	2700	3923	6133	7724	10601
0:05:15	30.0	734	2149	3029	4887	5914	7917	828	2689	3961	6134	7766	10634
0:05:20	30.0	706	2148	3048	4848	5917	7914	806	2713	3863	6096	7738	10479
0:05:25	30.0	749	2158	3005	5015	5843	7711	798	2657	3899	6059	7708	10461
0:05:30	30.0	729	2120	3054	4858	5872	7915	829	2716	3823	6080	7691	10529
0:05:35	30.0	740	2112	3075	4886	5884	7711	795	2713	3808	5980	7670	10331
0:05:40	30.0	711	2175	2984	4876	5904	7592	790	2641	3755	6080	7703	10328
0:05:45	30.0	698	2142	3007	4885	5891	7769	802	2664	3807	5967	7607	10310
0:05:50	30.0	707	2126	2997	4898	5923	7677	787	2664	3777	5944	7545	10277
0:05:55	30.0	704	2191	3011	4940	5955	7792	790	2653	3765	5925	7683	10224
0:06:00	30.0	711	2097	3009	4862	5797	7787	802	2643	3777	5913	7560	10285
0:06:05	30.0	699	2173	3051	4889	5850	7657	818	2701	3841	5924	7443	10280
0:06:10	30.0	727	2190	2962	4831	5804	7684	788	2613	3816	5873	7491	10186
0:06:15	30.0	700	2189	2938	4931	5861	7577	791	2600	3766	5919	7531	10280
0:06:20	30.0	722	2179	3037	4792	5751	7614	807	2672	3735	5963	7401	10311
0:06:25	30.0	710	2171	2988	4800	5950	7681	816	2570	3753	5847	7498	10092
0:06:30	30.0	718	2110	2948	4856	5759	7694	792	2559	3732	5754	7483	10114
0:06:35	30.0	701	2162	3000	4844	5837	7607	809	2636	3772	5832	7382	10102
0:06:40	30.0	741	2176	2978	4871	5868	7568	799	2601	3730	5767	7491	10150
0:06:45	30.0	731	2123	2942	4816	5919	7620	791	2644	3658	5806	7406	10057
0:06:50	30.0	739	2152	2970	4863	5713	7586	810	2638	3716	5721	7355	10050
0:06:55	30.0	698	2100	3000	4873	5741	7608	803	2579	3676	5791	7337	9997
0:07:00	30.0	702	2157	2996	4876	5767	7562	844	2603	3746	5739	7414	10030
0:07:05	30.0	703	2098	3022	4907	5732	7578	769	2524	3705	5705	7334	9973
0:07:10	30.0	715	2204	2933	4760	5806	7491	783	2619	3654	5759	7300	10006
0:07:15	30.0	715	2108	2963	4818	5736	7464	785	2596	3689	5720	7290	10019
0:07:20	30.0	716	2161	3023	4814	5815	7531	790	2566	3662	5747	7314	9893
0:07:25	30.0	708	2162	3005	4817	5694	7632	797	2589	3671	5650	7226	9912
0:07:30	30.0	715	2132	2978	4814	5772	7566	789	2586	3649	5681	7135	9959
0:07:35	30.0	695	2158	2971	4832	5787	7517	783	2598	3686	5692	7247	9880
0:07:40	30.0	722	2133	3007	4866	5789	7420	763	2574	3690	5683	7175	9982
0:07:45	30.0	701	2084	2978	4887	5735	7517	791	2530	3658	5642	7299	9848
0:07:50	30.0	727	2159	3033	4782	5760	7378	768	2565	3699	5659	7265	9867
0:07:55	30.0	720	2157	2950	4828	5703	7389	800	2558	3611	5679	7271	9777
0:08:00	30.0	736	2178	2957	4843	5797	7561	781	2560	3637	5604	7160	9848
0:08:05	30.0	715	2159	2974	4879	5717	7550	792	2555	3614	5573	7130	9892
0:08:10	30.0	724	2134	2963	4795	5715	7451	783	2592	3592	5595	7209	9690
0:08:15	30.0	724	2179	2970	4776	5764	7491	801	2552	3641	5598	7198	9639
0:08:20	30.0	705	2119	2929	4770	5797	7456	791	2513	3662	5558	7131	9773
0:08:25	30.0	707	2129	2998	4841	5829	7495	791	2549	3627	5659	6980	9791
0:08:30	30.0	712	2115	3014	4778	5746	7472	781	2507	3645	5575	7170	9710
0:08:35	30.0	723	2104	2961	4766	5733	7576	776	2530	3559	5540	7134	9576
0:08:40	30.0	709	2106	2954	4797	5759	7476	763	2556	3611	5484	7062	9773
0:08:45	30.0	716	2136	2970	4856	5774	7449	793	2493	3596	5478	7026	9699
0:08:50	30.0	717	2106	2943	4825	5678	7532	786	2546	3580	5583	7056	9527
0:08:55	30.0	709	2142	2990	4863	5646	7468	769	2582	3623	5505	6996	9576
0:09:00	30.0	723	2117	2991	4761	5795	7429	772	2507	3648	5551	6999	9547
0:09:05	30.0	697	2116	3022	4903	5636	7482	766	2564	3616	5461	7012	9614
0:09:10	30.0	706	2130	2979	4771	5679	7569	807	2486	3564	5524	7082	9588
0:09:15	30.0	711	2121	2969	4708	5676	7455	783	2508	3553	5548	7073	9599
0:09:20	30.0	699	2102	2962	4741	5675	7528	788	2543	3543	5473	6997	9688
0:09:25	30.0	733	2145	2937	4742	5728	7361	806	2464	3558	5424	7027	9638
0:09:30	30.0	690	2101	2969	4756	5696	7487	784	2531	3607	5448	7058	9661
0:09:35	30.0	742	2105	2982	4780	5672	7417	776	2483	3556	5454	7067	9616
0:09:40	30.0	736	2111	2962	4753	5730	7408	769	2535	3596	5583	7032	9629
0:09:45	30.0	728	2099	2977	4724	5707	7463	768	2502	3573	5472	7049	9532
0:09:50	30.0	709	2138	2956	4749	5549	7315	779	2517	3502	5434	6951	9524
0:09:55	30.0	720	2115	3029	4761	5738	7499	796	2461	3531	5524	7044	9509
0:10:00	30.0	696	2120	2997	4786	5694	7439	774	2515	3547	5374	7075	9471
0:10:05	30.0	719	2130	2985	4741	5694	7529	776	2506	3500	5422	6898	9508
0:10:10	30.0	691	2132	2896	4800	5640	7496	778	2507	3495	5358	6954	9402
0:10:15	30.0	707	2152	2973	4742	5688	7405	801	2502	3479	5362	6933	9407
0:10:20	30.0	699	2145	2966	4756	5672	7364	790	2497	3514	5382	6933	9340
0:10:25	30.0	687	2132	2953	4755	5668	7339	794	2517	3556	5403	6940	9376
0:10:30	30.0	697	2125	2997	4741	5641	7374	764	2529	3552	5404	7012	9462
0:10:35	30.0	697	2120	2966	4741	5747	7305	754	2498	3491	5338	6923	9492
0:10:40	30.0	695	2098	2967	4877	5683	7393	767	2510	3481	5337	6839	9193
0:10:45	30.0	705	2095	2972	4893	5635	7418	787	2448	3461	5437	6892	9489
0:10:50	30.0	692	2068	3005	4787	5637	7358	789	2504	3470	5417	6904	9338
0:10:55	30.0	693	2187	2982	4821	5676	7458	751	2512	3470	5309	6952	9467
0:11:00	30.0	722	2155	2939	4744	5717	7418	792	2492	3510	5374	6872	9254
0:11:05	30.0	678	2154	2921	4724	5725	7318	765	2480	3504	5305	6971	9419
0:11:10	30.0	712	2094	2958	4792	5688	7414	766	2526	3543	5356	6822	9346
0:11:15	30.1	678	2106	2961	4749	5655	7414	779	2526	3500	5287	6819	9320
0:11:20	30.0	700	2106	3035	4821	5749	7494	775	2519	3449	5312	6849	9301
0:11:25	30.0	720	2143	2979	4798	5719	7425	776	2496	3525	5292	6824	9493
0:11:30	30.0	710	2165	2968	4750	5629	7448	749	2490	3508	5277	6847	9231
0:11:35	30.0	742	2083	2950	4788	5582	7356	780	2462	3548	5329	6895	9302
