

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:40:00 (HH:MM:SS), Interval 0:00:05, 481 Reads
    Read	Fluorescence Endpoint
	C1..C12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 59
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
0:00:00	30.0	100	634	825	984	1196	1492	3095	3954	5642	7216	9356	13012
0:00:05	30.0	90	636	834	993	1182	1508	3077	3963	5633	7267	9326	13038
0:00:10	30.0	88	646	829	993	1184	1501	3093	3990	5644	7261	9315	13200
0:00:15	30.0	93	645	820	1004	1181	1474	3108	4039	5732	7336	9353	13185
0:00:20	30.0	91	640	830	1009	1191	1506	3128	3987	5650	7322	9353	13101
0:00:25	30.0	78	633	817	991	1184	1508	3115	3987	5681	7350	9428	13187
0:00:30	30.0	81	626	826	1003	1171	1485	3109	3966	5676	7353	9411	13194
0:00:35	30.0	79	629	812	987	1160	1499	3094	3966	5720	7351	9400	13202
0:00:40	30.0	93	633	813	985	1169	1505	3090	3964	5697	7392	9411	13172
0:00:45	30.0	82	635	818	989	1164	1477	3098	3968	5734	7298	9358	13177
0:00:50	30.0	84	619	814	974	1168	1487	3111	3931	5701	7336	9417	13147
0:00:55	30.0	84	626	807	979	1168	1489	3086	3927	5708	7304	9347	13130
0:01:00	30.0	81	621	794	970	1156	1456	3080	3976	5674	7367	9407	13197
0:01:05	30.0	86	615	813	968	1157	1466	3060	3941	5645	7323	9387	13234
0:01:10	30.0	88	611	790	963	1150	1455	3035	3949	5696	7312	9354	13151
0:01:15	30.0	83	620	804	977	1150	1443	3023	3927	5682	7314	9393	13146
0:01:20	30.0	82	607	799	956	1153	1455	3079	3897	5702	7275	9363	13198
0:01:25	30.0	77	613	788	970	1140	1459	3069	3875	5650	7270	9376	13043
0:01:30	30.0	81	614	782	960	1135	1438	3036	3873	5658	7260	9463	13098
0:01:35	30.0	74	600	781	944	1146	1456	3047	3876	5650	7255	9347	13137
0:01:40	30.0	77	607	783	944	1121	1447	3032	3900	5649	7284	9305	13134
0:01:45	30.0	73	600	769	955	1114	1430	3023	3899	5661	7264	9276	13141
0:01:50	30.0	78	593	782	950	1131	1445	3016	3881	5540	7279	9384	13141
0:01:55	30.0	75	589	778	938	1113	1453	3025	3871	5643	7226	9261	13096
0:02:00	30.0	72	590	765	929	1112	1428	3054	3891	5607	7152	9263	13140
0:02:05	30.0	71	584	774	944	1115	1429	3010	3840	5582	7199	9294	13155
0:02:10	30.0	84	572	773	941	1102	1436	2979	3817	5586	7169	9257	13075
0:02:15	30.0	78	589	765	938	1081	1427	2966	3833	5599	7166	9295	12986
0:02:20	30.0	80	584	760	919	1093	1425	2986	3826	5615	7198	9228	12882
0:02:25	30.0	78	573	755	911	1106	1430	2988	3787	5604	7260	9328	12977
0:02:30	30.0	74	571	754	918	1098	1397	3004	3813	5611	7213	9227	12978
0:02:35	30.0	72	565	748	922	1085	1412	2968	3815	5559	7146	9314	12986
0:02:40	30.0	69	581	748	926	1094	1419	3002	3825	5572	7194	9298	13031
0:02:45	30.0	67	571	745	912	1100	1386	2982	3813	5498	7131	9327	13056
0:02:50	30.0	71	567	755	921	1085	1382	2963	3770	5533	7154	9257	13039
0:02:55	30.0	74	574	734	907	1072	1400	2998	3785	5557	7169	9230	12903
0:03:00	30.0	76	576	747	900	1063	1383	2968	3800	5518	7126	9150	12926
0:03:05	30.0	68	565	738	903	1061	1392	2978	3824	5541	7136	9276	12997
0:03:10	30.0	71	569	735	901	1076	1373	2957	3796	5508	7120	9269	12943
0:03:15	30.0	64	557	737	897	1051	1374	2916	3763	5504	7148	9195	12981
0:03:20	30.0	67	556	729	893	1059	1379	2967	3817	5512	7098	9108	12995
0:03:25	30.0	71	545	721	894	1041	1364	2936	3745	5503	7053	9148	12930
0:03:30	30.0	63	557	719	886	1056	1366	2939	3783	5463	7066	9127	12898
0:03:35	30.0	66	551	727	881	1064	1368	2950	3764	5499	7147	9109	12835
0:03:40	30.0	63	553	713	880	1037	1357	2937	3765	5544	7067	9189	12759
0:03:45	30.0	67	546	721	887	1038	1362	2933	3738	5461	7099	9191	12883
0:03:50	30.0	60	548	712	880	1041	1367	2901	3766	5474	7058	9123	12853
0:03:55	30.0	67	548	721	867	1049	1330	2924	3739	5445	7043	9234	12824
0:04:00	30.0	68	534	717	860	1032	1336	2904	3728	5452	7075	9146	12865
0:04:05	30.0	69	532	712	862	1037	1325	2902	3708	5484	7018	9073	12820
0:04:10	30.0	64	538	705	870	1029	1339	2908	3703	5452	7002	9087	12773
0:04:15	30.0	64	526	699	859	1030	1348	2907	3729	5473	7074	9154	12720
0:04:20	30.0	70	548	704	845	1048	1328	2865	3699	5403	7033	9085	12645
0:04:25	30.0	65	532	699	865	1032	1336	2870	3693	5456	6987	9097	12769
0:04:30	30.0	61	534	689	868	1024	1327	2891	3690	5412	7047	9047	12771
0:04:35	30.1	61	529	698	854	1032	1311	2891	3717	5449	6968	9021	12837
0:04:40	30.0	59	530	698	847	1023	1329	2915	3718	5412	6986	9129	12771
0:04:45	30.0	63	534	701	846	1032	1322	2876	3705	5408	7025	9114	12819
0:04:50	30.0	57	521	686	850	1009	1305	2873	3702	5387	6922	8992	12808
0:04:55	30.0	62	539	683	855	997	1310	2870	3672	5377	6977	9002	12719
0:05:00	30.0	66	518	684	844	1012	1298	2861	3702	5333	6983	9039	12659
0:05:05	30.0	61	534	680	833	1009	1296	2874	3697	5366	6937	9018	12551
0:05:10	30.0	68	516	689	839	1005	1305	2841	3661	5384	6976	9020	12686
0:05:15	30.0	64	508	683	840	990	1290	2849	3651	5409	6980	9014	12793
0:05:20	30.0	60	513	685	834	995	1313	2838	3662	5383	6968	8972	12707
0:05:25	30.0	63	523	672	816	996	1311	2853	3683	5391	6959	8935	12639
0:05:30	30.0	67	514	671	817	983	1289	2832	3668	5363	6955	8983	12680
0:05:35	30.0	59	510	670	842	993	1294	2868	3620	5368	6870	8991	12645
0:05:40	30.0	58	518	679	827	999	1284	2809	3645	5332	6910	9002	12571
0:05:45	30.0	62	504	669	826	970	1288	2844	3651	5347	6915	9009	12508
0:05:50	30.0	62	514	663	816	994	1290	2838	3582	5251	6889	8982	12559
0:05:55	30.0	62	491	666	809	998	1292	2823	3671	5303	6853	8997	12675
0:06:00	30.0	59	517	658	805	960	1277	2769	3599	5332	6841	8962	12602
0:06:05	30.1	59	504	665	819	975	1264	2782	3628	5269	6878	8880	12642
0:06:10	30.0	68	506	654	835	959	1273	2755	3606	5303	6803	8952	12569
0:06:15	30.0	64	502	665	816	970	1262	2785	3629	5319	6877	8862	12596
0:06:20	30.0	63	499	640	812	959	1248	2795	3598	5320	6853	8967	12481
0:06:25	30.0	57	489	661	809	981	1260	2806	3602	5326	6888	8928	12430
0:06:30	30.0	61	497	659	798	971	1274	2757	3598	5315	6860	8935	12506
0:06:35	30.0	64	498	651	808	956	1264	2765	3607	5268	6829	8864	12481
0:06:40	30.0	62	495	644	792	968	1248	2771	3595	5256	6862	8935	12464
0:06:45	30.0	62	492	633	800	937	1241	2766	3543	5243	6817	8849	12532
0:06:50	30.0	56	490	637	791	950	1255	2754	3600	5299	6787	8932	12480
0:06:55	30.0	62	498	640	794	958	1246	2751	3618	5255	6856	8860	12484
0:07:00	30.0	63	482	646	794	940	1233	2754	3567	5247	6852	8866	12375
0:07:05	30.0	57	481	645	793	944	1229	2775	3590	5233	6843	8875	12361
0:07:10	30.0	62	489	652	789	959	1226	2741	3560	5234	6793	8906	12491
0:07:15	30.0	62	486	635	799	952	1238	2748	3542	5212	6749	8865	12321
0:07:20	30.0	51	482	638	780	950	1227	2721	3557	5247	6807	8865	12517
0:07:25	30.0	58	497	637	799	950	1236	2714	3557	5200	6803	8834	12384
0:07:30	30.0	62	482	634	796	938	1228	2738	3538	5259	6777	8847	12362
0:07:35	30.0	61	491	644	785	928	1234	2722	3526	5259	6726	8785	12394
0:07:40	30.0	58	478	633	766	947	1236	2723	3542	5208	6767	8872	12472
0:07:45	30.0	57	493	626	782	928	1215	2726	3536	5195	6700	8803	12270
0:07:50	30.0	59	466	633	776	929	1204	2713	3532	5188	6665	8747	12309
0:07:55	30.0	63	473	632	775	939	1207	2720	3569	5228	6695	8806	12406
0:08:00	30.0	52	474	630	768	937	1222	2700	3518	5240	6709	8831	12408
0:08:05	30.0	63	473	614	770	926	1212	2705	3519	5178	6725	8745	12404
0:08:10	30.0	59	479	625	769	924	1218	2684	3511	5161	6710	8761	12389
0:08:15	30.0	56	473	634	764	918	1207	2698	3537	5190	6736	8761	12408
0:08:20	30.0	60	475	615	751	926	1202	2721	3500	5201	6705	8826	12331
0:08:25	30.0	53	472	613	760	931	1207	2712	3492	5148	6661	8699	12325
0:08:30	30.0	59	471	614	759	915	1193	2698	3502	5132	6683	8792	12292
0:08:35	30.0	56	461	622	758	932	1213	2682	3530	5111	6714	8716	12268
0:08:40	30.0	60	460	611	759	929	1199	2676	3512	5167	6660	8748	12459
0:08:45	30.0	58	465	615	760	916	1186	2671	3539	5137	6657	8769	12358
0:08:50	30.0	58	465	617	767	922	1178	2676	3487	5145	6667	8760	12338
0:08:55	30.0	64	468	614	756	908	1204	2654	3483	5134	6693	8722	12288
0:09:00	30.0	56	469	608	758	901	1193	2687	3506	5124	6653	8694	12244
0:09:05	30.0	56	461	614	755	910	1183	2674	3505	5129	6664	8755	12385
0:09:10	30.0	55	470	611	752	912	1189	2646	3491	5120	6648	8753	12234
0:09:15	30.0	54	461	605	760	901	1192	2669	3487	5096	6699	8681	12241
0:09:20	30.0	56	457	599	751	905	1178	2632	3489	5146	6643	8660	12299
0:09:25	30.0	55	455	608	738	897	1178	2644	3463	5120	6605	8726	12242
0:09:30	30.0	52	453	603	757	892	1180	2643	3448	5127	6570	8645	12329
0:09:35	30.0	58	452	603	734	891	1174	2627	3478	5071	6620	8720	12295
0:09:40	30.0	53	450	603	755	900	1163	2645	3488	5066	6614	8739	12204
0:09:45	30.0	60	446	603	739	889	1175	2631	3519	5089	6570	8653	12236
0:09:50	30.0	61	440	600	738	891	1166	2648	3457	5089	6613	8633	12271
0:09:55	30.0	49	452	596	743	896	1167	2611	3485	5057	6637	8641	12215
0:10:00	30.0	51	450	598	734	879	1191	2600	3436	5090	6597	8609	12103
0:10:05	30.0	51	454	586	737	892	1179	2611	3456	5091	6648	8637	12169
0:10:10	30.0	56	449	595	735	886	1172	2626	3445	5076	6540	8591	12108
0:10:15	30.0	57	441	600	732	891	1148	2589	3470	5019	6527	8617	12200
0:10:20	30.0	59	443	580	731	883	1159	2613	3481	5007	6597	8601	12215
0:10:25	30.0	56	439	607	734	880	1137	2620	3448	5018	6594	8566	12125
0:10:30	30.0	57	450	594	727	885	1141	2611	3453	5019	6481	8596	12204
0:10:35	30.0	54	448	592	737	874	1170	2585	3450	5072	6573	8633	12266
0:10:40	30.0	56	445	582	725	875	1157	2594	3449	5035	6573	8621	12107
0:10:45	30.0	50	442	589	743	862	1159	2592	3445	5036	6505	8544	12075
0:10:50	30.0	54	441	575	721	874	1158	2604	3399	5055	6525	8625	12164
0:10:55	30.0	49	446	591	730	870	1140	2607	3407	5012	6464	8552	12147
0:11:00	30.0	57	439	591	734	864	1144	2591	3415	5019	6564	8556	12125
0:11:05	30.0	52	433	581	726	889	1125	2598	3459	5022	6531	8612	12170
0:11:10	30.0	54	431	592	713	854	1126	2597	3454	5049	6519	8578	12057
0:11:15	30.0	64	431	578	714	871	1146	2575	3437	5004	6550	8514	12055
0:11:20	30.0	55	437	574	714	866	1132	2551	3434	4971	6491	8542	12073
0:11:25	30.0	55	446	575	727	868	1139	2563	3420	5003	6548	8512	12080
0:11:30	30.0	51	441	574	705	868	1127	2541	3399	4986	6429	8456	12090
0:11:35	30.0	49	434	578	717	847	1126	2582	3434	4993	6465	8537	12008
0:11:40	30.0	55	434	578	710	859	1119	2552	3414	4973	6509	8516	12055
0:11:45	30.0	57	432	581	718	855	1131	2549	3416	4984	6503	8540	12096
0:11:50	29.9	59	427	589	703	857	1121	2565	3419	4982	6452	8506	12068
0:11:55	30.0	50	434	575	711	857	1122	2558	3400	5022	6406	8435	11947
0:12:00	30.0	55	434	567	707	862	1136	2547	3400	4970	6474	8469	12034
0:12:05	30.1	52	434	571	710	860	1108	2552	3427	5000	6396	8468	12000
0:12:10	30.1	57	427	567	704	838	1122	2529	3416	4958	6430	8480	11959
0:12:15	30.0	54	427	577	700	850	1119	2553	3378	4970	6378	8464	11979
0:12:20	30.0	52	438	561	704	850	1117	2546	3375	4904	6392	8511	12016
