

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 1:20:00 (HH:MM:SS), Interval 0:00:05, 961 Reads
    Read	Fluorescence Endpoint
	E1..E12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 62
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12
0:00:00	30.0	287	841	1288	2102	3266	4108	4747	5665		7221	8044	9211
0:00:05	30.0	292	847	1285	2163	3339	4080	4704	5749	6405	7211	8139	9209
0:00:10	30.0	287	852	1284	2171	3337	4167	4771	5750	6354	7159	8210	9252
0:00:15	30.0	275	846	1299	2142	3345	4146	4764	5760	6416	7208	8152	9276
0:00:20	30.0	281	853	1301	2139	3338	4149	4750	5709	6428	7184	8170	9301
0:00:25	30.0	290	867	1299	2107	3393	4133	4761	5743	6425	7250	8147	9284
0:00:30	30.0	284	854	1290	2125	3327	4126	4820	5724	6403	7180	8189	9332
0:00:35	30.0	286	842	1293	2093	3332	4155	4780	5757	6439	7249	8198	9268
0:00:40	30.0	285	846	1293	2104	3316	4099	4762	5758	6403	7261	8180	9251
0:00:45	30.0	281	849	1285	2093	3301	4093	4735	5815	6506	7207	8154	9243
0:00:50	30.0	279	837	1292	2099	3299	4120	4783	5801	6363	7202	8202	9284
0:00:55	30.0	279	834	1278	2096	3271	4090	4753	5791	6357	7216	8126	9213
0:01:00	30.0	267	838	1279	2079	3262	4068	4780	5751	6358	7189	8201	9338
0:01:05	30.0	267	830	1271	2095	3298	4106	4769	5711	6374	7221	8166	9209
0:01:10	30.0	272	832	1264	2086	3277	4072	4753	5725	6336	7208	8219	9242
0:01:15	30.0	266	826	1250	2053	3267	4090	4758	5681	6274	7195	8167	9225
0:01:20	30.0	262	814	1278	2069	3276	4076	4744	5703	6382	7158	8081	9260
