

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20180824_GEF_FRET_assay2.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GEF_FRET_assay.prt



Plate Number	Plate 1
Date	8/24/2018
Time	1:39:38 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:30:01 (HH:MM:SS), Interval 0:00:05, 361 Reads
    Read	Fluorescence Endpoint
	C1..C12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C	SPL15	SPL16	SPL17	SPL18	SPL19	SPL20	SPL21	SPL22	SPL23	SPL24	SPL25	SPL26	Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
0:00:00	30.0	4988	5927	7701	9709	11784	12708	5888	7090	8569	10645	12590	13763
0:00:05	30.0	5000	5816	7614	9571	11597	12637	5787	6928	8519	10755	12405	13730
0:00:10	30.0	4857	5696	7484	9444	11590	12428	5749	6846	8479	10608	12273	13809
0:00:15	30.0	4745	5551	7466	9242	11433	12341	5527	6664	8391	10374	12408	13560
0:00:20	30.0	4694	5511	7166	9062	11309	11957	5510	6632	8221	10225	12001	13545
0:00:25	30.0	4609	5367	7044	8820	11093	11830	5431	6523	8086	10103	11792	13499
0:00:30	30.0	4476	5338	6987	8649	10883	11761	5257	6422	8057	9862	11756	13074
0:00:35	30.0	4298	5102	6837	8559	10571	11604	5334	6285	7777	9828	11635	13174
0:00:40	30.0	4357	5050	6589	8451	10508	11251	5082	6214	7778	9538	11340	13076
0:00:45	30.0	4216	4932	6529	8221	10463	11334	5085	6182	7667	9437	11383	12793
0:00:50	30.0	4114	4875	6483	8129	10342	11027	5022	5978	7480	9362	11114	12857
0:00:55	30.0	4121	4738	6315	8014	10225	10935	4843	6008	7401	9326	11181	12641
0:01:00	30.0	4118	4790	6196	7866	10157	10886	4880	5898	7362	9250	11124	12506
0:01:05	30.0	3963	4683	6186	7865	9846	10850	4774	5900	7178	9176	10928	12361
0:01:10	30.0	3953	4590	6085	7720	9880	10656	4685	5811	7195	9105	10907	12253
0:01:15	30.1	3951	4504	5972	7595	9765	10597	4627	5757	7061	8990	10792	12396
0:01:20	30.0	3879	4500	5925	7592	9765	10516	4695	5633	6970	8918	10760	12294
0:01:25	30.0	3810	4418	5897	7451	9597	10315	4556	5583	7037	8885	10598	12139
0:01:30	30.0	3743	4407	5963	7449	9708	10391	4519	5508	6930	8822	10445	11956
0:01:35	30.0	3758	4393	5765	7260	9422	10246	4523	5618	6878	8688	10433	12123
0:01:40	30.0	3694	4370	5753	7344	9351	10140	4440	5452	6857	8727	10480	11949
0:01:45	30.0	3670	4291	5791	7264	9458	10020	4428	5467	6774	8677	10366	11971
0:01:50	30.0	3642	4257	5778	7229	9114	10166	4321	5433	6751	8621	10314	11697
0:01:55	30.0	3663	4297	5728	7115	9266	9961	4311	5404	6761	8514	10246	11636
0:02:00	30.0	3572	4317	5662	7083	9179	9987	4256	5321	6698	8469	10073	11549
0:02:05	30.0	3607	4168	5609	7045	9189	9906	4225	5251	6650	8403	9960	11667
0:02:10	30.0	3518	4151	5597	7046	9110	9726	4261	5218	6633	8426	10059	11439
0:02:15	30.0	3527	4154	5585	7036	8994	9651	4199	5199	6521	8394	10020	11521
0:02:20	30.0	3459	4163	5597	7040	8897	9583	4123	5198	6552	8342	10031	11423
0:02:25	30.0	3505	4128	5428	6912	9056	9608	4137	5103	6553	8247	9708	11270
0:02:30	30.0	3509	4189	5563	6879	8797	9543	4223	5102	6413	8141	9860	11382
0:02:35	30.0	3545	4120	5473	6871	8823	9464	4131	5059	6338	8070	9764	11247
0:02:40	30.0	3438	4095	5480	6818	8762	9554	4161	5108	6418	8093	9628	11123
0:02:45	30.0	3424	4085	5452	6779	8667	9451	4055	5027	6390	8066	9592	10922
0:02:50	30.0	3484	4053	5425	6720	8691	9572	4045	5029	6246	8047	9651	11032
0:02:55	30.0	3459	3988	5401	6783	8669	9327	3993	4922	6216	8064	9508	11006
0:03:00	30.0	3408	4033	5312	6677	8570	9455	3980	4919	6196	8077	9445	10876
0:03:05	30.0	3374	4015	5347	6688	8696	9354	3981	4932	6335	7867	9439	10812
0:03:10	30.0	3389	4184	5422	6722	8679	9294	3903	4862	6196	7770	9544	11013
0:03:15	30.0	3400	4064	5329	6651	8672	9166	3964	4864	6042	7869	9235	10740
0:03:20	30.0	3399	3983	5435	6677	8444	9444	3922	4843	6050	7733	9306	10631
0:03:25	30.0	3454	4039	5309	6646	8575	9281	3889	4810	6116	7668	9295	10800
0:03:30	30.0	3400	4055	5270	6635	8494	9227	3853	4760	5985	7745	9303	10738
0:03:35	30.0	3350	4031	5364	6577	8455	9353	3940	4730	6039	7601	9234	10657
0:03:40	30.0	3353	3979	5282	6664	8511	9099	3809	4853	5972	7654	9168	10478
0:03:45	30.0	3324	4009	5416	6514	8357	9180	3886	4856	6039	7535	9116	10607
0:03:50	30.0	3332	4010	5264	6565	8371	9053	3780	4751	5875	7595	9063	10484
0:03:55	30.0	3329	4026	5247	6474	8533	9170	3795	4735	6019	7586	9187	10432
0:04:00	30.0	3327	3959	5306	6563	8355	9167	3831	4752	5957	7437	9026	10553
0:04:05	30.0	3285	3918	5298	6452	8264	9138	3791	4722	5836	7529	9074	10529
0:04:10	30.0	3368	3987	5229	6555	8356	9118	3799	4750	5857	7519	9103	10365
0:04:15	30.0	3327	4049	5248	6429	8342	9073	3814	4649	5857	7369	8906	10438
0:04:20	30.0	3275	3941	5191	6407	8362	9005	3819	4771	5861	7352	8769	10518
0:04:25	30.0	3320	3978	5251	6465	8417	9030	3742	4679	5805	7340	8831	10284
0:04:30	30.0	3290	3936	5159	6430	8321	8996	3756	4667	5819	7311	8860	10368
0:04:35	30.0	3260	3973	5215	6501	8320	8978	3743	4623	5815	7359	8839	10309
0:04:40	30.0	3278	3954	5344	6466	8422	8949	3676	4658	5741	7351	8749	10259
0:04:45	30.0	3288	3950	5205	6449	8420	9018	3788	4598	5815	7312	8806	10251
0:04:50	30.0	3312	3995	5303	6584	8386	9000	3788	4653	5818	7314	8684	10281
0:04:55	30.0	3357	3921	5218	6442	8324	8889	3720	4560	5724	7220	8776	10272
0:05:00	30.0	3286	3979	5167	6465	8362	8893	3715	4658	5700	7279	8666	10081
0:05:05	30.0	3358	4000	5191	6395	8287	9031	3727	4534	5670	7248	8644	10119
0:05:10	30.0	3283	3946	5102	6355	8283	8936	3743	4535	5666	7199	8646	10166
0:05:15	30.0	3263	4029	5130	6354	8263	8886	3647	4560	5639	7166	8640	10074
0:05:20	30.0	3294	3882	5183	6430	8226	8959	3704	4561	5654	7116	8647	10073
0:05:25	30.0	3230	3927	5199	6382	8247	8952	3644	4560	5638	7149	8572	10076
0:05:30	30.0	3295	3941	5108	6451	8340	8877	3613	4483	5655	7071	8556	10028
0:05:35	30.0	3298	3906	5138	6431	8211	8854	3694	4520	5538	7103	8574	9918
0:05:40	30.0	3259	3892	5160	6356	8272	8877	3665	4507	5659	7079	8598	9907
0:05:45	30.0	3245	3914	5150	6394	8397	8839	3720	4549	5606	6994	8534	9921
0:05:50	30.0	3288	3887	5174	6343	8172	8839	3660	4524	5616	7114	8454	9958
0:05:55	30.0	3293	3991	5128	6322	8173	8988	3690	4566	5589	7070	8541	9922
0:06:00	30.0	3273	3900	5208	6354	8232	8883	3741	4561	5503	7043	8405	9892
0:06:05	30.0	3262	4039	5114	6379	8297	8901	3656	4548	5601	7117	8549	9738
0:06:10	30.0	3294	3949	5167	6325	8144	8908	3715	4560	5562	7043	8529	9707
0:06:15	30.0	3253	3953	5114	6286	8290	8915	3675	4467	5628	6991	8450	9835
0:06:20	30.0	3319	3953	5235	6340	8218	9006	3612	4484	5603	7024	8418	9854
0:06:25	30.0	3202	3947	5163	6343	8209	8757	3649	4450	5590	6988	8377	9823
0:06:30	30.0	3287	3908	5126	6402	8217	8763	3632	4497	5566	6975	8345	9800
0:06:35	30.0	3252	3871	5111	6299	8065	8874	3656	4498	5538	6989	8461	9826
0:06:40	30.0	3215	3951	5151	6310	8220	8828	3664	4483	5508	6972	8391	9701
0:06:45	30.0	3281	3898	5151	6306	8158	8862	3653	4552	5560	7036	8291	9738
0:06:50	30.0	3248	3923	5197	6292	8167	8893	3630	4447	5464	6884	8433	9699
0:06:55	30.0	3276	3937	5114	6252	8095	8837	3678	4420	5496	6909	8441	9720
0:07:00	30.0	3317	3900	5136	6295	8188	8829	3597	4563	5484	6920	8347	9706
0:07:05	30.0	3239	3882	5163	6264	8091	8870	3653	4516	5528	6988	8291	9574
0:07:10	30.0	3257	3831	5100	6220	8141	8767	3620	4444	5513	6862	8321	9660
0:07:15	30.0	3284	3855	5043	6324	8138	8696	3655	4481	5444	6915	8274	9665
0:07:20	30.0	3285	3881	5106	6339	8225	8818	3610	4471	5460	6856	8216	9711
0:07:25	30.0	3211	3898	5211	6302	8104	8774	3652	4386	5381	6949	8349	9563
0:07:30	30.0	3175	3908	5166	6299	8114	8990	3672	4430	5450	6931	8212	9575
0:07:35	30.0	3191	3960	5198	6326	7994	8877	3547	4474	5407	6921	8326	9489
0:07:40	30.0	3212	3908	5156	6221	8159	8794	3613	4436	5424	6896	8263	9534
0:07:45	30.0	3300	3887	5129	6257	8107	8979	3591	4434	5403	6879	8365	9547
0:07:50	30.0	3233	3872	5131	6275	8152	8911	3607	4408	5392	6835	8336	9567
0:07:55	30.0	3283	3866	5130	6230	8141	8819	3671	4480	5408	6795	8336	9493
0:08:00	30.0	3193	3885	5196	6263	8124	8858	3623	4431	5473	6861	8204	9522
0:08:05	30.0	3163	3844	5176	6206	8136	8784	3583	4412	5499	6908	8157	9613
0:08:10	30.0	3265	3855	5103	6252	8186	8750	3639	4451	5403	6845	8170	9526
0:08:15	30.0	3194	3930	5148	6221	8113	8657	3619	4445	5332	6955	8175	9455
0:08:20	30.0	3187	3865	5110	6239	8009	8770	3669	4449	5458	6890	8240	9444
0:08:25	30.0	3188	3925	5053	6226	8129	8747	3554	4370	5325	6870	8175	9368
0:08:30	30.0	3206	3931	5146	6243	8119	8753	3619	4431	5455	6821	8184	9497
0:08:35	30.0	3209	3867	5133	6296	8079	8717	3606	4408	5398	6767	8259	9537
0:08:40	30.0	3189	3831	5140	6156	8131	8691	3567	4370	5420	6793	8223	9534
0:08:45	30.0	3266	3875	5103	6320	8174	8788	3521	4366	5501	6712	8198	9427
0:08:50	30.0	3134	3938	5098	6196	8047	8741	3577	4454	5387	6863	8130	9485
0:08:55	30.0	3218	3920	5159	6238	8119	8650	3546	4429	5340	6806	8158	9481
0:09:00	30.0	3220	3873	5164	6236	7983	8757	3532	4468	5438	6725	8177	9402
0:09:05	30.0	3181	3879	5120	6257	8191	8774	3589	4428	5346	6786	8137	9512
0:09:10	30.0	3225	3844	5121	6246	8150	8761	3592	4378	5340	6876	8225	9381
0:09:15	30.0	3229	3858	5155	6112	8093	8695	3564	4456	5412	6894	8228	9475
0:09:20	30.0	3212	3853	5037	6225	8050	8677	3588	4379	5442	6726	8145	9432
0:09:25	30.0	3230	3838	5074	6258	8166	8753	3643	4444	5409	6858	8215	9441
0:09:30	30.0	3235	3817	5103	6192	7993	8744	3654	4454	5407	6656	8119	9340
0:09:35	30.0	3220	3837	5099	6213	8105	8774	3620	4399	5389	6716	8186	9377
0:09:40	30.0	3202	3875	5123	6147	8107	8776	3617	4397	5410	6787	8171	9434
0:09:45	30.0	3234	3913	5161	6209	8046	8622	3675	4397	5367	6727	8138	9375
0:09:50	30.0	3186	3815	4993	6224	7978	8753	3594	4389	5365	6730	8239	9135
0:09:55	30.0	3179	3839	5159	6200	8124	8730	3630	4368	5396	6676	8119	9368
0:10:00	30.0	3158	3836	5186	6255	8200	8776	3623	4339	5355	6783	8102	9428
0:10:05	30.0	3195	3912	5103	6203	8053	8701	3521	4424	5361	6789	8222	9291
0:10:10	30.0	3255	3894	5091	6171	8029	8643	3585	4406	5410	6752	8185	9335
0:10:15	30.0	3212	3883	5149	6256	8053	8748	3582	4387	5416	6707	8192	9353
0:10:20	30.0	3293	3905	5098	6198	7999	8696	3652	4341	5321	6780	8060	9247
0:10:25	30.0	3208	3836	5110	6154	8030	8731	3567	4433	5365	6828	8013	9273
0:10:30	30.0	3234	3893	5117	6143	8051	8775	3581	4369	5354	6816	8174	9282
0:10:35	30.0	3212	3878	5063	6177	8009	8577	3591	4355	5384	6759	8073	9334
0:10:40	30.0	3211	3858	5056	6155	8130	8648	3590	4346	5366	6711	8056	9333
0:10:45	30.0	3223	3960	5170	6205	8050	8757	3579	4373	5351	6753	8073	9226
