

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:25:00 (HH:MM:SS), Interval 0:00:03, 501 Reads
    Read	Fluorescence Endpoint
	C9..C12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C									SPL1	SPL2	SPL3	SPL4	Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C9	C10	C11	C12
0:02:54	30.1	2568	3332	3323	4136
0:02:57	30.1	2475	3332	3324	4199
0:03:00	30.1	2492	3277	3292	4157
0:03:03	30.1	2486	3278	3276	4090
0:03:06	30.1	2464	3306	3275	4085
0:03:09	30.1	2405	3262	3213	4113
0:03:12	30.1	2436	3225	3278	4065
0:03:15	30.1	2445	3260	3242	4120
0:03:18	30.1	2351	3218	3215	4034
0:03:21	30.1	2389	3235	3192	4039
0:03:24	30.1	2350	3201	3201	4016
0:03:27	30.1	2377	3196	3160	4062
0:03:30	30.1	2387	3219	3212	4065
0:03:33	30.1	2399	3146	3177	3993
0:03:36	30.1	2342	3123	3173	4011
0:03:39	30.1	2375	3112	3185	4011
0:03:42	30.1	2359	3179	3095	3993
0:03:45	30.1	2310	3155	3185	4014
0:03:48	30.1	2377	3143	3166	4001
0:03:51	30.1	2342	3168	3085	3920
0:03:54	30.1	2366	3139	3017	3946
0:03:57	30.1	2325	3173	3083	3976
0:04:00	30.1	2306	3118	3099	3919
0:04:03	30.1	2287	3091	3092	3911
0:04:06	30.1	2364	3120	3032	3899
0:04:09	30.1	2289	3081	3025	3917
0:04:12	30.1	2283	3094	3084	3857
0:04:15	30.1	2293	3044	3025	3897
0:04:18	30.1	2259	3060	3046	3953
0:04:21	30.1	2292	3047	3103	3826
0:04:24	30.1	2284	3046	2993	3825
0:04:27	30.1	2268	3005	2980	3830
0:04:30	30.1	2264	3027	2995	3955
0:04:33	30.1	2241	3090	2988	3900
0:04:36	30.1	2254	3009	2996	3851
0:04:39	30.1	2257	3007	2991	3755
0:04:42	30.1	2233	3010	2952	3762
0:04:45	30.1	2210	3008	2973	3828
0:04:48	30.1	2232	3001	2973	3825
0:04:51	30.1	2221	3004	2989	3758
0:04:54	30.1	2250	2947	2919	3782
0:04:57	30.1	2245	2951	2944	3781
0:05:00	30.1	2208	2973	2929	3755
0:05:03	30.1	2217	2909	2917	3770
0:05:06	30.1	2217	3001	2923	3777
0:05:09	30.1	2193	2957	2935	3707
0:05:12	30.1	2232	2933	2923	3727
0:05:15	30.1	2208	2916	2944	3676
0:05:18	30.1	2181	2931	2857	3672
0:05:21	30.1	2215	2942	2893	3675
0:05:24	30.1	2163	2982	2872	3791
0:05:27	30.1	2151	2918	2855	3644
0:05:30	30.1	2166	2921	2953	3691
0:05:33	30.1	2154	2869	2857	3676
0:05:36	30.1	2193	2898	2813	3665
0:05:39	30.1	2157	2878	2904	3676
0:05:42	30.1	2178	2887	2918	3631
0:05:45	30.1	2189	2907	2856	3665
0:05:48	30.1	2163	2879	2854	3635
0:05:51	30.1	2140	2886	2862	3609
0:05:54	30.1	2154	2900	2863	3621
0:05:57	30.1	2164	2887	2889	3615
0:06:00	30.1	2193	2865	2814	3613
0:06:03	30.1	2186	2908	2796	3601
0:06:06	30.1	2136	2869	2830	3587
0:06:09	30.1	2148	2892	2811	3496
0:06:12	30.1	2165	2812	2824	3625
0:06:15	30.1	2096	2831	2783	3588
0:06:18	30.1	2114	2849	2799	3553
0:06:21	30.1	2114	2830	2812	3560
0:06:24	30.1	2095	2836	2785	3555
0:06:27	30.1	2105	2850	2839	3560
0:06:30	30.1	2096	2830	2758	3581
0:06:33	30.1	2088	2862	2751	3516
0:06:36	30.1	2100	2788	2769	3588
0:06:39	30.1	2097	2785	2778	3522
0:06:42	30.1	2082	2791	2788	3552
0:06:45	30.1	2079	2835	2772	3510
0:06:48	30.1	2074	2816	2735	3575
0:06:51	30.1	2094	2826	2786	3518
0:06:54	30.1	2116	2754	2686	3470
0:06:57	30.1	2134	2811	2740	3454
0:07:00	30.1	2090	2837	2722	3484
0:07:03	30.1	2083	2761	2730	3471
0:07:06	30.1	2077	2772	2768	3467
0:07:09	30.1	2050	2735	2711	3496
0:07:12	30.1	2056	2765	2717	3473
0:07:15	30.1	2046	2756	2711	3509
0:07:18	30.1	2097	2795	2698	3498
0:07:21	30.1	2059	2744	2727	3486
0:07:24	30.1	2098	2761	2721	3436
0:07:27	30.1	2058	2783	2750	3435
0:07:30	30.1	2047	2785	2767	3510
0:07:33	30.1	2069	2729	2757	3422
0:07:36	30.1	2066	2700	2668	3366
0:07:39	30.1	2075	2751	2781	3486
0:07:42	30.1	2073	2718	2740	3455
0:07:45	30.1	2037	2701	2718	3397
0:07:48	30.1	2082	2779	2705	3409
0:07:51	30.1	2060	2706	2709	3426
0:07:54	30.1	2049	2732	2687	3411
0:07:57	30.1	2090	2699	2684	3402
0:08:00	30.1	2036	2702	2720	3395
0:08:03	30.1	2054	2663	2696	3402
0:08:06	30.1	2045	2752	2675	3459
0:08:09	30.1	2036	2698	2677	3443
0:08:12	30.1	2026	2689	2658	3424
0:08:15	30.1	2013	2673	2646	3414
0:08:18	30.1	2010	2707	2669	3359
0:08:21	30.1	2076	2704	2651	3301
0:08:24	30.1	2056	2677	2676	3406
0:08:27	30.1	2044	2675	2667	3416
0:08:30	30.1	2064	2641	2626	3343
0:08:33	30.1	2044	2663	2636	3339
0:08:36	30.1	2020	2724	2641	3425
0:08:39	30.1	2037	2695	2636	3349
0:08:42	30.1	2043	2686	2666	3355
0:08:45	30.1	1997	2672	2684	3392
0:08:48	30.1	2005	2640	2647	3336
0:08:51	30.1	2019	2690	2646	3350
0:08:54	30.1	2002	2649	2670	3394
0:08:57	30.1	1994	2679	2662	3333
0:09:00	30.1	2026	2682	2601	3338
0:09:03	30.1	2005	2644	2608	3339
0:09:06	30.1	2049	2650	2580	3398
0:09:09	30.1	2004	2661	2637	3330
0:09:12	30.1	2023	2609	2684	3359
0:09:15	30.1	2005	2718	2617	3345
0:09:18	30.1	2027	2715	2601	3323
0:09:21	30.1	2043	2627	2581	3267
0:09:24	30.1	2050	2686	2615	3404
0:09:27	30.1	2021	2637	2588	3314
0:09:30	30.1	2016	2627	2615	3290
0:09:33	30.1	1988	2638	2585	3314
0:09:36	30.1	1991	2683	2654	3349
0:09:39	30.1	2015	2625	2583	3252
0:09:42	30.1	2007	2635	2568	3276
0:09:45	30.1	2008	2659	2634	3316
0:09:48	30.1	2053	2660	2562	3314
0:09:51	30.1	1987	2628	2543	3276
0:09:54	30.1	1949	2666	2602	3300
0:09:57	30.1	2018	2615	2649	3237
0:10:00	30.1	2008	2622	2598	3293
0:10:03	30.1	2016	2592	2585	3303
0:10:06	30.1	2010	2640	2559	3255
0:10:09	30.1	2023	2644	2588	3256
0:10:12	30.1	2000	2597	2583	3199
0:10:15	30.1	1993	2604	2589	3260
0:10:18	30.1	2005	2617	2570	3303
0:10:21	30.1	1978	2632	2620	3236
0:10:24	30.1	1979	2673	2548	3287
0:10:27	30.1	1987	2610	2506	3261
0:10:30	30.1	1966	2619	2582	3274
0:10:33	30.1	2006	2563	2555	3241
0:10:36	30.1	1970	2572	2568	3237
0:10:39	30.1	2015	2625	2637	3293
0:10:42	30.1	1983	2671	2566	3224
0:10:45	30.1	1961	2601	2562	3243
0:10:48	30.1	1937	2614	2596	3213
0:10:51	30.1	2017	2595	2544	3214
0:10:54	30.1	1980	2604	2543	3226
0:10:57	30.1	2012	2585	2579	3218
0:11:00	30.1	1955	2600	2510	3228
0:11:03	30.1	2034	2583	2573	3201
0:11:06	30.1	1967	2601	2567	3161
0:11:09	30.1	1982	2605	2552	3231
0:11:12	30.1	2003	2648	2542	3175
0:11:15	30.1	1984	2632	2578	3232
0:11:18	30.1	1983	2606	2531	3211
0:11:21	30.1	1982	2593	2555	3153
0:11:24	30.1	1937	2597	2506	3208
0:11:27	30.1	1986	2613	2576	3207
0:11:30	30.1	1950	2598	2567	3205
0:11:33	30.1	1937	2566	2485	3203
0:11:36	30.1	1976	2561	2518	3191
0:11:39	30.1	1969	2577	2557	3142
0:11:42	30.1	2024	2636	2506	3156
0:11:45	30.1	1961	2584	2555	3225
0:11:48	30.1	1973	2561	2540	3121
0:11:51	30.1	1974	2614	2483	3121
0:11:54	30.1	1906	2555	2479	3203
0:11:57	30.1	2007	2626	2512	3189
0:12:00	30.1	1970	2608	2520	3196
0:12:03	30.1	1938	2594	2507	3126
0:12:06	30.1	1946	2593	2557	3129
0:12:09	30.1	2006	2600	2448	3192
0:12:12	30.1	1943	2606	2507	3170
0:12:15	30.1	1967	2613	2466	3166
0:12:18	30.1	1940	2544	2496	3127
0:12:21	30.1	1940	2615	2536	3195
0:12:24	30.1	1890	2590	2490	3151
0:12:27	30.0	1920	2574	2468	3120
0:12:30	30.0	1954	2582	2525	3160
0:12:33	30.1	1944	2510	2504	3135
0:12:36	30.1	1984	2568	2537	3129
0:12:39	30.0	1979	2594	2549	3142
0:12:42	30.1	1947	2615	2482	3086
0:12:45	30.1	1940	2583	2513	3113
0:12:48	30.1	1933	2584	2490	3129
0:12:51	30.1	1941	2557	2498	3102
0:12:54	30.1	1973	2555	2517	3122
0:12:57	30.1	1953	2514	2503	3101
0:13:00	30.1	1943	2570	2526	3087
0:13:03	30.1	1925	2589	2518	3086
0:13:06	30.1	1956	2563	2480	3155
0:13:09	30.1	1950	2627	2501	3157
0:13:12	30.1	1932	2565	2499	3155
0:13:15	30.1	1936	2574	2522	3109
0:13:18	30.0	1999	2582	2459	3105
0:13:21	30.1	2000	2567	2493	3089
0:13:24	30.0	1947	2558	2514	3135
0:13:27	30.0	1966	2604	2489	3146
0:13:30	30.1	1949	2540	2482	3145
0:13:33	30.1	1941	2570	2510	3107
0:13:36	30.1	1975	2585	2462	3113
0:13:39	30.1	1935	2532	2521	3104
0:13:42	30.1	1923	2567	2520	3065
0:13:45	30.1	1977	2526	2523	3123
0:13:48	30.1	1939	2503	2471	3124
0:13:51	30.1	1985	2568	2470	3095
0:13:54	30.1	1982	2578	2563	3125
0:13:57	30.1	1932	2605	2480	3047
0:14:00	30.1	1960	2544	2471	3023
0:14:03	30.1	1962	2525	2452	3109
0:14:06	30.0	1941	2533	2452	3048
0:14:09	30.1	1944	2499	2483	3103
0:14:12	30.1	1939	2551	2496	3116
0:14:15	30.0	1930	2546	2526	3070
0:14:18	30.0	1924	2568	2438	3102
0:14:21	30.1	1940	2558	2509	3125
0:14:24	30.1	1959	2562	2481	3147
0:14:27	30.1	1872	2581	2470	3113
0:14:30	30.1	1939	2620	2491	3124
0:14:33	30.1	1954	2577	2453	3054
0:14:36	30.1	1950	2491	2493	3028
0:14:39	30.1	1953	2546	2448	3054
0:14:42	30.1	1946	2540	2426	3115
0:14:45	30.1	1951	2523	2469	3084
0:14:48	30.1	1908	2534	2454	3119
0:14:51	30.1	1956	2565	2425	3070
0:14:54	30.1	1938	2543	2492	3045
0:14:57	30.1	1959	2530	2449	3046
0:15:00	30.1	1956	2552	2469	3102
0:15:03	30.1	1933	2592	2457	3017
0:15:06	30.0	1938	2540	2476	2989
0:15:09	30.0	1934	2520	2456	3019
0:15:12	30.1	1956	2522	2446	3074
0:15:15	30.1	1915	2512	2416	3106
0:15:18	30.1	1950	2525	2435	3013
0:15:21	30.1	1927	2558	2438	3015
0:15:24	30.1	1904	2491	2498	3068
0:15:27	30.0	1913	2534	2474	3029
0:15:30	30.0	1944	2562	2422	3064
0:15:33	30.1	1894	2574	2414	3072
0:15:36	30.1	1911	2558	2459	3091
0:15:39	30.1	1896	2542	2488	3053
0:15:42	30.1	1978	2522	2494	3001
0:15:45	30.1	1929	2585	2486	3060
0:15:48	30.1	1914	2559	2471	3041
0:15:51	30.1	1899	2534	2437	3019
0:15:54	30.1	1926	2529	2430	3019
0:15:57	30.0	1888	2520	2436	3025
0:16:00	30.1	1943	2569	2416	3030
0:16:03	30.1	1917	2519	2480	3025
0:16:06	30.1	1970	2558	2409	3013
0:16:09	30.1	1908	2555	2446	3071
0:16:12	30.1	1943	2590	2464	3015
0:16:15	30.0	1934	2509	2495	3108
0:16:18	30.0	1899	2498	2439	3040
0:16:21	30.1	1930	2527	2401	3060
0:16:24	30.1	1924	2526	2394	3011
0:16:27	30.1	1949	2502	2436	3021
0:16:30	30.1	1930	2501	2465	3076
0:16:33	30.1	1956	2529	2426	3053
0:16:36	30.1	1920	2555	2495	3013
0:16:39	30.1	1936	2527	2461	2989
0:16:42	30.1	1904	2548	2465	3012
0:16:45	30.0	1915	2554	2437	3013
0:16:48	30.1	1893	2591	2471	2996
0:16:51	30.1	1966	2582	2442	3009
0:16:54	30.1	1951	2538	2455	3068
0:16:57	30.1	1932	2520	2420	3002
0:17:00	30.1	1958	2521	2423	2999
0:17:03	30.1	1920	2507	2451	2942
0:17:06	30.0	1935	2605	2452	3010
0:17:09	30.1	1954	2546	2465	3018
0:17:12	30.1	1928	2567	2461	3012
0:17:15	30.1	1913	2544	2484	3017
0:17:18	30.1	1956	2558	2431	3009
0:17:21	30.1	1923	2485	2506	2992
0:17:24	30.1	1991	2522	2474	2986
0:17:27	30.1	1968	2503	2409	2998
0:17:30	30.1	1915	2520	2447	2955
0:17:33	30.1	1974	2487	2452	2973
0:17:36	30.0	1943	2581	2435	2990
0:17:39	30.1	1954	2505	2377	3047
0:17:42	30.1	1910	2525	2408	2981
0:17:45	30.1	1917	2550	2430	3030
0:17:48	30.1	1939	2567	2420	3087
0:17:51	30.0	1904	2507	2438	3039
0:17:54	30.1	1917	2517	2390	2976
0:17:57	30.1	1991	2507	2458	2971
0:18:00	30.1	1897	2562	2433	3003
0:18:03	30.1	1921	2518	2420	3001
0:18:06	30.1	1939	2555	2467	3000
0:18:09	30.1	1950	2524	2410	3030
0:18:12	30.1	1923	2555	2394	2984
0:18:15	30.1	1966	2475	2423	3024
0:18:18	30.1	1932	2529	2410	2983
0:18:21	30.1	1899	2471	2422	2977
0:18:24	30.0	1937	2544	2414	3007
0:18:27	30.0	1921	2530	2396	2970
0:18:30	30.1	1920	2545	2445	3036
0:18:33	30.1	1937	2513	2417	2980
0:18:36	30.1	1934	2539	2408	2993
0:18:39	30.1	1917	2523	2443	2966
0:18:42	30.0	1923	2533	2410	2999
0:18:45	30.1	1909	2467	2442	3015
0:18:48	30.1	1902	2493	2447	2965
0:18:51	30.1	1945	2464	2400	2960
0:18:54	30.1	1968	2532	2413	3008
0:18:57	30.1	1933	2504	2405	3003
0:19:00	30.1	1903	2580	2400	3019
0:19:03	30.1	1953	2511	2400	3038
0:19:06	30.1	1910	2511	2413	3030
0:19:09	30.1	1911	2512	2387	3012
0:19:12	30.1	1905	2503	2421	3028
0:19:15	30.1	1923	2558	2421	2995
0:19:18	30.0	1918	2506	2457	2969
0:19:21	30.1	1950	2462	2411	3022
0:19:24	30.1	1907	2543	2441	2968
0:19:27	30.1	1923	2525	2416	3013
0:19:30	30.1	1917	2502	2417	3037
0:19:33	30.0	1961	2462	2416	2974
0:19:36	30.1	1927	2548	2437	2979
0:19:39	30.1	1912	2534	2426	2989
0:19:42	30.1	1938	2514	2388	2954
0:19:45	30.1	1917	2594	2463	2968
0:19:48	30.1	1916	2513	2420	2971
0:19:51	30.1	1934	2500	2383	3000
0:19:54	30.1	1929	2529	2380	2962
0:19:57	30.1	1918	2482	2389	2992
0:20:00	30.1	1914	2478	2433	2982
0:20:03	30.1	1900	2544	2397	2991
0:20:06	30.1	1918	2483	2396	2975
0:20:09	30.0	1930	2494	2368	2982
0:20:12	30.1	1935	2533	2367	2958
0:20:15	30.1	1913	2542	2383	3011
0:20:18	30.1	1940	2521	2362	2960
0:20:21	30.0	1945	2479	2384	2965
0:20:24	30.1	1939	2493	2449	2940
0:20:27	30.1	1929	2539	2449	3009
0:20:30	30.1	1915	2535	2401	2976
0:20:33	30.1	1931	2527	2419	2952
0:20:36	30.1	1912	2507	2412	2986
0:20:39	30.1	1905	2549	2379	2945
0:20:42	30.1	1904	2515	2452	2945
0:20:45	30.1	1956	2526	2412	2950
0:20:48	30.1	1905	2502	2411	2954
0:20:51	30.1	1917	2502	2448	2977
0:20:54	30.1	1905	2459	2404	2966
0:20:57	30.1	1923	2511	2437	2996
0:21:00	30.0	1931	2480	2338	2950
0:21:03	30.1	1877	2467	2442	2982
0:21:06	30.1	1928	2490	2422	2964
0:21:09	30.1	1876	2538	2444	2986
0:21:12	30.0	1923	2470	2388	2972
0:21:15	30.1	1938	2500	2439	2934
0:21:18	30.1	1920	2517	2376	2973
0:21:21	30.1	1932	2487	2385	2918
0:21:24	30.1	1921	2459	2403	2984
0:21:27	30.1	1937	2523	2406	2940
0:21:30	30.1	1939	2538	2396	2919
0:21:33	30.1	1891	2507	2385	2970
0:21:36	30.1	1936	2528	2405	2951
0:21:39	30.1	1890	2574	2371	2987
0:21:42	30.1	1873	2513	2360	2940
0:21:45	30.1	1884	2566	2346	2894
0:21:48	30.0	1910	2502	2434	2973
0:21:51	30.0	1926	2544	2409	2913
0:21:54	30.1	1866	2487	2366	2983
0:21:57	30.0	1903	2509	2428	2949
0:22:00	30.0	1907	2472	2442	2997
0:22:03	30.1	1937	2468	2366	2974
0:22:06	30.1	1939	2486	2416	3039
0:22:09	30.1	1915	2484	2448	2948
0:22:12	30.1	1889	2505	2366	2961
0:22:15	30.1	1944	2507	2437	2952
0:22:18	30.1	1941	2533	2377	2929
0:22:21	30.1	1902	2530	2402	2949
0:22:24	30.1	1926	2460	2432	2958
0:22:27	30.1	1885	2522	2346	2982
0:22:30	30.1	1905	2491	2412	2941
0:22:33	30.1	1925	2489	2436	2928
0:22:36	30.0	1933	2496	2392	2980
0:22:39	30.1	1897	2506	2422	2976
0:22:42	30.1	1878	2517	2381	3002
0:22:45	30.1	1923	2512	2377	2918
0:22:48	30.1	1902	2481	2397	2921
0:22:51	30.0	1897	2478	2395	2943
0:22:54	30.1	1915	2501	2398	3008
0:22:57	30.1	1921	2512	2409	2942
0:23:00	30.1	1905	2548	2460	2926
0:23:03	30.1	1918	2460	2346	2946
0:23:06	30.1	1878	2500	2414	2975
0:23:09	30.1	1951	2551	2469	2903
0:23:12	30.1	1890	2476	2427	2945
0:23:15	30.1	1938	2497	2405	2921
0:23:18	30.1	1897	2519	2407	2925
0:23:21	30.0	1896	2506	2371	2963
0:23:24	30.0	1925	2450	2415	2923
0:23:27	30.1	1912	2513	2403	2999
0:23:30	30.1	1941	2444	2375	2942
0:23:33	30.1	1931	2493	2389	2914
0:23:36	30.0	1902	2442	2378	2926
0:23:39	30.0	1889	2497	2360	2986
0:23:42	30.1	1908	2479	2418	2986
0:23:45	30.1	1885	2513	2454	2875
0:23:48	30.1	1863	2553	2424	2948
0:23:51	30.1	1891	2489	2379	2935
0:23:54	30.1	1925	2536	2405	2946
0:23:57	30.1	1963	2501	2432	2970
0:24:00	30.1	1895	2513	2403	2911
0:24:03	30.1	1910	2480	2364	2972
0:24:06	30.1	1897	2503	2405	2936
0:24:09	30.1	1923	2476	2436	2927
0:24:12	30.0	1906	2492	2380	2943
0:24:15	30.1	1902	2513	2395	2936
0:24:18	30.1	1869	2540	2337	2923
0:24:21	30.1	1931	2482	2421	2953
0:24:24	30.0	1922	2491	2388	2986
0:24:27	30.0	1911	2480	2397	2959
0:24:30	30.1	1946	2490	2363	2888
0:24:33	30.1	1897	2484	2462	2984
0:24:36	30.1	1888	2478	2372	2965
0:24:39	30.1	1851	2487	2391	2925
0:24:42	30.1	1896	2490	2396	2935
0:24:45	30.1	1910	2449	2389	2892
0:24:48	30.1	1921	2457	2407	2927
0:24:51	30.1	1934	2493	2408	2941
0:24:54	30.1	1916	2486	2429	2933
0:24:57	30.0	1932	2500	2357	2882
0:25:00	30.1	1928	2472	2430	2940

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C									-2500000.000	-3000000.000	-2480000.000	-2940000.000	Max V [295,335]
									1.000	1.000	1.000	1.000	R-Squared [295,335]
									0:00:47	0:01:59	0:01:17	0:00:50	t at Max V [295,335]
									0:00:40	0:01:42	0:01:06	0:00:42	Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

