

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20180827_GEF_FRET_assay7.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GEF_FRET_assay.prt



Plate Number	Plate 1
Date	8/27/2018
Time	5:07:55 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 1:23:00 (HH:MM:SS), Interval 0:00:05, 997 Reads
    Read	Fluorescence Endpoint
	C3..C11
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C			SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9		Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C3	C4	C5	C6	C7	C8	C9	C10	C11
0:05:50	30.0	15096	20896	26754	31189	9332	12367	16756	23752	13337
0:05:55	30.0	14939	20672	26450	30699	9258	12384	16615	23720	13342
0:06:00	30.0	14976	20339	26744	30745	9369	12355	16689	23819	13115
0:06:05	30.0	14979	20500	26491	30624	9414	12273	16565	23714	13349
0:06:10	30.0	15054	20487	26703	30528	9164	12207	16758	23784	13273
0:06:15	30.0	14946	20467	26407	30804	9296	12319	16611	23602	13359
0:06:20	30.0	15022	20361	26557	30611	9344	12145	16378	23238	13259
0:06:25	30.0	14866	20401	26196	30435	9288	12186	16446	23721	13156
0:06:30	30.0	14753	20339	26313	30446	9165	12247	16372	23365	13021
0:06:35	30.0	14979	20222	26135	30336	9180	12316	16269	23245	13412
0:06:40	30.0	14882	20650	25824	30194	9282	12204	16576	23367	13077
0:06:45	30.0	14772	20438	26098	30488	9255	12159	16181	23392	13040
0:06:50	30.0	14821	20189	25895	30051	9143	12218	16444	23360	12999
0:06:55	30.0	14788	19897	26042	30556	9276	12080	16341	23538	13212
0:07:00	30.0	14741	20239	25835	30162	9186	12013	16200	23207	12955
0:07:05	30.0	14566	20307	25986	30226	9242	12270	16104	23048	13068
0:07:10	30.0	14562	19994	25743	30016	9189	11924	16029	23199	12979
0:07:15	30.0	14557	20046	25898	30186	9137	12186	16354	23189	13036
0:07:20	30.0	14650	20013	25754	29888	9270	12055	16307	23304	13060
0:07:25	30.0	14720	20063	25663	30131	9172	12011	16403	23233	12856
0:07:30	30.0	14796	19919	25756	29927	9189	12014	16165	23312	12918
0:07:35	30.0	14627	20136	25872	29996	9114	11991	16438	22985	12829
0:07:40	30.0	14352	19885	25967	29804	9057	11972	16181	23100	12941
0:07:45	30.0	14573	19807	25794	29519	9209	12058	16293	22891	12839
0:07:50	30.0	14637	19832	25528	29727	9122	12010	16255	22978	12984
0:07:55	30.0	14579	19716	25576	29902	9118	12116	16136	22903	12841
0:08:00	30.0	14472	19882	25764	29693	9129	12160	16294	22881	13018
0:08:05	30.0	14514	19726	25488	29774	9213	12123	16019	23181	12813
0:08:10	30.0	14379	19759	25403	29726	9172	11977	16140	22878	12831
0:08:15	30.0	14411	19683	25318	29686	8996	11961	16088	22773	12824
0:08:20	30.1	14420	19766	25412	29589	9067	12023	15960	22900	12792
0:08:25	30.1	14619	19679	25213	29665	9109	11971	15924	22895	12760
0:08:30	30.0	14423	19733	25387	29276	9086	12035	16050	22614	12678
0:08:35	30.0	14364	19548	25305	29340	9046	12044	15970	22624	12859
0:08:40	30.0	14436	19583	25099	29204	9073	12056	15879	22712	12694
0:08:45	30.0	14394	19706	25341	29407	9105	11826	16120	22663	12791
0:08:50	30.0	14408	19353	25455	29378	8993	12048	16155	22742	12823
0:08:55	30.0	14252	19725	25308	29136	8987	11995	15938	22586	12896
0:09:00	30.0	14466	19668	25170	29420	8963	11863	16001	22731	12645
0:09:05	30.0	14439	19630	25351	28965	9193	11969	15765	22746	12659
0:09:10	30.0	14318	19817	25186	29007	9035	11926	15915	22636	12810
0:09:15	30.0	14339	19675	25203	29170	9005	12020	15939	22891	12572
0:09:20	30.0	14333	19516	25109	29357	9138	12085	15797	22531	12543
0:09:25	30.0	14178	19423	25205	29065	9080	11952	15957	22385	12571
0:09:30	30.0	14219	19511	25022	28866	9004	11968	15930	22470	12647
0:09:35	30.0	14069	19360	24977	29140	8983	11927	16049	22644	12541
0:09:40	30.0	14333	19339	25015	28975	9091	11887	15938	22494	12673
0:09:45	30.0	14094	19457	24927	28989	9062	11987	15884	22517	12716
0:09:50	30.0	14221	19389	25129	29030	9122	11826	15848	22455	12610
0:09:55	30.0	14318	19494	24965	28700	9133	12017	15981	22232	12583
0:10:00	30.0	14288	19461	25047	28772	9150	11792	15814	22402	12554
0:10:05	30.0	14328	19396	24801	29117	9019	11902	15773	22277	12658
0:10:10	30.1	13993	19351	24837	28711	9058	12021	15821	22226	12450
0:10:15	30.0	14255	19427	24883	28798	9007	11860	15853	22257	12480
0:10:20	30.0	14251	19515	24975	29335	9111	11744	16065	22429	12537
0:10:25	30.0	13898	19154	25291	29033	8927	11917	15876	22094	12453
0:10:30	30.0	14044	19160	24709	28927	8982	11790	15702	22482	12466
0:10:35	30.0	14010	19209	24772	28866	9115	11951	15812	22332	12496
0:10:40	30.0	13924	19164	24729	28921	9021	11856	15672	22268	12641
0:10:45	30.0	13961	19243	24751	28764	8999	11860	15778	22410	12471
0:10:50	30.0	14225	18970	24704	28748	9096	11898	15716	22261	12565
0:10:55	30.0	14041	19378	24692	28729	9104	11858	15844	22445	12456
0:11:00	30.0	14005	19046	24615	28813	9060	11818	15743	22237	12287
0:11:05	30.0	13845	18987	24593	28465	9075	11986	15653	22231	12540
0:11:10	30.0	14088	19129	24995	28707	9037	11823	15594	22376	12507
0:11:15	30.0	13939	19125	24585	28469	9043	11747	15730	22409	12345
0:11:20	30.0	13956	19097	24868	28329	9047	11895	15762	22252	12384
0:11:25	30.0	14074	19153	24665	28663	8992	11823	15739	22136	12446
0:11:30	30.0	13945	18908	24453	28596	9143	11914	15681	22324	12300
0:11:35	30.0	13985	19177	24669	28425	9032	11744	15646	22063	12531
0:11:40	30.0	13972	19094	24692	28349	9036	12023	15657	22172	12336
0:11:45	30.0	14126	18866	24664	28608	8884	11905	15719	22295	12585
0:11:50	30.0	13905	18894	24440	28156	9108	11841	15734	21998	12369
0:11:55	30.0	13953	18898	24588	28369	8998	11919	15545	22209	12348
0:12:00	30.0	13854	19128	24616	28236	8988	11891	15786	22087	12333
0:12:05	30.0	14006	18972	24346	28637	8954	11929	15589	22099	12428
0:12:10	30.0	13936	18971	24578	28286	9073	11794	15509	21943	12385
0:12:15	30.0	14067	18975	24512	28351	9043	11832	15658	22142	12268
0:12:20	30.0	13839	18877	24603	28336	8925	11838	15643	22055	12505
0:12:25	30.0	13754	18903	24464	28184	9137	11921	15573	22032	12264
0:12:30	30.0	14068	18887	24290	28198	9013	11837	15518	22102	12398
0:12:35	30.0	13968	18719	24627	28115	9036	11854	15619	22100	12398
0:12:40	30.0	13758	19132	24225	28476	9005	11762	15590	22114	12244
0:12:45	30.0	13835	19061	24291	28049	9019	11717	15713	21951	12271
0:12:50	30.0	13973	18930	24223	28242	8960	11690	15612	22088	12434
0:12:55	30.0	13789	18915	24497	28172	8972	11932	15665	21953	12291
0:13:00	30.0	13828	18854	24506	28261	9074	11740	15872	21915	12237
0:13:05	30.0	13868	19004	24171	28083	8962	11977	15457	21705	12324
0:13:10	30.0	13825	18962	24361	27938	9078	11902	15450	22026	12279
0:13:15	30.0	13842	18999	24219	28101	8982	11803	15780	21798	12372
0:13:20	30.0	13794	18827	24176	28003	9018	11906	15589	21991	12326
0:13:25	30.0	13952	18851	24001	28113	9004	11834	15719	22079	12130
0:13:30	30.0	13929	18810	24279	28058	9062	11852	15413	22059	12308
0:13:35	30.0	13673	19106	24524	27947	9057	11728	15402	21764	12297
0:13:40	30.0	13671	19052	24324	28060	9053	11750	15635	21891	12272
0:13:45	30.0	13773	18908	24162	27887	8924	11804	15589	21876	12211
0:13:50	30.0	13787	18767	24166	28190	8894	11818	15485	22130	12209
0:13:55	30.0	13609	18940	24256	28024	9033	11731	15533	21914	12172
0:14:00	30.0	13696	18826	24037	28173	8957	11859	15447	21741	12204
0:14:05	30.0	13786	19041	23949	27981	8958	11844	15517	21669	12429
0:14:10	30.0	13832	18718	24148	27922	8947	11980	15393	21624	12346
0:14:15	30.0	13823	18826	24235	28031	8950	11761	15378	21833	12361
0:14:20	30.0	13650	19021	24213	27680	9070	11905	15449	21808	12249
0:14:25	30.0	13766	18952	24354	27769	9123	11805	15384	21913	12303
0:14:30	30.0	13748	18907	24261	27591	8993	11782	15572	21686	12284
0:14:35	30.0	13658	18702	23855	28062	8902	11787	15428	21677	12179
0:14:40	30.0	13825	18922	24135	27944	8975	11824	15381	21855	12317
0:14:45	30.0	13819	18826	23948	27961	9012	11764	15510	21822	12271
0:14:50	30.0	13874	18614	23889	27946	8958	11833	15506	21770	12244
0:14:55	30.0	13565	18814	24057	27544	9087	11902	15484	21740	12242
0:15:00	30.0	13879	18633	23989	27752	9012	11750	15450	21665	12105
0:15:05	30.0	13960	18848	24134	27822	9089	11785	15497	21723	12146
0:15:10	30.0	13557	18638	24125	27997	8959	11831	15425	21785	12213
0:15:15	30.0	13618	18940	24176	27947	8918	11887	15417	21583	12208
0:15:20	30.0	13783	18616	24154	27978	8999	11823	15474	21762	12247
0:15:25	30.0	13820	18863	24110	27904	8962	11836	15454	21683	12108
0:15:30	30.0	13744	18723	23936	27605	9153	11947	15461	22057	12232
0:15:35	30.0	13826	18776	23679	27685	9092	11849	15507	21749	12213
0:15:40	30.0	13576	18891	23950	27739	8975	11656	15578	21723	12059
0:15:45	30.0	13748	18616	23898	27745	9077	11920	15559	21614	12197
0:15:50	30.0	13602	18830	23849	27701	9018	11771	15615	21977	12114
0:15:55	30.0	13655	18674	23787	28174	9105	11771	15628	21682	12206
0:16:00	30.0	13627	18571	24118	27724	9067	11863	15488	21753	12168
0:16:05	30.0	13852	18813	24022	28031	8981	11721	15416	21706	12160
0:16:10	30.0	13667	18925	23824	28042	8973	11982	15320	21656	12238
0:16:15	30.0	13816	18622	24099	27635	9190	11790	15436	21643	12238
0:16:20	30.0	13626	18889	23982	27687	8958	11905	15537	21741	12132
0:16:25	30.0	13790	18610	24124	27726	9102	11727	15270	21609	12259
0:16:30	30.0	13639	18743	24133	27719	8972	11704	15315	21814	12101
