

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 1:23:00 (HH:MM:SS), Interval 0:00:05, 997 Reads
    Read	Fluorescence Endpoint
	E1..E12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12
0:00:00	30.0	9236	12778	14446	16071	17965	18779	23630	26290	29376	31282	35098	38002
0:00:05	30.0	9532	12643	14197	16271	17978	18926	23484	26143	29625	31208	34830	38090
0:00:10	30.0	9704	12650	14219	16270	17936	19023	23134	26195	29098	31032	34881	37576
0:00:15	30.0	9571	12646	14272	16371	17924	19232	23224	26062	28898	31336	35096	37320
0:00:20	30.0	9569	12480	14394	16201	17808	19170	23117	25962	28810	31106	34751	37252
0:00:25	30.0	9518	12481	14250	16282	17947	18911	23165	25987	28872	30669	34576	36876
0:00:30	30.0	9518	12327	14336	15964	17573	18832	23098	25787	28425	30726	34159	36585
0:00:35	30.0	9463	12313	14030	15838	17426	18840	22893	25508	28274	30742	34200	36767
0:00:40	30.0	9376	12377	14128	15686	17369	18746	22918	25661	27979	30691	33978	36122
0:00:45	30.0	9374	12411	14023	15637	17336	18692	22553	25355	27727	30628	33587	36049
0:00:50	30.0	9384	12225	13874	15529	17092	18595	22469	25149	27641	30384	33646	35812
0:00:55	30.0	9213	12151	14069	15343	16960	18511	22130	25103	27943	30244	33480	36072
0:01:00	30.0	9117	11842	13929	15260	16882	18445	22273	25148	27629	30156	33323	36020
0:01:05	30.0	9161	11937	13872	15359	16889	18446	22042	24979	27766	30228	33395	35786
0:01:10	30.0	9095	12022	13664	15174	16685	18456	22137	24725	27778	30249	32877	35669
0:01:15	30.0	8946	11845	13760	15017	16608	18448	22059	24928	27419	30323	32652	35554
