

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:05:00 (HH:MM:SS), Interval 0:00:02, 151 Reads
    Read	Fluorescence Endpoint
	E6
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E						SPL1							Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E6
0:00:00	30.1	1996
0:00:02	30.1	2007
0:00:04	30.1	2029
0:00:06	30.1	2015
0:00:08	30.1	2000
0:00:10	30.1	1940
0:00:12	30.1	1937
0:00:14	30.1	1912
0:00:16	30.1	1930
0:00:18	30.1	1940
0:00:20	30.1	1927
0:00:22	30.1	1858
0:00:24	30.0	1832
0:00:26	30.0	1864
0:00:28	30.1	1855
0:00:30	30.1	1872
0:00:32	30.1	1830
0:00:34	30.1	1817
0:00:36	30.1	1786
0:00:38	30.1	1813
0:00:40	30.1	1774
0:00:42	30.1	1829
0:00:44	30.1	1807
0:00:46	30.1	1750
0:00:48	30.1	1786
0:00:50	30.1	1741
0:00:52	30.0	1715
0:00:54	30.0	1685
0:00:56	30.1	1703
0:00:58	30.1	1699
0:01:00	30.1	1684
0:01:02	30.1	1706
0:01:04	30.1	1712
0:01:06	30.1	1662
0:01:08	30.1	1678
0:01:10	30.0	1664
0:01:12	30.1	1634
0:01:14	30.0	1647
0:01:16	30.0	1652
0:01:18	30.0	1641
0:01:20	30.0	1646
0:01:22	30.0	1635
0:01:24	30.0	1640
0:01:26	30.0	1630
0:01:28	30.0	1643
0:01:30	30.0	1619
0:01:32	30.0	1613
0:01:34	30.0	1589
0:01:36	30.0	1542
0:01:38	30.0	1598
0:01:40	30.0	1584
0:01:42	30.0	1598
0:01:44	30.0	1561
0:01:46	30.0	1573
0:01:48	30.0	1578
0:01:50	30.0	1530
0:01:52	30.0	1548
0:01:54	30.0	1530
0:01:56	30.0	1546
0:01:58	30.0	1534
0:02:00	30.0	1542
0:02:02	30.0	1534
0:02:04	30.0	1479
0:02:06	30.0	1491
0:02:08	30.0	1510
0:02:10	30.0	1523
0:02:12	30.0	1490
0:02:14	30.0	1521
0:02:16	30.0	1482
0:02:18	30.0	1484
0:02:20	30.0	1533
0:02:22	30.0	1503
0:02:24	30.0	1509
0:02:26	30.0	1480
0:02:28	30.0	1480
0:02:30	30.0	1478
0:02:32	30.0	1442
0:02:34	30.0	1484
0:02:36	30.0	1475
0:02:38	30.0	1449
0:02:40	30.0	1454
0:02:42	30.0	1442
0:02:44	30.0	1442
0:02:46	30.0	1477
0:02:48	30.0	1402
0:02:50	30.0	1465
0:02:52	30.0	1425
0:02:54	30.0	1445
0:02:56	30.0	1440
0:02:58	30.0	1448
0:03:00	30.0	1426
0:03:02	30.0	1427
0:03:04	30.0	1440
0:03:06	30.0	1409
0:03:08	30.0	1418
0:03:10	30.0	1432
0:03:12	30.0	1448
0:03:14	30.0	1438
0:03:16	30.0	1431
0:03:18	30.0	1443
0:03:20	30.0	1429
0:03:22	30.0	1412
0:03:24	30.0	1417
0:03:26	30.0	1422
0:03:28	30.0	1407
0:03:30	30.0	1400
0:03:32	30.0	1431
0:03:34	30.0	1436
0:03:36	30.0	1411
0:03:38	30.0	1415
0:03:40	30.0	1394
0:03:42	30.0	1418
0:03:44	30.0	1381
0:03:46	30.0	1434
0:03:48	30.0	1407
0:03:50	30.0	1406
0:03:52	30.0	1386
0:03:54	30.0	1432
0:03:56	30.0	1374
0:03:58	30.0	1409
0:04:00	30.0	1399
0:04:02	30.0	1387
0:04:04	30.0	1406
0:04:06	30.0	1391
0:04:08	30.0	1392
0:04:10	30.0	1382
0:04:12	30.0	1373
0:04:14	30.0	1382
0:04:16	30.0	1393
0:04:18	30.0	1364
0:04:20	30.0	1368
0:04:22	30.0	1399
0:04:24	30.0	1370
0:04:26	30.0	1443
0:04:28	30.0	1396
0:04:30	30.0	1389
0:04:32	30.0	1393
0:04:34	30.0	1378
0:04:36	30.0	1389
0:04:38	30.0	1375
0:04:40	30.0	1383
0:04:42	30.0	1379
0:04:44	30.0	1359
0:04:46	30.0	1390
0:04:48	30.0	1357
0:04:50	30.0	1353
0:04:52	30.0	1373
0:04:54	30.0	1427
0:04:56	30.0	1368
0:04:58	30.0	1364
0:05:00	30.0	1384

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E						-2250000.000							Max V [295,335]
						1.000							R-Squared [295,335]
						0:02:47							t at Max V [295,335]
						0:02:32							Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

