

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:08:00 (HH:MM:SS), Interval 0:00:02, 241 Reads
    Read	Fluorescence Endpoint
	C6
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C						SPL1							Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C6
0:00:00	30.0	2289
0:00:02	30.0	2242
0:00:04	30.0	2207
0:00:06	30.0	2177
0:00:08	30.0	2154
0:00:10	30.0	2088
0:00:12	30.0	2099
0:00:14	30.0	2115
0:00:16	30.0	2096
0:00:18	30.0	2048
0:00:20	30.0	2001
0:00:22	30.0	2052
0:00:24	30.0	2013
0:00:26	30.0	2037
0:00:28	30.0	2001
0:00:30	30.0	1956
0:00:32	30.0	1957
0:00:34	30.0	1945
0:00:36	30.0	1929
0:00:38	30.0	1903
0:00:40	30.0	1891
0:00:42	30.0	1880
0:00:44	30.0	1887
0:00:46	30.0	1845
0:00:48	30.0	1836
0:00:50	30.0	1817
0:00:52	30.0	1796
0:00:54	30.0	1834
0:00:56	30.0	1809
0:00:58	30.0	1755
0:01:00	30.0	1768
0:01:02	30.0	1753
0:01:04	30.0	1770
0:01:06	30.0	1715
0:01:08	30.0	1734
0:01:10	30.0	1738
0:01:12	30.0	1723
0:01:14	30.0	1681
0:01:16	30.0	1724
0:01:18	30.0	1647
0:01:20	30.0	1696
0:01:22	30.0	1674
0:01:24	30.0	1667
0:01:26	30.0	1651
0:01:28	30.0	1657
0:01:30	30.0	1661
0:01:32	30.0	1638
0:01:34	30.0	1624
0:01:36	30.0	1635
0:01:38	30.0	1630
0:01:40	30.0	1628
0:01:42	30.0	1617
0:01:44	30.0	1608
0:01:46	30.0	1583
0:01:48	30.0	1606
0:01:50	30.0	1577
0:01:52	30.0	1575
0:01:54	30.0	1583
0:01:56	30.0	1583
0:01:58	30.0	1588
0:02:00	30.0	1604
0:02:02	30.1	1568
0:02:04	30.1	1577
0:02:06	30.0	1520
0:02:08	30.0	1546
0:02:10	30.0	1514
0:02:12	30.0	1522
0:02:14	30.0	1507
0:02:16	30.0	1545
0:02:18	30.0	1520
0:02:20	30.0	1493
0:02:22	30.0	1491
0:02:24	30.0	1537
0:02:26	30.0	1522
0:02:28	30.0	1494
0:02:30	30.0	1511
0:02:32	30.0	1497
0:02:34	30.0	1508
0:02:36	30.0	1470
0:02:38	30.0	1492
0:02:40	30.0	1515
0:02:42	30.0	1513
0:02:44	30.0	1450
0:02:46	30.0	1460
0:02:48	30.0	1479
0:02:50	30.0	1459
0:02:52	30.0	1502
0:02:54	30.0	1411
0:02:56	30.0	1473
0:02:58	30.0	1444
0:03:00	30.0	1426
0:03:02	30.0	1449
0:03:04	30.0	1406
0:03:06	30.0	1413
0:03:08	30.0	1437
0:03:10	30.0	1460
0:03:12	30.0	1471
0:03:14	30.0	1432
0:03:16	30.0	1440
0:03:18	30.0	1430
0:03:20	30.0	1454
0:03:22	30.0	1391
0:03:24	30.0	1442
0:03:26	30.0	1414
0:03:28	30.0	1431
0:03:30	30.0	1431
0:03:32	30.0	1423
0:03:34	30.0	1429
0:03:36	30.0	1436
0:03:38	30.0	1393
0:03:40	30.0	1404
0:03:42	30.0	1390
0:03:44	30.0	1450
0:03:46	30.0	1375
0:03:48	30.0	1374
0:03:50	30.0	1425
0:03:52	30.0	1407
0:03:54	30.0	1400
0:03:56	30.0	1411
0:03:58	30.0	1403
0:04:00	30.0	1383
0:04:02	30.0	1413
0:04:04	30.0	1371
0:04:06	30.0	1392
0:04:08	30.0	1414
0:04:10	30.0	1410
0:04:12	30.0	1382
0:04:14	30.0	1377
0:04:16	30.0	1370
0:04:18	30.0	1395
0:04:20	30.0	1387
0:04:22	30.0	1417
0:04:24	30.0	1378
0:04:26	30.0	1357
0:04:28	30.0	1389
0:04:30	30.0	1363
0:04:32	30.0	1368
0:04:34	30.0	1358
0:04:36	30.0	1364
0:04:38	30.0	1379
0:04:40	30.0	1381
0:04:42	30.0	1377
0:04:44	30.0	1382
0:04:46	30.0	1357
0:04:48	30.0	1382
0:04:50	30.0	1386
0:04:52	30.0	1358
0:04:54	30.0	1387
0:04:56	30.0	1356
0:04:58	30.0	1345
0:05:00	30.0	1386
0:05:02	30.0	1375
0:05:04	30.0	1405
0:05:06	30.0	1376
0:05:08	30.0	1375
0:05:10	30.0	1404
0:05:12	30.0	1368
0:05:14	30.0	1348
0:05:16	30.0	1363
0:05:18	30.0	1344
0:05:20	30.0	1353
0:05:22	30.0	1362
0:05:24	30.0	1381
0:05:26	30.0	1339
0:05:28	30.0	1370
0:05:30	30.0	1309
0:05:32	30.0	1399
0:05:34	30.0	1369
0:05:36	30.0	1339
0:05:38	30.0	1296
0:05:40	30.0	1349
0:05:42	30.0	1322
0:05:44	30.0	1314
0:05:46	30.0	1353
0:05:48	30.0	1388
0:05:50	30.0	1337
0:05:52	30.0	1304
0:05:54	30.0	1346
0:05:56	30.0	1324
0:05:58	30.0	1332
0:06:00	30.0	1374
0:06:02	30.0	1347
0:06:04	30.0	1352
0:06:06	30.0	1334
0:06:08	30.0	1309
0:06:10	30.0	1329
0:06:12	30.0	1367
0:06:14	30.0	1328
0:06:16	30.0	1360
0:06:18	30.0	1353
0:06:20	30.0	1348
0:06:22	30.0	1369
0:06:24	30.0	1360
0:06:26	30.0	1366
0:06:28	30.0	1317
0:06:30	30.0	1360
0:06:32	30.0	1339
0:06:34	30.0	1362
0:06:36	30.0	1339
0:06:38	30.0	1310
0:06:40	30.0	1342
0:06:42	30.0	1309
0:06:44	30.0	1326
