

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 1:00:00 (HH:MM:SS), Interval 0:00:05, 721 Reads
    Read	Fluorescence Endpoint
	E1..E12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	SPL13	Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12
0:00:00	30.0	1569	4936	6574	9959	12183	14958	1383	5030	6559	9432	10751	14546
0:00:05	30.0	1564	4850	6664	9904	12126	15171	1322	5008	6482	9384	10813	14468
0:00:10	30.0	1596	4789	6716	10028	12062	15146	1336	4913	6494	9386	10806	14534
0:00:15	30.0	1529	4725	6534	10095	12249	15117	1299	4862	6315	9277	10725	14296
0:00:20	30.0	1562	4792	6447	9894	12073	15158	1222	4705	6280	9211	10596	14089
0:00:25	30.0	1526	4728	6471	9976	12016	15062	1226	4622	6363	9100	10516	14224
0:00:30	30.0	1482	4737	6513	9869	12030	15015	1175	4542	6180	9096	10483	13988
0:00:35	30.0	1460	4696	6484	9919	12036	14947	1200	4483	6144	8937	10379	13998
0:00:40	30.0	1479	4615	6447	9913	11719	14953	1179	4464	5981	8941	10182	13838
0:00:45	30.0	1399	4658	6356	9779	11828	14969	1162	4400	5979	8766	10139	13910
0:00:50	30.0	1425	4648	6358	9823	11876	14783	1096	4349	5904	8751	10012	13784
0:00:55	30.0	1402	4548	6251	9776	11685	14733	1089	4345	5885	8542	10088	13807
0:01:00	30.0	1382	4565	6273	9545	11604	14812	1073	4344	5716	8674	9970	13880
0:01:05	30.0	1389	4527	6240	9637	11471	15045	1071	4244	5677	8593	9817	13603
0:01:10	30.0	1372	4563	6164	9677	11614	14860	1059	4202	5691	8604	9941	13758
0:01:15	30.0	1375	4517	6213	9639	11426	14628	1044	4198	5674	8332	9713	13677
