

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:30:00 (HH:MM:SS), Interval 0:00:05, 361 Reads
    Read	Fluorescence Endpoint
	E1..E12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	SPL13	Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12
0:00:00	30.0	1225	2321	3482	4909	1044	2086	3107	4536	849	2027	2803	3520
0:00:05	30.0	1192	2292	3447	4796	1027	2092	2998	4384	860	2016	2762	3554
0:00:10	30.0	1159	2251	3444	4806	976	2033	2928	4287	811	2021	2708	3549
0:00:15	30.0	1117	2202	3401	4693	968	1971	2874	4202	824	1997	2673	3553
0:00:20	30.0	1097	2175	3375	4705	892	1900	2836	4077	783	2018	2754	3547
0:00:25	30.0	1098	2127	3317	4680	885	1885	2711	3985	767	2000	2636	3436
0:00:30	30.0	1099	2119	3282	4670	891	1846	2689	3882	784	1940	2692	3488
0:00:35	30.0	1059	2087	3261	4543	868	1815	2657	3904	736	1948	2651	3418
0:00:40	30.0	1049	2068	3166	4444	848	1796	2612	3784	751	1858	2613	3429
0:00:45	30.0	1026	2089	3128	4490	866	1733	2567	3804	754	1940	2614	3385
0:00:50	30.0	1014	2032	3171	4400	823	1724	2579	3708	748	1890	2619	3336
0:00:55	30.0	1004	1967	3127	4394	847	1704	2538	3730	725	1850	2558	3325
0:01:00	30.0	1003	1940	3006	4395	855	1693	2528	3663	692	1834	2527	3300
0:01:05	30.0	1008	1979	3057	4267	829	1669	2468	3552	692	1822	2618	3255
0:01:10	30.0	936	1864	2960	4312	807	1637	2440	3587	721	1819	2520	3329
0:01:15	30.0	950	1943	3008	4197	808	1608	2429	3524	709	1818	2485	3280
0:01:20	30.0	926	1859	2954	4173	814	1598	2395	3489	694	1763	2480	3267
