

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:40:00 (HH:MM:SS), Interval 0:00:05, 481 Reads
    Read	Fluorescence Endpoint
	G1..G12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
H													Well ID

295,335

Time	T° 295,335	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12
0:00:00	30.0	7359	9004	10943	13400	7207	9072	10787	12641	6250	7826	8769	10445
0:00:05	30.0	7244	8977	10827	13307	6963	8953	10612	12605	6192	7935	8748	10468
0:00:10	30.0	7259	8937	10662	13361	6946	8914	10475	12556	6191	7882	8806	10483
0:00:15	30.0	7355	8816	10654	13329	6806	8838	10421	12487	6190	7935	8679	10355
0:00:20	30.0	7214	8901	10458	12956	6839	8659	10248	12197	6104	7894	8739	10384
0:00:25	30.0	7138	8699	10474	12760	6702	8529	10203	12204	6135	7909	8711	10451
0:00:30	30.0	7097	8670	10353	12796	6666	8424	9947	12056	6136	7744	8610	10250
0:00:35	30.0	6913	8597	10184	12740	6513	8182	9919	11871	6029	7687	8531	10346
0:00:40	30.0	6957	8445	10100	12778	6502	8153	9739	11761	6035	7683	8581	10387
0:00:45	30.0	6798	8520	9970	12628	6169	8126	9746	11582	5936	7613	8631	10242
0:00:50	30.0	6809	8458	9803	12454	6185	8008	9669	11577	5924	7646	8555	10095
0:00:55	30.0	6673	8448	9781	12415	6128	7884	9450	11276	5906	7582	8372	10136
0:01:00	30.0	6660	8158	9803	12222	5998	7822	9569	11390	5762	7524	8457	10106
0:01:05	30.0	6594	8138	9733	12266	5995	7729	9328	11288	5772	7592	8395	10027
0:01:10	30.0	6618	8208	9632	12236	5863	7721	9275	11199	5837	7519	8324	10165
0:01:15	30.0	6530	8194	9617	12171	5807	7644	9215	11022	5795	7366	8503	9991
0:01:20	30.1	6469	8035	9532	12022	5760	7566	9251	11039	5706	7360	8299	9989
0:01:25	30.0	6425	8051	9411	11935	5648	7454	8935	10829	5704	7490	8334	9906
0:01:30	30.0	6291	7925	9208	12003	5618	7490	8998	10876	5658	7511	8302	9940
0:01:35	30.0	6353	7918	9274	11849	5575	7326	8966	10753	5722	7404	8209	9859
0:01:40	30.0	6260	7830	9077	11786	5545	7336	8883	10667	5599	7354	8144	9756
0:01:45	30.0	6248	7759	9125	11579	5516	7195	8760	10575	5570	7395	8185	9936
0:01:50	30.0	6103	7688	9104	11628	5397	7186	8709	10439	5543	7308	8213	9878
0:01:55	30.0	6193	7720	9077	11537	5409	7087	8553	10641	5548	7283	8128	9798
0:02:00	30.0	6129	7526	9097	11383	5335	7203	8575	10465	5553	7257	8071	9787
0:02:05	30.0	6046	7538	8940	11389	5305	7034	8446	10269	5481	7247	8079	9788
0:02:10	30.0	6000	7581	8882	11313	5362	6991	8645	10271	5506	7128	7991	9757
0:02:15	30.0	5907	7526	8801	11250	5238	6883	8417	10300	5497	7153	7972	9714
0:02:20	30.0	5949	7475	8832	11402	5282	6933	8388	10219	5426	7150	8003	9522
0:02:25	30.0	5863	7323	8841	11185	5208	6927	8408	10104	5402	6982	7955	9544
0:02:30	30.0	5827	7399	8670	11190	5193	6798	8366	10085	5396	7093	8025	9671
0:02:35	30.0	5881	7335	8685	11070	5161	6781	8349	10061	5375	7149	8035	9488
0:02:40	30.0	5798	7321	8672	11056	5150	6726	8315	10014	5301	6967	7986	9515
0:02:45	30.0	5767	7245	8576	10983	5142	6881	8268	10036	5348	6892	7890	9602
0:02:50	30.0	5721	7236	8645	10921	5104	6687	8212	10012	5306	6963	7821	9484
0:02:55	30.0	5711	7080	8531	10781	5033	6697	8167	9870	5214	7033	7880	9488
0:03:00	30.0	5641	7109	8462	10734	5097	6776	8043	10025	5236	6960	7746	9449
0:03:05	30.0	5562	7086	8347	10676	5090	6621	8101	9802	5219	6872	7632	9349
0:03:10	30.0	5630	7076	8406	10704	5047	6618	8124	9832	5265	6878	7639	9446
0:03:15	30.0	5535	7012	8345	10623	4901	6507	8053	9739	5173	6749	7756	9394
0:03:20	30.0	5484	6922	8375	10538	5016	6474	8066	9719	5229	6835	7579	9361
0:03:25	30.0	5589	6840	8359	10464	4936	6468	7913	9688	5259	6766	7742	9344
0:03:30	30.0	5512	6784	8272	10497	5008	6479	8106	9688	5132	6761	7542	9354
0:03:35	30.0	5407	6814	8168	10466	4986	6458	7979	9642	5166	6765	7500	9174
0:03:40	30.0	5482	6863	8110	10416	4863	6492	7935	9578	5116	6721	7545	9277
0:03:45	30.0	5517	6780	7999	10314	4934	6463	7922	9555	5092	6674	7644	9096
0:03:50	30.0	5388	6777	8040	10274	4939	6426	7959	9574	5017	6647	7396	9144
0:03:55	30.0	5404	6700	8015	10299	4871	6424	7948	9550	5050	6598	7473	9236
0:04:00	30.0	5358	6732	7994	10294	4896	6355	7855	9557	4973	6718	7451	9180
0:04:05	30.0	5355	6685	7999	10153	4914	6484	7906	9556	4906	6566	7483	9093
0:04:10	30.0	5311	6541	8009	10151	4894	6321	7772	9496	4946	6635	7474	9149
0:04:15	30.0	5307	6584	8024	10080	4824	6395	7768	9289	5017	6544	7398	8991
0:04:20	30.0	5269	6599	8019	10151	4894	6351	7666	9491	5034	6585	7313	9045
0:04:25	30.0	5174	6559	7815	10203	4886	6373	7820	9447	4986	6534	7346	8994
0:04:30	30.0	5229	6531	7795	9954	4813	6249	7846	9335	4982	6585	7416	8898
0:04:35	30.0	5197	6535	7788	9871	4852	6144	7843	9428	4910	6509	7324	8858
0:04:40	30.0	5246	6462	7796	9896	4834	6269	7722	9453	4880	6426	7262	8871
0:04:45	30.0	5213	6359	7696	9848	4876	6349	7603	9441	4884	6399	7288	8935
0:04:50	30.0	5105	6456	7659	9791	4858	6191	7638	9227	4842	6440	7303	8868
0:04:55	30.0	5149	6291	7637	9879	4733	6230	7681	9241	4832	6408	7117	8941
0:05:00	30.0	5147	6382	7682	9856	4799	6247	7709	9358	4839	6366	7271	8930
0:05:05	30.0	5080	6372	7707	9794	4845	6250	7632	9129	4775	6401	7296	8938
0:05:10	30.0	5041	6297	7543	9666	4821	6265	7648	9224	4812	6353	7080	8863
0:05:15	30.0	5110	6309	7564	9772	4806	6219	7570	9316	4803	6357	7186	8772
0:05:20	30.0	5131	6298	7570	9764	4721	6233	7608	9177	4792	6301	7132	8745
0:05:25	30.0	5022	6349	7594	9658	4828	6163	7745	9232	4830	6271	7092	8670
0:05:30	30.0	5033	6248	7475	9607	4790	6217	7604	9109	4736	6265	7097	8718
0:05:35	30.0	4943	6374	7430	9695	4751	6291	7630	9134	4749	6314	6958	8743
0:05:40	30.0	5030	6151	7398	9485	4719	6196	7576	9151	4777	6263	7095	8774
0:05:45	30.0	4994	6257	7401	9565	4762	6172	7461	9097	4681	6295	7059	8766
0:05:50	30.0	4994	6233	7455	9461	4689	6201	7585	9189	4704	6254	6970	8736
0:05:55	30.0	4975	6174	7415	9525	4824	6133	7620	9067	4772	6197	7105	8709
0:06:00	30.0	4989	6177	7448	9464	4763	6290	7532	9110	4650	6255	7044	8632
0:06:05	30.0	4960	6127	7415	9388	4705	6156	7406	9026	4704	6098	7019	8618
0:06:10	30.0	4944	6224	7367	9476	4738	6142	7500	9194	4658	6184	6933	8612
0:06:15	30.0	4935	6093	7237	9472	4770	6077	7502	9164	4673	6192	6970	8598
0:06:20	30.0	4937	6099	7270	9465	4753	6242	7583	9079	4635	6165	7000	8496
0:06:25	30.0	4895	6186	7229	9402	4785	6131	7523	9043	4607	6079	6822	8504
0:06:30	30.0	4870	6032	7242	9394	4790	6075	7503	9115	4631	6167	6901	8437
0:06:35	30.0	4948	6134	7316	9452	4764	6051	7564	9014	4595	6098	6912	8469
0:06:40	30.0	4923	5992	7320	9224	4702	6145	7591	9097	4641	6114	6870	8556
0:06:45	30.0	4920	6075	7175	9396	4730	6108	7566	8990	4658	6088	6893	8469
0:06:50	30.0	4862	5967	7164	9184	4676	6105	7446	8911	4594	6099	6895	8476
0:06:55	30.0	4900	6032	7262	9263	4768	6154	7443	9066	4598	6042	6813	8522
0:07:00	30.0	4897	6021	7165	9323	4714	6165	7541	9034	4581	6020	6772	8535
0:07:05	30.0	4892	5996	7153	9201	4706	6225	7443	9062	4649	5940	6875	8467
0:07:10	30.0	4861	6003	7099	9228	4751	6178	7593	9043	4553	6005	6684	8394
0:07:15	30.0	4833	5878	7107	9122	4710	6101	7428	8953	4554	5994	6772	8391
0:07:20	30.0	4835	6045	7109	9174	4738	6128	7346	9001	4560	6076	6725	8321
0:07:25	30.0	4791	5885	7076	9141	4699	6042	7469	9017	4501	5899	6756	8414
0:07:30	30.0	4846	5856	7117	9131	4706	6026	7360	8999	4577	6094	6785	8381
0:07:35	30.0	4815	5984	7002	9172	4761	6047	7414	9072	4513	6015	6708	8313
