

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:05:00 (HH:MM:SS), Interval 0:00:01, 301 Reads
    Read	Fluorescence Endpoint
	A2
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A		SPL1											Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	A2
0:00:00	30.0	682
0:00:01	30.0	681
0:00:02	30.0	672
0:00:03	30.0	679
0:00:04	30.0	629
0:00:05	30.0	647
0:00:06	30.0	656
0:00:07	30.0	613
0:00:08	30.1	634
0:00:09	30.1	622
0:00:10	30.0	618
0:00:11	30.1	649
0:00:12	30.0	623
0:00:13	30.1	637
0:00:14	30.0	619
0:00:15	30.0	618
0:00:16	30.0	600
0:00:17	30.0	590
0:00:18	30.0	607
0:00:19	30.0	589
0:00:20	30.0	600
0:00:21	30.0	594
0:00:22	30.0	584
0:00:23	30.0	600
0:00:24	30.0	571
0:00:25	30.0	580
0:00:26	30.0	568
0:00:27	30.0	564
0:00:28	30.0	602
0:00:29	30.0	573
0:00:30	30.0	572
0:00:31	30.0	583
0:00:32	30.0	551
0:00:33	30.0	569
0:00:34	30.0	555
0:00:35	30.0	542
0:00:36	30.0	580
0:00:37	30.0	552
0:00:38	30.0	549
0:00:39	30.0	551
0:00:40	30.0	542
0:00:41	30.0	529
0:00:42	30.0	525
0:00:43	30.0	523
0:00:44	30.0	543
0:00:45	30.0	565
0:00:46	30.0	527
0:00:47	30.0	543
0:00:48	30.0	541
0:00:49	30.0	535
0:00:50	30.0	535
0:00:51	30.0	526
0:00:52	30.0	530
0:00:53	30.0	498
0:00:54	30.0	549
0:00:55	30.0	541
0:00:56	30.0	517
0:00:57	30.0	523
0:00:58	30.0	531
0:00:59	30.0	539
0:01:00	30.0	515
0:01:01	30.0	534
0:01:02	30.0	532
0:01:03	30.0	538
0:01:04	30.0	509
0:01:05	30.0	520
0:01:06	30.0	544
0:01:07	30.0	543
0:01:08	30.0	516
0:01:09	30.0	531
0:01:10	30.0	521
0:01:11	30.0	512
0:01:12	30.0	518
0:01:13	30.0	499
0:01:14	30.0	527
0:01:15	30.0	533
0:01:16	30.0	535
0:01:17	30.0	529
0:01:18	30.0	512
0:01:19	30.0	531
0:01:20	30.0	517
0:01:21	30.0	523
0:01:22	30.0	503
0:01:23	30.0	497
0:01:24	30.0	530
0:01:25	30.0	530
0:01:26	30.0	537
0:01:27	30.0	513
0:01:28	30.0	529
0:01:29	30.0	511
0:01:30	30.0	526
0:01:31	30.0	542
0:01:32	30.0	509
0:01:33	30.0	508
0:01:34	30.0	521
0:01:35	30.0	531
0:01:36	30.0	510
0:01:37	30.0	515
0:01:38	30.0	506
0:01:39	30.0	550
0:01:40	30.0	510
0:01:41	30.0	518
0:01:42	30.0	499
0:01:43	30.0	509
0:01:44	30.0	513
0:01:45	30.0	515
0:01:46	30.0	511
0:01:47	30.0	512
0:01:48	30.0	535
0:01:49	30.0	531
0:01:50	30.0	498
0:01:51	30.0	517
0:01:52	30.0	528
0:01:53	30.0	481
0:01:54	30.0	508
0:01:55	30.0	529
0:01:56	30.0	525
0:01:57	30.0	505
0:01:58	30.0	509
0:01:59	30.0	530
0:02:00	30.0	506
0:02:01	30.0	504
0:02:02	30.0	505
0:02:03	30.0	512
0:02:04	30.0	507
0:02:05	30.0	499
0:02:06	30.0	516
0:02:07	30.0	518
0:02:08	30.0	507
0:02:09	30.0	532
0:02:10	30.0	513
0:02:11	30.0	525
0:02:12	30.0	513
0:02:13	30.0	521
0:02:14	30.0	500
0:02:15	30.0	520
0:02:16	30.0	521
0:02:17	30.0	536
0:02:18	30.0	505
0:02:19	30.0	512
0:02:20	30.0	521
0:02:21	30.0	487
0:02:22	30.0	519
0:02:23	30.0	507
0:02:24	30.0	525
0:02:25	30.0	523
0:02:26	30.0	511
0:02:27	30.0	525
0:02:28	30.0	522
0:02:29	30.0	519
0:02:30	30.0	500
0:02:31	30.0	518
0:02:32	30.0	528
0:02:33	30.0	518
0:02:34	30.0	538
0:02:35	30.0	520
0:02:36	30.0	525
0:02:37	30.0	529
0:02:38	30.0	497
0:02:39	30.0	509
0:02:40	30.0	505
0:02:41	30.0	509
0:02:42	30.1	525
0:02:43	30.1	518
0:02:44	30.1	518
0:02:45	30.1	519
0:02:46	30.1	528
0:02:47	30.1	516
0:02:48	30.1	506
0:02:49	30.1	510
0:02:50	30.1	518
0:02:51	30.0	505
0:02:52	30.0	508
0:02:53	30.0	519
0:02:54	30.0	510
0:02:55	30.0	504
0:02:56	30.0	516
0:02:57	30.0	507
0:02:58	30.0	513
0:02:59	30.0	507
0:03:00	30.0	521
0:03:01	30.0	520
0:03:02	30.0	501
0:03:03	30.0	535
0:03:04	30.0	522
0:03:05	30.0	513
0:03:06	30.0	493
0:03:07	30.0	524
0:03:08	30.0	502
0:03:09	30.0	498
0:03:10	30.0	509
0:03:11	30.0	531
0:03:12	30.0	529
0:03:13	30.0	519
0:03:14	30.0	520
0:03:15	30.0	500
0:03:16	30.0	522
0:03:17	30.0	525
0:03:18	30.0	517
0:03:19	30.0	499
0:03:20	30.0	502
0:03:21	30.0	523
0:03:22	30.0	516
0:03:23	30.0	521
0:03:24	30.0	517
0:03:25	30.0	525
