

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:45:00 (HH:MM:SS), Interval 0:00:05, 541 Reads
    Read	Fluorescence Endpoint
	E1..E12
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 59
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E	SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9	SPL10	SPL11	SPL12	Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12
0:00:00	30.0	159	312	693	735	952	1366	1688	2876	3607	4585	5741	6902
0:00:05	30.0	163	307	697	728	938	1368	1695	2887	3669	4608	5759	6894
0:00:10	30.0	149	314	675	719	934	1361	1675	2854	3641	4583	5742	6917
0:00:15	30.0	148	303	681	699	923	1335	1669	2866	3605	4568	5744	6905
0:00:20	30.0	153	289	664	700	920	1325	1687	2854	3580	4598	5736	6953
0:00:25	30.0	145	283	662	685	911	1317	1659	2796	3621	4583	5731	6934
0:00:30	30.0	152	285	646	682	888	1295	1667	2820	3566	4588	5761	6955
0:00:35	30.0	137	274	646	664	882	1290	1644	2830	3582	4568	5727	6967
0:00:40	30.0	138	274	633	662	886	1278	1642	2844	3582	4578	5675	6897
0:00:45	30.0	129	274	624	651	873	1278	1606	2782	3575	4544	5664	6992
0:00:50	30.0	129	272	619	649	867	1278	1616	2810	3519	4509	5644	6896
0:00:55	30.0	135	260	606	640	858	1263	1595	2788	3547	4492	5673	6898
0:01:00	30.0	127	265	606	632	866	1239	1597	2813	3505	4486	5654	6928
0:01:05	30.0	131	254	605	628	829	1247	1573	2777	3514	4512	5580	6878
0:01:10	30.0	133	256	597	626	845	1229	1552	2754	3503	4507	5677	6867
0:01:15	30.0	131	257	590	611	820	1211	1539	2771	3502	4445	5645	6838
0:01:20	30.0	129	246	581	608	818	1225	1540	2750	3506	4497	5610	6865
0:01:25	30.0	129	253	581	618	823	1208	1546	2704	3470	4428	5591	6807
