score	scale
-0.4630245448504983	27.92479256197396
-0.4530245448504983	28.13949234974801
-0.4430245448504983	28.38759441497758
-0.4330245448504983	28.66625583308393
-0.4230245448504983	28.972633679488332
-0.4130245448504983	29.303885029612054
-0.40302454485049827	29.657166958876335
-0.39302454485049826	30.02963654270247
-0.38302454485049825	30.418450856511697
-0.37302454485049824	30.820766975725295
-0.36302454485049823	31.233741975764527
-0.3530245448504982	31.654532932050653
-0.3430245448504982	32.080296920004926
-0.3330245448504982	32.50819101504863
-0.3230245448504982	32.93537229260302
-0.3130245448504982	33.358997828089365
-0.3030245448504982	33.77543943728563
-0.29302454485049817	34.17746434845701
-0.28302454485049816	34.55680614768088
-0.27302454485049815	34.90591423668081
-0.26302454485049814	35.23899500925853
-0.25302454485049813	35.59543398803097
-0.24302454485049813	36.01364234820962
-0.23302454485049812	36.50323382943654
-0.2230245448504981	37.0546878629508
-0.2130245448504981	37.65813907128792
-0.2030245448504981	38.303377049140515
-0.19302454485049808	38.93468630085546
-0.18302454485049807	39.4140527905089
-0.17302454485049806	39.68784735938605
-0.16302454485049805	39.76402006333734
-0.15302454485049805	39.684454993571514
-0.14302454485049804	39.44605635886896
-0.13302454485049803	39.083315415113
-0.12302454485049802	38.843517998653496
-0.11302454485049801	38.66893171190954
-0.103024544850498	38.25943833305025
-0.09302454485049799	37.749266738087975
-0.08302454485049798	37.234305901358404
-0.07302454485049797	36.67835126009099
-0.06302454485049797	36.08837774750237
-0.05302454485049796	35.47136978447561
-0.04302454485049795	34.83431179189378
-0.03302454485049794	34.18418819063994
-0.02302454485049793	33.52798340159715
-0.013024544850497921	32.872681845648486
-0.0030245448504979122	32.225267943677
0.006975455149502097	31.59272611656575
0.016975455149502106	30.98204078519781
0.026975455149502114	30.400196370456243
0.03697545514950212	29.854177293224108
0.04697545514950213	29.350967974384464
0.05697545514950214	28.897552834820377
0.06697545514950215	28.500916295414914
0.07697545514950216	28.16804277705114
0.08697545514950217	27.9059004926505
0.09697545514950218	27.69130899067474
0.10697545514950219	27.458952639945064
0.1169754551495022	27.20475334067731
0.1269754551495022	26.931046299092046
0.1369754551495022	26.640166721409805
0.14697545514950222	26.334449813851148
