sample	well	conc	GEF_conc	date	k_est	span1	f_plateau	span2	cutoff_time	back_signal	fit	linear_fit_fraction	intercept	deadtime	data_file
PE19_R78K	E11	45	5	20190109	0.001	3056	6078	1890		exp	lin	0.08	11040	0	data/20190108_GEF_FRET_assay3.txt
PE19_R78K	E12	65	5	20190108	0.007	6500	6500	6500		exp	lin	0.1	18597	0	data/20190108_GEF_FRET_assay2.txt
PE19_R78K	E12	65	5	20190109	0.007	6500	6500	6500		exp	lin	0.1	14660	0	data/20190108_GEF_FRET_assay3.txt
PE2_T34A	A7	0.25	5	20180824	0.025	240	350	75		exp	exp	0.15		0	data/20180824_GEF_FRET_assay.txt
PE2_T34A	G7	0.5	5	20180824	0.02	450	390	150		exp	exp	0.15		0	data/20180824_GEF_FRET_assay4.txt
PE2_T34A	A8	0.75	5	20180824	0.018	700	550	225		exp	exp	0.15		0	data/20180824_GEF_FRET_assay.txt
PE2_T34A	A9	1	5	20180824	0.012	1050	1100	300		exp	exp	0.15		0	data/20180824_GEF_FRET_assay.txt
PE2_T34A	A7	1	5	20181003	0.011	1000	1000	300		exp	exp	0.15		0	data/20181003_GEF_FRET_assay3.txt
PE2_T34A	A10	1.5	5	20180824	0.01	1600	1200	450		exp	exp	0.15		0	data/20180824_GEF_FRET_assay.txt
PE2_T34A	G8	1.5	5	20180824	0.01	1700	1300	450		exp	exp	0.15		0	data/20180824_GEF_FRET_assay4.txt
PE2_T34A	C7	1.75	5	20180824	0.01	2250	2500	525		exp	exp	0.15		0	data/20180824_GEF_FRET_assay2.txt
PE2_T34A	C8	2	5	20180824	0.009	2600	4000	600		exp	exp	0.15		0	data/20180824_GEF_FRET_assay2.txt
PE2_T34A	G9	2	5	20180824	0.009	2100	1800	600		exp	exp	0.15		0	data/20180824_GEF_FRET_assay4.txt
PE2_T34A	A8	2	5	20181003	0.008	2000	2100	600		exp	exp	0.15		0	data/20181003_GEF_FRET_assay3.txt
PE2_T34A	A11	2.25	5	20180824	0.008	2500	2400	675		exp	exp	0.15		0	data/20180824_GEF_FRET_assay.txt
PE2_T34A	C9	2.5	5	20180824	0.008	3100	3600	750		exp	exp	0.15		0	data/20180824_GEF_FRET_assay2.txt
PE2_T34A	C10	3	5	20180824	0.007	3800	4500	900		exp	exp	0.15		0	data/20180824_GEF_FRET_assay2.txt
PE2_T34A	G10	3	5	20180824	0.007	3200	4000	900		exp	exp	0.15		0	data/20180824_GEF_FRET_assay4.txt
PE2_T34A	A9	3	5	20181003	0.006	3000	4000	900		exp	exp	0.15		0	data/20181003_GEF_FRET_assay3.txt
PE2_T34A	A12	3.25	5	20180824	0.006	3300	3800	975		exp	exp	0.15		0	data/20180824_GEF_FRET_assay.txt
PE2_T34A	G11	3.5	5	20180824	0.006	3700	5000	1050		exp	exp	0.15		0	data/20180824_GEF_FRET_assay4.txt
PE2_T34A	C11	3.75	5	20180824	0.006	4300	6000	1125		exp	exp	0.15		0	data/20180824_GEF_FRET_assay2.txt
PE2_T34A	C12	4	5	20180824	0.006	4500	9000	1200		exp	exp	0.15		0	data/20180824_GEF_FRET_assay2.txt
PE2_T34A	A10	4	5	20181003	0.004	4000	5000	1200		exp	exp	0.15		0	data/20181003_GEF_FRET_assay3.txt
PE2_T34A	G12	4.5	5	20180824	0.005	4000	4000	1350		exp	exp	0.15		0	data/20180824_GEF_FRET_assay4.txt
PE2_T34A	E7	5	5	20180824	0.005	5400	7600	1500		exp	exp	0.15		0	data/20180824_GEF_FRET_assay3.txt
PE2_T34A	A11	5	5	20181003	0.004	4500	5900	1500		exp	exp	0.15		0	data/20181003_GEF_FRET_assay3.txt
PE2_T34A	E8	7	5	20180824	0.004	6800	11000	2100	1800	exp	exp	0.15		0	data/20180824_GEF_FRET_assay3.txt
PE2_T34A	C7	7	5	20181003	0.0037	6300	12000	2100		exp	exp	0.15		0	data/20181003_GEF_FRET_assay4.txt
PE2_T34A	E9	8	5	20180824	0.0037	7400	14000	2400		exp	lin	0.25	25855	0	data/20180824_GEF_FRET_assay3.txt
PE2_T34A	C8	8	5	20181003	0.0037	7400	12500	2400		exp	exp	0.15		0	data/20181003_GEF_FRET_assay4.txt
PE2_T34A	E10	9	5	20180824	0.003	8200	16800	2700		exp	lin	0.1	28080	0	data/20180824_GEF_FRET_assay3.txt
PE2_T34A	C9	9	5	20181003	0.004	7700	14600	2700		exp	lin	0.15	26564	0	data/20181003_GEF_FRET_assay4.txt
PE2_T34A	E11	10	5	20180824	0.003	8700	16500	3000		exp	lin	0.15	30720	0	data/20180824_GEF_FRET_assay3.txt
PE2_T34A	C10	10	5	20181003	0.003	8500	16500	3000		exp	lin	0.15	30000	0	data/20181003_GEF_FRET_assay4.txt
PE2_T34A	C11	11	5	20181003	0.003	7800	17000	3300		exp	lin	0.1	31150	0	data/20181003_GEF_FRET_assay4.txt
PE2_T34A	E12	12	5	20180824	0.0027	8700	16000	3600		exp	lin	0.1	32461	0	data/20180824_GEF_FRET_assay3.txt
PE2_T34A	C12	12	5	20181003	0.0022	8700	21000	3600		exp	lin	0.1	34355	0	data/20181003_GEF_FRET_assay4.txt
PE20_K132H	A9	0.25	5	20180911	0.018	200	350	75		exp	exp	0.15		0	data/20180911_GEF_FRET_assay2.txt
PE20_K132H	C1	0.25	5	20190110	0.0169	38	53	39		exp	exp	0.1		0	data/20190110_GEF_FRET_assay5.txt
PE20_K132H	A9	0.5	5	20180911	0.02	250	400	150	1000	exp	exp	0.15		0	data/20180911_GEF_FRET_assay.txt
PE20_K132H	C2	0.5	5	20190110	0.0137	70	89	58		exp	exp	0.1		0	data/20190110_GEF_FRET_assay5.txt
PE20_K132H	A10	0.75	5	20180911	0.01	790	900	225		exp	exp	0.15		0	data/20180911_GEF_FRET_assay2.txt
PE20_K132H	C3	0.75	5	20190110	0.0115	124	129	90		exp	exp	0.1		0	data/20190110_GEF_FRET_assay5.txt
PE20_K132H	A10	1	5	20180911	0.01	500	530	300		exp	exp	0.15		0	data/20180911_GEF_FRET_assay.txt
PE20_K132H	C4	1	5	20190110	0.0101	172	182	120		exp	exp	0.1		0	data/20190110_GEF_FRET_assay5.txt
PE20_K132H	A11	1.25	5	20180911	0.009	1100	1170	375		exp	exp	0.15		0	data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A11	1.5	5	20180911	0.01	870	700	450		exp	exp	0.15		0	data/20180911_GEF_FRET_assay.txt
PE20_K132H	C5	1.5	5	20190110	0.0072	252	258	169		exp	exp	0.1		0	data/20190110_GEF_FRET_assay5.txt
PE20_K132H	A12	1.75	5	20180911	0.008	1900	2400	525		exp	exp	0.15		0	data/20180911_GEF_FRET_assay2.txt
PE20_K132H	A12	2	5	20180911	0.008	1200	950	600		exp	exp	0.15		0	data/20180911_GEF_FRET_assay.txt
PE20_K132H	C9	2.25	5	20180911	0.008	2100	3900	675	1250	exp	exp	0.15		0	data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C9	2.5	5	20180911	0.007	2500	3950	750		exp	exp	0.15		0	data/20180911_GEF_FRET_assay4.txt
PE20_K132H	C10	2.75	5	20180911	0.007	2600	4200	825	1000	exp	exp	0.15		0	data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C10	3	5	20180911	0.007	2800	5000	900		exp	exp	0.15		0	data/20180911_GEF_FRET_assay4.txt
PE20_K132H	C6	3	5	20190110	0.0046	519	542	315		exp	exp	0.1		0	data/20190110_GEF_FRET_assay5.txt
PE20_K132H	C11	3.25	5	20180911	0.007	2700	5600	975	1000	exp	exp	0.15		0	data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C11	3.5	5	20180911	0.006	2900	8000	1050		exp	exp	0.15		0	data/20180911_GEF_FRET_assay4.txt
PE20_K132H	C12	4	5	20180911	0.005	3100	7500	1200	1100	exp	exp	0.15		0	data/20180911_GEF_FRET_assay3.txt
PE20_K132H	C12	4.5	5	20180911	0.0044	3600	7400	1350		exp	exp	0.15		0	data/20180911_GEF_FRET_assay4.txt
PE20_K132H	E9	5	5	20180911	0.005	4800	11000	1500		exp	exp	0.15		0	data/20180911_GEF_FRET_assay5.txt
PE20_K132H	C7	5	5	20190110	0.003	827	949	506		exp	exp	0.1	2283	0	data/20190110_GEF_FRET_assay5.txt
PE20_K132H	E10	5.5	5	20180911	0.005	5200	12000	1650		exp	exp	0.15		0	data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E11	6	5	20180911	0.005	5500	12900	1800		exp	exp	0.15		0	data/20180911_GEF_FRET_assay5.txt
PE20_K132H	E12	7	5	20180911	0.005	5400	13500	2100		exp	exp	0.15		0	data/20180911_GEF_FRET_assay5.txt
PE20_K132H	C8	7	5	20190110	0.0024	1147	1476	657		exp	exp	0.1	3281	0	data/20190110_GEF_FRET_assay5.txt
PE20_K132H	E9	8	5	20180911	0.004	7500	14000	2400	1500	exp	exp	0.15		0	data/20180911_GEF_FRET_assay6.txt
PE20_K132H	E10	9	5	20180911	0.004	7300	14700	2700	1800	exp	exp	0.15		0	data/20180911_GEF_FRET_assay6.txt
PE20_K132H	C9	9	5	20190110	0.0019	1448	2068	740		exp	lin	0.1	4257	0	data/20190110_GEF_FRET_assay5.txt
PE20_K132H	E11	10	5	20180911	0.003	8400	18000	3000	1800	exp	exp	0.15		0	data/20180911_GEF_FRET_assay6.txt
PE20_K132H	C10	11	5	20190110	0.0016	1771	2806	680		exp	lin	0.1	5265	0	data/20190110_GEF_FRET_assay5.txt
PE20_K132H	E12	12	5	20180911	0.003	8800	17800	3600	1550	exp	exp	0.15		0	data/20180911_GEF_FRET_assay6.txt
PE20_K132H	C11	13	5	20190110	0.0015	1915	3123	955		exp	lin	0.1	5994	0	data/20190110_GEF_FRET_assay5.txt
PE20_K132H	C12	15	5	20190110	0.0014	2160	3700	1141		exp	lin	0.1	7015	0	data/20190110_GEF_FRET_assay5.txt
PE22_K143W	G1	0.25	5	20180912	0.02	185	400	75		exp	exp	0.15		0	data/20180912_GEF_FRET_assay2.txt
PE22_K143W	C1	0.25	5	20190110	0.0222	34	49	31		exp	exp	0.1		0	data/20190110_GEF_FRET_assay6.txt
PE22_K143W	G1	0.5	5	20180912	0.02	570	700	150		exp	exp	0.15		0	data/20180912_GEF_FRET_assay.txt
PE22_K143W	C2	0.5	5	20190110	0.0121	90	110	48		exp	exp	0.1		0	data/20190110_GEF_FRET_assay6.txt
PE22_K143W	G2	0.75	5	20180912	0.01	540	900	225		exp	exp	0.15		0	data/20180912_GEF_FRET_assay2.txt
PE22_K143W	C3	0.75	5	20190110	0.009	144	178	57		exp	exp	0.1		0	data/20190110_GEF_FRET_assay6.txt
PE22_K143W	G3	1	5	20180912	0.009	900	1500	300		exp	exp	0.15		0	data/20180912_GEF_FRET_assay2.txt
PE22_K143W	C4	1	5	20190110	0.0081	190	223	89		exp	exp	0.1		0	data/20190110_GEF_FRET_assay6.txt
PE22_K143W	G2	1.5	5	20180912	0.009	1500	2250	450		exp	exp	0.15		0	data/20180912_GEF_FRET_assay.txt
PE22_K143W	G4	1.5	5	20180912	0.008	1600	2500	450		exp	exp	0.15		0	data/20180912_GEF_FRET_assay2.txt
PE22_K143W	C5	1.5	5	20190110	0.0055	311	340	121		exp	exp	0.1		0	data/20190110_GEF_FRET_assay6.txt
PE22_K143W	A1	1.75	5	20180912	0.008	1900	2500	525		exp	exp	0.15		0	data/20180912_GEF_FRET_assay3.txt
PE22_K143W	A2	2	5	20180912	0.007	2200	3000	600		exp	exp	0.15		0	data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G3	2	5	20180912	0.006	2400	2700	600		exp	exp	0.15		0	data/20180912_GEF_FRET_assay.txt
PE22_K143W	G5	2.25	5	20180912	0.007	2400	3700	675		exp	exp	0.15		0	data/20180912_GEF_FRET_assay2.txt
PE22_K143W	A3	2.5	5	20180912	0.007	2800	3800	750		exp	exp	0.15		0	data/20180912_GEF_FRET_assay3.txt
PE22_K143W	A4	3	5	20180912	0.006	3300	4900	900		exp	exp	0.15		0	data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G4	3	5	20180912	0.006	3500	4300	900		exp	exp	0.15		0	data/20180912_GEF_FRET_assay.txt
PE22_K143W	C6	3	5	20190110	0.0031	618	722	223		exp	exp	0.1		0	data/20190110_GEF_FRET_assay6.txt
PE22_K143W	G6	3.25	5	20180912	0.005	3400	5300	975		exp	exp	0.15		0	data/20180912_GEF_FRET_assay2.txt
PE22_K143W	G5	3.5	5	20180912	0.005	3900	4800	1050		exp	exp	0.15		0	data/20180912_GEF_FRET_assay.txt
PE22_K143W	A6	4	5	20180912	0.005	4300	7700	1200	1200	exp	exp	0.15		0	data/20180912_GEF_FRET_assay3.txt
PE22_K143W	G6	4.5	5	20180912	0.004	4900	6200	1350		exp	exp	0.15		0	data/20180912_GEF_FRET_assay.txt
PE22_K143W	A1	5.5	5	20180912	0.004	4500	7000	1650		exp	exp	0.15		0	data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A2	7	5	20180912	0.003	5600	10000	2100		exp	exp	0.15		0	data/20180912_GEF_FRET_assay4.txt
PE22_K143W	C8	7	5	20190110	0.0016	1398	1902	471		exp	lin	0.1	3773	0	data/20190110_GEF_FRET_assay6.txt
PE22_K143W	A3	8	5	20180912	0.003	6600	10000	2400		exp	exp	0.15		0	data/20180912_GEF_FRET_assay4.txt
PE22_K143W	A4	9	5	20180912	0.003	7100	12000	2700		exp	exp	0.15		0	data/20180912_GEF_FRET_assay4.txt
PE22_K143W	C9	9	5	20190110	0.0013	1739	2586	542		exp	lin	0.1	4868	0	data/20190110_GEF_FRET_assay6.txt
PE22_K143W	A5	10	5	20180912	0.002	7600	12000	3000		exp	exp	0.15		0	data/20180912_GEF_FRET_assay4.txt
PE22_K143W	C10	11	5	20190110	0.0011	2142	3456	510		exp	lin	0.1	6109	0	data/20190110_GEF_FRET_assay6.txt
PE22_K143W	A6	12	5	20180912	0.002	8640	12000	3600		exp	exp	0.15		0	data/20180912_GEF_FRET_assay4.txt
PE22_K143W	C11	13	5	20190110	0.001	2369	3935	616		exp	lin	0.1	6921	0	data/20190110_GEF_FRET_assay6.txt
PE22_K143W	C12	15	5	20190110	0.0007	2790	4786	416		exp	lin	0.08	8000	0	data/20190110_GEF_FRET_assay6.txt
PE25_R108G	C1	0.25	5	20180913	0.01	350	400	75		exp	exp	0.15		0	data/20180913_GEF_FRET_assay.txt
PE25_R108G	E1	0.5	5	20180913	0.01	520	520	150		exp	exp	0.15		0	data/20180913_GEF_FRET_assay2.txt
PE25_R108G	C2	0.75	5	20180913	0.009	750	1000	225		exp	exp	0.15		0	data/20180913_GEF_FRET_assay.txt
PE25_R108G	E2	1	5	20180913	0.009	1050	1100	300		exp	exp	0.15		0	data/20180913_GEF_FRET_assay2.txt
PE25_R108G	C2	1	20	20181218	0.0056	167	143	96		exp	exp	0.1	406	0	data/20181218_GEF_FRET_assay4.txt
PE25_R108G	C3	1.25	5	20180913	0.008	1500	1975	375		exp	exp	0.15		0	data/20180913_GEF_FRET_assay.txt
PE25_R108G	E3	1.5	5	20180913	0.007	1500	2000	450		exp	exp	0.15		0	data/20180913_GEF_FRET_assay2.txt
PE25_R108G	C4	1.75	5	20180913	0.007	1800	2400	525	1500	exp	exp	0.15		0	data/20180913_GEF_FRET_assay.txt
PE25_R108G	E4	2	5	20180913	0.007	2000	3000	600		exp	exp	0.15		0	data/20180913_GEF_FRET_assay2.txt
PE25_R108G	E1	2.25	5	20180913	0.007	2000	3300	675	1250	exp	exp	0.15		0	data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G1	2.5	5	20180913	0.009	2300	3200	750		exp	exp	0.15		0	data/20180913_GEF_FRET_assay4.txt
PE25_R108G	E2	2.75	5	20180913	0.007	3000	4000	825	1250	exp	exp	0.15		0	data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G2	3	5	20180913	0.008	2800	4000	900		exp	exp	0.15		0	data/20180913_GEF_FRET_assay4.txt
PE25_R108G	E3	3.25	5	20180913	0.007	3100	4900	975		exp	exp	0.15		0	data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G3	3.5	5	20180913	0.007	3500	5300	1050		exp	exp	0.15		0	data/20180913_GEF_FRET_assay4.txt
PE25_R108G	E4	4	5	20180913	0.007	4000	6320	1200	1250	exp	exp	0.15		0	data/20180913_GEF_FRET_assay3.txt
PE25_R108G	G4	4.5	5	20180913	0.006	4500	8300	1350	1000	exp	exp	0.15		0	data/20180913_GEF_FRET_assay4.txt
PE25_R108G	G1	5	5	20180913	0.007	4500	6600	1500		exp	exp	0.15		0	data/20180913_GEF_FRET_assay5.txt
PE25_R108G	G2	5.5	5	20180913	0.007	4700	8100	1650		exp	exp	0.15		0	data/20180913_GEF_FRET_assay5.txt
PE25_R108G	G3	6	5	20180913	0.007	4900	9400	1800		exp	exp	0.15		0	data/20180913_GEF_FRET_assay5.txt
PE25_R108G	G4	7	5	20180913	0.006	5600	10500	2100		exp	exp	0.15		0	data/20180913_GEF_FRET_assay5.txt
PE25_R108G	A1	8	5	20180913	0.006	6100	10800	2400		exp	exp	0.15		0	data/20180913_GEF_FRET_assay6.txt
PE25_R108G	A2	9	5	20180913	0.006	6700	12900	2700		exp	exp	0.15		0	data/20180913_GEF_FRET_assay6.txt
PE25_R108G	A4	9	20	20181218	0.0243	723	1121	1673		exp	exp	0.1	3518	0	data/20181218_GEF_FRET_assay2.txt
PE25_R108G	A3	10	5	20180913	0.005	7300	14800	3000		exp	exp	0.15		0	data/20180913_GEF_FRET_assay6.txt
PE25_R108G	A4	12	5	20180913	0.0055	7800	18600	3600		exp	exp	0.15		0	data/20180913_GEF_FRET_assay6.txt
PE25_R108G	A5	15	20	20181218	0.0164	1197	2671	2178		exp	exp	0.1	6047	0	data/20181218_GEF_FRET_assay2.txt
PE25_R108G	A6	25	20	20181218	0.014	2021	4633	3454		exp	exp	0.1	10108	0	data/20181218_GEF_FRET_assay2.txt
PE25_R108G	A7	31	20	20181218	0.011	2160	6349	4059		exp	exp	0.1	12569	0	data/20181218_GEF_FRET_assay2.txt
PE25_R108G	A8	39	20	20181218	0.0114	2647	7638	5397		exp	exp	0.1	15684	0	data/20181218_GEF_FRET_assay2.txt
PE25_R108G	A9	47	20	20181218	0.0107	3324	9805	5903		exp	exp	0.1	19032	0	data/20181218_GEF_FRET_assay2.txt
PE25_R108G	A10	60	20	20181218	0.0096	3528	11885	7476		exp	exp	0.1	22860	0	data/20181218_GEF_FRET_assay2.txt
PE25_R108G	A11	75	20	20181218	0.0084	3762	14312	3762		exp	exp	0.1	26817	0	data/20181218_GEF_FRET_assay2.txt
PE25_R108G	A12	90	20	20181218	0.0083	3963	18468	11338		exp	exp	0.1	33788	0	data/20181218_GEF_FRET_assay2.txt
PE25_R108G	C3	120	5	20181218	0.007	12000	8400	36000		exp	lin	0.05	42890	0	data/20181218_GEF_FRET_assay4.txt
PE25_R108G	C4	160	5	20181218	0.007	16000	11200	48000		exp	lin	0.05	51550	0	data/20181218_GEF_FRET_assay4.txt
PE26_R108Q	C5	0.25	5	20180913	0.005	340	500	75		exp	lin	0.15	902	0	data/20180913_GEF_FRET_assay.txt
PE26_R108Q	E5	0.5	5	20180913	0.005	560	640	150		exp	lin	0.15	1524	0	data/20180913_GEF_FRET_assay2.txt
PE26_R108Q	C6	0.75	5	20180913	0.005	930	1300	225		exp	lin	0.15	2407	0	data/20180913_GEF_FRET_assay.txt
PE26_R108Q	E6	1	5	20180913	0.005	1100	1260	300		exp	lin	0.15	2909	0	data/20180913_GEF_FRET_assay2.txt
PE26_R108Q	C7	1.25	5	20180913	0.005	1300	1600	375		exp	lin	0.15	3400	0	data/20180913_GEF_FRET_assay.txt
PE26_R108Q	E7	1.5	5	20180913	0.005	1500	1900	450		exp	lin	0.15	4150	0	data/20180913_GEF_FRET_assay2.txt
PE26_R108Q	C8	1.75	5	20180913	0.005	1900	2700	525		exp	lin	0.15	5170	0	data/20180913_GEF_FRET_assay.txt
PE26_R108Q	E8	2	5	20180913	0.0046	1895	2900	600		exp	lin	0.15	5410	0	data/20180913_GEF_FRET_assay2.txt
PE26_R108Q	E5	2.25	5	20180913	0.005	2300	3200	675		exp	lin	0.15	6500	0	data/20180913_GEF_FRET_assay3.txt
PE26_R108Q	G5	2.5	5	20180913	0.006	2500	3700	750		exp	lin	0.15	6660	0	data/20180913_GEF_FRET_assay4.txt
PE26_R108Q	E6	2.75	5	20180913	0.005	2700	3800	825		exp	lin	0.15	7787	0	data/20180913_GEF_FRET_assay3.txt
PE26_R108Q	G6	3	5	20180913	0.006	2800	4100	900		exp	lin	0.15	8439	0	data/20180913_GEF_FRET_assay4.txt
PE26_R108Q	A2	3	5	20181218	0.0035	445	550	900		exp	lin	0.1	1142	0	data/20181218_GEF_FRET_assay3.txt
PE26_R108Q	E7	3.25	5	20180913	0.005	3100	4700	975		exp	lin	0.15	9325	0	data/20180913_GEF_FRET_assay3.txt
PE26_R108Q	G7	3.5	5	20180913	0.006	3300	5000	1050		exp	lin	0.15	10070	0	data/20180913_GEF_FRET_assay4.txt
PE26_R108Q	E8	4	5	20180913	0.005	3900	5900	1200		exp	lin	0.15	11745	0	data/20180913_GEF_FRET_assay3.txt
PE26_R108Q	G8	4.5	5	20180913	0.006	4000	6400	1350		exp	lin	0.15	12591	0	data/20180913_GEF_FRET_assay4.txt
PE26_R108Q	G5	5	5	20180913	0.006	4000	6900	1500		exp	lin	0.15	13616	0	data/20180913_GEF_FRET_assay5.txt
PE26_R108Q	A3	5	5	20181218	0.0031	792	1055	1500		exp	lin	0.1	2160	0	data/20181218_GEF_FRET_assay3.txt
PE26_R108Q	G6	5.5	5	20180913	0.006	4900	8300	1650		exp	lin	0.15	16000	0	data/20180913_GEF_FRET_assay5.txt
PE26_R108Q	G7	6	5	20180913	0.005	4600	8700	1800		exp	lin	0.15	16765	0	data/20180913_GEF_FRET_assay5.txt
PE26_R108Q	G8	7	5	20180913	0.005	5600	10200	2100		exp	lin	0.15	19649	0	data/20180913_GEF_FRET_assay5.txt
PE26_R108Q	A4	9	5	20181218	0.0026	1232	1961	2700		exp	lin	0.1	3697	0	data/20181218_GEF_FRET_assay3.txt
PE26_R108Q	A5	15	5	20181218	0.0022	1865	3545	4500		exp	lin	0.1	6306	0	data/20181218_GEF_FRET_assay3.txt
PE26_R108Q	A6	25	5	20181218	0.0018	2641	6265	7500		exp	lin	0.1	9988	0	data/20181218_GEF_FRET_assay3.txt
PE26_R108Q	A7	31	5	20181218	0.0017	2949	7488	9300		exp	lin	0.1	12176	0	data/20181218_GEF_FRET_assay3.txt
PE26_R108Q	A8	39	5	20181218	0.0016	3246	9095	11700		exp	lin	0.1	14954	0	data/20181218_GEF_FRET_assay3.txt
PE26_R108Q	A9	47	5	20181218	0.0016	3496	10651	14100		exp	lin	0.1	17273	0	data/20181218_GEF_FRET_assay3.txt
PE26_R108Q	A10	60	5	20181218	0.0016	3687	12833	18000		exp	lin	0.1	21513	0	data/20181218_GEF_FRET_assay3.txt
PE26_R108Q	A11	75	5	20181218	0.0015	3882	14903	22500		exp	lin	0.1	25250	0	data/20181218_GEF_FRET_assay3.txt
PE26_R108Q	A12	90	5	20181218	0.0014	3829	16339	27000		exp	lin	0.05	28780	0	data/20181218_GEF_FRET_assay3.txt
PE28_K101R	C1	1	20	20181128	0.0025	180	180	300		exp	exp	0.15	430	0	data/20181128_GEF_FRET_assay3.txt
PE28_K101R	E1	2	20	20181203	0.0025	120	85	600		exp	lin	0.15	295	0	data/20181203_GEF_FRET_assay.txt
PE28_K101R	C2	3	20	20181128	0.007	2000	3000	900		exp	lin	0.15	1185	0	data/20181128_GEF_FRET_assay3.txt
PE28_K101R	C3	5	20	20181128	0.007	2900	4800	1500		exp	lin	0.1	2055	0	data/20181128_GEF_FRET_assay3.txt
PE28_K101R	E2	6	20	20181203	0.007	180	180	1800		exp	lin	0.15	880	0	data/20181203_GEF_FRET_assay.txt
PE28_K101R	C4	7	20	20181128	0.007	3800	6600	2100		exp	lin	0.1	2950	0	data/20181128_GEF_FRET_assay3.txt
PE28_K101R	C7	8	20	20181217	0.007	800	723	2400		exp	lin	0.1	743	0	data/20181217_GEF_FRET_assay.txt
PE28_K101R	C5	9	20	20181128	0.007	4700	8400	2700		exp	lin	0.1	3725	0	data/20181128_GEF_FRET_assay3.txt
PE28_K101R	E3	9	20	20181203	0.007	180	180	2700		exp	lin	0.1	1310	0	data/20181203_GEF_FRET_assay.txt
PE28_K101R	C6	11	20	20181128	0.007	5600	10200	3300		exp	lin	0.1	4600	0	data/20181128_GEF_FRET_assay3.txt
PE28_K101R	C7	15	20	20181128	0.007	6500	12000	4500		exp	lin	0.1	6295	0	data/20181128_GEF_FRET_assay3.txt
PE28_K101R	C8	19	20	20181128	0.007	7400	13800	5700		exp	lin	0.1	8000	0	data/20181128_GEF_FRET_assay3.txt
PE28_K101R	E5	22	20	20181203	0.007	180	180	6600		exp	lin	0.12	3375	0	data/20181203_GEF_FRET_assay.txt
PE28_K101R	C9	23	20	20181128	0.007	8300	15600	6900		exp	lin	0.05	9560	0	data/20181128_GEF_FRET_assay3.txt
PE28_K101R	C8	25	20	20181217	0.007	2500	2629	7500		exp	lin	0.1	2629	0	data/20181217_GEF_FRET_assay.txt
PE28_K101R	C10	27	20	20181128	0.007	9200	17400	8100		exp	lin	0.07	11480	0	data/20181128_GEF_FRET_assay3.txt
PE28_K101R	E6	28	20	20181203	0.007	180	180	8400		exp	lin	0.08	4180	0	data/20181203_GEF_FRET_assay.txt
PE28_K101R	C11	30	20	20181128	0.007	10100	19200	9000		exp	lin	0.05	12820	0	data/20181128_GEF_FRET_assay3.txt
PE28_K101R	C12	32	20	20181128	0.007	11000	21000	9600		exp	lin	0.05	14395	0	data/20181128_GEF_FRET_assay3.txt
PE28_K101R	E7	33	20	20181203	0.007	180	180	9900		exp	lin	0.07	4825	0	data/20181203_GEF_FRET_assay.txt
PE28_K101R	E7	33	20	20181203	0.007	180	180	9900		exp	lin	0.07	4825	0	data/20181203_GEF_FRET_assay.txt
PE28_K101R	G2	35	20	20181204	0.001			10500		exp	lin	0.05	4850	0	data/20181204_GEF_FRET_assay.txt
PE28_K101R	E8	38	20	20181203	0.007	180	180	11400		exp	lin	0.08	5825	0	data/20181203_GEF_FRET_assay.txt
PE28_K101R	E9	44	20	20181203	0.007	180	180	13200		exp	lin	0.08	6450	0	data/20181203_GEF_FRET_assay.txt
PE28_K101R	C9	45	20	20181217	0.007	4500	3150	13500		exp	lin	0.1	4393	0	data/20181217_GEF_FRET_assay.txt
PE28_K101R	E10	50	20	20181203	0.007	180	180	15000		exp	lin	0.05	7300	0	data/20181203_GEF_FRET_assay.txt
PE28_K101R	E11	57	20	20181203	0.007	180	180	17100		exp	lin	0.05	8300	0	data/20181203_GEF_FRET_assay.txt
PE28_K101R	G3	60	20	20181204	0.001			18000		exp	lin	0.05	6910	0	data/20181204_GEF_FRET_assay.txt
PE28_K101R	E12	65	20	20181203	0.007	180	180	19500		exp	lin	0.05	9370	0	data/20181203_GEF_FRET_assay.txt
PE28_K101R	E12	65	20	20181203	0.007	180	180	19500		exp	lin	0.05	9370	0	data/20181203_GEF_FRET_assay.txt
PE28_K101R	G4	80	20	20181204	0.001			24000		exp	lin	0.05	8620	0	data/20181204_GEF_FRET_assay.txt
PE28_K101R	G5	100	20	20181204	0.001			30000		exp	lin	0.05	10925	0	data/20181204_GEF_FRET_assay.txt
PE28_K101R	G6	200	20	20181204	0.001			60000		exp	lin	0.05	19160	0	data/20181204_GEF_FRET_assay.txt
PE28_K101R	C10	200	20	20181217	0.007	20000	14000	60000		exp	lin	0.05	15590	0	data/20181217_GEF_FRET_assay.txt
