sample	well	conc	GEF_conc	date	k_est	span1	f_plateau	span2	cutoff_time	back_signal	fit	linear_fit_fraction	intercept	deadtime	data_file
PE14_Y157A	C3	1	5	20180905	0.01	1000	1675	300		exp	exp	0.15		0	data/20180905_GEF_FRET_assay2.txt
PE14_Y157A	G4	1	5	20181113	0.008	1000	1260	300		exp	exp	0.15		0	data/20181113_GEF_FRET_assay3.txt
PE14_Y157A	A3	1	5	20190114	0.0097	487	615	271		exp	exp	0.1		0	data/20190114_GEF_FRET_assay5.txt
PE14_Y157A	C5	1.25	5	20181105	0.007	1250	2000	375		exp	exp	0.15		0	data/20181105_GEF_FRET_assay.txt
PE14_Y157A	G5	1.25	5	20181113	0.007	1100	1900	375		exp	exp	0.15		0	data/20181113_GEF_FRET_assay3.txt
PE14_Y157A	C4	1.5	5	20180905	0.007	1600	2300	450		exp	exp	0.15		0	data/20180905_GEF_FRET_assay2.txt
PE14_Y157A	E2	1.5	5	20180905	0.005	1400	2600	450		exp	exp	0.15		0	data/20180905_GEF_FRET_assay3.txt
PE14_Y157A	C6	1.5	5	20181105	0.007	1700	2200	450		exp	exp	0.15		0	data/20181105_GEF_FRET_assay.txt
PE14_Y157A	A1	1.5	5	20181113	0.007	1500	1800	450		exp	exp	0.15		0	data/20181113_GEF_FRET_assay2.txt
PE14_Y157A	G6	1.5	5	20181113	0.007	1600	2100	450		exp	exp	0.15		0	data/20181113_GEF_FRET_assay3.txt
PE14_Y157A	A4	1.5	5	20190114	0.0065	853	1035	398		exp	exp	0.1		0	data/20190114_GEF_FRET_assay5.txt
PE14_Y157A	C1	1.75	5	20180905	0.008	1000	1500	525		exp	exp	0.15		0	data/20180905_GEF_FRET_assay.txt
PE14_Y157A	C7	1.75	5	20181105	0.006	2000	2700	525		exp	exp	0.15		0	data/20181105_GEF_FRET_assay.txt
PE14_Y157A	G7	1.75	5	20181113	0.005	1900	2300	525		exp	exp	0.15		0	data/20181113_GEF_FRET_assay3.txt
PE14_Y157A	C2	2	5	20180905	0.007	1100	2000	600		exp	exp	0.15		0	data/20180905_GEF_FRET_assay.txt
PE14_Y157A	E3	2	5	20180905	0.007	1800	3500	600		exp	exp	0.15		0	data/20180905_GEF_FRET_assay3.txt
PE14_Y157A	C8	2	5	20181105	0.005	2200	2900	600		exp	exp	0.15		0	data/20181105_GEF_FRET_assay.txt
PE14_Y157A	G8	2	5	20181113	0.0045	2600	3000	600		exp	exp	0.15		0	data/20181113_GEF_FRET_assay3.txt
PE14_Y157A	A5	2	5	20190114	0.0053	1196	1411	531		exp	exp	0.1		0	data/20190114_GEF_FRET_assay5.txt
PE14_Y157A	C5	2.25	5	20180905	0.006	2400	3500	675		exp	exp	0.15		0	data/20180905_GEF_FRET_assay2.txt
PE14_Y157A	C9	2.25	5	20181105	0.004	2500	3500	675		exp	exp	0.15		0	data/20181105_GEF_FRET_assay.txt
PE14_Y157A	E1	2.25	5	20181105	0.006	2000	3200	675		exp	exp	0.15		0	data/20181105_GEF_FRET_assay2.txt
PE14_Y157A	C3	2.5	5	20180905	0.005	1800	2600	750		exp	exp	0.15		0	data/20180905_GEF_FRET_assay.txt
PE14_Y157A	C10	2.5	5	20181105	0.003	2800	4000	750		exp	exp	0.15		0	data/20181105_GEF_FRET_assay.txt
PE14_Y157A	E2	2.5	5	20181105	0.005	2600	3800	750		exp	exp	0.15		0	data/20181105_GEF_FRET_assay2.txt
PE14_Y157A	C11	2.75	5	20181105	0.003	3000	4200	825		exp	exp	0.15		0	data/20181105_GEF_FRET_assay.txt
PE14_Y157A	E3	2.75	5	20181105	0.005	2900	4300	825		exp	exp	0.15		0	data/20181105_GEF_FRET_assay2.txt
PE14_Y157A	C4	3	5	20180905	0.007	2000	2900	900		exp	exp	0.15		0	data/20180905_GEF_FRET_assay.txt
PE14_Y157A	E4	3	5	20180905	0.004	2500	5000	900		exp	exp	0.15		0	data/20180905_GEF_FRET_assay3.txt
PE14_Y157A	C12	3	5	20181105	0.003	3400	4700	900		exp	exp	0.15		0	data/20181105_GEF_FRET_assay.txt
PE14_Y157A	E4	3	5	20181105	0.004	2700	5500	900		exp	exp	0.15		0	data/20181105_GEF_FRET_assay2.txt
PE14_Y157A	A2	3	5	20181113	0.0033	3000	3700	900		exp	exp	0.15		0	data/20181113_GEF_FRET_assay2.txt
PE14_Y157A	C6	3.25	5	20180905	0.004	3300	5100	975		exp	exp	0.15		0	data/20180905_GEF_FRET_assay2.txt
PE14_Y157A	E1	3.25	5	20181105	0.004	3200	4500	975		exp	exp	0.15		0	data/20181105_GEF_FRET_assay3.txt
PE14_Y157A	E5	3.25	5	20181105	0.004	3600	5200	975		exp	exp	0.15		0	data/20181105_GEF_FRET_assay2.txt
PE14_Y157A	G9	3.25	5	20181113	0.003	3800	4600	975		exp	exp	0.15		0	data/20181113_GEF_FRET_assay3.txt
PE14_Y157A	E5	3.5	5	20180905	0.003	3500	7100	1050		exp	exp	0.15		0	data/20180905_GEF_FRET_assay3.txt
PE14_Y157A	E6	3.5	5	20181105	0.004	3700	6400	1050		exp	exp	0.15		0	data/20181105_GEF_FRET_assay2.txt
PE14_Y157A	A3	3.5	5	20181113	0.003	3400	4800	1050		exp	exp	0.15		0	data/20181113_GEF_FRET_assay2.txt
PE14_Y157A	C5	3.75	5	20180905	0.003	2600	3900	1125		exp	exp	0.15		0	data/20180905_GEF_FRET_assay.txt
PE14_Y157A	E7	3.75	5	20181105	0.004	3200	6100	1125		exp	exp	0.15		0	data/20181105_GEF_FRET_assay2.txt
PE14_Y157A	G10	3.75	5	20181113	0.0026	3900	5200	1125		exp	exp	0.15		0	data/20181113_GEF_FRET_assay3.txt
PE14_Y157A	C6	4	5	20180905	0.004	2700	3900	1200		exp	exp	0.15		0	data/20180905_GEF_FRET_assay.txt
PE14_Y157A	E2	4	5	20181105	0.004	4200	6200	1200		exp	exp	0.15		0	data/20181105_GEF_FRET_assay3.txt
PE14_Y157A	E8	4	5	20181105	0.004	4000	6800	1200		exp	exp	0.15		0	data/20181105_GEF_FRET_assay2.txt
PE14_Y157A	A4	4	5	20181113	0.0035	3900	5800	1200		exp	exp	0.15		0	data/20181113_GEF_FRET_assay2.txt
PE14_Y157A	E6	4.5	5	20180905	0.002	4400	9300	1350		exp	exp	0.15		0	data/20180905_GEF_FRET_assay3.txt
PE14_Y157A	E3	4.5	5	20181105	0.004	4400	7000	1350		exp	exp	0.15		0	data/20181105_GEF_FRET_assay3.txt
PE14_Y157A	E9	4.5	5	20181105	0.003	4600	7300	1350		exp	exp	0.15		0	data/20181105_GEF_FRET_assay2.txt
PE14_Y157A	A5	4.5	5	20181113	0.003	4100	6600	1350		exp	exp	0.15		0	data/20181113_GEF_FRET_assay2.txt
PE14_Y157A	E10	5	5	20181105	0.003	4900	9900	1500		exp	exp	0.15		0	data/20181105_GEF_FRET_assay2.txt
PE14_Y157A	E4	5	5	20181105	0.003	5200	7800	1500		exp	exp	0.15		0	data/20181105_GEF_FRET_assay3.txt
PE14_Y157A	A6	5	5	20181113	0.003	4500	7300	1500		exp	exp	0.15		0	data/20181113_GEF_FRET_assay2.txt
PE14_Y157A	A6	5	5	20190114	0.0027	3259	4067	1335		exp	exp	0.1	8661	0	data/20190114_GEF_FRET_assay5.txt
PE14_Y157A	E11	5.5	5	20181105	0.003	5900	8800	1650		exp	exp	0.15		0	data/20181105_GEF_FRET_assay2.txt
PE14_Y157A	E5	5.5	5	20181105	0.003	5600	8800	1650		exp	exp	0.15		0	data/20181105_GEF_FRET_assay3.txt
PE14_Y157A	G11	5.5	5	20181113	0.002	5500	9000	1650		exp	exp	0.15		0	data/20181113_GEF_FRET_assay3.txt
PE14_Y157A	E12	6	5	20181105	0.002	5200	9000	1800		exp	exp	0.15		0	data/20181105_GEF_FRET_assay2.txt
PE14_Y157A	E6	6	5	20181105	0.003	5700	9700	1800		exp	exp	0.15		0	data/20181105_GEF_FRET_assay3.txt
PE14_Y157A	A7	6	5	20181113	0.002	5100	9000	1800		exp	exp	0.15		0	data/20181113_GEF_FRET_assay2.txt
PE14_Y157A	G12	6.5	5	20181113	0.0014	6100	9300	1950		exp	exp	0.15		0	data/20181113_GEF_FRET_assay3.txt
PE14_Y157A	E2	7	5	20180905	0.002	6000	12000	2100		exp	exp	0.15		0	data/20180905_GEF_FRET_assay4.txt
PE14_Y157A	E7	7	5	20181105	0.002	7500	11600	2100		exp	exp	0.15		0	data/20181105_GEF_FRET_assay3.txt
PE14_Y157A	A8	7	5	20181113	0.002	5900	10500	2100		exp	exp	0.15		0	data/20181113_GEF_FRET_assay2.txt
PE14_Y157A	A7	7.5	5	20190114	0.002	4668	6160	1977		exp	exp	0.1	12806	0	data/20190114_GEF_FRET_assay5.txt
PE14_Y157A	E3	8	5	20180905	0.001	7000	16000	2400		exp	exp	0.15		0	data/20180905_GEF_FRET_assay4.txt
PE14_Y157A	E8	8	5	20181105	0.001	7500	13000	2400		exp	exp	0.15		0	data/20181105_GEF_FRET_assay3.txt
PE14_Y157A	A9	8	5	20181113	0.001	7000	13500	2400		exp	exp	0.15		0	data/20181113_GEF_FRET_assay2.txt
PE14_Y157A	A8	8	5	20190114	0.0019	5111	6906	2384		exp	exp	0.1	14402	0	data/20190114_GEF_FRET_assay5.txt
PE14_Y157A	E4	9	5	20180905	0.001	8100	19300	2700		exp	exp	0.15		0	data/20180905_GEF_FRET_assay4.txt
PE14_Y157A	E9	9	5	20181105	0.002	9000	15000	2700		exp	exp	0.15		0	data/20181105_GEF_FRET_assay3.txt
PE14_Y157A	A10	9	5	20181113	0.001	7900	13300	2700		exp	exp	0.15		0	data/20181113_GEF_FRET_assay2.txt
PE14_Y157A	A9	9	5	20190114	0.0017	5796	8058	2766		exp	lin	0.1	16621	0	data/20190114_GEF_FRET_assay5.txt
PE14_Y157A	E5	10	5	20180905	0.001	8200	19500	3000		exp	exp	0.15		0	data/20180905_GEF_FRET_assay4.txt
PE14_Y157A	A11	10	5	20181113	0.001	9000	15000	3000		exp	exp	0.15		0	data/20181113_GEF_FRET_assay2.txt
PE14_Y157A	A10	10	5	20190114	0.0017	5258	6963	3582		exp	lin	0.1	15804	0	data/20190114_GEF_FRET_assay5.txt
PE14_Y157A	A11	11	5	20190114	0.0017	5301	6782	3501		exp	lin	0.1	15584	0	data/20190114_GEF_FRET_assay5.txt
PE14_Y157A	E6	12	5	20180905	0.001	9900	22000	3600		exp	exp	0.15		0	data/20180905_GEF_FRET_assay4.txt
PE14_Y157A	A12	12	5	20181113	0.0009	9400	17500	3600		exp	exp	0.15		0	data/20181113_GEF_FRET_assay2.txt
PE14_Y157A	A12	12	5	20190114	0.0016	5298	6470	4867		exp	lin	0.1	16645	0	data/20190114_GEF_FRET_assay5.txt
PE15_T34L	E1	0.5	5	20181115	0.02	400	330	150		exp	exp	0.15		0	data/20181115_GEF_FRET_assay2.txt
PE15_T34L	E1	0.5	5	20190109	0.0125	41	33	51		exp	exp	0.1	125	0	data/20190108_GEF_FRET_assay3.txt
PE15_T34L	E2	1	5	20181115	0.01	870	700	300		exp	exp	0.15		0	data/20181115_GEF_FRET_assay2.txt
PE15_T34L	E2	1	5	20190109	0.008	93	83	70		exp	exp	0.1	247	0	data/20190108_GEF_FRET_assay3.txt
PE15_T34L	E3	1.75	5	20181115	0.01	1700	1600	525		exp	exp	0.15		0	data/20181115_GEF_FRET_assay2.txt
PE15_T34L	E3	2	5	20190109	0.006	199	162	142		exp	exp	0.1	504	0	data/20190108_GEF_FRET_assay3.txt
PE15_T34L	E4	2.25	5	20181115	0.008	2300	2000	675		exp	exp	0.15		0	data/20181115_GEF_FRET_assay2.txt
PE15_T34L	E4	3	5	20190109	0.0044	320	284	202		exp	exp	0.1	806	0	data/20190108_GEF_FRET_assay3.txt
PE15_T34L	E5	3.25	5	20181115	0.007	3300	2800	975		exp	exp	0.15		0	data/20181115_GEF_FRET_assay2.txt
PE15_T34L	E6	4	5	20181115	0.005	4000	3900	1200		exp	exp	0.15		0	data/20181115_GEF_FRET_assay2.txt
PE15_T34L	E7	5	5	20181115	0.005	4700	5000	1500		exp	exp	0.15		0	data/20181115_GEF_FRET_assay2.txt
PE15_T34L	E5	5	5	20190109	0.0031	540	504	318		exp	exp	0.1	1362	0	data/20190108_GEF_FRET_assay3.txt
PE15_T34L	E8	6	5	20181115	0.004	5300	7400	1800		exp	lin	0.1	15861	0	data/20181115_GEF_FRET_assay2.txt
PE15_T34L	E9	7	5	20181115	0.004	6300	7800	5126		exp	lin	0.1	19280	0	data/20181115_GEF_FRET_assay2.txt
PE15_T34L	E10	8	5	20181115	0.003	6700	9900	2400		exp	lin	0.1	21924	0	data/20181115_GEF_FRET_assay2.txt
PE15_T34L	E11	9	5	20181115	0.003	7400	10000	2700		exp	lin	0.1	24150	0	data/20181115_GEF_FRET_assay2.txt
PE15_T34L	E6	9	5	20190109	0.002	936	999	518		exp	lin	0.1	2475	0	data/20190108_GEF_FRET_assay3.txt
PE15_T34L	E12	12	5	20181115	0.003	9000	22000	3600		exp	lin	0.1	31600	0	data/20181115_GEF_FRET_assay2.txt
PE15_T34L	E7	13	5	20190109	0.0017	1293	1525	720		exp	lin	0.1	3550	0	data/20190108_GEF_FRET_assay3.txt
PE15_T34L	E8	15	5	20190109	0.0015	1494	1878	785		exp	lin	0.1	4180	0	data/20190108_GEF_FRET_assay3.txt
PE15_T34L	E9	25	5	20190109	0.0011	1139	3337	1328		exp	lin	0.1	6950	0	data/20190108_GEF_FRET_assay3.txt
PE15_T34L	E10	30	5	20190109	0.001	2612	4236	1482		exp	lin	0.1	8365	0	data/20190108_GEF_FRET_assay3.txt
PE16_R108I	A1	0.25	5	20180910	0.001	135	160	75		exp	lin	0.25	510	0	data/20180910_GEF_FRET_assay2.txt
PE16_R108I	F1	0.5	5	20180910	0.001	372.5	837.5	150		exp	lin	0.15	1450	0	data/20180910_GEF_FRET_assay3.txt
PE16_R108I	A2	0.75	5	20180910	0.001	558.75	1256.25	225		exp	lin	0.15	2000	0	data/20180910_GEF_FRET_assay2.txt
PE16_R108I	F2	1	5	20180910	0.001	745	1675	300		exp	lin	0.15	2780	0	data/20180910_GEF_FRET_assay3.txt
PE16_R108I	G1	1	5	20181218	0.007	100	70	300		exp	lin	0.1	502.6	0	data/20181218_GEF_FRET_assay.txt
PE16_R108I	A3	1.25	5	20180910	0.001	931.25	2093.75	375		exp	lin	0.15	3295	0	data/20180910_GEF_FRET_assay2.txt
PE16_R108I	F3	1.5	5	20180910	0.001	1117.5	2512.5	450		exp	lin	0.15	4150	0	data/20180910_GEF_FRET_assay3.txt
PE16_R108I	A4	1.75	5	20180910	0.001	1303.75	2931.25	525		exp	lin	0.15	4750	0	data/20180910_GEF_FRET_assay2.txt
PE16_R108I	F4	2	5	20180910	0.002	1100	1300	600		exp	lin	0.15	5675	0	data/20180910_GEF_FRET_assay3.txt
PE16_R108I	G1	2.25	5	20180910	0.001	1700	2300	675		exp	lin	0.15	5775	0	data/20180910_GEF_FRET_assay4.txt
PE16_R108I	E1	2.5	5	20180910	0.001	1862.5	4187.5	750		exp	lin	0.15	6753	0	data/20180910_GEF_FRET_assay.txt
PE16_R108I	G2	2.75	5	20180910	0.001	2300	3300	825		exp	lin	0.15	7576	0	data/20180910_GEF_FRET_assay4.txt
PE16_R108I	E2	3	5	20180910	0.001	2235	5025	900		exp	lin	0.15	8400	0	data/20180910_GEF_FRET_assay.txt
PE16_R108I	G2	3	5	20181218	0.007	300	210	900		exp	lin	0.1	1313	0	data/20181218_GEF_FRET_assay.txt
PE16_R108I	G3	3.25	5	20180910	0.001	2600	3700	975		exp	lin	0.15	8620	0	data/20180910_GEF_FRET_assay4.txt
PE16_R108I	E3	3.5	5	20180910	0.001	3400	5000	1050		exp	lin	0.15	9835	0	data/20180910_GEF_FRET_assay.txt
PE16_R108I	G4	4	5	20180910	0.001	2980	6700	1200		exp	lin	0.15	10742	0	data/20180910_GEF_FRET_assay4.txt
PE16_R108I	E4	4.5	5	20180910	0.001	3352.5	7537.5	1350		exp	lin	0.15	12960	0	data/20180910_GEF_FRET_assay.txt
PE16_R108I	G5	5	5	20180910	0.001	3725	8375	1500		exp	lin	0.15	13750	0	data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G3	5	5	20181218	0.007	500	350	1500		exp	lin	0.1	2160	0	data/20181218_GEF_FRET_assay.txt
PE16_R108I	G6	5.5	5	20180910	0.001	4000	6900	1650		exp	lin	0.15	14840	0	data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G7	6	5	20180910	0.001	4470	7500	1800		exp	lin	0.15	15720	0	data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G8	7	5	20180910	0.001	5000	9000	2100		exp	lin	0.15	18550	0	data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G9	8	5	20180910	0.001	5200	10000	2400		exp	lin	0.15	21410	0	data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G10	9	5	20180910	0.0009	5500	11000	2700		exp	lin	0.15	23310	0	data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G4	9	5	20181218	0.007	900	630	2700		exp	lin	0.1	3806	0	data/20181218_GEF_FRET_assay.txt
PE16_R108I	G11	10	5	20180910	0.0009	5500	12000	3000		exp	lin	0.15	25688	0	data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G12	12	5	20180910	0.0009	6200	13000	3600		exp	lin	0.15	29313	0	data/20180910_GEF_FRET_assay4.txt
PE16_R108I	G5	15	5	20181218	0.007	1500	1050	4500		exp	lin	0.1	6427	0	data/20181218_GEF_FRET_assay.txt
PE16_R108I	G6	25	5	20181218	0.007	2500	1750	7500		exp	lin	0.1	10221	0	data/20181218_GEF_FRET_assay.txt
PE16_R108I	G7	31	5	20181218	0.007	3100	2170	9300		exp	lin	0.1	12949	0	data/20181218_GEF_FRET_assay.txt
PE16_R108I	G8	39	5	20181218	0.007	3900	2730	11700		exp	lin	0.1	15674	0	data/20181218_GEF_FRET_assay.txt
PE16_R108I	G9	47	5	20181218	0.007	4700	3290	14100		exp	lin	0.1	18032	0	data/20181218_GEF_FRET_assay.txt
PE16_R108I	G10	60	5	20181218	0.007	6000	4200	18000		exp	lin	0.1	22321	0	data/20181218_GEF_FRET_assay.txt
PE16_R108I	G11	75	5	20181218	0.007	7500	5250	22500		exp	lin	0.1	26350	0	data/20181218_GEF_FRET_assay.txt
PE16_R108I	G12	90	5	20181218	0.007	9000	6300	27000		exp	lin	0.1	29700	0	data/20181218_GEF_FRET_assay.txt
PE16_R108I	C1	170	5	20181218	0.007	17000	11900	51000		exp	lin	0.05	47374	0	data/20181218_GEF_FRET_assay4.txt
PE18_R108Y	A1	0.25	5	20180911	0.01	380	500	75		exp	exp	0.3	2196	0	data/20180911_GEF_FRET_assay2.txt
PE18_R108Y	F9	0.5	5	20180910	0.004	570	630	150		exp	lin	0.25	1530	0	data/20180910_GEF_FRET_assay3.txt
PE18_R108Y	A1	0.5	5	20180911	0.005	290	320	150		exp	lin	0.25	775	0	data/20180911_GEF_FRET_assay.txt
PE18_R108Y	A10	0.75	5	20180910	0.007	710	1100	225		exp	lin	0.15	2197	0	data/20180910_GEF_FRET_assay2.txt
PE18_R108Y	A2	0.75	5	20180911	0.007	770	1250	225		exp	lin	0.15	2260	0	data/20180911_GEF_FRET_assay2.txt
PE18_R108Y	F10	1	5	20180910	0.004	1100	1400	300		exp	lin	0.15	3040	0	data/20180910_GEF_FRET_assay3.txt
PE18_R108Y	C1	1	5	20190108	0.0042	42	40	12.7		exp	exp	0.1	94.7	0	data/20190108_GEF_FRET_assay.txt
PE18_R108Y	A11	1.25	5	20180910	0.004	1420	1500	375		exp	lin	0.15	3520	0	data/20180910_GEF_FRET_assay2.txt
PE18_R108Y	A3	1.25	5	20180911	0.004	1300	1500	375		exp	lin	0.15	3570	0	data/20180911_GEF_FRET_assay2.txt
PE18_R108Y	F11	1.5	5	20180910	0.004	1400	2250	450		exp	lin	0.15	4150	0	data/20180910_GEF_FRET_assay3.txt
PE18_R108Y	A12	1.75	5	20180910	0.004	1900	2150	525		exp	lin	0.15	4920	0	data/20180910_GEF_FRET_assay2.txt
PE18_R108Y	A4	1.75	5	20180911	0.004	1600	3300	525		exp	lin	0.15	5100	0	data/20180911_GEF_FRET_assay2.txt
PE18_R108Y	F12	2	5	20180910	0.003	1650	3100	600		exp	lin	0.1	5380	0	data/20180910_GEF_FRET_assay3.txt
PE18_R108Y	C1	2.25	5	20180911	0.005	2000	4000	675	2000	exp	lin	0.1	6550	0	data/20180911_GEF_FRET_assay3.txt
PE18_R108Y	E9	2.5	5	20180910	0.005	2600	3800	750		exp	lin	0.15	6800	0	data/20180910_GEF_FRET_assay.txt
PE18_R108Y	C1	2.5	5	20180911	0.005	2000	5800	750		exp	lin	0.15	8600	0	data/20180911_GEF_FRET_assay4.txt
PE18_R108Y	C2	2.75	5	20180911	0.005	2800	5900	825	1250	exp	lin	0.15	8700	0	data/20180911_GEF_FRET_assay3.txt
PE18_R108Y	E10	3	5	20180910	0.005	2750	4700	900		exp	lin	0.15	8324	0	data/20180910_GEF_FRET_assay.txt
PE18_R108Y	C2	3	5	20180911	0.005	2800	7200	900		exp	lin	0.15	10813	0	data/20180911_GEF_FRET_assay4.txt
PE18_R108Y	C3	3.25	5	20180911	0.005	3000	7000	975	1500	exp	lin	0.15	11090	0	data/20180911_GEF_FRET_assay3.txt
PE18_R108Y	E11	3.5	5	20180910	0.005	3000	5200	1050		exp	lin	0.15	9682	0	data/20180910_GEF_FRET_assay.txt
PE18_R108Y	C3	3.5	5	20180911	0.005	3500	9500	1050		exp	lin	0.15	13850	0	data/20180911_GEF_FRET_assay4.txt
PE18_R108Y	C4	4	5	20180911	0.005	2800	7500	1200	1200	exp	lin	0.1	11390	0	data/20180911_GEF_FRET_assay3.txt
PE18_R108Y	E12	4.5	5	20180910	0.004	3200	6979.5	1350		exp	lin	0.1	12250	0	data/20180910_GEF_FRET_assay.txt
PE18_R108Y	C4	4.5	5	20180911	0.005	3500	11000	1350		exp	lin	0.1	16327	0	data/20180911_GEF_FRET_assay4.txt
PE18_R108Y	E1	5	5	20180911	0.005	3800	11500	1500		exp	lin	0.1	17800	0	data/20180911_GEF_FRET_assay5.txt
PE18_R108Y	E2	5.5	5	20180911	0.005	4300	14000	1650		exp	lin	0.1	20750	0	data/20180911_GEF_FRET_assay5.txt
PE18_R108Y	E3	6	5	20180911	0.005	4500	15000	1800		exp	lin	0.1	22160	0	data/20180911_GEF_FRET_assay5.txt
PE18_R108Y	C2	7	5	20190108	0.002	276	308	65		exp	exp	0.1	650	0	data/20190108_GEF_FRET_assay.txt
PE18_R108Y	C3	9	5	20190108	0.002	343	389	108		exp	exp	0.1	841	0	data/20190108_GEF_FRET_assay.txt
PE18_R108Y	C4	11	5	20190108	0.0018	416	525	74		exp	exp	0.1	1016	0	data/20190108_GEF_FRET_assay.txt
PE18_R108Y	C5	13	5	20190108	0.0017	472	570	158		exp	lin	0.1	1201	0	data/20190108_GEF_FRET_assay.txt
PE18_R108Y	C6	17	5	20190108	0.0015	613	879	31		exp	lin	0.1	1524	0	data/20190108_GEF_FRET_assay.txt
PE18_R108Y	C7	35	5	20190108	0.001	918	1271	969		exp	lin	0.1	3150	0	data/20190108_GEF_FRET_assay.txt
PE18_R108Y	C8	45	5	20190108	0.001	975	1801	1205		exp	lin	0.1	3995	0	data/20190108_GEF_FRET_assay.txt
PE18_R108Y	C9	65	5	20190108	0.0008	1671	3204	900		exp	lin	0.1	5776	0	data/20190108_GEF_FRET_assay.txt
PE18_R108Y	C10	85	5	20190108	0.0007	2500	4900	1000		exp	lin	0.1	7450	0	data/20190108_GEF_FRET_assay.txt
PE18_R108Y	C11	120	5	20190108	0.0005	3400	6034	1000		exp	lin	0.1	9500	0	data/20190108_GEF_FRET_assay.txt
PE18_R108Y	C12	150	5	20190108	0.0005	4500	7500	4500		exp	lin	0.1	13279	0	data/20190108_GEF_FRET_assay.txt
PE19_R78K	A5	0.25	5	20180911	0.016	230	350	75		no	exp	0.15		0	data/20180911_GEF_FRET_assay2.txt
PE19_R78K	A6	0.75	5	20180911	0.01	750	1400	225		no	exp	0.15		0	data/20180911_GEF_FRET_assay2.txt
PE19_R78K	A6	1	5	20180911	0.01	500	750	300	1000	no	exp	0.15		0	data/20180911_GEF_FRET_assay.txt
PE19_R78K	E1	1	5	20190108	0.014	80	80	79		exp	exp	0.1	239	0	data/20190108_GEF_FRET_assay2.txt
PE19_R78K	A7	1.25	5	20180911	0.008	1520	1430	375		exp	exp	0.15		0	data/20180911_GEF_FRET_assay2.txt
PE19_R78K	A7	1.5	5	20180911	0.008	920	1300	450	1000	exp	exp	0.15		0	data/20180911_GEF_FRET_assay.txt
PE19_R78K	A8	1.75	5	20180911	0.007	1800	2000	525		exp	exp	0.15		0	data/20180911_GEF_FRET_assay2.txt
PE19_R78K	E2	2	5	20190108	0.007	237	222	169		exp	exp	0.1	629	0	data/20190108_GEF_FRET_assay2.txt
PE19_R78K	C5	2.25	5	20180911	0.006	2250	4500	675	1500	exp	exp	0.15		0	data/20180911_GEF_FRET_assay3.txt
PE19_R78K	C5	2.5	5	20180911	0.006	2490	4424	2319		exp	exp	0.1		0	data/20180911_GEF_FRET_assay4.txt
PE19_R78K	C6	2.75	5	20180911	0.006	2690	4370	1540	1500	exp	exp	0.1	8604	0	data/20180911_GEF_FRET_assay3.txt
PE19_R78K	C6	3	5	20180911	0.005	2790	5492	2851		exp	exp	0.1	11134	0	data/20180911_GEF_FRET_assay4.txt
PE19_R78K	E3	3	5	20190108	0.006	320	292	235		exp	exp	0.1	847	0	data/20190108_GEF_FRET_assay2.txt
PE19_R78K	C7	3.25	5	20180911	0.005	3353	5142	2082	1250	exp	exp	0.1	10579	0	data/20180911_GEF_FRET_assay3.txt
PE19_R78K	C7	3.5	5	20180911	0.007	3000	9000	1050		exp	exp	0.15		0	data/20180911_GEF_FRET_assay4.txt
PE19_R78K	C8	4	5	20180911	0.007	3100	8800	1200		exp	exp	0.1	12918	0	data/20180911_GEF_FRET_assay3.txt
PE19_R78K	C8	4.5	5	20180911	0.004	3630	8397	4885		exp	exp	0.1	16913	0	data/20180911_GEF_FRET_assay4.txt
PE19_R78K	E4	5	5	20190108	0.004	598	612	382		exp	exp	0.1	1593	0	data/20190108_GEF_FRET_assay2.txt
PE19_R78K	E6	5.5	5	20180911	0.0045	5400	12320	3925		exp	exp	0.1	21667	0	data/20180911_GEF_FRET_assay5.txt
PE19_R78K	E7	6	5	20180911	0.004	5500	13615	5595		exp	exp	0.1	23137	0	data/20180911_GEF_FRET_assay5.txt
PE19_R78K	E8	7	5	20180911	0.0038	6400	17800	3566		exp	exp	0.1	27728	0	data/20180911_GEF_FRET_assay5.txt
PE19_R78K	E5	7	5	20190108	0.003	800	900	521		exp	lin	0.1	2223	0	data/20190108_GEF_FRET_assay2.txt
PE19_R78K	E6	9	5	20190108	0.0026	992	1133	681		exp	lin	0.1	2807	0	data/20190108_GEF_FRET_assay2.txt
PE19_R78K	E7	13	5	20190108	0.0021	1336	1706	1029		exp	lin	0.1	4091	0	data/20190108_GEF_FRET_assay2.txt
PE19_R78K	E8	19	5	20190108	0.0018	1773	2571	1770		exp	lin	0.1	6125	0	data/20190108_GEF_FRET_assay2.txt
PE19_R78K	E9	25	5	20190108	0.0016	2053	3276	2528		exp	lin	0.1	7875	0	data/20190108_GEF_FRET_assay2.txt
PE19_R78K	E10	35	5	20190108	0.0015	2366	4412	4111		exp	lin	0.1	10920	0	data/20190108_GEF_FRET_assay2.txt
PE19_R78K	E11	45	5	20190108	0.007	4500	4500	4500		exp	lin	0.1	13707	0	data/20190108_GEF_FRET_assay2.txt
