Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage
YLR347C	A180T	-0.931894542847576	0.675665792348327	-1.37922409777282	36	0.176334409267024	0.993271906600393	NA	0.529175050301811	0.48692152917505
YLR397C	A180T	-0.126018126013991	0.434582241457279	-0.289975323408098	33	0.773649445105773	0.993271906600393	NA	0.953667953667954	0.694980694980695
YML041C	A180T	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.964285714285714	0.0357142857142857
YML085C	A180T	0.0329993011728065	0.640757784383738	0.0515004296117045	36	0.959211466135923	0.993271906600393	NA	0.626373626373626	0.472527472527473
YML124C	A180T	-0.193701010447301	0.652436581698598	-0.296888641564221	36	0.768257814693012	0.993271906600393	NA	0.727891156462585	0.63265306122449
YMR039C	A180T	NA	NA	NA	NA	NA	NA	completeMissing	1	0
YMR083W	A180T	-1.19115208376921	1.11745869443764	-1.06594730498621	25	0.29663422501629	0.993271906600393	NA	0.885714285714286	0.457142857142857
YMR157C	A180T	-0.581715377073189	0.880811018407292	-0.660431539701971	24	0.515266356561492	0.993271906600393	NA	0.828571428571429	0.4
YMR185W	A180T	-1.02654354480034	1.26857046132975	-0.809212870780776	14	0.43193109586253	0.993271906600393	NA	0.938775510204082	0.306122448979592
YMR214W	A180T	-0.426064102483084	0.610806560081473	-0.697543429177075	35	0.490070897236978	0.993271906600393	NA	0.848214285714286	0.598214285714286
YMR235C	A180T	3.43714235796212	0.827344341056196	4.15442783300389	36	0.000191629074778987	0.0172466167301089	NA	0.704500978473581	0.663405088062622
YMR308C	A180T	-0.795280149640109	0.486904909221733	-1.63333771046031	36	0.111115004189613	0.8333625314221	NA	0.339578454332553	0.2903981264637
YMR318C	A180T	0.785305618058391	1.83108906824167	0.428873522145206	23	0.67200552080079	0.993271906600393	NA	0.875	0.303571428571429
YNL007C	A180T	-0.322161359678046	0.5302643312969	-0.607548614273407	30	0.548058592815184	0.993271906600393	NA	0.912698412698413	0.428571428571429
YNL014W	A180T	-0.87670001890009	0.819571135716399	-1.06970582624747	22	0.296348329755865	0.993271906600393	NA	0.571428571428571	0
YNL032W	A180T	0.142367889227624	0.651748949318256	0.218439767914539	19	0.82941560979686	0.993271906600393	NA	0.948051948051948	0.519480519480519
YNL037C	A180T	-0.83663195838154	1.37327439444211	-0.609224173819551	31	0.546815186343249	0.993271906600393	NA	0.93984962406015	0.428571428571429
YNL099C	A180T	0.0479460205325821	0.426259089972033	0.112480933921498	10	0.912667990025649	0.993271906600393	NA	0.974025974025974	0.207792207792208
YNL134C	A180T	0.257693686548048	1.32928758844755	0.19385849141118	25	0.8478532398841	0.993271906600393	NA	0.873015873015873	0.349206349206349
YNL141W	A180T	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.961038961038961	0.38961038961039
YNL262W	A180T	2.27721603074875	1.02567825378566	2.22020504221846	17	0.0402884465908739	0.528851299899858	NA	0.821428571428571	0.25
YOL038W	A180T	0.144915296475158	0.918104488926409	0.157841834151814	34	0.875515150722636	0.993271906600393	NA	0.844155844155844	0.467532467532468
